wo_number,outplant_date,work_dept,sub_contractor,uom,est_qty,actual_qty,qty_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10435.1,,0500,LAMINATE              SF,,28,0,-28,28.0,0.0,-28.0,Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10435.2,,0500,LAMINATE              SF,,6,0,-6,6.0,0.0,-6.0,Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10437.1,,0500,OVERLAMINATE          SF,,115,0,-115,115.0,0.0,-115.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10438.2,,5300,ENGINEERING           EA,,1,0,-1,325.0,0.0,-325.0,Sullaway - Estimate 31860,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10440.1,2021-09-30,,PO#20234-1 BTI LOGIS,,,1.0,,,2000.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10440.1,,,PO#20234-1 BTI LOGIS  EA,,,1,1,,2000.0,2000.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10448.1,2021-09-30,,PO#20229-1 UNISHIPPE,,,1.0,,,139.88,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10448.1,,,PO#20229-1 UNISHIPPE  EA,,,1,1,,139.88,139.88,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10452.1,,0200,FREIGHT               EA,,1,0,-1,30.0,0.0,-30.0,UPS Ground Freight,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10452.1,,0200,GEMINI                EA,,1,0,-1,211.57,0.0,-211.57,Gemini - quote #E492478,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10455.2,,0200,FACES                 EA,,2,0,-2,630.4,0.0,-630.4,Commercial Plastics - email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10455.2,,0200,SHIPPING              EA,,1,0,-1,759.56,0.0,-759.56,Shipping to NV,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10457.5,,0600,PAINTING              EA,,1,0,-1,3763.0,0.0,-3763.0,Heartland Finishes - email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10458.1,2021-10-07,,PO#20261-1 UNISHIPPE,,,1.0,,,279.31,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10458.1,,,PO#20261-1 UNISHIPPE  EA,,,1,1,,279.31,279.31,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10459.1,,0500,OVERLAMINATE          SF,,77,0,-77,77.0,0.0,-77.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.1,2021-12-17,,PO#20304-1 DIVISION,,,1.0,,,2305.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.1,,,PO#20304-1 DIVISION   EA,,,1,1,,2305.0,2305.0,PROVIDE NEW FOOTINGS PER QUOTE #202,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.1,,0200,FREIGHT               EA,,1,0,-1,66.0,0.0,-66.0,Gemini UPS Ground,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.1,,0200,LETTERS               EA,,1,0,-1,1289.48,0.0,-1289.48,Gemini - quote #E488363,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.1,,0500,OVERLAMINATE          SF,,8,0,-8,12.0,0.0,-12.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.1,,0600,FOOTINGS              EA,,1,0,-1,2305.0,0.0,-2305.0,D3 - quote #2021179,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.3,,0200,FREIGHT               EA,,1,0,-1,55.0,0.0,-55.0,UPS Ground Freight,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.3,,0200,GEMINI                EA,,1,0,-1,519.99,0.0,-519.99,Gemini - quote #E504208,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.4,2021-12-17,,202162 DIVISION 3 CO,,,0.0,,,635.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10462.4,,,202162 DIVISION 3 CO,,,0,0,,635.0,635.0,Failed trip to dig/pour footing. St,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10464.1,,0200,POSTS                 EA,,2,0,-2,103.48,0.0,-103.48,Grimco - Square Post  Anchors - 36,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10464.1,,0200,SLEEVES               EA,,12,0,-12,293.64,0.0,-293.64,Grimco - Square Post  Sleeves - 2-,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10467.1,2021-11-30,,PO#20439-1 BTI LOGIS,,,1.0,,,2900.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10467.1,,,PO#20439-1 BTI LOGIS  EA,,,1,1,,2900.0,2900.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10468.1,2021-12-21,,PO#20292-1 PYRAMID M,,,1.0,,,2560.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10468.1,,,PO#20292-1 PYRAMID M  EA,,,1,1,,2560.0,2560.0,Furnish and install brick base for,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10468.1,,0200,EMC                   EA,,1,0,-1,26228.19,0.0,-26228.19,Watchfire - quote #2118851.0,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10468.1,,0600,DISPOSAL              EA,,8,0,-8,8.0,0.0,-8.0,Lamp disposal,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10468.1,,0600,MASONRY               EA,,1,0,-1,2560.0,0.0,-2560.0,Pyramid Masonry - email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.1,2022-01-28,,PO#20527-1 NAGLE SIG,,,1.0,,,525.34,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.1,,,PO#20527-1 NAGLE SIG  EA,,,1,1,,525.34,525.34,"Receive, Inspect and Install Non-Li",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.1,,0600,PLASTIC               EA,,1,0,-1,52.28,0.0,-52.28,Home Depot - 10 ft. x 100 ft. Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.2,2022-01-28,,PO#20527-2 NAGLE SIG,,,1.0,,,175.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.2,,,PO#20527-2 NAGLE SIG  EA,,,1,1,,175.0,175.0,"Receive, Inspect and Install 1/8"" T",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.4,2022-01-31,,ADJ-OUTPLANT,,,0.0,,,343.34,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10472.4,,,Transfer from 10554.,,,0,0,,343.34,343.34,Transfer from 10554.3,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10473.1,,0600,PLASTIC               EA,,1,0,-1,52.28,0.0,-52.28,Home Depot - 10 ft. x 100 ft. Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10474.1,,0600,PLASTIC               EA,,1,0,-1,52.28,0.0,-52.28,Home Depot - 10 ft. x 100 ft. Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10475.1,,0600,PLASTIC               EA,,1,0,-1,52.28,0.0,-52.28,Home Depot - 10 ft. x 100 ft. Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_005.html
10476.1,2022-02-11,,PO#20530-1 NAGLE SIG,,,1.0,,,425.34,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10476.1,,,PO#20530-1 NAGLE SIG  EA,,,1,1,,425.34,425.34,"RECEIVE,INSPECT AND INSTALL NON-LIT",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10476.1,,0600,PLASTIC               EA,,1,0,-1,52.28,0.0,-52.28,Home Depot - 10 ft. x 100 ft. Clear,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10476.2,2022-04-09,,PO#20530-2 NAGLE SIG,,,1.0,,,185.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10476.2,,,PO#20530-2 NAGLE SIG  EA,,,1,1,,185.0,185.0,"RECEIVE,INSPECT AND INSTALL 1/8TH T",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10476.4,2022-02-11,,ADJ-OUTPLANT,,,0.0,,,74.59,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10476.4,,,Transfer from 10554.,,,0,0,,74.59,74.59,Transfer from 10554.2,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10477.1,2021-12-31,,PO#20538-1 WORLDWIDE,,,1.0,,,3192.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10477.1,,,PO#20538-1 WORLDWIDE  EA,,,1,1,,3192.0,3192.0,"shipping for cat scale to meridian,",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10478.1,,0500,FOREST                SF,,16,0,-16,41.28,0.0,-41.28,3630-196 Forest Green,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.1,,5300,PERMIT                EA,,1,0,-1,995.0,0.0,-995.0,Permit fee,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.2,2021-11-08,,PO#20356-1 CONTRACTO,,,1.0,,,735.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.2,,,PO#20356-1 CONTRACTO  EA,,,1,1,,735.5,735.5,PROVIDE 85'JLG LIFT TO EAGLE CREW F,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.2,,0600,DELIVERY              EA,,2,0,-2,210.0,0.0,-210.0,Duke Aerial - delivery/pickup,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.2,,0600,JLG                   EA,,1,0,-1,720.0,0.0,-720.0,Duke Aerial - 85' JLG lift,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.3,,0600,DELIVERY              EA,,2,0,-2,210.0,0.0,-210.0,Duke Aerial - delivery/pickup,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10480.3,,0600,JLG                   EA,,1,0,-1,720.0,0.0,-720.0,Duke Aerial - 85´ JLG lift,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10481.1,2021-12-28,,PO#20491-1 BTI LOGIS,,,1.0,,,2900.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10481.1,,,PO#20491-1 BTI LOGIS  EA,,,1,1,,2900.0,2900.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10483.1,,0200,FABRIC                LY,D,7,0,-7,193.55,0.0,-193.55,Fabric - Sunbrella® Clarity Awning,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10483.1,,0200,SEAM                  EA,,1,0,-1,30.0,0.0,-30.0,John Boyt - 9/9/21 email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,2022-05-24,,PO#20722-2 NAGLE SIG,,,1.0,,,1207.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,,PO#20722-2 NAGLE SIG  EA,,,1,1,,1207.5,1207.5,Dig footing for pylon sign.  MCKee,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,2022-05-24,,PO#20956-1 CENTRAL I,,,1.0,,,743.64,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,,PO#20956-1 CENTRAL I  EA,,,1,1,,743.64,743.64,PROVIDE SIGN FOOTING CONCRETE FOR T,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,2022-05-20,,PO#20976-1 CONTRACTO,,,1.0,,,128.4,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,,PO#20976-1 CONTRACTO  EA,,,1,1,,128.4,128.4,trailer rental,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0200,EMC                   EA,,1,0,-1,40576.0,0.0,-40576.0,watchfire - quote #2119858.0,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0200,SHIP                  EA,,1,0,-1,903.0,0.0,-903.0,M/C,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0200,STEEL                 EA,,20,0,-20,1437.0,0.0,-1437.0,"tube 10"" x .375",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0200,TUBE                  EA,,24,0,-24,2091.6,0.0,-2091.6,"12"" x .375",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0500,OVERLAMINATE          SF,,110,0,-110,165.0,0.0,-165.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0600,CRANE                 EA,,10,0,-10,1250.0,0.0,-1250.0,Crane rental,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0600,FOOTINGS              EA,,10,0,-10,1250.0,0.0,-1250.0,Nagle auger,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.1,,0600,RENT                  EA,,4,0,-4,500.0,0.0,-500.0,dump truck,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.4,,0600,DISPOSAL              EA,,4,0,-4,4.0,0.0,-4.0,Lamp disposal,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10484.6,,0500,OVERLAMINATE          SF,,120,0,-120,120.0,0.0,-120.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10487.1,2021-10-29,,PO#20330-1 UNISHIPPE,,,1.0,,,275.81,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10487.1,,,PO#20330-1 UNISHIPPE  EA,,,1,1,,275.81,275.81,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10491.1,2021-11-16,,PO#20369-2 NAGLE SIG,,,1.0,,,55.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10491.1,,,PO#20369-2 NAGLE SIG  EA,,,1,1,,55.0,55.0,"Bend return letter ""H""  for House o",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10493.6,,0200,FACES                 EA,,2,0,-2,1490.4,0.0,-1490.4,Commercial Plastics - email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10493.6,,0200,FREIGHT               EA,,1,0,-1,262.11,0.0,-262.11,Commercial Plastics - freight,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10500.1,,0200,EMC                   EA,,1,0,-1,13214.0,0.0,-13214.0,watchfire - quote #2122192.0,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10510.1,2022-01-26,,PO#20587-1 UNISHIPPE,,,1.0,,,288.86,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10510.1,,,PO#20587-1 UNISHIPPE  EA,,,1,1,,288.86,288.86,"shipping for cat scale to walcott,",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10512.1,,0500,OVERLAMINATE          SF,,77,0,-77,77.0,0.0,-77.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10515.1,2022-01-18,,PO#20495-1 NAGLE SIG,,,1.0,,,137.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10515.1,,,PO#20495-1 NAGLE SIG  EA,,,1,1,,137.5,137.5,"1 set: 3.5"" Letter returns black, f",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10515.1,,0500,OVERLAMINATE          SF,,10,0,-10,10.0,0.0,-10.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10515.1,,0600,TEMPLATE              EA,,10,0,-10,25.5,0.0,-25.5,Mounting Pattern,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10515.2,,0500,OVERLAMINATE          SF,,32,0,-32,48.0,0.0,-48.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10515.6,,0200,FACE                  EA,,1,0,-1,1426.0,0.0,-1426.0,Miratec - quote #152252-1,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10516.1,,0500,OVER                  EA,,9,0,-9,9.0,0.0,-9.0,laminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10517.3,,5300,PERMIT                EA,,1,0,-1,515.0,0.0,-515.0,Permit Fee,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10519.1,2021-11-19,,PO#20389-1 BTI LOGIS,,,1.0,,,2000.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10519.1,,,PO#20389-1 BTI LOGIS  EA,,,1,1,,2000.0,2000.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10521.1,,0500,OVERLAMINATE          SF,,234,0,-234,351.0,0.0,-351.0,overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10521.2,2022-04-26,,PO#20498-1 PRAIRIE S,,,1.0,,,1998.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10521.2,,,PO#20498-1 PRAIRIE S  EA,,,1,1,,1998.0,1998.0,Remove CAT head Logo signs. (Channe,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10521.2,,0600,INSTALLATION          EA,,1,0,-1,1998.0,0.0,-1998.0,Prairie Signs - email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10522.1,2021-12-17,,PO#20467-1 BTI LOGIS,,,1.0,,,2900.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10522.1,,,PO#20467-1 BTI LOGIS  EA,,,1,1,,2900.0,2900.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10523.1,2022-02-28,,PO#20367-1 HD SIGNS,,,1.0,,,900.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10523.1,,,PO#20367-1 HD SIGNS   EA,,,1,1,,900.0,900.0,Cut hole on passanger side for 4th,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10524.1,2021-11-30,,PO#20426-1 NAGLE SIG,,,1.0,,,68.75,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10524.1,,,PO#20426-1 NAGLE SIG  EA,,,1,1,,68.75,68.75,Provide: 1 set of letter returns fo,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10526.1,2022-01-18,,PO#20495-5 NAGLE SIG,,,2.0,,,27.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10526.1,,,PO#20495-5 NAGLE SIG  EA,,,2,2,,27.5,27.5,"2 sets:  Logo returns 3.5"" white",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10526.2,2022-01-18,,PO#20495-6 NAGLE SIG,,,2.0,,,41.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10526.2,,,PO#20495-6 NAGLE SIG  EA,,,2,2,,41.25,41.25,2 sets; Tag Line returns 3.5 white,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10526.3,2022-01-18,,PO#20495-7 NAGLE SIG,,,1.0,,,13.75,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10526.3,,,PO#20495-7 NAGLE SIG  EA,,,1,1,,13.75,13.75,"1 set Logo returns 3.5"" Whtie,  LOF",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.1,2022-01-18,,PO#20495-2 NAGLE SIG,,,1.0,,,27.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.1,,,PO#20495-2 NAGLE SIG  EA,,,1,1,,27.5,27.5,"1 Set; Logo returns 3.5"" White.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.1,,0500,OVERLAMINATE          SF,,30,0,-30,45.0,0.0,-45.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.4,2022-01-18,,PO#20495-3 NAGLE SIG,,,2.0,,,27.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.4,,,PO#20495-3 NAGLE SIG  EA,,,2,2,,27.5,27.5,"2 sets: Logo returns 3.5"" white.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.5,2022-01-18,,PO#20495-4 NAGLE SIG,,,2.0,,,27.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.5,,,PO#20495-4 NAGLE SIG  EA,,,2,2,,27.5,27.5,2 sets: Tag Line returns 3.5 White.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10527.7,,0500,OVERLAMINATE          SF,,30,0,-30,45.0,0.0,-45.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.12,,0200,EMC                   EA,,1,0,-1,39975.18,0.0,-39975.18,watchfire - quote #2106846.2 (Revis,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.13,2022-02-23,,PO#20635-5 NAGLE SIG,,,1.0,,,206.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.13,,,PO#20635-5 NAGLE SIG  EA,,,1,1,,206.25,206.25,Bend returns for Channel letters,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.14,2022-02-23,,PO#20635-6 NAGLE SIG,,,1.0,,,206.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.14,,,PO#20635-6 NAGLE SIG  EA,,,1,1,,206.25,206.25,"Bend returns for channel letters,",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.15,,0500,FLOOR                 EA,,1,0,-1,426.36,0.0,-426.36,Grimco - 3M 40C Controltac Vinyl,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.15,,0500,OVER                  EA,,63,0,-63,63.0,0.0,-63.0,laminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.2,2022-02-23,,PO#20635-1 NAGLE SIG,,,3.0,,,68.75,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.2,,,PO#20635-1 NAGLE SIG  EA,,,3,3,,68.75,68.75,"Bend returns for 4"" circles.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.3,2022-02-23,,PO#20635-2 NAGLE SIG,,,1.0,,,41.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.3,,,PO#20635-2 NAGLE SIG  EA,,,1,1,,41.25,41.25,"Bend returns for 66"" Logo.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.4,2022-02-23,,PO#20635-3 NAGLE SIG,,,3.0,,,68.75,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.4,,,PO#20635-3 NAGLE SIG  EA,,,3,3,,68.75,68.75,"Bend returns for  4"" Circles.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.5,2022-02-23,,PO#20635-4 NAGLE SIG,,,1.0,,,41.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10528.5,,,PO#20635-4 NAGLE SIG  EA,,,1,1,,41.25,41.25,"Bend returns for 66"" Logo.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10539.1,2022-01-07,,PO#20549-1 BTI LOGIS,,,1.0,,,2900.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10539.1,,,PO#20549-1 BTI LOGIS  EA,,,1,1,,2900.0,2900.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
1054.1,2007-07-25,,ADJ-OUTPLANT,,,0.0,,,395.78,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
1054.1,,,Transfer from 1225.2,,,0,0,,395.78,395.78,Transfer from 1225.2,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.1,2021-12-08,,663676 CENTRAL IOWA,,,0.0,,,289.92,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.1,,,663676 CENTRAL IOWA,,,0,0,,289.92,289.92,concrete for LOF Xpress,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.1,2022-01-06,,PO#20543-2 DIVISION,,,1.0,,,1680.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.1,,,PO#20543-2 DIVISION   EA,,,1,1,,1680.0,1680.0,DIG FOOTINGS PER QUOTE #2021216-04,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.17,2022-07-25,,PO#21198-1 CARDMEMBE,,,6.0,,,25.55,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.17,,,PO#21198-1 CARDMEMBE  EA,,,6,6,,25.55,25.55,Quikrete 60-lb concrete,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
10540.3,,0200,PANEL                 EA,,3,0,-3,219.33,0.0,-219.33,"Grimco - Stop Sign - 30"" x 30"", Adv",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_006.html
