wo_number,material_date,work_dept,inventory_item,uom,est_qty,actual_qty,qty_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
1,,0200,201-0330              TU,BE,1,0,-1,2.98,0.0,-2.98,GE CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0100              EA,,8,0,-8,5.71,0.0,-5.71,""" ALUMINUM GUSSETS",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0220              EA,,104,0,-104,93.6,0.0,-93.6,/,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0420              FT,,41,0,-41,3.03,0.0,-3.03,' GASKET TAPE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0430              EA,,2,0,-2,7.9,0.0,-7.9,GOODYEAR Z-BRACKETS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0500              EA,,12,0,-12,28.78,0.0,-28.78,""" ANGLE IRON BRACKETS - LAF IRONS",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0510              FT,,52,0,-52,426.4,0.0,-426.4,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0540              EA,,6,0,-6,7.02,0.0,-7.02,C-COVER CORNER FLASHING - L/A SCABS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0560              EA,,16,0,-16,9.28,0.0,-9.28,"LARGE ""A"" SPREADER BARS (Frame Supp",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0580              FT,,52,0,-52,182.0,0.0,-182.0,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-0610              FT,,104,0,-104,149.76,0.0,-149.76,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,202-1330              EA,,22,0,-22,9.46,0.0,-9.46,""" HAND HOLE COVER",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,203-0500              LF,,1,0,-1,1.15,0.0,-1.15,""" ALUM FLAT",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-0765              EA,,6,0,-6,0.99,0.0,-0.99,HHMS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-3278              EA,,2,0,-2,0.31,0.0,-0.31,""" Alum.Nuts",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-3280              EA,,24,0,-24,0.96,0.0,-0.96,HEX NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-4312              EA,,35,0,-35,0.59,0.0,-0.59,""" TEK Screws",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-4320              EA,,20,0,-20,1.28,0.0,-1.28,""" TEK Screw w/ Rubb",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-4712              EA,,150,0,-150,3.6,0.0,-3.6,""" HWHSMS - Black",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-5380              EA,,2,0,-2,3.08,0.0,-3.08,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,214-5470              EA,,26,0,-26,1.3,0.0,-1.3,FLAT WASHERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,216-0421              SF,,224,0,-224,108.64,0.0,-108.64,'sheet,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,219-1139              EA,,2,0,-2,27.12,0.0,-27.12,""" MATCH PLATE",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,219-1731              FT,,10,0,-10,17.9,0.0,-17.9,""" SQ STEEL TU",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,219-1841              FT,,12,0,-12,72.24,0.0,-72.24,""" SQUARE STEEL TUBING",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,221-0195              EA,,2,0,-2,976.0,0.0,-976.0,Cat Scale Face - Laminated,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,301-0150              EA,,5,0,-5,281.75,0.0,-281.75,BALLAST,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,302-0185              EA,,34,0,-34,6.02,0.0,-6.02,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,303-0150              EA,,1,0,-1,3.24,0.0,-3.24,HUBS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,303-0180              EA,,1,0,-1,17.99,0.0,-17.99,VAC SW&WP CVR,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,303-0581              EA,,1,0,-1,0.22,0.0,-0.22,Ring Tongue,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,303-1240              EA,,2,0,-2,0.58,0.0,-0.58,""" LOCK NUT",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,303-1280              EA,,1,0,-1,0.38,0.0,-0.38,""" CHASE NIPPLE",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,303-1330              EA,,2,0,-2,2.21,0.0,-2.21,""" CHASE NIPPLE",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,306-1100              EA,,20,0,-20,55.8,0.0,-55.8,CW/HO LAMP,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,311-0860              EA,,40,0,-40,42.4,0.0,-42.4,/BOX,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,313-0334              FT,,30,0,-30,5.67,0.0,-5.67,V STRANDED WIRE MT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,313-0335              FT,,33,0,-33,6.23,0.0,-6.23,V STRANDED WIRE MT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,313-0465              EA,,85,0,-85,5.7,0.0,-5.7,WIRE NUTS O/B+,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,404-0270              OZ,,40,0,-40,23.96,0.0,-23.96,BRITE WHITE PRIMER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,404-0300              OZ,,8,0,-8,6.48,0.0,-6.48,Reducer***,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,405-0121              OZ,,32,0,-32,30.15,0.0,-30.15,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,506-0600              SF,,120,0,-120,11.91,0.0,-11.91,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1,,0200,508-3555              SF,,116,0,-116,247.95,0.0,-247.95,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1000.1,2007-05-09,,215-0140,,,37.0,,,105.36,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1000.1,,,215-0140              SF,,37,37,105,105.36,118.0,,CLEAR LEXAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1000.1,2007-05-09,,215-0210,,,54.0,,,176.99,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1000.1,,,215-0210              SF,,54,54,176,176.99,177.0,,CLEAR LEXAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-28,,201-0275,,,2.0,,,3.12,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,201-0275              TU,BE,2,2,3,3.12,40.0,,YR SILICONE ACRYLIC LATEX WHITE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,,201-0290,,,15.0,,,10.57,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,201-0290              OZ,,15,15,10,10.57,16.0,,WELD ON PLASTIC CEMENT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-11-25,,205-0111,,,40.0,,,65.6,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,205-0111              SF,,40,40,65,65.6,40.0,,""" BLACK/WHITE ALUM VM",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,,214-3716,,,170.0,,,3.49,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,214-3716              EA,,170,170,3,3.49,4.0,-4.0,A/A rivet,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-11-25,,217-0556,,,32.0,,,98.99,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,217-0556              SF,,32,32,98,98.99,177.0,7328.0,WHITE FF PLEXIGLAS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,,312-0100,,,1.0,,,24.91,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,312-0100              EA,,1,1,24,24.91,,,TRANSFORMER BOXES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-28,,313-0440,,,58.0,,,4.51,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,313-0440              EA,,58,58,4,4.51,30.0,-454.0,BLUE WIRE NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-01,,506-0610,,,1.0,,,0.14,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,506-0610              SF,,1,1,0,0.14,16.0,,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-11-30,,510-0110,,,1.0,,,1.05,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,,510-0110              SF,,1,1,1,1.05,3630.0,-22.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0200,205-0180              SF,,50,0,-50,82.0,0.0,-82.0,""" WHITE/WHITE ALUMINUM",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,0200,208-0101,,,145.0,,,64.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0200,208-0101              LF,,145,145,0,64.38,64.38,0.0,'/RL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,0200,208-0420,,,145.0,,,100.59,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0200,208-0420              LF,,145,145,0,100.59,100.59,0.0,BLACK/WHITE LETTER COIL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0200,215-0535              SF,,46,0,-46,199.18,0.0,-199.18,PLEXIGLAS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-11-25,0200,217-0520,,,32.0,,,216.67,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,0200,217-0520,,,-20.0,,,-135.42,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0200,217-0520              SF,,12,12,0,81.25,81.25,0.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-28,0300,303-1435,,,17.0,,,94.18,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,303-1435              EA,,19,17,-2,105.26,94.18,-11.08,Paige Wall Busters,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-28,0300,307-0100,,,102.0,,,26.79,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,307-0100              FT,,120,102,-18,31.52,26.79,-4.73,GAUGE LED HOOK UP WIRE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-28,0300,307-0261,,,64.0,,,74.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,307-0261              EA,,100,64,-36,116.4,74.5,-41.9,Phoenix LED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-28,0300,307-0262,,,18.0,,,23.13,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,307-0262              EA,,45,18,-27,57.84,23.13,-34.71,Red Phoenix LED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,307-0264              EA,,2,0,-2,114.46,0.0,-114.46,Hanley Power Supply,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,2020-12-29,0300,307-0265,,,2.0,,,58.62,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,307-0265              EA,,1,2,1,29.31,58.62,29.31,Hanley Power Supply,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,311-1055              EA,,1,0,-1,3.5,0.0,-3.5,A,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0300,313-0465              EA,,30,0,-30,2.01,0.0,-2.01,WIRE NUTS O/B+,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,,0600,214-0000              SF,,52,0,-52,30.16,0.0,-30.16,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,,201-0275,,,1.0,,,1.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,,201-0275,,,2.0,,,3.12,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,201-0275              TU,BE,3,3,4,4.68,40.0,,YR SILICONE ACRYLIC LATEX WHITE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,,201-0290,,,15.0,,,10.57,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,201-0290              OZ,,15,15,10,10.57,16.0,,WELD ON PLASTIC CEMENT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-11-25,,205-0111,,,40.0,,,65.6,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,205-0111              SF,,40,40,65,65.6,40.0,,""" BLACK/WHITE ALUM VM",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,,214-3716,,,113.0,,,2.32,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,,214-3716,,,171.0,,,3.51,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,,214-3716,,,-113.0,,,-2.32,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,214-3716              EA,,171,171,3,3.51,4.0,-4.0,A/A rivet,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-11-25,,217-0556,,,32.0,,,98.99,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,217-0556              SF,,32,32,98,98.99,177.0,7328.0,WHITE FF PLEXIGLAS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,,312-0100,,,1.0,,,24.91,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,312-0100              EA,,1,1,24,24.91,,,TRANSFORMER BOXES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,,313-0440,,,58.0,,,4.51,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,313-0440              EA,,58,58,4,4.51,30.0,-454.0,BLUE WIRE NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-01,,506-0610,,,1.0,,,0.14,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,506-0610              SF,,1,1,0,0.14,16.0,,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-11-30,,510-0110,,,1.0,,,1.05,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,,510-0110              SF,,1,1,1,1.05,3630.0,-22.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0200,205-0180              SF,,50,0,-50,82.0,0.0,-82.0,""" WHITE/WHITE ALUMINUM",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,0200,208-0101,,,145.0,,,64.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0200,208-0101              LF,,145,145,0,64.38,64.38,0.0,'/RL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,0200,208-0420,,,145.0,,,100.59,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0200,208-0420              LF,,145,145,0,100.59,100.59,0.0,BLACK/WHITE LETTER COIL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0200,215-0535              SF,,46,0,-46,199.18,0.0,-199.18,PLEXIGLAS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,0200,217-0520,,,12.0,,,81.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0200,217-0520              SF,,12,12,0,81.25,81.25,0.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,302-0580              FT,,60,0,-60,86.9,0.0,-86.9,FT BUNDL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,303-0650              EA,,38,0,-38,111.14,0.0,-111.14,""" LIQUITITE SEALTITE MALE CONNEC",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,0300,303-1435,,,17.0,,,94.18,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,303-1435              EA,,19,17,-2,105.26,94.18,-11.08,Paige Wall Busters,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,0300,307-0100,,,102.0,,,26.79,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,307-0100              FT,,120,102,-18,31.52,26.79,-4.73,GAUGE LED HOOK UP WIRE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,0300,307-0261,,,64.0,,,74.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,307-0261              EA,,100,64,-36,116.4,74.5,-41.9,Phoenix LED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-28,0300,307-0262,,,18.0,,,23.13,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,307-0262              EA,,45,18,-27,57.84,23.13,-34.71,Red Phoenix LED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,307-0264              EA,,2,0,-2,114.46,0.0,-114.46,Hanley Power Supply,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,2020-12-29,0300,307-0265,,,2.0,,,58.62,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,307-0265              EA,,1,2,1,29.31,58.62,29.31,Hanley Power Supply,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,311-1055              EA,,1,0,-1,3.5,0.0,-3.5,A,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0300,313-0465              EA,,30,0,-30,2.01,0.0,-2.01,WIRE NUTS O/B+,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,,0600,214-0000              SF,,52,0,-52,30.16,0.0,-30.16,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,2020-12-16,,221-0190,,,5.0,,,4298.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,,,221-0190              EA,,5,5,4298,4298.63,,,STANDARD CAT SCALE SPEAKER SIGN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,2020-12-16,,221-0200,,,5.0,,,26238.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,,,221-0200              EA,,5,5,26238,26238.56,5.0,-4.0,' STANDARD OVERHEAD C,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,2020-12-16,,221-0300,,,4.0,,,6605.48,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,,,221-0300              SE,T,4,4,6605,6605.48,5.0,-4.0,' STANDARD CAT SCALE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,209-0380,,,290.0,,,763.33,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,209-0380              SF,,290,290,763,763.33,2037.0,,Yellow,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,214-0492,,,16.0,,,0.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,214-0492              EA,,16,16,0,0.5,1.0,4.0,""" THMS Phillips",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,214-3200,,,28.0,,,0.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,214-3200              EA,,28,28,0,0.25,3.0,16.0,HEX NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,214-3550,,,28.0,,,2.65,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,214-3550              EA,,28,28,2,2.65,10.0,-24.0,TINNERMAN NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,214-3649,,,2.0,,,0.02,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,214-3649              EA,,2,2,0,0.02,4.0,-4.0,S/S rivet,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,214-4180,,,28.0,,,0.34,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,214-4180              EA,,28,28,0,0.34,10.0,-24.0,""" THMS",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,302-0580,,,60.0,,,86.9,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,302-0580              FT,,60,60,86,86.9,1.0,2.0,FT BUNDL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,303-1130,,,2.0,,,6.35,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,303-1130              EA,,2,2,6,6.35,1.0,2.0,-DEG. SEALTIGHT ELBOW,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,307-0149,,,14.0,,,622.58,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,307-0149              EA,,14,14,622,622.58,100.0,524.0,V power supply,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-17,,313-0420,,,8.0,,,1.53,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,313-0420              EA,,8,8,1,1.53,30.0,-452.0,RED WIRE NUTS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-19,,404-0231,,,36.0,,,45.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-19,,404-0231,,,29.0,,,36.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,404-0231              OZ,,65,65,81,81.25,571430.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-19,,409-0140,,,96.0,,,5.03,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,409-0140              OZ,,96,96,5,5.03,,,Lacquer Thinner,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2020-11-24,,506-0530,,,24.0,,,2.93,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2021-02-22,,506-0530,,,120.0,,,14.66,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,506-0530              SF,,144,144,17,17.59,24.0,,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2020-11-24,,PO#19267-6 MCMASTER-,,,2.0,,,48.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,,,PO#19267-6 MCMASTER-  EA,,2,2,48,48.0,2998.0,54.0,Turn Buckle,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,2020-11-24,,PO#19267-7 MCMASTER-,,,4.0,,,39.05,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
