wo_number,material_date,work_dept,inventory_item,uom,est_qty,actual_qty,qty_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10018.1,2020-12-22,,PO#19340-1 TIME-O-MA,,,1.0,,,537.3,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10018.1,,,PO#19340-1 TIME-O-MA  EA,,1,1,537,537.3,4.0,,G Modem. Price per Watchfire quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,2021-01-05,,221-0190,,,5.0,,,4298.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,,,221-0190              EA,,5,5,4298,4298.63,,,STANDARD CAT SCALE SPEAKER SIGN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,2021-01-05,,221-0200,,,5.0,,,26238.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,,,221-0200              EA,,5,5,26238,26238.56,5.0,-4.0,' STANDARD OVERHEAD C,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,2021-01-05,,221-0300,,,5.0,,,8256.85,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,,,221-0300              SE,T,5,5,8256,8256.85,5.0,-4.0,' STANDARD CAT SCALE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1002.1,2007-05-09,,215-0190,,,74.0,,,291.1,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1002.1,2007-05-31,,215-0190,,,-24.0,,,-94.41,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1002.1,,,215-0190              SF,,50,50,196,196.69,150.0,,CLEAR LEXAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10020.1,2020-12-22,,PO#19340-2 TIME-O-MA,,,1.0,,,537.3,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10020.1,,,PO#19340-2 TIME-O-MA  EA,,1,1,537,537.3,4.0,,G Modem. Price per Watchfire quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.1,2021-02-28,0600,201-0340,,,1.0,,,3.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.1,,0600,201-0340              TU,BE,1,1,0,3.8,3.8,0.0,CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.2,,0600,214-0000              SF,,1,0,-1,0.58,0.0,-0.58,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2021-02-11,,206-0220,,,12.0,,,42.45,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,,206-0220              SF,,12,12,42,42.45,6.0,2.0,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2020-12-31,,506-0600,,,10.0,,,1.22,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,,506-0600              SF,,10,10,1,1.22,12.0,,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2020-12-31,,508-3470,,,4.0,,,3.41,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,,508-3470              SF,,4,4,3,3.41,48.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2020-12-31,,510-0110,,,8.0,,,8.43,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2021-02-28,,510-0110,,,6.0,,,6.33,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,,510-0110              SF,,14,14,14,14.76,3630.0,-22.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2021-02-28,0200,206-0230,,,16.0,,,53.57,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,0200,206-0230              SF,,16,16,0,53.57,53.57,0.0,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2020-12-31,0500,506-0530,,,10.0,,,1.22,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,0500,506-0530              SF,,17,10,-7,2.08,1.22,-0.86,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,0500,508-0330              SF,,14,0,-14,10.96,0.0,-10.96,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,2021-02-28,0500,508-2470,,,3.0,,,2.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,0500,508-2470              SF,,3,3,0,2.63,2.63,0.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,,0600,214-0000              SF,,5,0,-5,2.9,0.0,-2.9,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-05,,202-0110,,,50.0,,,100.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-09,,202-0110,,,-50.0,,,-100.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-09,,202-0110,,,50.0,,,100.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,,202-0110              EA,,50,50,100,100.0,,,BOLT TOGETHER ANGLES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-05,,202-1170,,,1500.0,,,6.77,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,,202-1170              EA,,1500,1500,6,6.77,,,GALVANIZED STAPLES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-05,,214-0420,,,3.0,,,0.08,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,,214-0420              EA,,3,3,0,0.08,1.0,4.0,BOLT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-05,,214-3235,,,3.0,,,2.26,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,,214-3235              EA,,3,3,2,2.26,1.0,4.0,Rivet Nut,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2020-12-31,,508-3470,,,7.0,,,5.97,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,,508-3470              SF,,7,7,5,5.97,48.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-01-21,,PO#19408-1 N. GLANTZ,,,117.0,,,333.54,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,,PO#19408-1 N. GLANTZ  EA,,117,117,333,333.54,117.0,660010.0,F,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-28,0200,202-1110,,,40.0,,,14.12,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,0200,202-1110              FT,,40,40,0,14.12,14.12,0.0,' per,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,0200,209-0120              SF,,98,0,-98,356.72,0.0,-356.72,COOLEY BRIGHT/BLACK,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2020-12-31,0500,506-0600,,,8.0,,,0.98,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,0500,506-0600              SF,,6,8,2,0.73,0.98,0.25,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,2021-02-28,0500,508-2470,,,6.0,,,5.27,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,0500,508-2470              SF,,6,6,0,5.27,5.27,0.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,,0600,214-0000              SF,,15,0,-15,8.7,0.0,-8.7,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.5,2021-02-28,0500,506-0530,,,1.0,,,0.13,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.5,,0500,506-0530              SF,,1,1,0,0.12,0.13,0.01,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.5,2021-02-28,0500,508-3690,,,1.0,,,1.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.5,,0500,508-3690              SF,,1,1,0,1.8,1.8,0.0,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,2021-01-31,,PO#19399-1 GEMINI IN,,,1.0,,,611.67,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,,,PO#19399-1 GEMINI IN  EA,,1,1,611,611.67,1.0,3.0,""" thi",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,2021-02-22,0600,201-0340,,,1.0,,,3.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,,0600,201-0340              TU,BE,1,1,0,3.8,3.8,0.0,CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,2021-02-22,0600,201-0350,,,1.0,,,3.62,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,,0600,201-0350              TU,BE,1,1,0,3.62,3.62,0.0,GE WHITE SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,,0600,214-0000              SF,,10,0,-10,5.8,0.0,-5.8,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-01-14,,203-0150,,,50.0,,,91.6,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,,203-0150              FT,,50,50,91,91.6,2.0,2.0,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-01-08,,506-0520,,,33.0,,,4.72,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,,506-0520              SF,,33,33,4,4.72,18.0,,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-01-07,,510-0110,,,44.0,,,46.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,,510-0110              SF,,44,44,46,46.38,3630.0,-22.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-01-14,,511-0110,,,16.0,,,20.59,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,,511-0110              LF,,16,16,20,20.59,1.0,3.0,M VHB ALL-PURPOSE TAPE - WHITE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-01-28,,PO#19426-2 CARDMEMBE,,,1.0,,,15.07,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,,PO#19426-2 CARDMEMBE  EA,,1,1,15,15.07,14.0,1.0,""" HWH Drill Pt.",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-02-22,0200,201-0100,,,1.0,,,53.59,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0200,201-0100              TU,BE,1,1,0,53.59,53.59,0.0,LORD PAK ADHESIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-02-22,0200,203-0140,,,28.0,,,36.23,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0200,203-0140              FT,,78,28,-50,178.92,36.23,-142.69,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,2021-01-14,0200,205-0256,,,60.0,,,157.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0200,205-0256              SF,,48,60,12,126.24,157.8,31.56,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0400,407-0110              OZ,,24,0,-24,14.18,0.0,-14.18,S ALUMINUM CLEANER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0500,506-0530              SF,,42,0,-42,5.13,0.0,-5.13,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0500,508-0330              SF,,44,0,-44,34.46,0.0,-34.46,"""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,,0600,214-0000              SF,,22,0,-22,12.76,0.0,-12.76,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10023.2,,0600,201-0340              TU,BE,1,0,-1,3.8,0.0,-3.8,CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10023.3,,0600,214-0000              SF,,40,0,-40,23.2,0.0,-23.2,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10023.5,2021-02-23,0600,201-0340,,,1.0,,,3.8,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10023.5,,0600,201-0340              TU,BE,1,1,0,3.8,3.8,0.0,CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10023.6,,0600,201-0340              TU,BE,1,0,-1,3.8,0.0,-3.8,CLEAR SILICONE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0200,203-0150              FT,,124,0,-124,316.2,0.0,-316.2,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0200,205-0221              SF,,64,0,-64,166.4,0.0,-166.4,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0200,205-0256              SF,,160,0,-160,523.2,0.0,-523.2,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0300,311-1055              EA,,1,0,-1,3.5,0.0,-3.5,A,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0400,400-3000              SF,,182,0,-182,345.8,0.0,-345.8,GRIPGARD PAINT QUOTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0400,404-0380              OZ,,182,0,-182,130.29,0.0,-130.29,White Wash Primer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0400,407-0110              OZ,,91,0,-91,53.78,0.0,-53.78,S ALUMINUM CLEANER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.3,,0600,214-0000              SF,,75,0,-75,43.5,0.0,-43.5,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,201-0100,,,1.0,,,71.91,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,201-0100              TU,BE,1,1,71,71.91,406.0,19.0,LORD PAK ADHESIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,214-0420,,,8.0,,,0.2,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-0420              EA,,8,8,0,0.2,1.0,4.0,BOLT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,214-0765,,,2.0,,,0.33,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-0765              EA,,2,2,0,0.33,1.0,2.0,HHMS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,214-3230,,,8.0,,,0.1,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-16,,214-3230,,,17.0,,,0.2,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-3230              EA,,25,25,0,0.3,1.0,4.0,HEX NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,214-3278,,,2.0,,,0.7,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-3278              EA,,2,2,0,0.7,1.0,2.0,""" Alum.Nuts",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-16,,214-3540,,,66.0,,,0.72,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-3540              EA,,66,66,0,0.72,10.0,-24.0,HEX NUTS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-16,,214-5430,,,22.0,,,0.21,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-5430              EA,,22,22,0,0.21,3.0,16.0,FLAT WASHERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,214-5440,,,16.0,,,0.13,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-16,,214-5440,,,17.0,,,0.14,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-5440              EA,,33,33,0,0.27,1.0,4.0,FLAT WASHERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,214-5470,,,2.0,,,0.12,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,214-5470              EA,,2,2,0,0.12,1.0,2.0,FLAT WASHERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-07-29,,219-0130,,,24.0,,,20.52,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,219-0130              FT,,24,24,20,20.52,1.0,1.0,ANGLE IRON,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,,219-0170,,,2.0,,,4.21,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,219-0170              FT,,2,2,4,4.21,2.0,2.0,""" ANGLE IRON",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-07-29,,219-1841,,,20.0,,,223.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,219-1841              FT,,20,20,223,223.0,3.0,3.0,""" SQUARE STEEL TUBING",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-16,,302-0187,,,10.0,,,3.55,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,302-0187              EA,,10,10,3,3.55,,,Heyco Wavelock clip,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-16,,313-0380,,,30.0,,,4.24,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,313-0380              EA,,30,30,4,4.24,30.0,-72.0,BLUE WIRE NUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,403-0102,,,4.0,,,3.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,403-0102              OZ,,4,4,3,3.63,16.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,403-0103,,,7.0,,,8.18,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,403-0103              OZ,,7,7,8,8.18,,,Grip Gard Base Coat High Strength (,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,403-0105,,,3.0,,,6.59,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,403-0105              OZ,,3,3,6,6.59,,,Grip Gard Base Coat Assorted Colors,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,404-0195,,,6.0,,,7.25,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,404-0195              OZ,,6,6,7,7.25,563553.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,404-0232,,,14.0,,,18.35,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,404-0232              OZ,,14,14,18,18.35,563426.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,404-0295,,,11.0,,,3.45,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,404-0295              OZ,,11,11,3,3.45,,,GRIP GARD Base Coat Medium Reducer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,,407-0111,,,32.0,,,1.91,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,407-0111              OZ,,32,32,1,1.91,-375.0,,aluminum cleaner,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-07-26,,PO#21014-1 STEEL ART,,,1.0,,,6197.07,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,PO#21014-1 STEEL ART  EA,,1,1,6197,6197.07,1.0,,") set of stainless steel,",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-06-16,,PO#21023-1 CENTRAL S,,,1.0,,,997.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,PO#21023-1 CENTRAL S  EA,,1,1,997,997.0,1.0,1.0,""" Corten St",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-30,,PO#21238-1 CARDMEMBE,,,2.0,,,1.43,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,PO#21238-1 CARDMEMBE  EA,,2,2,1,1.43,1.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-30,,PO#21238-2 CARDMEMBE,,,1.0,,,5.9,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,,PO#21238-2 CARDMEMBE  EA,,1,1,5,5.9,,,PVC Solvent cement low Voc,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,0200,203-0150,,,120.0,,,439.63,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-29,0200,203-0150,,,4.0,,,13.46,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0200,203-0150              FT,,124,124,0,316.2,453.09,136.89,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-29,0200,205-0221,,,64.0,,,194.56,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0200,205-0221              SF,,64,64,0,194.56,194.56,0.0,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-04,0200,205-0256,,,140.0,,,532.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-29,0200,205-0256,,,20.0,,,75.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0200,205-0256              SF,,160,160,0,617.6,607.0,-10.6,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0300,311-1055              EA,,1,0,-1,3.5,0.0,-3.5,A,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0400,400-3000              SF,,182,0,-182,345.8,0.0,-345.8,GRIPGARD PAINT QUOTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,2022-08-18,0400,404-0380,,,15.0,,,10.74,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0400,404-0380              OZ,,182,15,-167,130.29,10.74,-119.55,White Wash Primer,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0400,407-0110              OZ,,91,0,-91,53.78,0.0,-53.78,S ALUMINUM CLEANER,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10024.4,,0600,214-0000              SF,,75,0,-75,43.5,0.0,-43.5,HARDWARE FOR ESTIMATING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,2020-12-15,,204-0172,,,6.0,,,66.87,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,,,204-0172              SF,,6,6,66,66.87,375.0,4.0,',3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,2020-12-18,,403-0103,,,6.0,,,5.89,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,,,403-0103              OZ,,6,6,5,5.89,,,Grip Gard Base Coat High Strength (,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,2020-12-18,,404-0195,,,4.0,,,4.65,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,,,404-0195              OZ,,4,4,4,4.65,563553.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,2020-12-18,,404-0231,,,7.0,,,8.75,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,,,404-0231              OZ,,7,7,8,8.75,571430.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10025.1,2020-12-18,,404-0295,,,9.0,,,2.38,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
