"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/22"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""10575.1""","""@33058A / MCANINCH CORP.""","2","","2752.10","42.75","79.52","","0.00","0.00","2874.37","29.00","854.08","0.00","","9409.12","0.00","10292.20","-7417.83","14747.30","80.51","14747.30","30.21","05/01/22","5930","MCANINCH CORP.","C","0.00","0.00","2874.37","09/22/23","10575","12.000","55.500"
"""10575.2""","""@33058B / MCANINCH CORP.""","2","","335.37","23.00","21.39","","233.75","0.00","613.51","892.96","3277.22","0.00","","51.00","0.00","4221.18","-3607.67","7401.06","91.71","7401.06","42.97","10/19/22","5930","MCANINCH CORP.","C","0.00","0.00","613.51","09/22/23","10575","66.000","48.750"
"""10585.1""","""@33162 / A.M. COHRON & SON, IN""","2","","9522.16","110.01","177.77","0.00","","0.00","9809.94","29.00","854.08","0.00","","9409.12","0.00","10292.20","-482.26","14909.66","34.20","14909.66","30.97","01/15/22","5931","A.M. COHRON & SON, INC.","C","0.00","0.00","9809.94","04/27/23","10585-2","12.000","58.250"
"""10585.2""","""@33163 / A.M. COHRON & SON, IN""","2","","347.29","2104.36","1957.08","","247.50","0.00","4656.23","895.97","3574.44","0.00","","61.20","0.00","4531.61","124.62","7960.38","41.51","7960.38","43.07","01/15/22","5931","A.M. COHRON & SON, INC.","C","0.00","0.00","4656.23","04/27/23","10585-2","73.000","172.750"
"""10585.3""","""@33164 / A.M. COHRON & SON, IN""","2","","1414.72","0.00","0.00","","","0.00","1414.72","1003.35","3038.80","0.00","","5263.52","0.00","9305.67","-7890.95","14222.02","90.05","14222.02","34.57","01/15/22","5931","A.M. COHRON & SON, INC.","C","0.00","0.00","1414.72","04/27/23","10585-2","57.000","6.500"
"""10600.2""","""@33288 / WESTVIEW CHURCH""","1","","0.00","16.69","15.52","","","0.00","32.21","0.00","0.00","0.00","","","0.00","0.00","32.21","0.00","","150.00","100.00","03/15/22","5938","WAUKEE AREA CHRISTIAN SERVICES","C","0.00","0.00","32.21","05/08/23","10600","0.000","0.750"
"""10637.5""","""@33117 / DES MOINES INTERNATIO""","2","","180.83","0.00","0.00","","","0.00","180.83","0.00","452.82","0.00","","","0.00","452.82","-271.99","708.46","74.48","708.46","36.08","10/31/22","3488","ELDER CORPORATION","C","0.00","0.00","180.83","05/18/23","10637-3","8.000",""
"""10637.7""","""@33119 / DES MOINES INTERNATIO""","1","","6115.77","0.00","0.00","","","0.00","6115.77","87.00","3994.36","0.00","","8556.00","0.00","12637.36","-6521.59","18688.92","67.28","18688.92","32.38","10/31/22","3488","ELDER CORPORATION","C","0.00","0.00","6115.77","05/18/23","10637-3","70.000","37.750"
"""10637.8""","""@33120 / DES MOINES INTERNATIO""","1","","51591.31","902.93","1555.28","","","0.00","54049.52","2642.00","9343.02","0.00","","78160.00","0.00","90145.02","-36095.50","122177.38","55.76","122177.38","26.22","10/31/22","3488","ELDER CORPORATION","C","0.00","0.00","54049.52","05/18/23","10637-3","150.500","108.000"
"""10701.1""","""@33290 / EMC DOWNTOWN URBAN PA""","1","","2094.77","16.50","15.35","","","156.68","2283.30","306.49","1178.92","0.00","","2666.64","0.00","4152.05","-1868.75","6312.61","63.83","6312.61","34.23","10/03/22","3532","NEUMANN BUILDERS","C","0.00","0.00","2283.30","05/03/23","10701","22.000","28.750"
"""10701.2""","""@33299 / EMC DOWNTOWN URBAN PA""","1","","0.00","22.25","20.69","","","0.00","42.94","0.00","84.92","0.00","","53.75","0.00","138.67","-95.73","0.00","","203.75","31.94","10/03/22","3532","NEUMANN BUILDERS","C","0.00","0.00","42.94","05/03/23","10701","2.000","1.000"
"""10820.7""","""@34194 / CHAMPION XPRESS CARWW""","1","","0.00","23.50","21.86","","","0.00","45.36","0.00","0.00","0.00","","","0.00","0.00","45.36","150.00","69.76","150.00","100.00","09/15/22","3461","AURORA SIGN CO.","C","0.00","0.00","45.36","01/31/24","10820","0.000","1.000"
"""10826.11""","""@34799 / WAUKEE DENTAL""","7","","185.48","67.88","63.13","","","12.98","329.47","189.00","466.46","0.00","","","0.00","655.46","-325.99","1064.00","69.03","1064.00","38.40","12/14/22","2460","DOWNING INC.","C","0.00","0.00","329.47","01/27/23","10826-3","8.491","3.000"
"""10826.7""","""@34128 / WAUKEE DENTAL""","1","","291.35","57.50","53.48","","","23.97","426.30","210.43","1167.79","0.00","","170.00","0.00","1548.22","-1121.92","2748.06","84.49","2748.06","43.66","09/02/22","2460","DOWNING INC.","C","0.00","0.00","426.30","01/25/23","10826-2","19.500","15.500"
"""10841.1""","""@30605A / LAKESIDE CASINO - NA""","2","","1751.54","2266.07","2901.60","","","0.00","6919.21","232.00","9978.10","0.00","","7790.76","0.00","18000.86","-11081.65","21542.58","67.88","27792.58","35.23","10/05/22","77950","NAGLE SIGNS, INC.","C","0.00","0.00","6919.21","02/17/23","10841","104.000","178.000"
"""10841.2""","""@30835 / LAKESIDE CASINO - NAG""","2","","2368.68","196.89","360.98","","","0.00","2926.55","4796.76","9207.28","0.00","","","0.00","14004.04","-11077.49","21527.82","86.41","21527.82","34.95","10/05/22","77950","NAGLE SIGNS, INC.","C","0.00","0.00","2926.55","02/17/23","10841","128.000","55.500"
"""10880.2""","""@34240 / AVAILA BANK""","1","","0.00","17.63","16.40","","","0.00","34.03","0.00","0.00","0.00","","","0.00","0.00","34.03","0.00","","150.00","100.00","09/26/22","6024","AVAILA BANK","C","0.00","0.00","34.03","06/02/23","10880-1","0.000","0.750"
"""10893.1""","""@34301 / CIGARETTE ENERGY DISC""","1","","2395.58","1003.52","973.90","","","0.00","4373.00","3188.95","2665.90","0.00","","","0.00","5854.85","-1481.85","9981.56","56.19","9981.56","41.34","11/07/22","6027","CIGARETTE ENERGY DISCOUNT STORE","C","0.00","0.00","4373.00","04/18/23","10893-2","51.500","63.000"
"""10893.2""","""@34302 / CIGARETTE ENERGY DISC""","1","","162.70","307.51","285.99","","","0.00","756.20","536.83","915.27","0.00","","","0.00","1452.10","-695.90","2548.59","70.33","2548.59","43.02","11/07/22","6027","CIGARETTE ENERGY DISCOUNT STORE","C","0.00","0.00","756.20","01/19/23","10893","17.500","18.000"
"""10893.3""","""@34303 / CIGARETTE ENERGY DISC""","1","","288.78","115.89","107.77","","","0.00","512.44","358.81","692.40","0.00","","","0.00","1051.21","-538.77","1776.45","71.15","1776.45","40.83","11/07/22","6027","CIGARETTE ENERGY DISCOUNT STORE","C","0.00","0.00","512.44","01/19/23","10893","13.500","9.750"
"""10893.5""","""@34414 / CIGARETTE ENERGY DISC""","1","","0.00","17.63","16.40","","","0.00","34.03","0.00","0.00","0.00","","","0.00","0.00","34.03","0.00","","150.00","100.00","11/07/22","6027","CIGARETTE ENERGY DISCOUNT STORE","C","0.00","0.00","34.03","01/19/23","10893","0.000","0.750"
"""10893.6""","""@34629 / CIGARETTE ENERGY DISC""","1","","0.00","0.00","0.00","","4528.00","0.00","4528.00","0.00","43.43","0.00","","4528.00","0.00","4571.43","-43.43","5783.88","21.71","5783.88","20.96","11/24/22","6027","CIGARETTE ENERGY DISCOUNT STORE","C","0.00","0.00","4528.00","01/19/23","10893","1.000",""
"""10897.1""","""@34281 / LEVEL""","1","","0.00","57.50","53.48","","0.00","0.00","110.98","1320.40","2415.48","0.00","","1035.00","0.00","4770.88","-4659.90","7909.16","98.60","7909.16","39.68","10/15/22","2209","HUBBELL REALTY","C","0.00","0.00","110.98","03/15/23","10897-1","42.000","47.500"
"""10897.2""","""@34468 / LEVEL""","1","","0.00","23.50","21.86","","","0.00","45.36","0.00","0.00","0.00","","","0.00","0.00","45.36","0.00","","150.00","100.00","10/15/22","2209","HUBBELL REALTY","C","0.00","0.00","45.36","03/15/23","10897-1","0.000","1.000"
"""10899.1""","""@33601 / EASTER SEALS CAMP SUN""","1","","133.06","261.75","316.24","","","0.00","711.05","434.03","908.68","0.00","","48.00","0.00","1390.71","-679.66","2406.20","70.45","2406.20","42.20","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","711.05","01/18/23","10899","17.000","13.750"
"""10899.10""","""@33606A / EASTER SEALS CAMP SU""","1","","284.10","51.26","47.69","","","0.00","383.05","16.32","223.29","0.00","","43.25","0.00","282.86","100.19","487.95","21.50","487.95","42.03","10/03/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","383.05","01/18/23","10899","4.750","2.500"
"""10899.11""","""@33607A / EASTER SEALS CAMP SU""","1","","94.28","51.26","47.69","","","0.00","193.23","16.32","223.29","0.00","","43.25","0.00","282.86","-89.63","487.95","60.40","487.95","42.03","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","193.23","01/18/23","10899","4.750","4.250"
"""10899.2""","""@33602 / EASTER SEALS CAMP SUN""","1","","49.84","45.75","42.56","","","0.00","138.15","11.65","223.29","0.00","","21.78","0.00","256.72","-118.57","","","441.48","41.85","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","138.15","","","4.750","2.000"
"""10899.3""","""@33603 / EASTER SEALS CAMP SUN""","1","","32.58","73.64","73.73","","","0.00","179.95","20.38","132.99","0.00","","","0.00","153.37","26.58","260.55","30.93","260.55","41.14","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","179.95","01/18/23","10899","2.750","3.250"
"""10899.4""","""@33604 / EASTER SEALS CAMP SUN""","1","","55.15","22.75","21.16","","","0.00","99.06","18.58","102.48","0.00","","3.00","0.00","124.06","-25.00","216.54","54.25","216.54","42.71","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","99.06","01/18/23","10899","2.250","1.000"
"""10899.5""","""@33605 / EASTER SEALS CAMP SUN""","1","","236.99","78.89","78.61","","","0.00","394.49","18.64","136.50","0.00","","232.06","0.00","387.20","7.29","635.38","37.91","635.38","39.06","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","394.49","01/18/23","10899","3.000","3.500"
"""10899.6""","""@33606 / EASTER SEALS CAMP SUN""","1","","46.25","57.00","73.95","","","0.00","177.20","16.32","223.29","0.00","","31.13","0.00","270.74","-93.54","","","466.01","41.90","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","177.20","","","4.750","2.500"
"""10899.7""","""@33607 / EASTER SEALS CAMP SUN""","1","","48.73","62.63","84.42","","","0.00","195.78","13.32","246.45","0.00","","31.13","0.00","290.90","-95.12","","","466.01","37.58","10/24/22","4236","EASTER SEALS CAMP SUNNYSIDE","C","0.00","0.00","195.78","","","5.250","2.750"
