"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/21"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""10023.6""","""@29194 / RAMADA INN""","1","","0.00","72.25","133.88","","","0.00","206.13","3.80","599.85","0.00","","","0.00","603.65","-397.52","0.00","","888.88","32.09","01/15/21","5176","ALLEN INDUSTRIES - HARMON SIGN DIVISION","C","0.00","0.00","206.13","10/27/22","10023-2","8.000","4.250"
"""10024.2""","""@30369 / CHRISTIAN LIFE ASSEMB""","1","","0.00","26.25","24.42","","","0.00","50.67","0.00","0.00","0.00","","","0.00","0.00","50.67","0.00","","135.00","100.00","12/09/20","5763","CHRISTIAN LIFE ASSEMBLY OF GOD","C","0.00","0.00","50.67","08/17/22","10024","0.000","2.250"
"""10024.3""","""@32560 / CHRISTIAN LIFE ASSEMB""","1","","0.00","16.69","15.52","","","0.00","32.21","1582.67","2370.06","0.00","","9513.00","0.00","13465.73","-13433.52","","","19609.03","31.33","11/01/21","5763","CHRISTIAN LIFE ASSEMBLY OF GOD","C","0.00","0.00","32.21","","","48.500","1.500"
"""10045.1""","""@31017 / LIFE STORAGE""","3","","0.00","96.56","145.43","","","0.00","241.99","302.28","2071.11","0.00","","600.00","0.00","2973.39","-2731.40","4447.05","94.56","4447.05","33.14","02/14/21","5771","BLINK SIGNS","C","0.00","0.00","241.99","02/17/22","10045-2","36.990","52.250"
"""10045.10""","""@33082 / LIFE STORAGE""","3","","0.00","33.00","30.69","","","0.00","63.69","1171.47","1464.87","0.00","","","0.00","2636.34","-2572.65","4557.51","98.60","4557.51","42.15","01/21/22","5771","BLINK SIGNS","C","0.00","0.00","63.69","02/07/22","10045","34.500","57.250"
"""10131.2""","""@30577 / CITY OF WINDSOR HEIGH""","1","","514.46","425.50","415.75","","","0.00","1355.71","681.65","1517.06","0.00","","830.00","0.00","3028.71","-1673.00","4724.34","71.30","4724.34","35.89","06/30/21","3488","ELDER CORPORATION","C","0.00","0.00","1355.71","02/28/22","10131-3","30.750","24.750"
"""10131.6""","""@30578 / CITY OF WINDSOR HEIGH""","2","","28.91","360.00","334.83","","","0.00","723.74","1382.74","3261.16","0.00","","1630.00","0.00","6273.90","-5550.16","9838.04","92.64","9838.04","36.23","03/03/21","3488","ELDER CORPORATION","C","0.00","0.00","723.74","02/28/22","10131-3","66.000","42.000"
"""10366.2""","""@tm / CAPITAL VIEW ELEMENTARY""","1","","0.00","15.94","29.65","","","0.00","45.59","0.00","0.00","0.00","","","0.00","0.00","45.59","90.00","49.34","90.00","100.00","08/30/21","5497","DES MOINES PUBLIC SCHOOLS / FACILITY SERVICES","C","0.00","0.00","45.59","01/11/22","10366","0.000","0.750"
"""10372.1""","""@32348 / THE PRESERVE""","1","","0.00","26.88","25.00","","","0.00","51.88","820.80","2911.89","0.00","","249.00","0.00","3981.69","-3929.81","6362.88","99.18","6362.88","37.42","11/01/21","4170","KNAPP PROPERTIES","C","0.00","0.00","51.88","12/30/22","10372","60.250","48.250"
"""10413.1""","""@30397 / CITY OF INDIANOLA""","1","","25177.59","614.46","1071.01","","","0.00","26863.06","61.71","2444.47","0.00","","25680.20","0.00","28186.38","-1323.32","35922.54","25.22","35922.54","21.54","10/19/21","5880","CITY OF INDIANOLA","C","0.00","0.00","26863.06","01/04/22","10413","38.000","34.250"
"""10413.2""","""@32194 / CITY OF INDIANOLA""","1","","62.95","21.63","20.12","","","0.00","104.70","50.07","135.20","0.00","","","0.00","185.27","-80.57","308.50","66.06","308.50","39.94","10/19/21","5880","CITY OF INDIANOLA","C","0.00","0.00","104.70","01/04/22","10413","2.750","1.000"
"""10413.3""","""@30402 / CITY OF INDIANOLA""","1","","0.00","61.19","56.90","","","0.00","118.09","0.00","0.00","0.00","","","0.00","0.00","118.09","135.00","12.53","135.00","100.00","10/19/21","5880","CITY OF INDIANOLA","C","0.00","0.00","118.09","01/04/22","10413","0.000","2.750"
