"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/14"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""5080.1""","""@13443 / BOB BROWN""","1","","960.45","0.00","0.00","","","0.00","960.45","499.73","3607.16","0.00","","3176.97","0.00","7283.86","-6323.41","9898.66","90.30","9898.66","26.42","10/31/13","2885","BOB BROWN BUICK GMC","C","0.00","0.00","960.45","04/30/15","5080-2","52.000","48.250"
"""5080.2""","""@13797 / BOB BROWN""","1","","0.00","0.00","0.00","","466.00","0.00","466.00","9187.54","20457.79","0.00","","116177.24","0.00","145822.57","-145356.57","","","0.00","","10/31/13","2885","BOB BROWN BUICK GMC","C","0.00","0.00","466.00","","","380.250","13.250"
"""5080.4""","""@15966 / BOB BROWN""","1","","90131.33","2447.83","2436.05","","400.00","6789.92","102205.13","12130.83","23486.94","0.00","","109168.87","0.00","144786.64","-42581.51","206611.00","50.53","206611.00","29.92","09/01/14","2885","BOB BROWN BUICK GMC","C","0.00","0.00","102205.13","01/30/15","5080","478.000","436.000"
"""5527.1""","""@14115 / CAT# TBD""","1","","1547.25","475.03","441.78","","","0.00","2464.06","2629.02","1447.50","0.00","","","0.00","4076.52","-1612.46","5209.39","52.70","5209.39","21.75","05/01/14","18600","CAT SCALE","C","0.00","0.00","2464.06","04/16/15","5527","37.500","28.375"
"""5527.2""","""@tm / CAT# TBD""","1","","19.35","12.75","11.86","","","0.00","43.96","0.00","0.00","0.00","","","0.00","0.00","43.96","0.00","","0.00","","05/01/14","18600","CAT SCALE","C","0.00","0.00","43.96","04/16/15","5527","0.000","0.750"
"""5593.1""","""@15757 / UNISTRUT CONSTRUCTION""","1","","0.00","31.50","29.30","","","0.00","60.80","56.08","224.75","0.00","","43.20","0.00","324.03","-263.23","","","537.23","39.69","04/28/14","4076","UNISTRUT CONSTRUCTION","C","0.00","0.00","60.80","","","5.910","1.750"
"""5702.2""","""@17223 / AFFORD IT STORAGE""","1","","973.78","471.11","438.14","","314.00","0.00","2197.03","1230.21","1709.61","0.00","","162.60","0.00","3102.42","-905.39","4784.03","54.08","4784.03","35.15","11/14/14","4122","AFFORD IT STORAGE","C","0.00","0.00","2197.03","01/14/15","5702","36.170","40.000"
"""5702.3""","""@18058 / AFFORD IT STORAGE""","1","","18.04","551.25","1022.56","","","0.00","1591.85","0.00","0.00","0.00","","","0.00","0.00","1591.85","300.00","-430.62","0.00","","11/25/14","4122","AFFORD IT STORAGE","C","0.00","0.00","1591.85","01/14/15","5702","0.000","35.500"
"""5852.1""","""@16826 / FIRST UNITARIAN CHURC""","1","","0.00","24.56","45.69","","","0.00","70.25","0.00","263.35","0.00","","6.00","0.00","269.35","-199.10","424.68","83.46","424.68","36.58","07/31/14","4181","FIRST UNITARIAN CHURCH OF DES MOINES","C","0.00","0.00","70.25","01/28/15","5852","5.000","1.500"
"""5852.4""","""@17890 / FIRST UNITARIAN CHURC""","1","","32.42","62.76","77.67","","","0.00","172.85","480.79","1164.95","0.00","","171.56","0.00","1817.30","-1644.45","2809.93","93.85","2809.93","35.33","12/20/14","4181","FIRST UNITARIAN CHURCH OF DES MOINES","C","0.00","0.00","172.85","01/28/15","5852","23.000","24.500"
