"15 FEB 2026","18:18:49","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/07 through 12/31/07",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"1252","08/31/07","PRMT","2249","PAPA MURPHY'S PIZZA","25.00","25.00","0.00","0.00","","BOBR","","","","","","1","PAPA MURPHYÇS PIZZA","INDIANOLA","IA",
"1256","08/31/07","PRMT","2251","ADVANCED FOOT & ANKLE CLINIC","141.00","141.00","0.00","0.00","","BOBR","","","","","","DEFAULT","ADVANCED FOOT & ANKLE CLINIC","DES MOINES","IA",
"1293","10/06/07","PRMT","58800","IOWA STATE BANK","20.00","20.00","0.00","0.00","","BOBR","","","","","","DEFAULT","IOWA STATE BANK","Urbandale","IA",
"1304","10/31/07","PRMT","2268","QUALITY RESOURCE GROUP","350.00","2155.00","-1805.00","-515.71","","BOBR","","","","","","DEFAULT","QUALITY RESOURCE GROUP","PLYMOUTH","MN",
"1363","10/20/07","PRMT","2285","SIMPLY FOR GIGGLES","168.05","0.00","168.05","100.00","","BOBR","","","","","","DEFAULT","SIMPLY FOR GIGGLES","WEST DES MOINES","IA",
"1448","11/13/07","PRMT","2290","DOS RIOS","115.00","0.00","115.00","100.00","","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"","","PRMT","","Product Totals","1188.95","2612.90","-1423.95","-119.77","0.00","BOBR",

"1244","11/06/07","RTLT","2245","MASSAGE HEIGHTS","0.00","447.98","-447.98","","","BOBR","","","","","","DEFAULT","MASSAGE HEIGHTS","WEST DES MOINES","IA",
"1293","10/06/07","RTLT","58800","IOWA STATE BANK","1554.56","1011.90","542.66","34.91","","BOBR","","","","","","DEFAULT","IOWA STATE BANK","Urbandale","IA",
"1363","10/20/07","RTLT","2285","SIMPLY FOR GIGGLES","1419.35","774.41","644.94","45.44","","BOBR","","","","","","DEFAULT","SIMPLY FOR GIGGLES","WEST DES MOINES","IA",
"1469","12/27/07","RTLT","2290","DOS RIOS","1059.49","506.53","552.96","52.19","","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"","","RTLT","","Product Totals","4033.40","2740.82","1292.58","32.05","0.00","BOBR",

"SC1139","10/07/07","SRVCE","2286","MOSS MOTORS","118.32","109.66","8.66","7.32","","BOBR","","","","","","DEFAULT","MOSS MOTORS","DES MOINES","IA",
"SC1146","11/15/07","SRVCE","36500","DLC MANAGEMENT CORP.","670.00","444.00","226.00","33.73","","BOBR","","","","","","1","DLC MANAGEMENT","DES MOINES","IA",
"SC1146","11/15/07","SRVCE","36500","DLC MANAGEMENT CORP.","70.00","54.40","15.60","22.29","","BOBR","","","","","","1","DLC MANAGEMENT","DES MOINES","IA",
"SC1146","11/15/07","SRVCE","36500","DLC MANAGEMENT CORP.","70.00","54.40","15.60","22.29","","BOBR","","","","","","1","DLC MANAGEMENT","DES MOINES","IA",
"SC1155","10/31/07","SRVCE","2290","DOS RIOS","2185.84","1637.11","548.73","25.10","45.50","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"SC1189","11/15/07","SRVCE","49300","GIT N GO CONVENIENCE STORES","219.33","163.20","56.13","25.59","","BOBR","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"","","SRVCE","","Product Totals","3333.49","2462.77","870.72","26.12","45.50","BOBR",

"1220","07/19/07","SURVEY","2235","PLATINUM MOTORS","350.00","0.00","350.00","100.00","","BOBR","","","","","","1","SHELLY ROSE ESTATES","DES MOINES","IA",
"","","SURVEY","","Product Totals","350.00","0.00","350.00","100.00","0.00","BOBR",

"1252","08/31/07","VINYL","2249","PAPA MURPHY'S PIZZA","364.82","87.87","276.95","75.91","","BOBR","","","","","","1","PAPA MURPHYÇS PIZZA","INDIANOLA","IA",
"1298","09/07/07","VINYL","2251","ADVANCED FOOT & ANKLE CLINIC","250.00","40.56","209.44","83.78","","BOBR","","","","","","DEFAULT","ADVANCED FOOT & ANKLE CLINIC","DES MOINES","IA",
"1364","11/20/07","VINYL","115150","TONIC","200.00","140.80","59.20","29.60","","BOBR","","","","","","1","TONIC","ANKENY","IA",
"1372","09/30/07","VINYL","2290","DOS RIOS","190.00","50.00","140.00","73.68","","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"1372","09/30/07","VINYL","2290","DOS RIOS","95.00","35.00","60.00","63.16","","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"1423","10/31/07","VINYL","2245","MASSAGE HEIGHTS","106.00","31.95","74.05","69.86","","BOBR","","","","","","DEFAULT","MASSAGE HEIGHTS","WEST DES MOINES","IA",
"1487","12/17/07","VINYL","2310","CHIROPRACTIC IN MOTION","170.00","217.44","-47.44","-27.91","","BOBR","","","","","","DEFAULT","CHIROPRACTIC IN MOTION","WEST DES MOINES","IA",
"","","VINYL","","Product Totals","1375.82","603.62","772.20","56.13","0.00","BOBR",

"","","","","Salesperson BOBR Totals","72464.54","44332.63","28131.91","38.82","506.37","BOBR",

"1034","07/18/07","01","2162","TACO JOHN'S","1225.00","529.62","695.38","56.77","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MOBRIDGE","SD",
"","","01","","Product Totals","1225.00","529.62","695.38","56.77","0.00","BRIANT",

"1034","07/18/07","ALUM","2162","TACO JOHN'S","367.00","324.40","42.60","11.61","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MOBRIDGE","SD",
"1057","05/29/07","ALUM","2171","BOBBI MCANINCH","53.00","50.49","2.51","4.74","","BRIANT","","","","","","DEFAULT","BOBBI MCANINCH","DES MOINES","IA",
"1079","08/25/07","ALUM","38800","ECHO VALLEY ENTERPRISES  INC","333.93","236.17","97.76","29.28","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1088","11/12/07","ALUM","2194","TACO JOHN'S","367.00","118.67","248.33","67.66","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"","","ALUM","","Product Totals","1120.93","729.73","391.20","34.90","0.00","BRIANT",

"1079","08/25/07","AWNING","38800","ECHO VALLEY ENTERPRISES  INC","2359.14","3309.01","-949.87","-40.26","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1079","08/25/07","AWNING","38800","ECHO VALLEY ENTERPRISES  INC","1105.56","291.39","814.17","73.64","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1079","08/25/07","AWNING","38800","ECHO VALLEY ENTERPRISES  INC","1205.74","792.24","413.50","34.29","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1079","08/25/07","AWNING","38800","ECHO VALLEY ENTERPRISES  INC","781.70","792.24","-10.54","-1.35","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1088","11/12/07","AWNING","2194","TACO JOHN'S","1225.00","1494.74","-269.74","-22.02","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"1088","11/12/07","AWNING","2194","TACO JOHN'S","2451.00","1904.96","546.04","22.28","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"1088","11/12/07","AWNING","2194","TACO JOHN'S","3360.00","2425.66","934.34","27.81","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"1145","08/25/07","AWNING","2214","TACO JOHN'S","3675.00","0.00","3675.00","100.00","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","JANESVILLE","WI",
"1145","08/25/07","AWNING","2214","TACO JOHN'S","2398.00","0.00","2398.00","100.00","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","JANESVILLE","WI",
"1169","09/21/07","AWNING","110100","TACO JOHN'S OF IOWA","2381.00","1603.57","777.43","32.65","400.00","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"1169","09/21/07","AWNING","110100","TACO JOHN'S OF IOWA","2450.00","2403.94","46.06","1.88","","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"1169","09/21/07","AWNING","110100","TACO JOHN'S OF IOWA","895.00","665.80","229.20","25.61","","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"1205","08/29/07","AWNING","15750","BUSINESS DESIGNS INC.","1785.38","1574.88","210.50","11.79","","BRIANT","","","","","","DEFAULT","BUSINESS DESIGNS INC.","Grimes","IA",
"1221","09/30/07","AWNING","2236","TACO JOHN'S","2381.00","2331.27","49.73","2.09","323.27","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MANKATO","MN",
"1221","09/30/07","AWNING","2236","TACO JOHN'S","1350.00","1578.97","-228.97","-16.96","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MANKATO","MN",
"1296","10/31/07","AWNING","106910","TACO JOHN'S","2351.00","1973.35","377.65","16.06","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CHARLES CITY","IA",
"1296","10/31/07","AWNING","106910","TACO JOHN'S","2450.00","1916.64","533.36","21.77","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CHARLES CITY","IA",
"62008","06/26/07","AWNING","109450","TACO JOHN'S","2792.00","1557.35","1234.65","44.22","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","Spirit Lake","IA",
"62008","06/26/07","AWNING","109450","TACO JOHN'S","2450.00","1353.81","1096.19","44.74","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","Spirit Lake","IA",
"","","AWNING","","Product Totals","39846.52","27969.82","11876.70","29.81","723.27","BRIANT",

"1008","05/31/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","748.00","1374.54","-626.54","-83.76","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1046","07/23/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","3024.04","-49.04","-1.65","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1047","08/15/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","3724.11","-749.11","-25.18","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1048","08/29/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","3476.72","-501.72","-16.86","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1049","09/28/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","3778.91","-803.91","-27.02","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1097","06/29/07","BLDG","73650","MERCURY INSURANCE","844.00","931.25","-87.25","-10.34","183.20","BRIANT","","","","","","5","CHAMBERS INSURANCE AGENCY","SHERMAN OAKS","CA",
"1166","08/27/07","BLDG","107950","TACO JOHN'S","367.00","358.55","8.45","2.30","","BRIANT","","","","","","2","TACO JOHNÇS","LACROSSE","WI",
"1268","09/14/07","BLDG","73650","MERCURY INSURANCE","844.00","1427.37","-583.37","-69.12","","BRIANT","","","","","","8","BRUCE HENDRY INSURANCE, INC.","IMMOKALEE","FL",
"1312","09/22/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","894.45","1471.38","-576.93","-64.50","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1340","10/31/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","748.00","1068.70","-320.70","-42.87","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1392","11/05/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","3590.53","-615.53","-20.69","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1393","11/19/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","3106.32","-131.32","-4.41","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1407","11/14/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","894.45","864.81","29.64","3.31","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1407","11/14/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","894.45","770.33","124.12","13.88","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1461","12/03/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","894.45","893.42","1.03","0.12","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1502","12/21/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","836.65","317.35","27.50","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"61934","06/29/07","BLDG","87150","PILOT TRAVEL CENTERS LLC","2467.00","1639.30","827.70","33.55","","BRIANT","","","","","","1","PILOT TRAVEL CENTERS LLC","BELLEMONT","AZ",
"61934","06/29/07","BLDG","87150","PILOT TRAVEL CENTERS LLC","1062.00","1439.75","-377.75","-35.57","","BRIANT","","","","","","1","PILOT TRAVEL CENTERS LLC","BELLEMONT","AZ",
"62092-03","06/30/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","2975.00","0.00","2975.00","100.00","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"62105","05/31/07","BLDG","2182","TACO JOHN'S","2450.00","1298.64","1151.36","46.99","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MCCOOK","NE",
"SC1053","06/29/07","BLDG","1800","ACME ELECTRIC","214.32","189.43","24.89","11.61","4.00","BRIANT","","","","","","1","ACME ELECTRIC","DES MOINES","IA",
"SC1184","11/16/07","BLDG","95950","NATIONAL CARWASH SOLUTIONS","0.00","328.18","-328.18","","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"","","BLDG","","Product Totals","35301.12","35592.93","-291.81","-0.83","187.20","BRIANT",

"1034","07/18/07","CHANNL","2162","TACO JOHN'S","1460.00","170.39","1289.61","88.33","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MOBRIDGE","SD",
"1034","07/18/07","CHANNL","2162","TACO JOHN'S","490.00","474.89","15.11","3.08","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MOBRIDGE","SD",
"1079","08/25/07","CHANNL","38800","ECHO VALLEY ENTERPRISES  INC","1795.98","1576.18","219.80","12.24","377.00","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1079","08/25/07","CHANNL","38800","ECHO VALLEY ENTERPRISES  INC","604.67","790.66","-185.99","-30.76","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1079","08/25/07","CHANNL","38800","ECHO VALLEY ENTERPRISES  INC","1317.65","1447.41","-129.76","-9.85","","BRIANT","","","","","","1","TACO JOHNÇS","LINCOLN","NE",
"1088","11/12/07","CHANNL","2194","TACO JOHN'S","2440.00","687.64","1752.36","71.82","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"1088","11/12/07","CHANNL","2194","TACO JOHN'S","770.00","1209.25","-439.25","-57.05","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"1088","11/12/07","CHANNL","2194","TACO JOHN'S","1460.00","737.63","722.37","49.48","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CLINTON","IA",
"1145","08/25/07","CHANNL","2214","TACO JOHN'S","2440.00","0.00","2440.00","100.00","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","JANESVILLE","WI",
"1145","08/25/07","CHANNL","2214","TACO JOHN'S","770.00","0.00","770.00","100.00","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","JANESVILLE","WI",
"1145","08/25/07","CHANNL","2214","TACO JOHN'S","1460.00","0.00","1460.00","100.00","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","JANESVILLE","WI",
"1166","08/27/07","CHANNL","107950","TACO JOHN'S","2690.00","1440.47","1249.53","46.45","","BRIANT","","","","","","2","TACO JOHNÇS","LACROSSE","WI",
"1166","08/27/07","CHANNL","107950","TACO JOHN'S","912.00","1271.94","-359.94","-39.47","","BRIANT","","","","","","2","TACO JOHNÇS","LACROSSE","WI",
"1166","08/27/07","CHANNL","107950","TACO JOHN'S","670.00","628.47","41.53","6.20","","BRIANT","","","","","","2","TACO JOHNÇS","LACROSSE","WI",
"1166","08/27/07","CHANNL","107950","TACO JOHN'S","2964.00","1884.07","1079.93","36.43","","BRIANT","","","","","","2","TACO JOHNÇS","LACROSSE","WI",
"1169","09/21/07","CHANNL","110100","TACO JOHN'S OF IOWA","1844.00","1469.66","374.34","20.30","","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"1169","09/21/07","CHANNL","110100","TACO JOHN'S OF IOWA","630.00","947.43","-317.43","-50.39","","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"1169","09/21/07","CHANNL","110100","TACO JOHN'S OF IOWA","1350.00","887.23","462.77","34.28","","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"1184","10/31/07","CHANNL","42300","FAREWAY STORES  INC.","30795.00","0.00","30795.00","100.00","","BRIANT","","","","","","DEFAULT","FAREWAY STORES, INC.","Boone","IA",
"1196","08/29/07","CHANNL","21100","CHARLEY'S GRILLED SUBS","4460.00","5995.95","-1535.95","-34.44","","BRIANT","","","","","","1","CHARLEYÇS GRILLED SUBS","LAKE JACKSON","TX",
"1196","08/29/07","CHANNL","21100","CHARLEY'S GRILLED SUBS","523.00","560.66","-37.66","-7.20","","BRIANT","","","","","","1","CHARLEYÇS GRILLED SUBS","LAKE JACKSON","TX",
"1200","07/20/07","CHANNL","90550","QSV CORPORATE","276.00","376.00","-100.00","-36.23","","MIKEE","","","","","","1","QUALSERV","KANSAS CITY","MO",
"1221","09/30/07","CHANNL","2236","TACO JOHN'S","1844.00","1611.01","232.99","12.64","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MANKATO","MN",
"1221","09/30/07","CHANNL","2236","TACO JOHN'S","1650.00","1624.04","25.96","1.57","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MANKATO","MN",
"1221","09/30/07","CHANNL","2236","TACO JOHN'S","630.00","798.97","-168.97","-26.82","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","MANKATO","MN",
"1296","10/31/07","CHANNL","106910","TACO JOHN'S","2100.00","1305.43","794.57","37.84","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CHARLES CITY","IA",
"1296","10/31/07","CHANNL","106910","TACO JOHN'S","730.00","1224.94","-494.94","-67.80","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CHARLES CITY","IA",
"1296","10/31/07","CHANNL","106910","TACO JOHN'S","1350.00","744.33","605.67","44.86","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","CHARLES CITY","IA",
"1303","11/14/07","CHANNL","110100","TACO JOHN'S OF IOWA","1844.00","1449.59","394.41","21.39","","BRIANT","","","","","","8","TACO JOHNÇS","DES MOINES","IA",
"1303","11/14/07","CHANNL","110100","TACO JOHN'S OF IOWA","1280.82","316.42","964.40","75.30","","BRIANT","","","","","","8","TACO JOHNÇS","DES MOINES","IA",
"61934","06/29/07","CHANNL","87150","PILOT TRAVEL CENTERS LLC","4063.00","3440.64","622.36","15.32","","BRIANT","","","","","","1","PILOT TRAVEL CENTERS LLC","BELLEMONT","AZ",
"62008","06/26/07","CHANNL","109450","TACO JOHN'S","2690.00","883.23","1806.77","67.17","","BRIANT","","","","","","DEFAULT","TACO JOHNÇS","Spirit Lake","IA",
