"15 FEB 2026","18:19:18","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/09 through 12/31/09",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"1859","06/23/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","4918.00","2994.12","1923.88","39.12","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2064","01/26/09","BLDG","109950","TACO JOHN'S / STEAK ESCAPE","1119.00","1055.91","63.09","5.64","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","CHEYENNE","WY",
"2192","04/10/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","737.56","416.44","36.09","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2193","04/22/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","581.77","572.23","49.59","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2209","04/09/09","BLDG","73650","MERCURY INSURANCE","1907.91","1237.74","670.17","35.13","","BRIANT","","","","","","20","HULTZ INSURANCE","SAN DIEGO","CA",
"2222","04/22/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","625.02","528.98","45.84","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2306","06/10/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","758.36","395.64","34.28","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2312","06/22/09","BLDG","73650","MERCURY INSURANCE","1594.90","858.94","735.96","46.14","","BRIANT","","","","","","21","SHEPHERD INSURANCE AGENCY","SHEPHERD","TX",
"2357","07/21/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","601.11","552.89","47.91","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2374","08/12/09","BLDG","2315","TWIN CITY TACO JOHN'S  INC.","1119.00","800.56","318.44","28.46","","BRIANT","","","","","","5","TACO JOHN´S","WHITE BEAR LAKE","MN",
"2380","08/21/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","614.93","539.07","46.71","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2406","08/21/09","BLDG","2591","THE INSURANCE STATION INC.","1693.54","1225.97","467.57","27.61","15.00","BRIANT","","","","","","1","THE INSURANCE STATION INC.","CARROLL","IA",
"2424","08/28/09","BLDG","73650","MERCURY INSURANCE","1596.52","907.73","688.79","43.14","","BRIANT","","","","","","27","ADVANCE INSURANCE","LAS VEGAS","NV",
"2446","09/15/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","882.36","271.64","23.54","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2470","09/29/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","597.94","556.06","48.19","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2509","10/26/09","BLDG","95950","NATIONAL CARWASH SOLUTIONS","1154.00","601.61","552.39","47.87","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2526","11/18/09","BLDG","2677","CIGARETTE OUTLET","2697.02","1786.49","910.53","33.76","47.00","BRIANT","","","","","","DEFAULT","CIGARETTE OUTLET","DES MOINES","IA",
"2579","11/19/09","BLDG","2720","HARBOR HOUSE CHRISTIAN STORE","1231.62","786.00","445.62","36.18","","BRIANT","","","","","","DEFAULT","HARBOR HOUSE CHRISTIAN STORE","CHARITON","IA",
"2619","12/31/09","BLDG","2647","EXECUTIVE EXPRESS","1319.14","849.15","469.99","35.63","","BRIANT","","","","","","1","EXECUTIVE EXPRESS","DES MOINES","IA",
"2620","12/30/09","BLDG","73650","MERCURY INSURANCE","2188.14","1091.72","1096.42","50.11","","BRIANT","","","","","","29","PATRIOT INSURANCE SERVICES, INC.","RIVERSIDE","CA",
"","","BLDG","","Product Totals","31770.79","19594.99","12175.80","38.32","62.00","BRIANT",

"2048","01/29/09","CHANNL","42300","FAREWAY STORES  INC.","33959.94","21979.39","11980.55","35.28","","BRIANT","","","","","","DEFAULT","FAREWAY STORES, INC.","Boone","IA",
"2064","01/26/09","CHANNL","109950","TACO JOHN'S / STEAK ESCAPE","2140.00","1879.96","260.04","12.15","600.28","BRIANT","","","","","","DEFAULT","TACO JOHN´S","CHEYENNE","WY",
"2066","02/19/09","CHANNL","2492","TACO JOHN'S","1119.00","44.46","1074.54","96.03","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2066","02/19/09","CHANNL","2492","TACO JOHN'S","1350.00","789.02","560.98","41.55","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2066","02/19/09","CHANNL","2492","TACO JOHN'S","1819.00","305.40","1513.60","83.21","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2075","01/09/09","CHANNL","2498","PERFORMANCE DISPLAY","6355.69","4976.19","1379.50","21.70","135.00","BRIANT","","","","","","DEFAULT","PERFORMANCE DISPLAY","GRIMES","IA",
"2151","02/19/09","CHANNL","2529","DENT TEAM","3983.05","2274.75","1708.30","42.89","60.00","BRIANT","","","","","","DEFAULT","DENT TEAM","CLIVE","IA",
"2152","04/10/09","CHANNL","2315","TWIN CITY TACO JOHN'S  INC.","2140.00","1653.92","486.08","22.71","737.50","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2152","04/10/09","CHANNL","2315","TWIN CITY TACO JOHN'S  INC.","1119.00","923.97","195.03","17.43","","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2152","04/10/09","CHANNL","2315","TWIN CITY TACO JOHN'S  INC.","1850.00","1221.86","628.14","33.95","","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2177","06/10/09","CHANNL","42300","FAREWAY STORES  INC.","2516.27","1397.36","1118.91","44.47","","BRIANT","","","","","","DEFAULT","FAREWAY STORES, INC.","Boone","IA",
"2198","03/31/09","CHANNL","2554","ME 'N MOMMY TO BE","3291.09","2110.22","1180.87","35.88","85.30","BRIANT","","","","","","DEFAULT","ME ´N MOMMY TO BE","WEST DES MOINES","IA",
"2250","06/22/09","CHANNL","49300","GIT N GO CONVENIENCE STORES","5821.61","3094.38","2727.23","46.85","75.00","BRIANT","","","","","","21","GIT N GO","BONDURANT","IA",
"2354","07/10/09","CHANNL","2622","TOTAL BODY CHIROPRACTIC","5532.15","3262.77","2269.38","41.02","","BRIANT","","","","","","DEFAULT","TOTAL BODY CHIROPRACTIC","CLIVE","IA",
"2359","07/21/09","CHANNL","2496","HERITAGE CREEK DENTAL","1654.09","1249.63","404.46","24.45","120.00","BRIANT","","","","","","DEFAULT","HERITAGE CREEK DENTAL","CLIVE","IA",
"2365","08/28/09","CHANNL","42300","FAREWAY STORES  INC.","23655.24","16799.73","6855.51","28.98","","BRIANT","","","","","","DEFAULT","FAREWAY STORES, INC.","Boone","IA",
"2374","08/12/09","CHANNL","2315","TWIN CITY TACO JOHN'S  INC.","2140.00","1633.87","506.13","23.65","","BRIANT","","","","","","5","TACO JOHN´S","WHITE BEAR LAKE","MN",
"2374","08/12/09","CHANNL","2315","TWIN CITY TACO JOHN'S  INC.","1850.00","907.82","942.18","50.93","","BRIANT","","","","","","5","TACO JOHN´S","WHITE BEAR LAKE","MN",
"2379","08/28/09","CHANNL","42300","FAREWAY STORES  INC.","5617.00","3091.26","2525.74","44.97","","BRIANT","","","","","","6","FAREWAY STORES, INC.","FAIRMONT","MN",
"2426","09/28/09","CHANNL","84200","PANCHERO'S MEXICAN GRILL","7621.13","4250.50","3370.63","44.23","75.00","BRIANT","","","","","","2","PANCHERO´S MEXICAN GRILL","CEDAR RAPIDS","IA",
"2426","09/28/09","CHANNL","84200","PANCHERO'S MEXICAN GRILL","6303.40","3903.13","2400.27","38.08","","BRIANT","","","","","","2","PANCHERO´S MEXICAN GRILL","CEDAR RAPIDS","IA",
"2426","09/28/09","CHANNL","84200","PANCHERO'S MEXICAN GRILL","6303.40","3281.24","3022.16","47.94","","BRIANT","","","","","","2","PANCHERO´S MEXICAN GRILL","CEDAR RAPIDS","IA",
"2464","09/23/09","CHANNL","2626","RAMADA INN","9290.40","4479.89","4810.51","51.78","75.00","BRIANT","","","","","","DEFAULT","RAMADA INN","URBANDALE","IA",
"2471","10/26/09","CHANNL","2676","MODERN WOODMEN OF AMERICA","3343.35","1770.25","1573.10","47.05","63.00","BRIANT","","","","","","1","MODERN WOODMEN","ANKENY","IA",
"2483","10/13/09","CHANNL","2626","RAMADA INN","6589.94","4177.24","2412.70","36.61","75.00","BRIANT","","","","","","DEFAULT","RAMADA INN","URBANDALE","IA",
"","","CHANNL","","Product Totals","147364.75","91458.21","55906.54","37.94","2101.08","BRIANT",

"2047","01/30/09","DRCT","106910","TACO JOHN'S","442.32","323.90","118.42","26.77","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","CHARLES CITY","IA",
"2047","01/30/09","DRCT","106910","TACO JOHN'S","396.42","298.02","98.40","24.82","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","CHARLES CITY","IA",
"2047","01/30/09","DRCT","106910","TACO JOHN'S","336.69","242.61","94.08","27.94","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","CHARLES CITY","IA",
"2064","01/26/09","DRCT","109950","TACO JOHN'S / STEAK ESCAPE","1161.90","390.60","771.30","66.38","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","CHEYENNE","WY",
"2066","02/19/09","DRCT","2492","TACO JOHN'S","2189.63","1382.07","807.56","36.88","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2221","04/22/09","DRCT","110100","TACO JOHN'S OF IOWA","1138.86","698.03","440.83","38.71","","BRIANT","","","","","","5","TACO JOHN´S","ANKENY","IA",
"2368","08/12/09","DRCT","2575","IMAGE TRANSFORM","12527.73","6141.19","6386.54","50.98","","BRIANT","","","","","","2","ANKENY AQUATIC CENTER","ANKENY","IA",
"","","DRCT","","Product Totals","18193.55","9476.42","8717.13","47.91","0.00","BRIANT",

"2324","06/30/09","FLAG","31200","CORRELL CONTRACTORS","3549.05","3033.68","515.37","14.52","","BRIANT","","","","","","1","DALLAS COUNTY HOSPITAL","PERRY","IA",
"2402","08/21/09","FLAG","31200","CORRELL CONTRACTORS","2155.71","1319.05","836.66","38.81","","BRIANT","","","","","","1","DALLAS COUNTY HOSPITAL","PERRY","IA",
"","","FLAG","","Product Totals","5704.76","4352.73","1352.03","23.70","0.00","BRIANT",

"2492","11/10/09","GRAPHC","2675","THE Q BARBEQUE RESTAURANT & BAR","483.51","240.01","243.50","50.36","","BRIANT","","","","","","DEFAULT","THE Q BARBEQUE RESTAURANT & BAR","WEST DES MOINES","IA",
"2492","11/10/09","GRAPHC","2675","THE Q BARBEQUE RESTAURANT & BAR","34.03","161.38","-127.35","-374.23","","BRIANT","","","","","","DEFAULT","THE Q BARBEQUE RESTAURANT & BAR","WEST DES MOINES","IA",
"","","GRAPHC","","Product Totals","517.54","401.39","116.15","22.44","0.00","BRIANT",

"2123","01/30/09","INSTL","49300","GIT N GO CONVENIENCE STORES","9277.17","6005.57","3271.60","35.27","","BRIANT","","","","","","4","GIT N GO CONVENIENCE STORE","MADRID","IA",
"2126","02/11/09","INSTL","2514","SUBWAY","1396.95","848.15","548.80","39.29","","BRIANT","","","","","","DEFAULT","SUBWAY","BOONE","IA",
"2182","04/22/09","INSTL","49300","GIT N GO CONVENIENCE STORES","193.12","0.00","193.12","100.00","","BRIANT","","","","","","15","GIT N GO #30","URBANDALE","IA",
"2241","05/13/09","INSTL","2530","NAPA AUTO & TRUCK PARTS","1676.57","1964.21","-287.64","-17.16","324.00","BRIANT","","","","","","1","NAPA AUTO & TRUCK PARTS","DES MOINES","IA",
"2288","06/22/09","INSTL","2588","CARDINAL/DETECTO SCALE MFG. CO.","650.08","212.32","437.76","67.34","","BRIANT","","","","","","DEFAULT","CARDINAL/DETECTO SCALE MFG. CO.","WEBB CITY","MO",
"2288","06/22/09","INSTL","2588","CARDINAL/DETECTO SCALE MFG. CO.","918.28","282.35","635.93","69.25","","BRIANT","","","","","","DEFAULT","CARDINAL/DETECTO SCALE MFG. CO.","WEBB CITY","MO",
"2293","05/29/09","INSTL","2590","STICKS","910.11","384.94","525.17","57.70","85.52","BRIANT","","","","","","DEFAULT","STICKS","WEST DES MOINES","IA",
"2294","05/29/09","INSTL","2530","NAPA AUTO & TRUCK PARTS","595.13","372.62","222.51","37.39","","BRIANT","","","","","","1","NAPA AUTO & TRUCK PARTS","DES MOINES","IA",
"2315","08/12/09","INSTL","2555","COMMERICAL SIGN DESIGN & MGMT.","1687.51","1382.63","304.88","18.07","327.40","BRIANT","","","","","","1","FIVE GUYS BURGERS & FRIES","OMAHA","NE",
"2327","06/22/09","INSTL","2609","MODERN OPTICAL","492.95","535.86","-42.91","-8.70","","BRIANT","","","","","","DEFAULT","MODERN OPTICAL","DES MOINES","IA",
"2431","08/25/09","INSTL","2335","TRIM DESIGN OF IOWA","282.39","247.80","34.59","12.25","","BRIANT","","","","","","DEFAULT","TRIM DESIGN OF IOWA","WEST DES MOINES","IA",
"2432","08/25/09","INSTL","2335","TRIM DESIGN OF IOWA","697.53","289.10","408.43","58.55","308.50","BRIANT","","","","","","1","CAR QUEST","DES MOINES","IA",
"2458","09/30/09","INSTL","2575","IMAGE TRANSFORM","1244.33","1140.38","103.95","8.35","","BRIANT","","","","","","3","JACK TRICE STADIUM","AMES","IA",
"2531","12/29/09","INSTL","42300","FAREWAY STORES  INC.","2334.83","1197.93","1136.90","48.69","283.00","BRIANT","","","","","","8","FAREWAY STORES, INC.","DES MOINES","IA",
"2574","12/17/09","INSTL","2335","TRIM DESIGN OF IOWA","0.00","43.40","-43.40","","107.00","BRIANT","","","","","","1","NCS","DES MOINES","IA",
"2590","11/30/09","INSTL","2726","AMERICAN FAMILY INSURANCE","469.97","240.87","229.10","48.75","50.00","BRIANT","","","","","","DEFAULT","AMERICAN FAMILY INSURANCE","INDIANOLA","IA",
"","","INSTL","","Product Totals","22826.92","15148.13","7678.79","33.64","1485.42","BRIANT",

"2066","02/19/09","INT","2492","TACO JOHN'S","140.00","78.08","61.92","44.23","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2066","02/19/09","INT","2492","TACO JOHN'S","140.00","42.50","97.50","69.64","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2066","02/19/09","INT","2492","TACO JOHN'S","165.00","130.64","34.36","20.82","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2152","04/10/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","125.00","78.08","46.92","37.54","","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2152","04/10/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","125.00","30.00","95.00","76.00","","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2152","04/10/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","150.00","119.97","30.03","20.02","","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2152","04/10/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","127.53","52.28","75.25","59.01","","BRIANT","","","","","","3","TACO JOHN´S","HUTCHINSON","MN",
"2345","07/10/09","INT","2619","DES MOINES GOLF & COUNTRY CLUB","199.82","135.00","64.82","32.44","","BRIANT","","","","","","DEFAULT","DES MOINES GOLF & COUNTRY CLUB","WEST DES MOINES","IA",
"2373","08/12/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","140.00","74.77","65.23","46.59","","BRIANT","","","","","","4","TACO JOHN´S","St. Paul","MN",
"2373","08/12/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","140.00","30.00","110.00","78.57","","BRIANT","","","","","","4","TACO JOHN´S","St. Paul","MN",
"2373","08/12/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","165.00","111.89","53.11","32.19","","BRIANT","","","","","","4","TACO JOHN´S","St. Paul","MN",
"2374","08/12/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","140.00","67.41","72.59","51.85","","BRIANT","","","","","","5","TACO JOHN´S","WHITE BEAR LAKE","MN",
"2374","08/12/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","140.00","63.63","76.37","54.55","","BRIANT","","","","","","5","TACO JOHN´S","WHITE BEAR LAKE","MN",
"2374","08/12/09","INT","2315","TWIN CITY TACO JOHN'S  INC.","150.00","141.88","8.12","5.41","","BRIANT","","","","","","5","TACO JOHN´S","WHITE BEAR LAKE","MN",
"","","INT","","Product Totals","2047.35","1156.13","891.22","43.53","0.00","BRIANT",

"1860","06/10/09","MISC","95950","NATIONAL CARWASH SOLUTIONS","354.00","226.57","127.43","36.00","","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"2066","02/19/09","MISC","2492","TACO JOHN'S","91.75","0.00","91.75","100.00","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOREST LAKE","MN",
"2084","02/06/09","MISC","110100","TACO JOHN'S OF IOWA","86.10","38.37","47.73","55.44","","BRIANT","","","","","","6","TACO JOHN´S","DES MOINES","IA",
"2155","03/23/09","MISC","2478","TACO JOHN'S","0.00","38.37","-38.37","","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOND DU LAC","WI",
"2163","03/06/09","MISC","2536","ARROW ELECTRIC","120.95","0.00","120.95","100.00","7.54","BRIANT","","","","","","DEFAULT","ARROW ELECTRIC","SAN ANTONIO","TX",
"2180","04/22/09","MISC","49300","GIT N GO CONVENIENCE STORES","235.64","423.75","-188.11","-79.83","","BRIANT","","","","","","14","GIT N GO #26","DES MOINES","IA",
"2182","04/22/09","MISC","49300","GIT N GO CONVENIENCE STORES","164.53","353.86","-189.33","-115.07","","BRIANT","","","","","","15","GIT N GO #30","URBANDALE","IA",
"2199","03/30/09","MISC","2542","ONCE UPON A CHILD","3474.83","2013.93","1460.90","42.04","60.00","BRIANT","","","","","","DEFAULT","ONCE UPON A CHILD","CLIVE","IA",
"2207","03/23/09","MISC","2478","TACO JOHN'S","0.00","0.00","0.00","","","BRIANT","","","","","","DEFAULT","TACO JOHN´S","FOND DU LAC","WI",
"2248","05/11/09","MISC","49300","GIT N GO CONVENIENCE STORES","1646.89","1401.49","245.40","14.90","","BRIANT","","","","","","18","GIT N GO #4","WEST DES MOINES","IA",
"2271","05/13/09","MISC","2576","CAROL ROLLMAN","137.59","69.68","67.91","49.36","8.87","BRIANT","","","","","","DEFAULT","CAROL ROLLMAN","MELROSE","IA",
"2275","05/19/09","MISC","2501","IOWA VETERINARY SPECIALTIES","451.06","229.58","221.48","49.10","","BRIANT","","","","","","DEFAULT","IOWA VETERINARY SPECIALTIES","DES MOINES","",
