"15 FEB 2026","18:19:03","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/08 through 12/31/08",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"","","INSTL","","Product Totals","2219.50","447.66","1771.84","79.83","0.00","",

"1474CR","01/31/08","MISC","8800","BALL CONSTRUCTION SERVICES","-545.96","0.00","-545.96","100.00","","","","","","","","DEFAULT","BALL CONSTRUCTION SERVICES","West Des Moines","IA",
"1554","01/30/08","MISC","15750","BUSINESS DESIGNS INC.","55.44","27.72","27.72","50.00","","","","","","","","DEFAULT","BUSINESS DESIGNS INC.","Grimes","IA",
"2041","11/07/08","MISC","29800","COMMONWEALTH ELECTRIC","317.31","142.25","175.06","55.17","","","","","","","","DEFAULT","COMMONWEALTH ELECTRIC","Des Moines","IA",
"SC1414","07/23/08","MISC","42300","FAREWAY STORES  INC.","38.51","22.00","16.51","42.87","","","","","","","","DEFAULT","FAREWAY STORES, INC.","Boone","IA",
"","","MISC","","Product Totals","-134.70","191.97","-326.67","242.52","0.00","",

"1846","08/25/08","MONMNT","65750","LADCO DEVELOPMENT","2145.00","2151.94","-6.94","-0.32","87.00","","","","","","","2","JORDAN CREEK I","WEST DES MOINES","IA",
"","","MONMNT","","Product Totals","2145.00","2151.94","-6.94","-0.32","87.00","",

"1474CR","01/31/08","OUTS","8800","BALL CONSTRUCTION SERVICES","-9946.40","0.00","-9946.40","100.00","","","","","","","","DEFAULT","BALL CONSTRUCTION SERVICES","West Des Moines","IA",
"","","OUTS","","Product Totals","-9946.40","0.00","-9946.40","100.00","0.00","",

"2089","12/08/08","PLYWD","49300","GIT N GO CONVENIENCE STORES","820.12","0.00","820.12","100.00","","","","","","","","DEFAULT","GIT N GO CONVENIENCE STORES,","Des Moines","IA",
"","","PLYWD","","Product Totals","820.12","0.00","820.12","100.00","0.00","",

"1851","07/15/08","REPFCE","121900","WEST GRAND MEDICAL ASSOCIATES","1438.69","762.22","676.47","47.02","","","","","","","","DEFAULT","WEST GRAND MEDICAL ASSOCIATES","West Des Moines","IA",
"","","REPFCE","","Product Totals","1438.69","762.22","676.47","47.02","0.00","",

"SC1197","02/29/08","SRVCE","2280","AERUS ELECTROLUX","222.83","0.00","222.83","100.00","","","","","","","","DEFAULT","AERUS ELECTROLUX","MADISON","WI",
"SC1331","04/18/08","SRVCE","18600","CAT SCALE","0.00","138.77","-138.77","","","","","","","","","18","CAT SCALE #668","STUART","IA",
"SC1408","10/22/08","SRVCE","2395","ARCHITECTURAL GRAPHICS  INC.","400.00","277.70","122.30","30.58","","","","","","","","DEFAULT","US Cellular","Ankeny","IA",
"SC1410","07/24/08","SRVCE","77950","NAGLE SIGNS  INC.","204.00","483.00","-279.00","-136.76","","","","","","","","DEFAULT","Bank of the West","Clive","IA",
"SC1434","08/14/08","SRVCE","77950","NAGLE SIGNS  INC.","120.00","101.50","18.50","15.42","","","","","","","","DEFAULT","JC PENNEY/JOHNSON CONTROL","DES MOINES","IA",
"SC1438","08/14/08","SRVCE","2413","VISION CLINIC","386.74","222.67","164.07","42.42","","","","","","","","DEFAULT","VISION CLINIC","DES MOINES","IA",
"SC1448","08/25/08","SRVCE","110100","TACO JOHN'S OF IOWA","120.13","84.07","36.06","30.02","","","","","","","","7","TACO JOHNÇS","BOONE","IA",
"SC1458","09/24/08","SRVCE","2429","RMS  INCORPORATED","367.13","224.94","142.19","38.73","","","","","","","","1","ADVANCE AUTO PARTS","DES MOINES","IA",
"SC1464","11/30/08","SRVCE","107000","TACO JOHN'S","321.00","0.00","321.00","100.00","","","","","","","","DEFAULT","TACO JOHNÇS","Boone","IA",
"SC1467","09/30/08","SRVCE","2306","24/7 X-PRESS","604.49","416.89","187.60","31.03","","","","","","","","DEFAULT","24/7 X-PRESS","DES MOINES","IA",
"SC1473","10/13/08","SRVCE","2414","BENDSEN SIGNS & GRAPHICS  INC.","1775.08","710.98","1064.10","59.95","","","","","","","","DEFAULT","GSI Certified System Dealer","Boone ","IA",
"SC1478","11/06/08","SRVCE","2404","ANYTIME FITNESS","0.00","0.00","0.00","","","","","","","","","DEFAULT","ANYTIME FITNESS","DES MOINES","IA",
"SC1479","10/27/08","SRVCE","2428","FOXBORO BUSINESS CENTER","117.50","86.80","30.70","26.13","","","","","","","","DEFAULT","FOXBORO BUSINESS CENTER","JOHNSTON","IA",
"SC1481","11/06/08","SRVCE","12410","BMW MERCEDES-BENZ OF DES MOINES","380.20","271.16","109.04","28.68","","","","","","","","DEFAULT","BMW MERCEDES-BENZ OF DES MOINES","URBANDALE","IA",
"SC1496","11/10/08","SRVCE","60600","JENNY CRAIG","797.58","509.30","288.28","36.14","","","","","","","","DEFAULT","JENNY CRAIG","West Des Moines","IA",
"SC1497","10/31/08","SRVCE","2420","SHOP N SAVE","150.00","108.50","41.50","27.67","","","","","","","","DEFAULT","SHOP N SAVE","DES MOINES","IA",
"SC1499","11/25/08","SRVCE","2328","LARRY'S WINDOW SERVICE","1377.00","1225.30","151.70","11.02","","","","","","","","1","EMBASSY SUITES HOTEL","DES MOINES","IA",
"SC1500","11/06/08","SRVCE","103400","REPUBLIC PARKING","190.93","85.19","105.74","55.38","","","","","","","","DEFAULT","REPUBLIC PARKING","Des Moines","IA",
"SC1501","11/10/08","SRVCE","2467","STATE FARM INSURANCE","116.64","58.18","58.46","50.12","6.00","","","","","","","DEFAULT","STATE FARM INSURANCE","DES MOINES","IA",
"SC1502","11/26/08","SRVCE","2469","TRULY NAILS","340.55","252.90","87.65","25.74","","","","","","","","DEFAULT","TRULY NAILS","CLIVE","IA",
"SC1503","11/10/08","SRVCE","2468","CAPITAL SIGNSMITH","112.45","188.99","-76.54","-68.07","","","","","","","","1","FYE MUSIC STORE #1597","WEST DES MOINES","IA",
"SC1507","11/19/08","SRVCE","37100","DREES CO.","886.39","499.22","387.17","43.68","22.00","","","","","","","DEFAULT","DREES CO.","Carroll","IA",
"SC1509","12/10/08","SRVCE","2476","ARCHER SIGN CORPORATION","259.77","176.39","83.38","32.10","1.00","","","","","","","1","BRUEGGERÇS BAGEL BAKERY","DES MOINES","IA",
"SC1510","11/19/08","SRVCE","42900","FASHION JUNCTION","161.96","93.56","68.40","42.23","4.00","","","","","","","DEFAULT","FASHION JUNCTION","Des Moines","IA",
"SC1520","11/19/08","SRVCE","2489","MEDICAP PHARMACY","137.12","82.32","54.80","39.96","7.00","","","","","","","DEFAULT","MEDICAP PHARMACY","ADEL","IA",
"SC1524","11/19/08","SRVCE","2491","ARNING CANOPY SYSTEMS  INC.","120.00","81.20","38.80","32.33","","","","","","","","1","CASEYÇS GENERAL STORE","POLK CITY","IA",
"SC1529","12/10/08","SRVCE","29050","COCA-COLA BOTTLING CO.","60.00","40.60","19.40","32.33","","","","","","","","DEFAULT","COCA-COLA BOTTLING CO.","Waukee","IA",
"SC1531","12/10/08","SRVCE","2372","METABANK","60.00","40.60","19.40","32.33","","","","","","","","1","METABANK","URBANDALE","IA",
"","","SRVCE","","Product Totals","9789.49","6460.73","3328.76","34.00","40.00","",

"","","","","Salesperson  Totals","12818.70","12449.23","369.47","2.88","127.00","",

"1619","03/19/08","ALUM","2362","SIMMONDS RESTAURANT MANAGEMENT  INC.","681.89","313.44","368.45","54.03","","BOBR","","","","","","DEFAULT","IDOT Sign Shop","Ames","IA",
"1619","03/19/08","ALUM","2362","SIMMONDS RESTAURANT MANAGEMENT  INC.","359.05","133.77","225.28","62.74","","BOBR","","","","","","DEFAULT","IDOT Sign Shop","Ames","IA",
"","","ALUM","","Product Totals","1040.94","447.21","593.73","57.04","0.00","BOBR",

"1713","04/30/08","AWNING","4290","ALTOONA FIRE DEPARTMENT","1064.67","673.94","390.73","36.70","54.00","BOBR","","","","","","DEFAULT","ALTOONA FIRE DEPARTMENT","ALTOONA","IA",
"1723","05/19/08","AWNING","73870","MERLE HAY FUNERAL & CEMETARY","3015.55","1400.60","1614.95","53.55","","BOBR","","","","","","1","SUNSET FUNERAL CHAPEL","DES MOINES","IA",
"1760","06/17/08","AWNING","82770","ORCHESTRATE MANAGEMENT","3617.60","2306.92","1310.68","36.23","","BOBR","","","","","","DEFAULT","ORCHESTRATE MANAGEMENT","DES MOINES","IA",
"","","AWNING","","Product Totals","7697.82","4381.46","3316.36","43.08","54.00","BOBR",

"1435","01/16/08","BLDG","2290","DOS RIOS","8052.12","3753.95","4298.17","53.38","","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"1532","01/28/08","BLDG","79500","NEBRASKA FURNITURE MART","568.05","368.78","199.27","35.08","","BOBR","","","","","","DEFAULT","NEBRASKA FURNITURE MART","Omaha","NE",
"1597","02/19/08","BLDG","87910","P.L.C.","462.13","521.92","-59.79","-12.94","","BOBR","","","","","","DEFAULT","P.L.C.","DES MOINES","IA",
"1751","06/17/08","BLDG","1870","ACTION ACCENTS","1054.62","406.32","648.30","61.47","","BOBR","","","","","","DEFAULT","ACTION ACCENTS","DES MOINES","IA",
"1753","06/25/08","BLDG","82770","ORCHESTRATE MANAGEMENT","4220.16","2402.26","1817.90","43.08","80.00","BOBR","","","","","","DEFAULT","ORCHESTRATE MANAGEMENT","DES MOINES","IA",
"","","BLDG","","Product Totals","14357.08","7453.23","6903.85","48.09","80.00","BOBR",

"1542","02/20/08","CHANNL","2341","LIFE LASER","3330.10","2806.14","523.96","15.73","","BOBR","","","","","","DEFAULT","LIFE LASER","CLIVE","IA",
"1557","03/11/08","CHANNL","2347","GREAT CLIPS","8928.94","4475.26","4453.68","49.88","","BOBR","","","","","","DEFAULT","GREAT CLIPS","PLEASANT HILL","IA",
"1627","03/12/08","CHANNL","2343","MUGS PUB & GRILL","3335.29","1545.82","1789.47","53.65","","BOBR","","","","","","DEFAULT","MUGS PUB & GRILL","WEST DES MOINES","IA",
"1659","07/29/08","CHANNL","49300","GIT N GO CONVENIENCE STORES","4859.08","2189.15","2669.93","54.95","","BOBR","","","","","","10","GIT N GO CONVENIENCE STORE #22","HUDSON","IA",
"1660","07/30/08","CHANNL","49300","GIT N GO CONVENIENCE STORES","5095.58","2853.09","2242.49","44.01","","BOBR","","","","","","11","GIT N GO CONVENIENCE STORE #23","CHARLES CITY","IA",
"1661","07/29/08","CHANNL","49300","GIT N GO CONVENIENCE STORES","9566.47","4403.54","5162.93","53.97","","BOBR","","","","","","8","GIT N GO CONVENIENCE STORE #13","RAPIDS CITY","IL",
"1747","06/26/08","CHANNL","8170","AUTUMN LEAF GIFTS","4919.66","3205.96","1713.70","34.83","89.61","BOBR","","","","","","DEFAULT","AUTUMN LEAF GIFTS","WEST DES MOINES","IA",
"1757","06/06/08","CHANNL","97530","SBROCCO","4971.00","2308.02","2662.98","53.57","48.00","BOBR","","","","","","DEFAULT","SBROCCO","DES MOINES","IA",
"1804","06/30/08","CHANNL","119630","VINTAGE WINE & SPIRITS","6307.89","4510.67","1797.22","28.49","97.17","BOBR","","","","","","DEFAULT","VINTAGE WINE & SPIRITS","WEST DES MOINES","IA",
"1814","07/23/08","CHANNL","50890","GREAT CLIPS","4514.47","2809.35","1705.12","37.77","99.50","BOBR","","","","","","DEFAULT","GREAT CLIPS","DES MOINES","IA",
"1847","07/31/08","CHANNL","48230","GATEWAY MARKET","3927.87","4489.74","-561.87","-14.30","188.44","BOBR","","","","","","DEFAULT","GATEWAY MARKET","WEST DES MOINES","IA",
"1847","07/31/08","CHANNL","48230","GATEWAY MARKET","6211.07","4088.83","2122.24","34.17","","BOBR","","","","","","DEFAULT","GATEWAY MARKET","WEST DES MOINES","IA",
"","","CHANNL","","Product Totals","65967.42","39685.57","26281.85","39.84","522.72","BOBR",

"1377","03/24/08","CHNG","49300","GIT N GO CONVENIENCE STORES","1140.00","1857.90","-717.90","-62.97","","BOBR","","","","","","1","GIT N GO CONVENIENCE STORE","WINTERSET","IA",
"1378","02/19/08","CHNG","49300","GIT N GO CONVENIENCE STORES","1140.00","1455.25","-315.25","-27.65","","BOBR","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1379","02/19/08","CHNG","49300","GIT N GO CONVENIENCE STORES","183.72","529.24","-345.52","-188.07","","BOBR","","","","","","3","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1380","02/19/08","CHNG","49300","GIT N GO CONVENIENCE STORES","1140.00","1405.42","-265.42","-23.28","","BOBR","","","","","","4","GIT N GO CONVENIENCE STORE","MADRID","IA",
"","","CHNG","","Product Totals","3603.72","5247.81","-1644.09","-45.62","0.00","BOBR",

"SC1425","07/29/08","ELMSTT","2389","DES MOINES MARATHON","328.91","236.36","92.55","28.14","","BOBR","","","","","","DEFAULT","DES MOINES MARATHON","DES MOINES","IA",
"","","ELMSTT","","Product Totals","328.91","236.36","92.55","28.14","0.00","BOBR",

"1377","03/24/08","INSTL","49300","GIT N GO CONVENIENCE STORES","727.22","1089.26","-362.04","-49.78","","BOBR","","","","","","1","GIT N GO CONVENIENCE STORE","WINTERSET","IA",
"1378","02/19/08","INSTL","49300","GIT N GO CONVENIENCE STORES","484.82","0.00","484.82","100.00","","BOBR","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1379","02/19/08","INSTL","49300","GIT N GO CONVENIENCE STORES","484.82","193.22","291.60","60.15","","BOBR","","","","","","3","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1380","02/19/08","INSTL","49300","GIT N GO CONVENIENCE STORES","727.22","398.07","329.15","45.26","","BOBR","","","","","","4","GIT N GO CONVENIENCE STORE","MADRID","IA",
"1662","11/30/08","INSTL","49300","GIT N GO CONVENIENCE STORES","904.80","894.56","10.24","1.13","","BOBR","","","","","","9","GIT N GO CONVENIENCE STORE #15","EAST MOLINE","IL",
"1664","11/30/08","INSTL","49300","GIT N GO CONVENIENCE STORES","3294.11","3367.31","-73.20","-2.22","","BOBR","","","","","","5","GIT N GO CONVENIENCE STORE #8","COAL VALLEY","IL",
"1861","07/23/08","INSTL","2391","SIREN TAN","850.00","638.22","211.78","24.92","","BOBR","","","","","","DEFAULT","SIREN TAN","WEST DES MOINES","IA",
"","","INSTL","","Product Totals","7472.99","6580.64","892.35","11.94","0.00","BOBR",

"1376","02/19/08","MISC","49300","GIT N GO CONVENIENCE STORES","802.25","178.41","623.84","77.76","","BOBR","","","","","","DEFAULT","GIT N GO CONVENIENCE STORES,","Des Moines","IA",
"1535","02/18/08","MISC","2339","SUBSTANCE ARCHITECTURE","238.26","121.36","116.90","49.06","","BOBR","","","","","","DEFAULT","JOHN & MARY PAPPAJOHN","DES MOINES","IA",
"1535","02/18/08","MISC","2339","SUBSTANCE ARCHITECTURE","238.26","0.00","238.26","100.00","","BOBR","","","","","","DEFAULT","JOHN & MARY PAPPAJOHN","DES MOINES","IA",
"1541","02/08/08","MISC","2290","DOS RIOS","783.32","326.04","457.28","58.38","","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"1625","05/16/08","MISC","79500","NEBRASKA FURNITURE MART","617.51","378.77","238.74","38.66","","BOBR","","","","","","DEFAULT","NEBRASKA FURNITURE MART","Clive","IA",
"1631","03/28/08","MISC","110950","D.M. KELLY & COMPANY","666.85","302.98","363.87","54.57","","BOBR","","","","","","DEFAULT","D.M. KELLY & COMPANY","DES MOINES","IA",
"1664","11/30/08","MISC","49300","GIT N GO CONVENIENCE STORES","214.01","0.00","214.01","100.00","","BOBR","","","","","","5","GIT N GO CONVENIENCE STORE #8","COAL VALLEY","IL",
"1664","11/30/08","MISC","49300","GIT N GO CONVENIENCE STORES","3018.13","0.00","3018.13","100.00","","BOBR","","","","","","5","GIT N GO CONVENIENCE STORE #8","COAL VALLEY","IL",
"1701","05/09/08","MISC","82580","OLD WEST MEXICAN RESTAURANT","1686.57","978.99","707.58","41.95","99.00","BOBR","","","","","","DEFAULT","OLD WEST MEXICAN RESTAURANT","DES MOINES","IA",
"1754","06/30/08","MISC","67930","LIVEWELL CLINIC","584.72","361.91","222.81","38.11","","BOBR","","","","","","DEFAULT","LIVEWELL CLINIC","CLIVE","IA",
"1762","05/20/08","MISC","82770","ORCHESTRATE MANAGEMENT","653.76","295.65","358.11","54.78","","BOBR","","","","","","DEFAULT","ORCHESTRATE MANAGEMENT","DES MOINES","IA",
"1768","05/28/08","MISC","29470","COLLINS NEW & USED TIRE  OIL  BRAKE","399.72","140.88","258.84","64.76","70.00","BOBR","","","","","","DEFAULT","COLLINS NEW & USED TIRE, OIL, BRAKE","DES MOINES","IA",
"1877","08/29/08","MISC","2392","MAX MUSCLE","1593.69","900.00","693.69","43.53","","BOBR","","","","","","DEFAULT","MAX MUSCLE","CLIVE","IA",
"SC1278","04/02/08","MISC","55410","HUNZIKER & ASSOCIATES","1116.84","705.66","411.18","36.82","20.00","BOBR","","","","","","DEFAULT","HUNZIKER & ASSOCIATES","NEVADA","IA",
"","","MISC","","Product Totals","12613.89","4690.65","7923.24","62.81","189.00","BOBR",

"1625","05/16/08","MONMNT","79500","NEBRASKA FURNITURE MART","1064.26","457.05","607.21","57.05","","BOBR","","","","","","DEFAULT","NEBRASKA FURNITURE MART","Clive","IA",
"1726","07/30/08","MONMNT","49300","GIT N GO CONVENIENCE STORES","8025.41","6416.67","1608.74","20.05","","BOBR","","","","","","12","GIT N GO","PELLA","IA",
"1749","10/31/08","MONMNT","8800","BALL CONSTRUCTION SERVICES","15159.37","6676.06","8483.31","55.96","","BOBR","","","","","","1","EASTPOINTE CENTER I","ALTOONA","IA",
"1751","06/17/08","MONMNT","1870","ACTION ACCENTS","1713.74","1215.41","498.33","29.08","","BOBR","","","","","","DEFAULT","ACTION ACCENTS","DES MOINES","IA",
"1769","06/26/08","MONMNT","39430","ELECTRICAL POWER PRODUCTS","2980.20","1966.05","1014.15","34.03","","BOBR","","","","","","DEFAULT","ELECTRICAL POWER PRODUCTS","DES MOINES","IA",
"","","MONMNT","","Product Totals","28942.98","16731.24","12211.74","42.19","0.00","BOBR",

"1621","03/19/08","NEON","123860","WINSLOW CHIROPRACTIC","1886.79","1680.58","206.21","10.93","","BOBR","","","","","","DEFAULT","WINSLOW CHIROPRACTIC","WEST DES MOINES","IA",
"1633","03/19/08","NEON","2364","CACTUS BOBS BBQ CORRAL","173.89","50.95","122.94","70.70","","BOBR","","","","","","DEFAULT","CACTUS PUBS","JOHNSTON","IA",
"1741","05/13/08","NEON","10810","STONEY CREEK INN","163.43","51.39","112.04","68.56","","BOBR","","","","","","DEFAULT","STONEY CREEK INN","JOHNSTON","IA",
"SC1333","05/12/08","NEON","99270","SHEAR PAWFECTION","160.82","57.47","103.35","64.26","","BOBR","","","","","","DEFAULT","SHEAR PAWFECTION","WEST DES MOINES","IA",
"SC1342","05/06/08","NEON","2270","OTTUMWA TENT & AWNING","70.51","40.69","29.82","42.29","","BOBR","","","","","","DEFAULT","OTTUMWA TENT & AWNING","OTTUMWA","IA",
"SC1388","07/09/08","NEON","2270","OTTUMWA TENT & AWNING","139.80","69.20","70.60","50.50","","BOBR","","","","","","DEFAULT","OTTUMWA TENT & AWNING","OTTUMWA","IA",
"SC1389","07/09/08","NEON","2270","OTTUMWA TENT & AWNING","96.75","46.13","50.62","52.32","","BOBR","","","","","","DEFAULT","OTTUMWA TENT & AWNING","OTTUMWA","IA",
"","","NEON","","Product Totals","2691.99","1996.41","695.58","25.84","0.00","BOBR",

"1662","11/30/08","PLCUT","49300","GIT N GO CONVENIENCE STORES","1608.80","0.00","1608.80","100.00","","BOBR","","","","","","9","GIT N GO CONVENIENCE STORE #15","EAST MOLINE","IL",
"1662","11/30/08","PLCUT","49300","GIT N GO CONVENIENCE STORES","594.00","0.00","594.00","100.00","","BOBR","","","","","","9","GIT N GO CONVENIENCE STORE #15","EAST MOLINE","IL",
"","","PLCUT","","Product Totals","2202.80","0.00","2202.80","100.00","0.00","BOBR",

"1542","02/20/08","PRMT","2341","LIFE LASER","60.00","0.00","60.00","100.00","","BOBR","","","","","","DEFAULT","LIFE LASER","CLIVE","IA",
"1557","03/11/08","PRMT","2347","GREAT CLIPS","20.00","0.00","20.00","100.00","","BOBR","","","","","","DEFAULT","GREAT CLIPS","PLEASANT HILL","IA",
"1627","03/12/08","PRMT","2343","MUGS PUB & GRILL","83.75","79.18","4.57","5.46","","BOBR","","","","","","DEFAULT","MUGS PUB & GRILL","WEST DES MOINES","IA",
"1659","07/29/08","PRMT","49300","GIT N GO CONVENIENCE STORES","25.00","0.00","25.00","100.00","","BOBR","","","","","","10","GIT N GO CONVENIENCE STORE #22","HUDSON","IA",
"1660","07/30/08","PRMT","49300","GIT N GO CONVENIENCE STORES","21.00","0.00","21.00","100.00","","BOBR","","","","","","11","GIT N GO CONVENIENCE STORE #23","CHARLES CITY","IA",
"1661","07/29/08","PRMT","49300","GIT N GO CONVENIENCE STORES","260.00","0.00","260.00","100.00","","BOBR","","","","","","8","GIT N GO CONVENIENCE STORE #13","RAPIDS CITY","IL",
"1709","05/09/08","PRMT","67930","LIVEWELL CLINIC","60.00","0.00","60.00","100.00","","BOBR","","","","","","DEFAULT","LIVEWELL CLINIC","CLIVE","IA",
"1711","04/29/08","PRMT","106030","SUPERIOR PRINTING & PROMOTIONS","116.83","0.00","116.83","100.00","","BOBR","","","","","","DEFAULT","SUPERIOR PRINTING & PROMOTIONS","CLIVE","IA",
"1745","05/12/08","PRMT","2363","ANGELA WILLIAMS","0.00","0.00","0.00","","","BOBR","","","","","","1","GREAT CLIPS","WEST DES MOINES","IA",
"1751","06/17/08","PRMT","1870","ACTION ACCENTS","161.00","107.59","53.41","33.17","","BOBR","","","","","","DEFAULT","ACTION ACCENTS","DES MOINES","IA",
"1762","05/20/08","PRMT","82770","ORCHESTRATE MANAGEMENT","135.00","0.00","135.00","100.00","","BOBR","","","","","","DEFAULT","ORCHESTRATE MANAGEMENT","DES MOINES","IA",
"1769","06/26/08","PRMT","39430","ELECTRICAL POWER PRODUCTS","0.00","57.37","-57.37","","","BOBR","","","","","","DEFAULT","ELECTRICAL POWER PRODUCTS","DES MOINES","IA",
"","","PRMT","","Product Totals","942.58","244.14","698.44","74.10","0.00","BOBR",

"1664","11/30/08","PYLON","49300","GIT N GO CONVENIENCE STORES","545.40","320.12","225.28","41.31","","BOBR","","","","","","5","GIT N GO CONVENIENCE STORE #8","COAL VALLEY","IL",
"1664","11/30/08","PYLON","49300","GIT N GO CONVENIENCE STORES","2687.63","1147.01","1540.62","57.32","","BOBR","","","","","","5","GIT N GO CONVENIENCE STORE #8","COAL VALLEY","IL",
"1664","11/30/08","PYLON","49300","GIT N GO CONVENIENCE STORES","5171.36","4787.40","383.96","7.42","","BOBR","","","","","","5","GIT N GO CONVENIENCE STORE #8","COAL VALLEY","IL",
"1848","07/29/08","PYLON","2389","DES MOINES MARATHON","1241.96","845.15","396.81","31.95","35.00","BOBR","","","","","","DEFAULT","DES MOINES MARATHON","DES MOINES","IA",
"","","PYLON","","Product Totals","9646.35","7099.68","2546.67","26.40","35.00","BOBR",

"1377","03/24/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1522.03","996.40","525.63","34.53","","BOBR","","","","","","1","GIT N GO CONVENIENCE STORE","WINTERSET","IA",
"1377","03/24/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1560.54","706.52","854.02","54.73","","BOBR","","","","","","1","GIT N GO CONVENIENCE STORE","WINTERSET","IA",
"1378","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1522.03","2514.75","-992.72","-65.22","","BOBR","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1378","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1560.54","774.88","785.66","50.35","","BOBR","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1378","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","240.00","301.13","-61.13","-25.47","","BOBR","","","","","","2","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1379","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1522.03","1165.28","356.75","23.44","","BOBR","","","","","","3","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1379","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1560.54","888.72","671.82","43.05","","BOBR","","","","","","3","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1379","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","240.00","705.55","-465.55","-193.98","","BOBR","","","","","","3","GIT N GO CONVENIENCE STORE","DES MOINES","IA",
"1380","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1522.03","901.99","620.04","40.74","","BOBR","","","","","","4","GIT N GO CONVENIENCE STORE","MADRID","IA",
"1380","02/19/08","REPFCE","49300","GIT N GO CONVENIENCE STORES","1560.54","1216.63","343.91","22.04","","BOBR","","","","","","4","GIT N GO CONVENIENCE STORE","MADRID","IA",
