"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/07"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act ","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est ","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""1322.5""","""@2096A / GANDER MOUNTAIN #179""","1","","2103.21","989.79","1820.07","","483.38","","0.00","5396.45","1358.96","2808.90","0.00","","3856.00","","0.00","8023.86","-2627.41","10107.00","46.61","10107.00","20.61","10/25/07","2196","GANDER MOUNTAIN COMPANY","C","0.00","0.00","5396.45","01/19/08","1322","69.700","91.250"
"""1322.6""","""@2097A / GANDER MOUNTAIN #179""","1","","0.00","8.06","14.75","","648.29","","0.00","671.10","1702.97","3132.90","0.00","","2415.00","","0.00","7250.87","-6579.77","9516.00","92.95","9516.00","23.80","10/25/07","2196","GANDER MOUNTAIN COMPANY","C","0.00","0.00","671.10","01/19/08","1322","43.000","0.750"
"""1322.7""","""@2101 / GANDER MOUNTAIN #179""","1","","0.00","0.00","0.00","","6501.16","","0.00","6501.16","0.00","0.00","0.00","","1089.00","","0.00","1089.00","5412.16","1090.00","-496.44","1089.00","0.00","10/25/07","2196","GANDER MOUNTAIN COMPANY","C","0.00","0.00","6501.16","01/19/08","1322","0.000",""
"""1337.1""","""@ENGINEERING / RUAN""","1","","0.00","0.00","0.00","","366.00","","0.00","366.00","0.00","0.00","0.00","","","","0.00","0.00","366.00","512.40","28.57","512.40","100.00","09/18/07","2277","RUAN","C","0.00","0.00","366.00","03/10/08","1337","0.000","3.250"
"""1337.2""","""@PERMIT / RUAN""","1","","0.00","0.00","0.00","","1154.95","","0.00","1154.95","0.00","0.00","0.00","","","","0.00","0.00","1154.95","1444.00","20.02","1444.00","100.00","10/10/07","2277","RUAN","C","0.00","0.00","1154.95","03/10/08","1337","0.000",""
"""1337.3""","""@2082 / RUAN""","1","","2396.86","899.67","809.73","","","","0.00","4106.26","3764.18","3486.00","0.00","","11043.00","","0.00","18293.18","-14186.92","25866.22","84.13","25866.22","29.28","12/15/07","2277","RUAN","C","0.00","0.00","4106.26","03/10/08","1337","83.000","69.750"
"""1341.1""","""@2168 / CHARLEY´S GRILLED SUBS""","1","","484.59","366.52","329.91","","0.00","","0.00","1181.02","0.00","0.00","0.00","","","","0.00","0.00","1181.02","3120.00","62.15","3120.00","100.00","10/30/07","21100","CHARLEY'S GRILLED SUBS","C","0.00","0.00","1181.02","04/09/08","1341","0.000","40.750"
"""1341.2""","""@2169 / CHARLEY´S GRILLED SUBS""","1","","0.00","15.05","13.55","","","","0.00","28.60","0.00","0.00","0.00","","","","0.00","0.00","28.60","100.00","71.40","100.00","100.00","10/30/07","21100","CHARLEY'S GRILLED SUBS","C","0.00","0.00","28.60","04/09/08","1341","0.000","1.500"
"""1354.1""","""@ENGINEERING / PILOT TRAVEL CE""","1","","1084.58","352.75","645.56","","1620.00","","0.00","3702.89","0.00","0.00","0.00","","","","0.00","0.00","3702.89","125.00","-2862.31","125.00","100.00","10/02/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","3702.89","01/28/08","1354","0.000","20.750"
"""1354.10""","""@2755 / PILOT TRAVEL CENTER""","1","","2681.07","762.34","1395.11","","1377.60","","0.00","6216.12","3435.73","2547.00","0.00","","","","0.00","5982.73","233.39","8573.54","27.50","8573.54","30.22","12/21/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","6216.12","01/28/08","1354","60.000","53.500"
"""1354.11""","""@2776 / PILOT TRAVEL CENTER""","1","","0.00","0.00","0.00","","854.17","","0.00","854.17","0.00","0.00","0.00","","","","0.00","0.00","854.17","3905.46","78.13","3905.46","100.00","12/21/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","854.17","01/28/08","1354","0.000",""
"""1354.2""","""@1168A / PILOT TRAVEL CENTER""","2","","1969.78","877.68","1607.80","","","","0.00","4455.26","951.03","2011.20","0.00","","","","0.00","2962.23","1493.03","4934.00","9.70","4934.00","39.96","10/31/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","4455.26","01/28/08","1354","52.000","62.500"
"""1354.3""","""@1374 / PILOT TRAVEL CENTER""","1","","552.76","572.28","1048.90","","","","0.00","2173.94","1653.21","1512.70","0.00","","","","0.00","3165.91","-991.97","2773.00","21.60","2773.00","-14.17","11/02/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","2173.94","01/28/08","1354","43.000","36.750"
"""1354.4""","""@1376 / PILOT TRAVEL CENTER""","2","","634.02","405.19","743.13","","","","0.00","1782.34","207.47","1368.00","0.00","","","","0.00","1575.47","206.87","3052.00","41.60","3052.00","48.38","11/02/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","1782.34","01/28/08","1354","44.000","26.250"
"""1354.5""","""@1401 / PILOT TRAVEL CENTER""","1","","2660.87","574.35","1057.83","","","","0.00","4293.05","1626.20","1346.00","0.00","","2029.00","","0.00","5001.20","-708.15","4063.00","-5.66","4063.00","-23.09","10/31/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","4293.05","01/28/08","1354","43.000","47.750"
"""1354.6""","""@1871 / PILOT TRAVEL CENTER""","2","","1326.73","322.43","591.70","","","","0.00","2240.86","1317.62","2268.00","0.00","","","","0.00","3585.62","-1344.76","3274.00","31.56","3274.00","-9.52","11/02/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","2240.86","01/28/08","1354","54.000","22.250"
"""1354.7""","""@1878 / PILOT TRAVEL CENTER""","2","","557.27","246.69","453.06","","","","0.00","1257.02","698.89","1680.90","0.00","","","","0.00","2379.79","-1122.77","1971.00","36.22","1971.00","-20.74","11/02/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","1257.02","01/28/08","1354","40.000","16.250"
"""1354.8""","""@1377 / PILOT TRAVEL CENTER""","3","","1638.04","723.63","1327.55","","","","0.00","3689.22","422.64","1314.00","0.00","","","","0.00","1736.64","1952.58","2994.00","-23.22","2994.00","42.00","11/02/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","3689.22","01/28/08","1354","39.000","55.250"
"""1354.9""","""@INSTALL / PILOT TRAVEL CENTER""","1","","0.00","0.00","0.00","","5208.02","","0.00","5208.02","0.00","0.00","0.00","","","","0.00","0.00","5208.02","9952.00","47.67","9952.00","100.00","11/15/07","87150","PILOT TRAVEL CENTERS LLC","C","0.00","0.00","5208.02","01/28/08","1354","0.000",""
"""1355.1""","""@2271 / Cat #374""","1","1","571.10","95.36","85.82","","580.00","","0.00","1332.28","565.60","254.70","0.00","","","","0.00","820.30","511.98","0.00","","1304.89","37.14","10/04/07","18600","CAT SCALE","C","0.00","0.00","1332.28","09/01/08","1355","6.000","8.750"
"""1366.1""","""@2358 / TACO JOHN'S""","1","","2.09","39.38","35.45","","","","0.00","76.92","505.53","615.53","0.00","","","","0.00","1121.06","-1044.14","","","1551.52","27.74","12/01/07","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","76.92","","","14.500","3.750"
"""1369.1""","""@2178 / Winestyles""","1","","2204.58","772.70","1414.06","","126.92","","0.00","4518.26","273.36","2142.00","0.00","","375.00","","0.00","2790.36","1727.90","9013.00","49.87","9013.00","69.04","11/01/07","2289","WINESTYLES","C","0.00","0.00","4518.26","01/24/08","1369","51.000","57.000"
"""1369.4""","""@Replacement / Winestyles""","1","","19.36","21.65","39.62","","","","0.00","80.63","0.00","0.00","0.00","","","","0.00","0.00","80.63","0.00","","0.00","","11/28/07","2289","WINESTYLES","C","0.00","0.00","80.63","01/24/08","1369","0.000","1.500"
"""1369.5""","""@FACE / Winestyles""","1","","1.28","3.76","6.88","","","","0.00","11.92","0.00","0.00","0.00","","","","0.00","0.00","11.92","0.00","","0.00","","12/10/07","2289","WINESTYLES","C","0.00","0.00","11.92","01/24/08","1369","0.000","0.250"
"""1375.1""","""@2397 / CAT SCALE #570""","1","","399.63","51.01","45.91","","","","0.00","496.55","420.03","296.25","0.00","","","","0.00","716.28","-219.73","","","987.00","27.43","10/19/07","18600","CAT SCALE","C","0.00","0.00","496.55","","","7.000","3.500"
"""1377.1""","""@1900 / GIT N GO CONVENIENCE S""","1","","0.00","16.19","25.71","","","","0.00","41.90","0.00","652.80","0.00","","","","0.00","652.80","-610.90","727.22","94.24","727.22","10.23","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","41.90","03/24/08","1377","6.000","24.750"
"""1377.2""","""@2406 / GIT N GO CONVENIENCE S""","1","","0.00","30.10","27.09","","","","0.00","57.19","682.35","420.00","0.00","","","","0.00","1102.35","-1045.16","1522.03","96.24","1522.03","27.57","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","57.19","03/24/08","1377","10.000","19.250"
"""1377.3""","""@2407 / GIT N GO CONVENIENCE S""","1","","0.00","7.53","6.78","","","","0.00","14.31","732.35","462.00","0.00","","","","0.00","1194.35","-1180.04","1560.54","99.08","1560.54","23.47","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","14.31","03/24/08","1377","11.000","8.000"
"""1377.4""","""@2408 / GIT N GO CONVENIENCE S""","1","","17.45","21.84","19.66","","0.00","","0.00","58.95","0.00","0.00","0.00","","905.00","","0.00","905.00","-846.05","1140.00","94.83","1140.00","20.61","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","58.95","03/24/08","1377","0.000","2.000"
"""1378.1""","""@2401 / GIT N GO CONVENIENCE S""","1","","0.00","33.00","72.60","","","","0.00","105.60","682.35","420.00","0.00","","","","0.00","1102.35","-996.75","1522.03","93.06","1522.03","27.57","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","105.60","02/19/08","1378","10.000","42.250"
"""1378.4""","""@2404 / GIT N GO CONVENIENCE S""","1","","0.00","3.76","6.88","","","","0.00","10.64","123.44","210.00","0.00","","","","0.00","333.44","-322.80","240.00","95.57","240.00","-38.93","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","10.64","02/19/08","1378","5.000","5.750"
"""1379.1""","""@1830 / GIT N GO CONVENIENCE S""","1","","0.00","8.25","18.15","","","","0.00","26.40","0.00","0.00","0.00","","125.00","","0.00","125.00","-98.60","183.72","85.63","183.72","31.96","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","26.40","02/19/08","1379","0.000","3.250"
"""1379.2""","""@1894 / GIT N GO CONVENIENCE S""","1","","0.00","31.00","68.20","","","","0.00","99.20","682.35","420.00","0.00","","","","0.00","1102.35","-1003.15","1522.03","93.48","1522.97","27.62","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","99.20","02/19/08","1379","10.000","17.000"
"""1380.1""","""@1899 / GIT N GO CONVENIENCE S""","1","","0.00","20.63","45.39","","65.00","","0.00","131.02","0.00","652.80","0.00","","","","0.00","652.80","-521.78","727.22","81.98","727.22","10.23","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","131.02","02/19/08","1380","6.000","6.250"
"""1380.2""","""@2409 / GIT N GO CONVENIENCE S""","1","","0.00","22.58","41.32","","","","0.00","63.90","682.35","420.00","0.00","","","","0.00","1102.35","-1038.45","1522.03","95.80","1522.03","27.57","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","63.90","02/19/08","1380","10.000","6.750"
"""1380.4""","""@2411 / GIT N GO CONVENIENCE S""","1","","17.45","18.08","33.09","","","","0.00","68.62","0.00","0.00","0.00","","905.00","","0.00","905.00","-836.38","1140.00","93.98","1140.00","20.61","10/25/07","49300","GIT N GO CONVENIENCE STORES","C","0.00","0.00","68.62","02/19/08","1380","0.000","1.750"
