"15 FEB 2026","18:19:33","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/10 through 12/31/10",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",

"3063","09/23/10","01","77950","NAGLE SIGNS  INC.","58.74","46.99","11.75","20.00","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"","","01","","Product Totals","58.74","46.99","11.75","20.00","0.00","",

"3131","10/28/10","ALUM","2906","AMERICAN MARKING","90.40","44.80","45.60","50.44","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"","","ALUM","","Product Totals","90.40","44.80","45.60","50.44","0.00","",

"2697","05/10/10","AWNING","77950","NAGLE SIGNS  INC.","120.00","0.00","120.00","100.00","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"","","AWNING","","Product Totals","120.00","0.00","120.00","100.00","0.00","",

"2639","01/13/10","INSTL","77950","NAGLE SIGNS  INC.","350.00","279.30","70.70","20.20","","","","","","","","DEFAULT","Kum & Go","Des Moines","IA",
"3140","11/11/10","INSTL","77950","NAGLE SIGNS  INC.","200.00","285.20","-85.20","-42.60","","","","","","","","DEFAULT","Sherwin-Williams #3124","West Des Moines","IA",
"","","INSTL","","Product Totals","550.00","564.50","-14.50","-2.64","0.00","",

"2605","01/13/10","MISC","77950","NAGLE SIGNS  INC.","165.00","101.42","63.58","38.53","","","","","","","","DEFAULT","Kum & Go","Norwalk","IA",
"2605","01/13/10","MISC","77950","NAGLE SIGNS  INC.","309.00","99.71","209.29","67.73","","","","","","","","DEFAULT","Kum & Go","Norwalk","IA",
"2659","02/11/10","MISC","2762","NIKKEL & ASSOCIATES","182.80","123.25","59.55","32.58","","","","","","","","DEFAULT","NIKKEL & ASSOCIATES","AMES","IA",
"2671","02/11/10","MISC","77950","NAGLE SIGNS  INC.","25.68","12.83","12.85","50.04","","","","","","","","12","NAGLE SIGNS, INC.","MARSHALLTOWN","IA",
"2704","05/26/10","MISC","77950","NAGLE SIGNS  INC.","420.00","335.47","84.53","20.13","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"2709","03/08/10","MISC","77950","NAGLE SIGNS  INC.","4.53","3.02","1.51","33.33","6.55","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"2836","06/18/10","MISC","77950","NAGLE SIGNS  INC.","48.72","32.49","16.23","33.31","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"2836","06/18/10","MISC","77950","NAGLE SIGNS  INC.","106.84","71.23","35.61","33.33","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3025","08/19/10","MISC","77950","NAGLE SIGNS  INC.","272.75","218.20","54.55","20.00","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3138","10/29/10","MISC","77950","NAGLE SIGNS  INC.","442.18","343.69","98.49","22.27","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3139","11/11/10","MISC","77950","NAGLE SIGNS  INC.","250.00","187.20","62.80","25.12","","","","","","","","DEFAULT","Amici Espresso","West Des Moines","IA",
"3139","11/11/10","MISC","77950","NAGLE SIGNS  INC.","100.00","86.80","13.20","13.20","","","","","","","","DEFAULT","Amici Espresso","West Des Moines","IA",
"","","MISC","","Product Totals","2327.50","1615.31","712.19","30.60","6.55","",

"2644","01/18/10","REPFCE","77950","NAGLE SIGNS  INC.","359.26","237.03","122.23","34.02","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3132","11/18/10","REPFCE","77950","NAGLE SIGNS  INC.","1101.42","710.25","391.17","35.52","","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3133","12/09/10","REPFCE","77950","NAGLE SIGNS  INC.","1324.18","854.40","469.78","35.48","48.60","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3135","12/09/10","REPFCE","77950","NAGLE SIGNS  INC.","1715.94","1109.25","606.69","35.36","48.60","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3137","12/09/10","REPFCE","77950","NAGLE SIGNS  INC.","1308.85","845.86","462.99","35.37","48.60","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"3141","12/09/10","REPFCE","77950","NAGLE SIGNS  INC.","1237.97","802.21","435.76","35.20","48.60","","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"","","REPFCE","","Product Totals","7047.62","4559.00","2488.62","35.31","194.40","",

"3140","11/11/10","SRVCE","77950","NAGLE SIGNS  INC.","263.20","294.96","-31.76","-12.07","","","","","","","","DEFAULT","Sherwin-Williams #3124","West Des Moines","IA",
"SC1868","03/10/10","SRVCE","7900","ACG","633.41","411.34","222.07","35.06","","","","","","","","1","AAA","CLIVE","IA",
"SC2035","10/13/10","SRVCE","2951","CHAPEL FAITH CHURCH","0.00","75.60","-75.60","","","","","","","","","DEFAULT","CHAPEL FAITH CHURCH","INDIANOLA","IA",
"SC2045","08/13/10","SRVCE","2955","SHULLS","0.00","0.00","0.00","","","","","","","","","DEFAULT","SHULLS","WEST DES MOINES","IA",
"SC2071","09/08/10","SRVCE","2982","FAWN'S","0.00","50.40","-50.40","","","","","","","","","DEFAULT","FAWN┤S","DES MOINES","IA",
"SC2072","10/13/10","SRVCE","2331","NOBBIES","0.00","105.00","-105.00","","","","","","","","","DEFAULT","NOBBIES","CLIVE","IA",
"SC2115","12/08/10","SRVCE","106000","SUPER WASH","0.00","349.96","-349.96","","","","","","","","","6","SUPERWASH","TILTON","IL",
"SC2123","12/09/10","SRVCE","3025","GOODYEAR","0.00","54.60","-54.60","","","","","","","","","DEFAULT","GOODYEAR","DES MOINES","IA",
"SC2136","11/18/10","SRVCE","2801","MONTGOMERY ST. JOHN INSURANCE","0.00","176.46","-176.46","","","","","","","","","DEFAULT","MONTGOMERY SAINT JOHN INSURANCE","DES MOINES","IA",
"","","SRVCE","","Product Totals","896.61","1518.32","-621.71","-69.34","0.00","",

"SC1880","02/26/10","SURVEY","73870","MERLE HAY FUNERAL & CEMETARY","0.00","128.80","-128.80","","","","","","","","","DEFAULT","MERLE HAY FUNERAL & CEMETARY","DES MOINES","IA",
"","","SURVEY","","Product Totals","0.00","128.80","-128.80","","0.00","",

"","","","","Salesperson  Totals","11090.87","8477.72","2613.15","23.56","200.95","",

"2852","07/08/10","SURVEY","2903","GENERAL DENTISTRY","0.00","50.40","-50.40","","","ADAM","0.030","","","","","DEFAULT","GENERAL DENTISTRY","DES MOINES","IA",
"","","SURVEY","","Product Totals","0.00","50.40","-50.40","","0.00","ADAM",

"","","","","Salesperson ADAM Totals","0.00","50.40","-50.40","","0.00","ADAM",

"2573","02/11/10","ALUM","110100","TACO JOHN'S OF IOWA","367.00","244.24","122.76","33.45","","BRIANT","","","","","","14","TACO JOHN┤S","DES MOINES","IA",
"2577","02/11/10","ALUM","110100","TACO JOHN'S OF IOWA","367.00","222.45","144.55","39.39","","BRIANT","","","","","","15","TACO JOHN┤S","AMES","IA",
"2670","03/09/10","ALUM","2770","MCCABE  CHERYL & LARRY","349.78","161.26","188.52","53.90","","BRIANT","","","","","","DEFAULT","MCCABE, CHERYL & LARRY","DAYTON","IA",
"2974","08/31/10","ALUM","2957","ALTERNATIVE AUTOMOTIVE","1242.60","944.66","297.94","23.98","","BRIANT","","","","","","DEFAULT","ALTERNATIVE AUTOMOTIVE","DES MOINES","IA",
"3076","10/25/10","ALUM","2999","MCDONALD'S","652.54","447.54","205.00","31.42","","BRIANT","","","","","","1","MCDONALD┤S","KNOXVILLE","IA",
"3108","10/29/10","ALUM","1150","ABC HERRINGTON SIGN & DISPLAY","335.15","250.64","84.51","25.22","","BRIANT","","","","","","DEFAULT","ABC HERRINGTON SIGN & DISPLAY","Urbandale","IA",
"","","ALUM","","Product Totals","3314.07","2270.79","1043.28","31.48","0.00","BRIANT",

"2567","02/12/10","AWNING","2715","RJ ALBRIGHT CONSTRUCTION INC.","3397.40","2255.62","1141.78","33.61","93.85","BRIANT","","","","","","1","TACO JOHN┤S","MARINETTE","WI",
"2567","02/12/10","AWNING","2715","RJ ALBRIGHT CONSTRUCTION INC.","1760.04","1049.30","710.74","40.38","","BRIANT","","","","","","1","TACO JOHN┤S","MARINETTE","WI",
"2577","02/11/10","AWNING","110100","TACO JOHN'S OF IOWA","1778.35","1472.22","306.13","17.21","","BRIANT","","","","","","15","TACO JOHN┤S","AMES","IA",
"2577","02/11/10","AWNING","110100","TACO JOHN'S OF IOWA","1778.35","1184.14","594.21","33.41","","BRIANT","","","","","","15","TACO JOHN┤S","AMES","IA",
"2577","02/11/10","AWNING","110100","TACO JOHN'S OF IOWA","3123.91","2357.86","766.05","24.52","","BRIANT","","","","","","15","TACO JOHN┤S","AMES","IA",
"2681","02/12/10","AWNING","2590","STICKS","10.00","4.20","5.80","58.00","","BRIANT","","","","","","DEFAULT","STICKS","DES MOINES","IA",
"2702","03/24/10","AWNING","2695","WILLIAMSON CONSTRUCTION INC.","5175.55","2487.82","2687.73","51.93","","BRIANT","","","","","","1","TACO JOHN┤S","RUSSELLVILLE","AR",
"2707","04/14/10","AWNING","2793","GREENBRIAR","5868.03","4486.95","1381.08","23.54","50.00","BRIANT","","","","","","DEFAULT","GREENBRIAR","JOHNSTON","IA",
"2708","05/26/10","AWNING","73870","MERLE HAY FUNERAL & CEMETARY","3213.42","3139.67","73.75","2.30","","BRIANT","","","","","","DEFAULT","MERLE HAY FUNERAL & CEMETARY","DES MOINES","IA",
"2723","04/07/10","AWNING","2805","RYDER","2306.08","1414.39","891.69","38.67","","BRIANT","","","","","","DEFAULT","RYDER","DES MOINES","IA",
"2848","06/22/10","AWNING","2901","C & C SMOKERS OUTLET","3055.33","1625.10","1430.23","46.81","","BRIANT","","","","","","DEFAULT","C & C SMOKERS OUTLET","ANKENY","IA",
"2980","09/17/10","AWNING","2960","ACTION SERVICES GROUP","2413.21","1966.72","446.49","18.50","","BRIANT","","","","","","1","MEN┤S WEARHOUSE","WEST DES MOINES","IA",
"3113","10/28/10","AWNING","110100","TACO JOHN'S OF IOWA","521.70","370.00","151.70","29.08","","BRIANT","","","","","","1","TACO JOHN┤S","DES MOINES","IA",
"3145","12/14/10","AWNING","3026","COE'S","3359.21","1647.53","1711.68","50.95","","BRIANT","","","","","","DEFAULT","COE┤S","AMES","IA",
"","","AWNING","","Product Totals","37760.58","25461.52","12299.06","32.57","143.85","BRIANT",

"2487","01/14/10","BLDG","2682","TACO JOHN'S","1119.00","615.03","503.97","45.04","","BRIANT","","","","","","1","TACO JOHN┤S","LACROSSE","WI",
