"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/24"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""11454.3""","""@36272 / TUDDY´S TAVERN""","1","","2052.82","228.00","212.05","","","0.00","2492.87","136.36","947.43","0.00","","2438.24","0.00","3522.03","-1029.16","","","5297.38","33.51","10/05/23","6154","TUDDY'S TAVERN","C","0.00","0.00","2492.87","","","18.000","10.250"
"""11551.1""","""@36598 / HOPE PLAZA 2""","1","","0.00","50.00","46.51","","","0.00","96.51","1898.05","2513.97","0.00","","","0.00","4412.02","-4315.51","7642.81","98.74","7642.81","42.27","12/13/23","6046","HOPE DEVELOPMENT & REALTY","C","0.00","0.00","96.51","12/12/25","11551","48.001","22.750"
"""11642.3""","""@36593 / IOWA CONFLUENCE WATER""","1","0","0.00","144.75","177.31","","0.00","0.00","322.06","120.31","2941.05","0.00","","13033.00","0.00","16094.36","-15772.30","","","25369.65","36.56","01/10/24","5539","PETERSON CONTRACTORS INC","","0.00","0.00","322.06","","","59.000","19.500"
"""11827.1""","""@37371 / DES MOINES INTERNATIO""","1","","44164.96","8651.79","8097.67","","3285.00","0.00","64199.42","30054.01","48183.49","0.00","","36503.00","0.00","114740.50","-50541.08","190849.38","66.36","190849.38","39.88","10/14/24","6079","THE WALDINGER CORP.","C","0.00","0.00","64199.42","02/05/25","11827","882.000","1098.750"
"""11827.3""","""@37373 / DES MOINES INTERNATIO""","1","","0.00","24.50","22.79","","","0.00","47.29","0.00","84.92","0.00","","2061.00","0.00","2145.92","-2098.63","2211.00","97.86","2211.00","2.94","10/14/24","6079","THE WALDINGER CORP.","C","0.00","0.00","47.29","03/28/25","11827-2","2.000","1.000"
"""11827.4""","""@engineer / DES MOINES INTERNA""","1","","955.00","0.00","0.00","","","0.00","955.00","0.00","0.00","0.00","","","0.00","0.00","955.00","0.00","","0.00","","04/25/24","6079","THE WALDINGER CORP.","C","0.00","0.00","955.00","03/28/25","11827-2","0.000",""
"""11912.3""","""@37539A / RACCOON RIVER GREENW""","1","","477.31","42.88","39.88","0.00","793.44","0.00","1353.51","489.36","4289.89","0.00","","9776.84","0.00","14556.09","-13202.58","21860.00","93.81","21860.00","33.41","07/15/24","6362","CONCRETE TECHNOLOGIES INC.","C","0.00","0.00","1353.51","05/30/25","11912","87.750","140.250"
"""11945.3""","""@37930 / Iowa Trust & Savings""","1","","28989.58","0.00","0.00","","","2312.44","31302.02","2534.14","4841.52","0.00","","29518.00","0.00","36893.66","-5591.64","53215.40","41.18","53215.40","30.67","08/15/24","6275","IOWA TRUST & SAVINGS BANK","C","0.00","0.00","31302.02","07/10/25","11945-2","86.000","42.000"
"""11992.1""","""@37889 / CITY OF URBANDALE TYP""","1","","5022.22","2088.18","2316.67","","","0.00","9427.07","3987.93","5679.58","0.00","","45.00","0.00","9712.51","-285.44","17210.81","45.23","17210.81","43.57","11/30/24","3154","EDGE COMMERCIAL","C","0.00","0.00","9427.07","01/17/25","11992","122.750","96.000"
"""11995.1""","""@37755 / PORSCHE OF WEST DES M""","1","","0.00","36.75","34.18","","","0.00","70.93","0.00","0.00","0.00","","","0.00","0.00","70.93","150.00","52.71","150.00","100.00","08/17/24","3010","PATTISONID","C","0.00","0.00","70.93","05/29/25","11995-2","0.000","2.250"
