"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/13 - 12/31/13"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""3373.4""","""@8486 / CITY OF DES MOINES""","3","3","6861.87","2303.64","2254.49","","833.98","0.00","12253.98","511.51","1567.50","0.00","","8376.84","0.00","10455.85","1798.13","11449.20","-7.03","11449.20","8.68","08/31/13","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","08/31/13","3373-2","51.000","148.750"
"""3373.5""","""@8486B / CITY OF DES MOINES""","1","1","4.78","33.44","30.77","","2050.24","0.00","2119.23","430.80","982.65","0.00","","525.50","0.00","1938.95","180.28","2112.25","-0.33","2112.25","8.20","08/31/13","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","08/31/13","3373-2","17.500","2.000"
"""3373.6""","""@8487 / CITY OF DES MOINES""","2","2","5189.64","1405.59","1685.56","","576.36","0.00","8857.15","431.49","984.20","0.00","","7116.40","0.00","8532.09","325.06","12124.20","26.95","12124.20","29.63","08/31/13","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","08/31/13","3373-2","32.000","93.500"
"""3373.7""","""@8487B / CITY OF DES MOINES""","2","2","0.00","0.00","0.00","","8059.63","0.00","8059.63","2000.52","2061.60","0.00","","1085.00","0.00","5147.12","2912.51","6222.50","-29.52","6222.50","17.28","08/31/13","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","08/31/13","3373-2","36.000",""
"""3373.8""","""@8487C / CITY OF DES MOINES""","2","2","29.84","0.00","0.00","","","0.00","29.84","1443.52","1668.20","0.00","","1270.00","0.00","4381.72","-4351.88","5370.00","99.44","5385.36","18.64","08/31/13","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","08/31/13","3373-2","32.000",""
"""3373.9""","""@Medallion / CITY OF DES MOINE""","3","3","333.07","80.15","84.23","","3192.21","0.00","3689.66","0.00","0.00","0.00","","","0.00","0.00","3689.66","4422.00","16.56","4422.00","100.00","08/31/13","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","08/31/13","3373-2","0.000","2.000"
"""3851.4""","""@FLIPSIGN / FAREWAY STORES INC""","1","0","0.00","0.00","0.00","","312.50","0.00","312.50","0.00","0.00","0.00","","","0.00","0.00","312.50","","","0.00","","07/31/13","42300","FAREWAY STORES, INC.","F","0.00","0.00","0.00","","","0.000",""
"""3962.1""","""@10463 / VAN METER""","1","0","8.38","20.51","18.46","","","0.00","47.35","11.79","93.50","0.00","","37.40","0.00","142.69","-95.34","","","241.59","40.94","04/30/13","3351","VAN METER","F","0.00","0.00","0.00","","","2.500","1.250"
"""4036.1""","""@10395 / GIT N GO #19""","1","1","1083.97","253.56","312.31","","","0.00","1649.84","302.41","543.60","0.00","","","0.00","846.01","803.83","1266.00","-30.32","1313.65","35.60","02/21/13","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","02/19/13","4036-2","12.000","16.000"
"""4036.3""","""@10663 / GIT N GO #19""","1","1","1668.48","986.06","991.26","","","0.00","3645.80","1948.02","2341.40","0.00","","","0.00","4289.42","-643.62","6628.70","45.00","6855.47","37.43","02/21/13","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","02/19/13","4036-2","57.000","61.750"
