"15 FEB 2026","","","","SALES BY CUSTOMER BY PRODUCT CODE",
"21:30:20","","","","PERIOD: 01/01/24 through 12/31/24",

"Cust No","Customer Name","Prod Code","Product Type Desc","Inv Date","Invoice No","Job / Part","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Sales Tax","Location No","Location Name","City","State","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3",

"6040","7B BUILDING & DEVELOPMENT","VINYL","VINYL GRAPHICS","12/30/24","12215","@38712","100.00","10.49","89.51","89.51","","15.75","2","Champion Xpress Carwash","Des Moines","IA","JEFF","","","","","",
"6040","7B BUILDING & DEVELOPMENT","VINYL","VINYL GRAPHICS","12/30/24","12215","@38713","125.00","15.98","109.02","87.22","","","2","Champion Xpress Carwash","Des Moines","IA","JEFF","","","","","",
"6040","7B BUILDING & DEVELOPMENT","VINYL","Product Type Totals","","","","225.00","26.47","198.53","88.24","0.00","15.75",

"6040","7B BUILDING & DEVELOPMENT","","*** Customer Totals ***","","","","225.00","26.47","198.53","88.24","0.00","15.75",

"6272","801 CHOPHOUSE DSM LOCATION","SRVCE","SERVICE","06/30/24","SC8062","@SERVICE","276.60","521.35","-244.75","-88.49","","19.37","DEFAULT","801 CHOPHOUSE DSM LOCATION","DES MOINES","IA","RICHT","","","","","",
"6272","801 CHOPHOUSE DSM LOCATION","SRVCE","Product Type Totals","","","","276.60","521.35","-244.75","-88.49","0.00","19.37",

"6272","801 CHOPHOUSE DSM LOCATION","","*** Customer Totals ***","","","","276.60","521.35","-244.75","-88.49","0.00","19.37",

"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","02/07/24","SC7869","@SERVICE","247.50","154.44","93.06","37.60","","","77","STATE HISTORICAL - A-D DISTRIBUTING","DES MOINES","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","02/14/24","SC7925","@SERVICE","247.50","154.44","93.06","37.60","","","77","STATE HISTORICAL - A-D DISTRIBUTING","DES MOINES","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","02/14/24","SC7928","@SERVICE","110.00","34.74","75.26","68.42","","","78","IOWA TRUST AND SAVINGS BANK- A-D DISTRIBUTING","CLIVE","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","02/14/24","SC7931","@SERVICE","165.00","102.96","62.04","37.60","","","79","DES MOINES COUNTRY CLUB- A-D-DISTRIBUTING","WEST DES MOINES","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","05/07/24","SC8021","@SERVICE","192.50","120.12","72.38","37.60","","","81","UNITY POINT :A-D DISTRIBUTING","ANKENY","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","05/14/24","SC8033","@SERVICE","110.00","68.64","41.36","37.60","","","82","HAMPTON INN A-D DISTRIBUTING CO","DSM","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","06/20/24","SC8059","@SERVICE","110.00","68.64","41.36","37.60","","","83","ELEMENT HOTEL DES MOINES-A-D","WEST DES MOINES","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","07/30/24","SC8067","@SERVICE","880.00","549.12","330.88","37.60","","","84","JOHN DEERE - A-D DIST","ANKENY","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","08/05/24","SC8103","@SERVICE","110.00","51.48","58.52","53.20","","","85","WALSH DOOR & SECURITY -A-D DISTRIBUTING","DES MOINES","IA","RICHT","","","","","",
"4129","A-D DISTRIBUTING CO.","SRVCE","SERVICE","09/13/24","SC8137","@SERVICE","302.50","188.76","113.74","37.60","","","86","EDENCREST - A-D DIST","PLEASANT HILL","IA","RICHT","","","","","",
