"15 FEB 2026","18:20:18","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/13 through 12/31/13",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"4664","02/07/13","MISC","3128","PREMIER ELECTRIC OF IOWA LLC","409.70","204.85","204.85","50.00","","HOUSE","","","","","","DEFAULT","PREMIER ELECTRIC OF IOWA LLC","JOHNSTON","IA",
"4683","03/08/13","MISC","3647","KNUDSEN  CHARLES","100.00","50.00","50.00","50.00","","HOUSE","","","","","","DEFAULT","KNUDSEN, CHARLES","DES MOINES,","IA",
"4687","02/28/13","MISC","77950","NAGLE SIGNS  INC.","778.28","589.83","188.45","24.21","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4692","05/09/13","MISC","77950","NAGLE SIGNS  INC.","861.20","555.35","305.85","35.51","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4698","03/09/13","MISC","77950","NAGLE SIGNS  INC.","255.00","132.99","122.01","47.85","","HOUSE","","","","","","50","KUM &GO","WAUKEE","IA",
"4706","03/09/13","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","58","MARCO, INC.","DES MOINES","IA",
"4706","03/09/13","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","58","MARCO, INC.","DES MOINES","IA",
"4713","03/09/13","MISC","77950","NAGLE SIGNS  INC.","75.00","43.43","31.57","42.09","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4723","03/17/13","MISC","3666","PARKER SIGNS & GRAPHICS","255.00","204.85","50.15","19.67","","HOUSE","","","","","","DEFAULT","PARKER SIGNS & GRAPHICS","INDIANOLA","IA",
"4738","03/24/13","MISC","77950","NAGLE SIGNS  INC.","512.50","311.59","200.91","39.20","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4758","03/31/13","MISC","77950","NAGLE SIGNS  INC.","800.00","477.83","322.17","40.27","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4777","04/09/13","MISC","2298","KRUCK PLUMBING & HEATING CO.  INC.","186.94","93.47","93.47","50.00","17.89","HOUSE","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"4779","04/10/13","MISC","77950","NAGLE SIGNS  INC.","339.10","224.63","114.47","33.76","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4780","04/25/13","MISC","77950","NAGLE SIGNS  INC.","597.54","349.54","248.00","41.50","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4781","04/16/13","MISC","77950","NAGLE SIGNS  INC.","737.03","488.08","248.95","33.78","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4782","04/09/13","MISC","2298","KRUCK PLUMBING & HEATING CO.  INC.","7.18","4.10","3.08","42.90","10.54","HOUSE","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"4796","04/12/13","MISC","2298","KRUCK PLUMBING & HEATING CO.  INC.","144.54","72.27","72.27","50.00","13.18","HOUSE","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"4798","04/16/13","MISC","77950","NAGLE SIGNS  INC.","207.20","158.57","48.63","23.47","","HOUSE","","","","","","12","NAGLE SIGNS, INC.","MARSHALLTOWN","IA",
"4804","04/24/13","MISC","2906","AMERICAN MARKING","15.00","0.00","15.00","100.00","","HOUSE","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"4804","04/24/13","MISC","2906","AMERICAN MARKING","151.03","86.30","64.73","42.86","","HOUSE","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"4811","04/30/13","MISC","77950","NAGLE SIGNS  INC.","599.44","397.80","201.64","33.64","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4814","04/24/13","MISC","3720","BRIDGEWATER HANDY MEN","44.41","20.19","24.22","54.54","","HOUSE","","","","","","DEFAULT","BRIDGEWATER HANDY MEN","DES MOINES","IA",
"4821","06/17/13","MISC","3731","BURGER KING","46.47","66.00","-19.53","-42.03","","HOUSE","","","","","","DEFAULT","BURGER KING","DES MOINES","IA",
"4830","05/09/13","MISC","77950","NAGLE SIGNS  INC.","729.13","579.71","149.42","20.49","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4830","05/09/13","MISC","77950","NAGLE SIGNS  INC.","509.70","404.17","105.53","20.70","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4833","05/22/13","MISC","77950","NAGLE SIGNS  INC.","163.15","110.62","52.53","32.20","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4834","05/11/13","MISC","77950","NAGLE SIGNS  INC.","130.40","102.52","27.88","21.38","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4835","05/11/13","MISC","77950","NAGLE SIGNS  INC.","78.50","61.00","17.50","22.29","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4838","05/07/13","MISC","3736","RUNNELS INN","188.00","94.00","94.00","50.00","","HOUSE","","","","","","DEFAULT","RUNNELS INN","RUNNELS","IA",
"4839","06/12/13","MISC","77950","NAGLE SIGNS  INC.","402.44","298.33","104.11","25.87","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"4843","05/16/13","MISC","77950","NAGLE SIGNS  INC.","174.39","108.19","66.20","37.96","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4843","05/16/13","MISC","77950","NAGLE SIGNS  INC.","522.80","414.65","108.15","20.69","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4844","05/31/13","MISC","77950","NAGLE SIGNS  INC.","1410.21","924.09","486.12","34.47","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4850","05/31/13","MISC","77950","NAGLE SIGNS  INC.","2161.50","1585.02","576.48","26.67","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4873","05/31/13","MISC","77950","NAGLE SIGNS  INC.","624.44","414.21","210.23","33.67","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4873","05/31/13","MISC","77950","NAGLE SIGNS  INC.","283.01","187.17","95.84","33.86","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4884","05/31/13","MISC","77950","NAGLE SIGNS  INC.","211.67","165.75","45.92","21.69","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4900","05/31/13","MISC","77950","NAGLE SIGNS  INC.","128.05","0.00","128.05","100.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4914","06/11/13","MISC","3736","RUNNELS INN","41.95","12.36","29.59","70.54","","HOUSE","","","","","","DEFAULT","RUNNELS INN","RUNNELS","IA",
"4936","06/25/13","MISC","77950","NAGLE SIGNS  INC.","991.12","789.31","201.81","20.36","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4936","06/25/13","MISC","77950","NAGLE SIGNS  INC.","468.50","373.00","95.50","20.38","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4951","07/29/13","MISC","77950","NAGLE SIGNS  INC.","712.30","560.32","151.98","21.34","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"4987","07/18/13","MISC","3812","SELECT ELECTRIC SERVICE","101.20","47.20","54.00","53.36","","HOUSE","","","","","","DEFAULT","SELECT ELECTRIC SERVICE","ANKENY","IA",
"4988","07/27/13","MISC","115800","TRANS-LUX WEST","59.38","43.70","15.68","26.41","","HOUSE","","","","","","DEFAULT","TRANS-LUX WEST","Des Moines","IA",
"4988","07/27/13","MISC","115800","TRANS-LUX WEST","47.20","43.70","3.50","7.42","","HOUSE","","","","","","DEFAULT","TRANS-LUX WEST","Des Moines","IA",
"4988","07/27/13","MISC","115800","TRANS-LUX WEST","25.15","43.70","-18.55","-73.76","","HOUSE","","","","","","DEFAULT","TRANS-LUX WEST","Des Moines","IA",
"4988","07/27/13","MISC","115800","TRANS-LUX WEST","75.00","0.00","75.00","100.00","","HOUSE","","","","","","DEFAULT","TRANS-LUX WEST","Des Moines","IA",
"4998","07/24/13","MISC","3818","DAVE JOHNSON","48.00","43.20","4.80","10.00","","HOUSE","","","","","","DEFAULT","DAVE JOHNSON","URBANDALE","IA",
"5003","07/26/13","MISC","77950","NAGLE SIGNS  INC.","160.45","126.56","33.89","21.12","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5003","07/26/13","MISC","77950","NAGLE SIGNS  INC.","183.99","145.39","38.60","20.98","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5009","08/12/13","MISC","77950","NAGLE SIGNS  INC.","123.89","88.39","35.50","28.65","","HOUSE","","","","","","65","KUM & GO","ADEL","IA",
"5026","08/12/13","MISC","77950","NAGLE SIGNS  INC.","212.50","130.53","81.97","38.57","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5030","08/11/13","MISC","77950","NAGLE SIGNS  INC.","16.00","12.80","3.20","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5033","08/12/13","MISC","77950","NAGLE SIGNS  INC.","1499.24","1208.60","290.64","19.39","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5033","08/12/13","MISC","77950","NAGLE SIGNS  INC.","481.35","396.09","85.26","17.71","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5069","09/11/13","MISC","77950","NAGLE SIGNS  INC.","50.00","0.00","50.00","100.00","38.00","HOUSE","","","","","","69","MONSANTO AG/NAGLE","KEARNEY","NE",
"5072","08/30/13","MISC","77950","NAGLE SIGNS  INC.","448.59","300.39","148.20","33.04","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5074","08/30/13","MISC","77950","NAGLE SIGNS  INC.","260.13","204.99","55.14","21.20","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5087","08/31/13","MISC","77950","NAGLE SIGNS  INC.","188.25","149.05","39.20","20.82","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5088","09/13/13","MISC","77950","NAGLE SIGNS  INC.","1114.70","923.00","191.70","17.20","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5092","08/31/13","MISC","77950","NAGLE SIGNS  INC.","336.50","267.65","68.85","20.46","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5102","09/08/13","MISC","77950","NAGLE SIGNS  INC.","123.50","97.25","26.25","21.26","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5102","09/08/13","MISC","77950","NAGLE SIGNS  INC.","372.50","296.45","76.05","20.42","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5113","09/28/13","MISC","77950","NAGLE SIGNS  INC.","2068.90","1589.03","479.87","23.19","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5113","09/28/13","MISC","77950","NAGLE SIGNS  INC.","918.91","614.74","304.17","33.10","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5115","09/13/13","MISC","77950","NAGLE SIGNS  INC.","132.69","110.56","22.13","16.68","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"5132","09/13/13","MISC","77950","NAGLE SIGNS  INC.","204.16","170.22","33.94","16.62","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
