"","Eagle Sign Company" 
"","CLOSED WORK ORDERS 01/01/08 - 12/31/08" 
 
"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act ","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est ","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs" 
"""1625.1""","""@3248A / NEBRASKA FURNITURE MA""","1","1","109.07","39.87","46.35","","","","0.00","195.29","12.05","223.50","0.00","","","","0.00","235.55","-40.26","262.42","25.58","262.42","10.24","05/28/08","79500","NEBRASKA FURNITURE MART","F","0.00","0.00","0.00","05/16/08","1625","4.000","3.000"
"""1625.2""","""@3076 / NEBRASKA FURNITURE MAR""","1","1","7.33","188.28","261.44","","","","0.00","457.05","50.99","404.19","0.00","","","","0.00","455.18","1.87","1064.26","57.05","1064.26","57.23","05/28/08","79500","NEBRASKA FURNITURE MART","F","0.00","0.00","0.00","05/16/08","1625","8.000","12.750"
"""1625.3""","""@3142A / NEBRASKA FURNITURE MA""","1","1","104.94","144.11","129.72","","","","0.00","378.77","81.84","456.99","0.00","","2.00","","0.00","540.83","-162.06","617.51","38.66","666.71","18.88","05/28/08","79500","NEBRASKA FURNITURE MART","F","0.00","0.00","0.00","05/16/08","1625","7.000","9.750"
"""1626.1""","""@3349 / ERHARDT INSURANCE SERV""","1","1","693.23","95.47","85.92","","158.58","","0.00","1033.20","378.13","236.24","0.00","","","","0.00","614.37","418.83","1200.00","13.90","1200.00","48.80","03/31/08","73650","MERCURY INSURANCE","F","0.00","0.00","0.00","03/14/08","1626","5.250","8.250"
"""1627.1""","""@PERMIT / MUGS PUB & GRILL""","1","1","0.00","41.67","37.51","","","","0.00","79.18","0.00","0.00","0.00","","","","0.00","0.00","79.18","83.75","5.46","83.75","100.00","03/12/08","2343","MUGS PUB & GRILL","F","0.00","0.00","0.00","03/12/08","1627","0.000","2.750"
"""1627.2""","""@2984A / MUGS PUB & GRILL""","1","1","896.81","282.08","366.93","","","","0.00","1545.82","1108.83","1609.18","0.00","","","","0.00","2718.01","-1172.19","3335.29","53.65","3335.29","18.51","03/12/08","2343","MUGS PUB & GRILL","F","0.00","0.00","0.00","03/12/08","1627","23.000","18.250"
"""1628.1""","""@FACE / NAGLE SIGNS, INC.""","1","1","80.10","22.73","20.45","","","","0.00","123.28","0.00","0.00","0.00","","","","0.00","0.00","123.28","500.00","75.34","500.00","100.00","03/31/08","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","03/12/08","1628","0.000","1.500"
"""1629.1""","""@FACE / NAGLE SIGNS, INC.""","1","1","321.70","79.69","71.72","","","","0.00","473.11","0.00","0.00","0.00","","","","0.00","0.00","473.11","547.22","13.54","547.22","100.00","03/31/08","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","03/12/08","1629","0.000","5.250"
"""1630.1""","""@PERMIT / PUMP IT UP""","1","1","0.00","9.00","8.10","","490.02","","0.00","507.12","0.00","0.00","0.00","","","","0.00","0.00","507.12","435.02","-16.57","435.02","100.00","05/14/08","90245","PUMP IT UP","F","0.00","0.00","0.00","04/30/08","1630","0.000","0.500"
"""1630.2""","""@3229 / PUMP IT UP""","1","1","423.54","164.64","148.19","","80.00","","0.00","816.37","134.48","494.98","0.00","","","","0.00","629.46","186.91","791.00","-3.21","790.94","20.42","05/14/08","90245","PUMP IT UP","F","0.00","0.00","0.00","04/30/08","1630","11.000","10.250"
"""1630.3""","""@3230 / PUMP IT UP""","1","1","30.69","46.19","41.57","","13.64","","0.00","132.09","62.33","157.50","0.00","","","","0.00","219.83","-87.74","288.00","54.14","288.00","23.67","05/14/08","90245","PUMP IT UP","F","0.00","0.00","0.00","04/30/08","1630","3.500","4.250"
"""1630.4""","""@3287 / PUMP IT UP""","1","1","0.00","0.00","0.00","","545.00","","0.00","545.00","0.00","0.00","0.00","","600.00","","0.00","600.00","-55.00","1028.00","46.98","828.00","27.54","05/14/08","90245","PUMP IT UP","F","0.00","0.00","0.00","04/30/08","1630","0.000",""
"""1630.5""","""@3327 / PUMP IT UP""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","100.00","100.00","100.00","100.00","05/14/08","90245","PUMP IT UP","F","0.00","0.00","0.00","04/30/08","1630","0.000",""
"""1631.1""","""@2837 / D.M. KELLY & COMPANY""","1","1","35.42","115.12","152.44","","","","0.00","302.98","32.12","526.70","0.00","","","","0.00","558.82","-255.84","666.85","54.57","666.85","16.20","03/31/08","110950","D.M. KELLY & COMPANY","F","0.00","0.00","0.00","03/28/08","1631","9.000","7.250"
"""1632.1""","""@3315 / LIBERTY BANK""","1","1","0.55","39.81","35.83","","","","0.00","76.19","6.74","90.00","0.00","","","","0.00","96.74","-20.55","110.68","31.16","110.68","12.59","03/20/08","67445","LIBERTY BANK","F","0.00","0.00","0.00","03/19/08","1632","2.000","2.500"
"""1633.1""","""@SERVICE / CACTUS PUBS""","1","1","0.37","26.62","23.96","","","","0.00","50.95","0.00","0.00","0.00","","","","0.00","0.00","50.95","173.89","70.70","173.89","100.00","03/31/08","2364","CACTUS BOBS BBQ CORRAL","F","0.00","0.00","0.00","03/19/08","1633","0.000","1.750"
"""1634.1""","""@2285 / CHIROPRACTIC ASSOCIATE""","1","1","154.71","124.97","159.78","","","","0.00","439.46","171.47","599.40","0.00","","","","0.00","770.87","-331.41","961.05","54.27","961.05","19.79","05/28/08","2365","CHIROPRACTIC ASSOCIATES","F","0.00","0.00","0.00","05/16/08","1634","9.500","7.750"
"""1635.1""","""@3392 / RYKO MANUFACTURING""","1","1","337.67","165.34","148.82","","","","0.00","651.83","377.00","494.98","0.00","","","","0.00","871.98","-220.15","1154.00","43.52","1154.00","24.44","03/31/08","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","03/25/08","1635","11.000","12.250"
"""1636.1""","""@3295 / TASTE TO GO CATERING""","1","1","405.78","304.53","325.83","","","","0.00","1036.14","227.84","1157.95","0.00","","30.00","","0.00","1415.79","-379.65","1741.28","40.50","1741.28","18.69","03/31/08","2366","TASTE TO GO CATERING","F","0.00","0.00","0.00","03/19/08","1636","21.000","18.750"
"""1640.1""","""@INTERCOM / CAT SCALE #102""","1","1","694.26","0.00","0.00","","","","0.00","694.26","0.00","0.00","0.00","","","","0.00","0.00","694.26","864.00","19.65","864.00","100.00","03/12/08","18600","CAT SCALE","F","0.00","0.00","0.00","03/12/08","1640","0.000",""
"""1641.1""","""@3427 / CAT SCALE #401""","1","1","694.26","0.00","0.00","","","","0.00","694.26","0.00","0.00","0.00","","","","0.00","0.00","694.26","864.00","19.65","864.00","100.00","03/31/08","18600","CAT SCALE","F","0.00","0.00","0.00","03/11/08","1641","0.000",""
"""1642.1""","""@3250 / LIBERTY BANK""","1","1","0.00","175.50","315.90","","","","0.00","491.40","50.00","945.60","0.00","","","","0.00","995.60","-504.20","1148.66","57.22","1148.66","13.33","04/03/08","2291","LIBERTY BANK","F","0.00","0.00","0.00","03/31/08","1642","10.000","11.500"
"""1642.2""","""@3274B / LIBERTY BANK""","1","1","2933.16","858.39","841.20","","","","0.00","4632.75","3403.58","2339.85","0.00","","","","0.00","5743.43","-1110.68","7202.80","35.68","7202.80","20.26","04/03/08","2291","LIBERTY BANK","F","0.00","0.00","0.00","03/31/08","1642","52.000","53.250"
"""1643.1""","""@SFKG / NAGLE SIGNS, INC.""","1","1","579.63","1666.95","1592.07","","","","0.00","3838.65","0.00","0.00","0.00","","","","0.00","0.00","3838.65","5870.42","34.61","5870.42","100.00","04/28/08","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","04/23/08","1643","0.000","105.750"
"""1644.1""","""@MCGREG / NAGLE SIGNS, INC.""","1","1","2138.66","489.53","485.18","","","","0.00","3113.37","0.00","0.00","0.00","","","","0.00","0.00","3113.37","4448.38","30.01","4448.38","100.00","03/31/08","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","03/26/08","1644","0.000","30.000"
"""1645.1""","""@3400A / NATIONWIDE""","1","1","32.04","76.57","112.23","","","","0.00","220.84","61.20","817.98","0.00","","20.00","","0.00","899.18","-678.34","1038.07","78.73","1038.07","13.38","03/31/08","2139","CRE NATIONWIDE","F","0.00","0.00","0.00","03/24/08","1645","9.500","5.250"
"""1646.1""","""@3460 / OFFUTT CHARLEYÇS 0272""","1","1","1368.27","617.69","568.07","","121.52","","82.09","2757.64","0.00","0.00","0.00","","","","0.00","0.00","2757.64","3916.00","29.58","3916.00","100.00","04/22/08","900","ARMY & AIR FORCE EXCHANGE SERVICES","F","0.00","0.00","0.00","04/14/08","1646","0.000","38.750"
"""1647.1""","""@3434 / CHARLEYÇS GRILLED SUBS""","1","1","0.00","0.00","0.00","","1865.00","","0.00","1865.00","0.00","0.00","0.00","","1250.00","","0.00","1250.00","615.00","1750.00","-6.57","1750.00","28.57","04/16/08","21100","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","04/09/08","1647","0.000",""
"""1647.2""","""@3435 / CHARLEYÇS GRILLED SUBS""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","800.00","","0.00","800.00","-800.00","1120.00","100.00","1120.00","28.57","04/16/08","21100","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","04/09/08","1647","0.000",""
"""1648.1""","""@3234 / GOODRICH TURBINE FUEL""","1","1","125.40","282.00","253.80","","","","0.00","661.20","0.00","45.00","0.00","","450.00","","0.00","495.00","166.20","670.95","1.45","670.95","26.22","03/31/08","50110","GOODRICH TURBINE FUEL TECHNOLOGIES","F","0.00","0.00","0.00","03/31/08","1648","1.000","17.250"
"""1649.1""","""@3495 / CAT SCALE""","1","1","337.97","467.39","420.66","","","","0.00","1226.02","0.00","0.00","0.00","","","","0.00","0.00","1226.02","1880.00","34.79","1880.00","100.00","03/31/08","18600","CAT SCALE","F","0.00","0.00","0.00","03/28/08","1649","0.000","42.750"
"""1650.1""","""@3496A / Taco JohnÇs""","1","1","48.12","166.26","196.91","","","","0.00","411.29","124.74","937.28","0.00","","20.00","","0.00","1082.02","-670.73","1359.52","69.75","1359.52","20.41","04/21/08","36590","DODD'S TRASH HAULING & RECYCLING","F","0.00","0.00","0.00","04/11/08","1650","182.000","11.250"
"""1651.1""","""@3501 / FAIRBANKS SCALES""","2","2","12743.82","67.50","121.50","","","","0.00","12932.82","0.00","0.00","0.00","","","","0.00","0.00","12932.82","17984.00","28.09","17984.00","100.00","03/31/08","18600","CAT SCALE","F","0.00","0.00","0.00","03/21/08","1651","0.000","3.750"
"""1652.1""","""@SURVEY / Maid-Rite""","1","1","0.00","8.13","14.63","","7547.44","","0.00","7570.20","0.00","0.00","0.00","","","","0.00","0.00","7570.20","333.00","-2173.33","333.00","100.00","07/25/08","2370","MAID-RITE","F","0.00","0.00","0.00","06/30/08","1652","0.000","0.500"
"""1652.2""","""@3605A / Maid-Rite""","1","1","1112.56","401.23","361.17","","","","62.30","1937.26","1462.30","1048.80","0.00","","","","0.00","2511.10","-573.84","4955.93","60.91","4955.93","49.33","07/25/08","2370","MAID-RITE","F","0.00","0.00","0.00","06/30/08","1652","34.500","25.500"
"""1652.3""","""@3605B / Maid-Rite""","1","1","374.19","476.19","428.59","","","","20.95","1299.92","444.59","486.40","0.00","","","","0.00","930.99","368.93","1722.28","24.52","1722.28","45.94","07/25/08","2370","MAID-RITE","F","0.00","0.00","0.00","06/30/08","1652","16.000","31.000"
"""1652.4""","""@3605C / Maid-Rite""","1","1","810.35","0.00","0.00","","","","45.38","855.73","8.96","0.00","0.00","","809.90","","0.00","818.86","36.87","1314.53","34.90","1314.53","37.71","07/25/08","2370","MAID-RITE","F","0.00","0.00","0.00","06/30/08","1652","0.000",""
"""1652.5""","""@3633 / Maid-Rite""","1","1","1316.04","374.27","336.86","","","","73.70","2100.87","944.44","790.40","0.00","","839.90","","0.00","2574.74","-473.87","4377.63","52.01","4377.63","41.18","07/25/08","2370","MAID-RITE","F","0.00","0.00","0.00","06/30/08","1652","26.000","28.750"
"""1652.6""","""@INSTALL / Maid-Rite""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","3791.21","100.00","3791.21","100.00","07/25/08","2370","MAID-RITE","F","0.00","0.00","0.00","06/30/08","1652","0.000",""
"""1653.1""","""@3389 / NEBRASKA FURNITURE MAR""","1","1","25.41","59.94","67.45","","","","0.00","152.80","20.67","87.45","0.00","","5.00","","0.00","113.12","39.68","151.53","-0.84","151.53","25.35","04/21/08","79500","NEBRASKA FURNITURE MART","F","0.00","0.00","0.00","04/11/08","1653","1.750","4.750"
"""1654.2""","""@SURVEY / PUMP IT UP""","1","1","0.00","0.00","0.00","","2645.07","","0.00","2645.07","0.00","0.00","0.00","","","","0.00","0.00","2645.07","1036.40","-155.22","1036.40","100.00","06/19/08","90240","PUMP IT UP","F","0.00","0.00","0.00","06/09/08","1654","0.000",""
"""1654.3""","""@3317 / PUMP IT UP""","1","1","168.52","33.63","30.27","","401.34","","0.00","633.76","131.12","134.99","0.00","","","","0.00","266.11","367.65","412.15","-53.77","412.15","35.43","06/19/08","90240","PUMP IT UP","F","0.00","0.00","0.00","06/09/08","1654","3.000","2.000"
"""1654.4""","""@3318 / PUMP IT UP""","1","1","510.61","201.08","180.98","","","","0.00","892.67","495.32","674.97","0.00","","","","0.00","1170.29","-277.62","1583.07","43.61","1583.07","26.07","06/19/08","90240","PUMP IT UP","F","0.00","0.00","0.00","06/09/08","1654","15.000","12.250"
"""1654.5""","""@3365A / PUMP IT UP""","1","1","2025.30","751.67","676.53","","","","0.00","3453.50","2037.24","2204.86","0.00","","","","0.00","4242.10","-788.60","5276.00","34.54","5276.00","19.60","06/19/08","90240","PUMP IT UP","F","0.00","0.00","0.00","06/09/08","1654","49.000","48.500"
"""1654.6""","""@3426 / PUMP IT UP""","1","1","0.45","0.00","0.00","","","","0.00","0.45","0.00","0.00","0.00","","433.70","","0.00","433.70","-433.25","559.48","99.92","559.48","22.48","06/19/08","90240","PUMP IT UP","F","0.00","0.00","0.00","06/09/08","1654","0.000",""
"""1654.7""","""@3468 / PUMP IT UP""","1","1","0.00","0.00","0.00","","","","0.00","0.00","1756.00","0.00","0.00","","","","0.00","1756.00","-1756.00","2370.60","100.00","2370.60","25.93","06/19/08","90240","PUMP IT UP","F","0.00","0.00","0.00","06/09/08","1654","0.000",""
"""1655.1""","""@SURVEY / GREASE MONKEY""","1","1","0.00","162.00","145.80","","3691.50","","0.00","3999.30","0.00","0.00","0.00","","","","0.00","0.00","3999.30","1366.50","-192.67","1366.50","100.00","04/30/08","50730","GREASE MONKEY","F","0.00","0.00","0.00","04/23/08","1655","0.000","9.000"
"""1655.2""","""@3231 / GREASE MONKEY""","1","1","1610.00","408.56","452.79","","","","46.69","2518.04","1747.22","1327.42","0.00","","","","0.00","3074.64","-556.60","4150.35","39.33","4150.35","25.92","04/30/08","50730","GREASE MONKEY","F","0.00","0.00","0.00","04/23/08","1655","29.500","24.500"
"""1655.3""","""@3239 / GREASE MONKEY""","1","1","2463.05","448.73","403.89","","","","71.43","3387.10","1499.26","899.94","0.00","","","","0.00","2399.20","987.90","6361.00","46.75","6361.00","62.28","04/30/08","50730","GREASE MONKEY","F","0.00","0.00","0.00","04/23/08","1655","20.000","27.000"
"""1655.4""","""@3294 / GREASE MONKEY""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","2875.00","","0.00","2875.00","-2875.00","3593.75","100.00","3593.75","20.00","04/30/08","50730","GREASE MONKEY","F","0.00","0.00","0.00","04/23/08","1655","0.000",""
"""1656.1""","""@3510 / CHARLEYÇS GRILLED SUBS""","1","1","9.18","15.38","13.84","","","","0.00","38.40","0.00","0.00","0.00","","","","0.00","0.00","38.40","90.00","57.33","90.00","100.00","04/21/08","24110","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","04/14/08","1656","0.000","1.500"
"""1657.1""","""@PERMIT / ACE CONSTRUCTION""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","75.00","100.00","75.00","100.00","04/30/08","1660","ACE CONSTRUCTION","F","0.00","0.00","0.00","04/29/08","1657","0.000",""
"""1657.2""","""@2248A / ACE CONSTRUCTION""","1","1","100.47","243.69","274.23","","","","0.00","618.39","0.00","696.00","0.00","","988.00","","0.00","1684.00","-1065.61","2347.65","73.66","2347.65","28.27","04/30/08","1660","ACE CONSTRUCTION","F","0.00","0.00","0.00","04/29/08","1657","6.000","14.250"
"""1658.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","521.64","0.00","0.00","","165.00","","0.00","686.64","0.00","0.00","0.00","","","","0.00","0.00","686.64","0.00","","0.00","","12/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","12/24/08","1658","0.000",""
"""1658.2""","""@4832 / GIT N GO CONVENIENCE S""","1","1","379.93","188.38","169.56","","","","0.00","737.87","484.18","212.80","0.00","","","","0.00","696.98","40.89","1522.03","51.52","1522.03","54.21","12/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","12/24/08","1658","7.000","11.750"
"""1658.3""","""@4833 / GIT N GO CONVENIENCE S""","1","1","746.23","172.19","154.99","","","","0.00","1073.41","484.18","212.80","0.00","","","","0.00","696.98","376.43","1968.55","45.47","1968.55","64.59","12/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","12/24/08","1658","7.000","10.500"
"""1658.4""","""@4834 / GIT N GO CONVENIENCE S""","1","1","1917.20","3.75","3.38","","","","0.00","1924.33","0.00","30.40","0.00","","1827.70","","0.00","1858.10","66.23","2516.04","23.52","2516.04","26.15","12/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","12/24/08","1658","1.000","0.250"
"""1658.5""","""@4835 / GIT N GO CONVENIENCE S""","1","1","0.00","244.69","402.70","","","","0.00","647.39","0.00","249.90","0.00","","","","0.00","249.90","397.49","374.85","-72.71","374.85","33.33","12/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","12/24/08","1658","3.000","16.250"
"""1659.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","0.00","37.50","33.75","","90.00","","0.00","161.25","0.00","0.00","0.00","","","","0.00","0.00","161.25","0.00","","0.00","","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/29/08","1659","0.000","2.500"
"""1659.2""","""@3612A / GIT N GO CONVENIENCE""","1","1","990.02","562.48","636.65","","","","0.00","2189.15","1873.09","1592.40","0.00","","20.00","","0.00","3485.49","-1296.34","4859.08","54.95","4859.08","28.27","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/29/08","1659","249.000","35.750"
"""1659.3""","""@PERMIT / GIT N GO CONVENIENCE""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","25.00","100.00","25.00","100.00","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/29/08","1659","0.000",""
"""1660.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","0.00","45.00","40.50","","156.25","","0.00","241.75","0.00","0.00","0.00","","","","0.00","0.00","241.75","0.00","","0.00","","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/30/08","1660","0.000","3.000"
"""1660.2""","""@3594 / GIT N GO CONVENIENCE S""","1","1","1063.90","538.70","625.49","","625.00","","0.00","2853.09","1873.09","1828.90","0.00","","20.00","","0.00","3721.99","-868.90","5095.58","44.01","5095.58","26.96","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/30/08","1660","335.000","34.250"
"""1660.3""","""@PERMIT / GIT N GO CONVENIENCE""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","21.00","100.00","21.00","100.00","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/30/08","1660","0.000",""
"""1661.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","0.00","151.69","175.01","","","","0.00","326.70","0.00","0.00","0.00","","","","0.00","0.00","326.70","0.00","","0.00","","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/29/08","1661","0.000","9.250"
"""1661.2""","""@3595 / GIT N GO CONVENIENCE S""","1","1","2372.98","949.52","1081.04","","","","0.00","4403.54","4555.62","2356.30","0.00","","20.00","","0.00","6931.92","-2528.38","9566.47","53.97","9566.47","27.54","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/29/08","1661","407.000","60.500"
"""1661.3""","""@PERMIT / GIT N GO CONVENIENCE""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","260.00","100.00","260.00","100.00","07/31/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","07/29/08","1661","0.000",""
"""1662.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","1778.89","169.75","182.70","","262.50","","0.00","2393.84","0.00","0.00","0.00","","","","0.00","0.00","2393.84","0.00","","0.00","","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1662","0.000","9.500"
"""1662.2""","""@3941 / GIT N GO CONVENIENCE S""","1","1","2100.53","458.15","412.36","","350.00","","0.00","3321.04","0.00","0.00","0.00","","","","0.00","0.00","3321.04","1778.88","-86.69","1778.88","100.00","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1662","0.000","26.250"
"""1662.3""","""@4543 / GIT N GO CONVENIENCE S""","1","1","602.23","163.25","146.95","","","","0.00","912.43","649.93","364.80","0.00","","","","0.00","1014.73","-102.30","2374.24","61.57","2374.24","57.26","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1662","12.000","9.500"
"""1662.4""","""@4545 / GIT N GO CONVENIENCE S""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","1191.70","","0.00","1191.70","-1191.70","1608.80","100.00","1608.80","25.93","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1662","0.000",""
"""1662.5""","""@4547 / GIT N GO CONVENIENCE S""","1","1","20.01","339.50","535.05","","","","0.00","894.56","0.00","333.20","0.00","","200.00","","0.00","533.20","361.36","904.80","1.13","749.80","28.89","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1662","4.000","23.000"
"""1662.6""","""@4546 / GIT N GO CONVENIENCE S""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","440.00","","0.00","440.00","-440.00","594.00","100.00","594.00","25.93","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1662","0.000",""
"""1663.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","2140.90","62.00","90.00","","262.50","","0.00","2555.40","0.00","0.00","0.00","","","","0.00","0.00","2555.40","0.00","","0.00","","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1663","0.000","3.500"
"""1663.2""","""@4110 / GIT N GO CONVENIENCE S""","1","1","1141.94","311.57","280.45","","","","0.00","1733.96","0.00","0.00","0.00","","","","0.00","0.00","1733.96","1778.88","2.53","1778.88","100.00","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1663","0.000","18.250"
"""1663.3""","""@4111 / GIT N GO CONVENIENCE S""","1","1","560.22","140.38","126.36","","","","0.00","826.96","0.00","0.00","0.00","","","","0.00","0.00","826.96","2374.24","65.17","2374.24","100.00","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1663","0.000","8.250"
"""1663.4""","""@3974 / GIT N GO CONVENIENCE S""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","7.60","0.00","","145.00","","0.00","152.60","-152.60","214.01","100.00","214.01","28.69","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1663","0.250",""
"""1663.5""","""@4112 / GIT N GO CONVENIENCE S""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","1670.61","100.00","1670.61","100.00","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1663","0.000",""
"""1663.6""","""@4113 / GIT N GO CONVENIENCE S""","1","1","0.00","291.19","505.08","","","","0.00","796.27","0.00","0.00","0.00","","","","0.00","0.00","796.27","904.80","11.99","904.80","100.00","11/30/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1663","0.000","19.500"
"""1664.1""","""@SURVEY / GIT N GO CONVENIENCE""","1","1","2579.20","168.75","181.80","","987.95","","0.00","3917.70","0.00","0.00","0.00","","","","0.00","0.00","3917.70","0.00","","0.00","","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","0.000","9.750"
"""1664.2""","""@3938 / GIT N GO CONVENIENCE S""","1","1","17.68","109.44","193.00","","","","0.00","320.12","0.00","363.60","0.00","","","","0.00","363.60","-43.48","545.40","41.31","545.40","33.33","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","5.000","7.250"
"""1664.3""","""@4537 / GIT N GO CONVENIENCE S""","1","1","771.28","197.75","177.98","","","","0.00","1147.01","1712.29","91.20","0.00","","","","0.00","1803.49","-656.48","2687.63","57.32","2687.63","32.90","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","3.000","14.000"
"""1664.4""","""@4620 / GIT N GO CONVENIENCE S""","1","1","3228.13","820.65","738.62","","","","0.00","4787.40","1672.34","1368.00","0.00","","","","0.00","3040.34","1747.06","5171.36","7.42","5171.36","41.21","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","45.000","52.250"
"""1664.5""","""@4540B / GIT N GO CONVENIENCE""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","214.01","100.00","214.01","100.00","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","0.000",""
"""1664.6""","""@4540A / GIT N GO CONVENIENCE""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","2235.65","","0.00","2235.65","-2235.65","3018.13","100.00","3018.13","25.93","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","0.000",""
"""1664.7""","""@4541 / GIT N GO CONVENIENCE S""","1","1","0.00","196.63","331.99","","2838.69","","0.00","3367.31","260.00","925.40","0.00","","1000.00","","0.00","2185.40","1181.91","3294.11","-2.22","3294.11","33.66","12/02/08","49300","GIT N GO CONVENIENCE STORES","F","0.00","0.00","0.00","11/30/08","1664","14.000","13.250"
