"15 FEB 2026","18:21:18","","","GROSS MARGIN BY SALESPERSON", 
"","","","","PERIOD: 01/01/17 through 12/31/17", 
 
"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State", 
"7939-2","04/26/17","ELMSTT","2666","TRILIX GROUP","5223.03","3574.74","1648.29","31.56","","JOEP","","","","","","9","AVAILA BANK","JEWEL","IA",
"8275","12/16/17","ELMSTT","5152","EARLHAM SAVINGS BANK","33784.09","24348.83","9435.26","27.93","","JOEP","","","","","","1","EARLHAM SAVINGS BANK","BEVINGTON","IA",
"","","ELMSTT","","Product Totals","53730.08","38371.05","15359.03","28.59","0.00","JOEP",

"7412","02/15/17","INSTL","4788","FAIRWAY OUTDOOR ADVERTISING","37298.27","21212.06","16086.21","43.13","","JOEP","","","","","","DEFAULT","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7528","10/11/17","INSTL","3671","TRIANGLE SIGN AND SERVICE","1621.89","1218.06","403.83","24.90","","JOEP","","","","","","15","LENS CRAFTERS","DES MOINES","IA",
"7723","01/31/17","INSTL","4787","FAIRWAY OUTDOOR ADVERTISING","65576.31","46188.13","19388.18","29.57","689.00","JOEP","","","","","","DEFAULT","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7723","01/31/17","INSTL","4787","FAIRWAY OUTDOOR ADVERTISING","5759.50","6741.50","-982.00","-17.05","","JOEP","","","","","","DEFAULT","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7747","03/29/17","INSTL","4973","SDDI SIGNS","1258.27","457.53","800.74","63.64","","JOEP","","","","","","1","CONFLUENCE","DES MOINES","IA",
"7747","03/29/17","INSTL","4973","SDDI SIGNS","771.00","770.58","0.42","0.05","","JOEP","","","","","","1","CONFLUENCE","DES MOINES","IA",
"7747","03/29/17","INSTL","4973","SDDI SIGNS","1095.06","1527.53","-432.47","-39.49","","JOEP","","","","","","1","CONFLUENCE","DES MOINES","IA",
"7821","02/15/17","INSTL","4978","PARVIN-CLAUSS SIGN CO.","936.01","633.39","302.62","32.33","","JOEP","","","","","","1","RED DOT STORAGE","ADEL","IA",
"7821","02/15/17","INSTL","4978","PARVIN-CLAUSS SIGN CO.","274.02","107.54","166.48","60.75","","JOEP","","","","","","1","RED DOT STORAGE","ADEL","IA",
"7821","02/15/17","INSTL","4978","PARVIN-CLAUSS SIGN CO.","212.19","397.68","-185.49","-87.42","","JOEP","","","","","","1","RED DOT STORAGE","ADEL","IA",
"7894","02/28/17","INSTL","3010","PATTISONID","550.00","0.00","550.00","100.00","","JOEP","","","","","","12","TOYOTA OF DES MOINES SCION -PATTISON, TN","GRIMES","IA",
"7917","05/31/17","INSTL","3274","ID ASSOCIATES  INC.","17974.59","3354.78","14619.81","81.34","","JOEP","","","","","","5","TRACTOR SUPPLY CO.","DE SOTO","IA",
"7997","04/11/17","INSTL","3124","CITY OF JOHNSTON","184.20","0.00","184.20","100.00","","JOEP","","","","","","DEFAULT","CITY OF JOHNSTON","JOHNSTON","IA",
"8007","05/03/17","INSTL","3237","BOB BROWN CHEVROLET","662.41","385.62","276.79","41.79","","JOEP","","","","","","3","BOB BROWN CERTIFIED PRE-OWNED","URBANDALE","IA",
"8028","06/09/17","INSTL","5074","PIONEER","4253.84","1609.68","2644.16","62.16","85.40","JOEP","","","","","","1","PIONEER","JOHNSTON","IA",
"8052-2","07/28/17","INSTL","5081","ARC SOURCE MIDWEST","643.32","222.02","421.30","65.49","","JOEP","","","","","","DEFAULT","ARC SOURCE MIDWEST","DES MOINES","IA",
"8069","05/31/17","INSTL","4957","IOWA WOLVES","1018.46","255.00","763.46","74.96","995.00","JOEP","","","","","","DEFAULT","IOWA WOLVES","DES MOINES","IA",
"8069","05/31/17","INSTL","4957","IOWA WOLVES","327.50","245.96","81.54","24.90","","JOEP","","","","","","DEFAULT","IOWA WOLVES","DES MOINES","IA",
"8104","06/28/17","INSTL","33600","DALE TRAVIS ASSOCIATES  INC.","385.72","272.49","113.23","29.36","","JOEP","","","","","","1","UBS","WEST DES MOINES","IA",
"8104","06/28/17","INSTL","33600","DALE TRAVIS ASSOCIATES  INC.","59.87","36.80","23.07","38.53","","JOEP","","","","","","1","UBS","WEST DES MOINES","IA",
"8104","06/28/17","INSTL","33600","DALE TRAVIS ASSOCIATES  INC.","59.88","36.80","23.08","38.54","","JOEP","","","","","","1","UBS","WEST DES MOINES","IA",
"8115","12/16/17","INSTL","4104","SIGNART","2502.18","1855.47","646.71","25.85","","JOEP","","","","","","3","SLUMBERLAND FURNITURE","WEST DES MOINES","IA",
"8127","07/26/17","INSTL","2842","DESIGN TEAM SIGN COMPANY","715.23","553.32","161.91","22.64","150.00","JOEP","","","","","","9","PERKINS RESTAURANT & BAKERY","ALTOONA","IA",
"8163","09/19/17","INSTL","2708","JNB SIGNS","1406.21","269.18","1137.03","80.86","","JOEP","","","","","","1","FIVE GUYS- JNB SIGNS, INC.","ANKENY","IA",
"8172","09/28/17","INSTL","3461","AURORA SIGN CO.","961.11","621.85","339.26","35.30","","JOEP","","","","","","8","ATI PHYSICAL THERAPY","URBANDALE","IA",
"8172","09/28/17","INSTL","3461","AURORA SIGN CO.","961.11","319.65","641.46","66.74","","JOEP","","","","","","8","ATI PHYSICAL THERAPY","URBANDALE","IA",
"8172","09/28/17","INSTL","3461","AURORA SIGN CO.","1524.22","235.18","1289.04","84.57","","JOEP","","","","","","8","ATI PHYSICAL THERAPY","URBANDALE","IA",
"8172","09/28/17","INSTL","3461","AURORA SIGN CO.","245.98","20.74","225.24","91.57","","JOEP","","","","","","8","ATI PHYSICAL THERAPY","URBANDALE","IA",
"8190","08/09/17","INSTL","5097","BANK","106.25","57.76","48.49","45.64","","JOEP","","","","","","1","JORDAN CREEK CROSSING","WEST DES MOINES","IA",
"8200","09/21/17","INSTL","2399","VICTORY SIGN INDUSTRIES LTD.","1060.95","703.54","357.41","33.69","","JOEP","","","","","","5","FRAGRANCE OUTLET","ALTOONA","IA",
"8200","09/21/17","INSTL","2399","VICTORY SIGN INDUSTRIES LTD.","267.71","102.20","165.51","61.82","","JOEP","","","","","","5","FRAGRANCE OUTLET","ALTOONA","IA",
"8216","10/04/17","INSTL","3010","PATTISONID","0.00","220.82","-220.82","","305.35","JOEP","","","","","","13","ACURA OF JOHNSTON","JOHNSTON","IA",
"8216","10/04/17","INSTL","3010","PATTISONID","1427.47","944.49","482.98","33.83","","JOEP","","","","","","13","ACURA OF JOHNSTON","JOHNSTON","IA",
"8216","10/04/17","INSTL","3010","PATTISONID","300.16","236.58","63.58","21.18","","JOEP","","","","","","13","ACURA OF JOHNSTON","JOHNSTON","IA",
"8223","10/20/17","INSTL","3396","IOWA EVENTS CENTER","9587.98","4029.14","5558.84","57.98","","JOEP","","","","","","2","IOWA EVENTS CENTER / VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER - 3RD ST. BILLING","DES MOINES","IA",
"8277-2","10/31/17","INSTL","5157","STRATUS","454.90","237.38","217.52","47.82","1079.50","JOEP","","","","","","1","HOME DEPOT- ICON","DES MOINES","IA",
"8310","11/04/17","INSTL","3396","IOWA EVENTS CENTER","343.24","371.80","-28.56","-8.32","435.00","JOEP","","","","","","2","IOWA EVENTS CENTER / VETERANS MEMORIAL COMMUNITY CHOICE CREDIT UNION CONVENTION CENTER - 3RD ST. BILLING","DES MOINES","IA",
"8350","11/08/17","INSTL","3547","THE LAUNDRY PLACE- ANKENY LLC","191.40","74.42","116.98","61.12","","JOEP","","","","","","DEFAULT","THE LAUNDRY PLACE","ANKENY","IA",
"8358","12/01/17","INSTL","4230","PATTISON SIGN GROUP","1262.95","304.62","958.33","75.88","","JOEP","","","","","","2","TOYOTA OF DES MOINES SCION","GRIMES","IA",
"8436","12/20/17","INSTL","5215","FINANCIAL PLUS CREDIT UNION","1059.28","505.86","553.42","52.24","213.50","JOEP","","","","","","DEFAULT","FINANCIAL PLUS CREDIT UNION","DES MOINES","IA",
"","","INSTL","","Product Totals","165300.64","97337.15","67963.49","41.12","3952.75","JOEP",

"7854-2","05/25/17","INT","2449","HUBBELL CONSTRUCTION SERVICES","759.00","389.03","369.97","48.74","","JOEP","","","","","","18","CENTRAL BANK","WAUKEE","IA",
"7854-2","05/25/17","INT","2449","HUBBELL CONSTRUCTION SERVICES","530.00","44.22","485.78","91.66","","JOEP","","","","","","18","CENTRAL BANK","WAUKEE","IA",
"7962","05/31/17","INT","2666","TRILIX GROUP","1654.35","734.06","920.29","55.63","","JOEP","","","","","","7","AVAILA BANK","POCAHONTAS","IA",
"7963","04/26/17","INT","2666","TRILIX GROUP","1752.90","901.02","851.88","48.60","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"7963","04/26/17","INT","2666","TRILIX GROUP","962.77","391.78","570.99","59.31","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"7964-2","07/17/17","INT","2666","TRILIX GROUP","1654.35","722.77","931.58","56.31","","JOEP","","","","","","5","AVAILA BANK","COUNCIL BLUFFS","IA",
"7965","06/28/17","INT","2666","TRILIX GROUP","3055.77","1933.55","1122.22","36.72","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7965","06/28/17","INT","2666","TRILIX GROUP","2642.44","1453.07","1189.37","45.01","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7966","07/17/17","INT","2666","TRILIX GROUP","1654.35","790.75","863.60","52.20","","JOEP","","","","","","4","AVAILA BANK","COUNCIL BLUFFS","IA",
"7966","07/17/17","INT","2666","TRILIX GROUP","1654.35","739.62","914.73","55.29","","JOEP","","","","","","4","AVAILA BANK","COUNCIL BLUFFS","IA",
"7970","06/02/17","INT","5048","CENTRAL BANK","140.02","108.44","31.58","22.55","","JOEP","","","","","","1","CENTRAL BANK","DES MOINES","IA",
"","","INT","","Product Totals","16460.30","8208.31","8251.99","50.13","0.00","JOEP",

"7412","02/15/17","MISC","4788","FAIRWAY OUTDOOR ADVERTISING","13925.00","7428.23","6496.77","46.66","","JOEP","","","","","","DEFAULT","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7528","10/11/17","MISC","3671","TRIANGLE SIGN AND SERVICE","2456.09","1780.00","676.09","27.53","","JOEP","","","","","","15","LENS CRAFTERS","DES MOINES","IA",
"7650","01/31/17","MISC","4930","MAGNOLIA WINE KITCHEN","461.70","0.00","461.70","100.00","","JOEP","","","","","","DEFAULT","MAGNOLIA WINE KITCHEN","DES MOINES","IA",
"7709","03/24/17","MISC","4787","FAIRWAY OUTDOOR ADVERTISING","22417.71","9517.99","12899.72","57.54","50.00","JOEP","","","","","","1","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7723","01/31/17","MISC","4787","FAIRWAY OUTDOOR ADVERTISING","10312.50","6605.18","3707.32","35.95","","JOEP","","","","","","DEFAULT","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7724","03/23/17","MISC","4787","FAIRWAY OUTDOOR ADVERTISING","22417.71","9748.25","12669.46","56.52","50.00","JOEP","","","","","","2","FAIRWAY OUTDOOR ADVERTISING","DES MOINES","IA",
"7801","01/04/17","MISC","3644","MOTEL 6","1578.16","871.16","707.00","44.80","","JOEP","","","","","","DEFAULT","MOTEL 6","DES MOINES","IA",
"7801","01/04/17","MISC","3644","MOTEL 6","4831.30","3027.24","1804.06","37.34","","JOEP","","","","","","DEFAULT","MOTEL 6","DES MOINES","IA",
"7854","04/27/17","MISC","2449","HUBBELL CONSTRUCTION SERVICES","0.00","38.60","-38.60","","","JOEP","","","","","","18","CENTRAL BANK","WAUKEE","IA",
"7854-2","05/25/17","MISC","2449","HUBBELL CONSTRUCTION SERVICES","0.00","86.85","-86.85","","","JOEP","","","","","","18","CENTRAL BANK","WAUKEE","IA",
"7854-2","05/25/17","MISC","2449","HUBBELL CONSTRUCTION SERVICES","1364.12","366.99","997.13","73.10","","JOEP","","","","","","18","CENTRAL BANK","WAUKEE","IA",
"7854-2","05/25/17","MISC","2449","HUBBELL CONSTRUCTION SERVICES","415.00","259.80","155.20","37.40","","JOEP","","","","","","18","CENTRAL BANK","WAUKEE","IA",
"7886","02/13/17","MISC","5019","GREATER IOWA CREDIT UNION","75.00","0.00","75.00","100.00","","JOEP","","","","","","DEFAULT","GREATER IOWA CREDIT UNION","AMES","IA",
"7941","03/16/17","MISC","4617","A+ COMMUNICATIONS & SECURITY","31.48","10.49","20.99","66.68","","JOEP","","","","","","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA",
"7965-2","07/13/17","MISC","2666","TRILIX GROUP","224.75","134.35","90.40","40.22","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7966-2","09/30/17","MISC","2666","TRILIX GROUP","270.80","257.06","13.74","5.07","","JOEP","","","","","","4","AVAILA BANK","COUNCIL BLUFFS","IA",
"7975","04/26/17","MISC","2666","TRILIX GROUP","253.73","127.98","125.75","49.56","","JOEP","","","","","","9","AVAILA BANK","JEWEL","IA",
"7975","04/26/17","MISC","2666","TRILIX GROUP","60.00","0.00","60.00","100.00","","JOEP","","","","","","9","AVAILA BANK","JEWEL","IA",
"7976","03/24/17","MISC","2666","TRILIX GROUP","302.28","154.44","147.84","48.91","","JOEP","","","","","","11","AVAILA BANK","WEBSTER CITY","IA",
"7989","04/27/17","MISC","4515","SACRED HEART SCHOOL","340.36","198.97","141.39","41.54","","JOEP","","","","","","DEFAULT","SACRED HEART SCHOOL","WEST DES MOINES","IA",
"7990","04/17/17","MISC","5062","SUMMITT FAMILY DENTAL","286.33","181.55","104.78","36.59","","JOEP","","","","","","DEFAULT","SUMMITT FAMILY DENTAL","NEVADA","IA",
"8056","06/14/17","MISC","4570","ELITE CONSTRUCTION SERVICES","569.69","547.33","22.36","3.92","","JOEP","","","","","","2","IHOP","RANCHO SANTA MARGARITA","CA",
"8132","10/30/17","MISC","3488","ELDER CORPORATION","0.00","66.43","-66.43","","","JOEP","","","","","","1","DES MOINES INTERNATIONAL AIRPORT ECONOMY PARKING LOT 4 /","DES MOINES","IA",
"8183","09/19/17","MISC","5092","BOB BROWN TRUCK ACCESSORIES","1772.75","1957.65","-184.90","-10.43","","JOEP","","","","","","DEFAULT","BOB BROWN TRUCK ACCESSORIES","URBANDALE","IA",
"8227","09/15/17","MISC","5137","AAA OF NEBRASKA","685.99","350.36","335.63","48.93","","JOEP","","","","","","DEFAULT","AAA","Ankeny","IA",
"8227","09/15/17","MISC","5137","AAA OF NEBRASKA","170.00","0.00","170.00","100.00","","JOEP","","","","","","DEFAULT","AAA","Ankeny","IA",
"8229","10/28/17","MISC","35250","DES MOINES INTERNATIONAL AIRPO","0.00","8.69","-8.69","","","JOEP","","","","","","DEFAULT","DES MOINES INTERNATIONAL AIRPO","Des Moines","IA",
"8231","09/15/17","MISC","4167","SALFORD GROUP INC.","214.40","107.20","107.20","50.00","89.64","JOEP","","","","","","DEFAULT","SALFORD GROUP INC.","ONTARIO","ON",
"8240","09/13/17","MISC","5140","BLACK HILLS CORPORATION","183.49","115.64","67.85","36.98","","JOEP","","","","","","DEFAULT","BLACK HILLS CORPORATION","GRIMES","IA",
"8240","09/13/17","MISC","5140","BLACK HILLS CORPORATION","217.82","170.84","46.98","21.57","","JOEP","","","","","","DEFAULT","BLACK HILLS CORPORATION","GRIMES","IA",
"8240","09/13/17","MISC","5140","BLACK HILLS CORPORATION","298.93","154.52","144.41","48.31","","JOEP","","","","","","DEFAULT","BLACK HILLS CORPORATION","GRIMES","IA",
"8240","09/13/17","MISC","5140","BLACK HILLS CORPORATION","328.77","162.16","166.61","50.68","","JOEP","","","","","","DEFAULT","BLACK HILLS CORPORATION","GRIMES","IA",
"8315","10/15/17","MISC","5174","SPEEDPRO","233.86","137.00","96.86","41.42","","JOEP","","","","","","DEFAULT","SPEEDPRO","GRIMES","IA",
"8316","10/15/17","MISC","2568","CITY OF PERRY","172.75","61.00","111.75","64.69","","JOEP","","","","","","1","PERRY WELCOME CENTER","PERRY","IA",
"8322","10/19/17","MISC","4617","A+ COMMUNICATIONS & SECURITY","966.76","326.81","639.95","66.20","","JOEP","","","","","","DEFAULT","A+ COMMUNICATIONS & SECURITY","DES MOINES","IA",
"8325","10/28/17","MISC","5065","MII  GRIMES  LLC","0.00","3420.40","-3420.40","","","JOEP","","","","","","1","LOCKBOX STORAGE","GRIMES","IA",
"8343","10/31/17","MISC","5036","PRESBYTERIAN CHURCH","38.90","27.91","10.99","28.25","","JOEP","","","","","","DEFAULT","PRESBYTERIAN CHURCH","ADAIR","IA",
"8417","12/06/17","MISC","5194","REALTY XPERTS","101.53","57.80","43.73","43.07","","JOEP","","","","","","DEFAULT","REALTY XPERTS","DES MOINES","IA",
"8436","12/20/17","MISC","5215","FINANCIAL PLUS CREDIT UNION","61.89","10.69","51.20","82.73","","JOEP","","","","","","DEFAULT","FINANCIAL PLUS CREDIT UNION","DES MOINES","IA",
"SC4997","07/31/17","MISC","2666","TRILIX GROUP","322.74","491.47","-168.73","-52.28","","JOEP","","","","","","5","AVAILA BANK","COUNCIL BLUFFS","IA",
"","","MISC","","Product Totals","88364.29","48969.03","39395.26","44.58","189.64","JOEP",

"7423","05/19/17","MONMNT","4855","HILTON GARDEN INN - 68TH ST. PROPERTIES  LLC","20225.12","12455.28","7769.84","38.42","151.00","JOEP","","","","","","1","HILTON GARDEN INN","WEST DES MOINES","IA",
"7771","04/26/17","MONMNT","2460","DOWNING INC.","9189.26","3564.31","5624.95","61.21","","JOEP","","","","","","6","MERCY CLINIC","OTTUMWA","IA",
"7893","02/28/17","MONMNT","3010","PATTISONID","850.00","127.61","722.39","84.99","","JOEP","","","","","","11","WILSON TOYOTA","AMES","IA",
"7893","02/28/17","MONMNT","3010","PATTISONID","440.00","312.22","127.78","29.04","","JOEP","","","","","","11","WILSON TOYOTA","AMES","IA",
"7905","04/26/17","MONMNT","2460","DOWNING INC.","7760.15","2539.71","5220.44","67.27","","JOEP","","","","","","7","WASH KING","OTTUMWA","IA",
"7916","05/31/17","MONMNT","5034","SOUTH CENTRAL CALHOUN HIGH SCHOOL","19496.74","15660.37","3836.37","19.68","5.00","JOEP","","","","","","DEFAULT","SOUTH CENTRAL CALHOUN HIGH SCHOOL","LAKE CITY","IA",
"7932","04/28/17","MONMNT","5036","PRESBYTERIAN CHURCH","8504.86","4928.70","3576.16","42.05","","JOEP","","","","","","DEFAULT","PRESBYTERIAN CHURCH","ADAIR","IA",
"7934","04/26/17","MONMNT","5037","WAVELAND FAMILY DENTAL","9392.67","6602.01","2790.66","29.71","","JOEP","","","","","","DEFAULT","WAVELAND FAMILY DENTAL","DES MOINES","IA",
"7940","03/21/17","MONMNT","2666","TRILIX GROUP","606.27","36.19","570.08","94.03","","JOEP","","","","","","11","AVAILA BANK","WEBSTER CITY","IA",
"7969","06/02/17","MONMNT","5048","CENTRAL BANK","895.27","254.38","640.89","71.59","","JOEP","","","","","","2","CENTRAL BANK","WEST DES MOINES","IA",
"7999","07/31/17","MONMNT","5065","MII  GRIMES  LLC","26139.16","18446.18","7692.98","29.43","","JOEP","","","","","","1","LOCKBOX STORAGE","GRIMES","IA",
"8053","09/13/17","MONMNT","5083","HICKORY NUTS LLC","19983.71","13542.55","6441.16","32.23","125.00","JOEP","","","","","","1","PREFERRED PEST CONTROL","URBANDALE","IA",
"8076","06/06/17","MONMNT","4181","FIRST UNITARIAN CHURCH OF DES MOINES","275.30","143.80","131.50","47.77","","JOEP","","","","","","DEFAULT","FIRST UNITARIAN CHURCH OF DES MOINES","DES MOINES","IA",
"8119","08/31/17","MONMNT","5107","ATLANTIC BOTTLING COCA-COLA","2838.22","1713.07","1125.15","39.64","","JOEP","","","","","","DEFAULT","ATLANTIC BOTTLING COCA-COLA","DES MOINES","IA",
"8119","08/31/17","MONMNT","5107","ATLANTIC BOTTLING COCA-COLA","1892.38","618.75","1273.63","67.30","","JOEP","","","","","","DEFAULT","ATLANTIC BOTTLING COCA-COLA","DES MOINES","IA",
"8119","08/31/17","MONMNT","5107","ATLANTIC BOTTLING COCA-COLA","1782.48","675.61","1106.87","62.10","","JOEP","","","","","","DEFAULT","ATLANTIC BOTTLING COCA-COLA","DES MOINES","IA",
"8119","08/31/17","MONMNT","5107","ATLANTIC BOTTLING COCA-COLA","1892.38","797.62","1094.76","57.85","","JOEP","","","","","","DEFAULT","ATLANTIC BOTTLING COCA-COLA","DES MOINES","IA",
"8140","11/22/17","MONMNT","2460","DOWNING INC.","6632.00","3495.97","3136.03","47.29","35.00","JOEP","","","","","","9","MERCY CLINIC","GRIMES","IA",
"8255","09/21/17","MONMNT","3396","IOWA EVENTS CENTER","828.70","303.31","525.39","63.40","","JOEP","","","","","","5","IOWA EVENT CENTER","DES MOINES","IA",
"","","MONMNT","","Product Totals","139624.67","86217.64","53407.03","38.25","316.00","JOEP",

"7890","02/28/17","NEON","5022","DSM BREW COFFEE CO.","1990.28","1875.07","115.21","5.79","","JOEP","","","","","","DEFAULT","DSM BREW COFFEE CO.","DES MOINES","IA",
"","","NEON","","Product Totals","1990.28","1875.07","115.21","5.79","0.00","JOEP",

"7528","10/11/17","OUTS","3671","TRIANGLE SIGN AND SERVICE","936.79","500.00","436.79","46.63","","JOEP","","","","","","15","LENS CRAFTERS","DES MOINES","IA",
"7528","10/11/17","OUTS","3671","TRIANGLE SIGN AND SERVICE","625.00","400.00","225.00","36.00","","JOEP","","","","","","15","LENS CRAFTERS","DES MOINES","IA",
"7528","10/11/17","OUTS","3671","TRIANGLE SIGN AND SERVICE","3268.29","2400.00","868.29","26.57","","JOEP","","","","","","15","LENS CRAFTERS","DES MOINES","IA",
"7962","05/31/17","OUTS","2666","TRILIX GROUP","1205.04","800.00","405.04","33.61","","JOEP","","","","","","7","AVAILA BANK","POCAHONTAS","IA",
"7963","04/26/17","OUTS","2666","TRILIX GROUP","1011.90","725.00","286.90","28.35","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"7963","04/26/17","OUTS","2666","TRILIX GROUP","4254.15","3200.00","1054.15","24.78","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"7963","04/26/17","OUTS","2666","TRILIX GROUP","1070.85","705.00","365.85","34.16","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"7964-2","07/17/17","OUTS","2666","TRILIX GROUP","412.58","250.00","162.58","39.41","","JOEP","","","","","","5","AVAILA BANK","COUNCIL BLUFFS","IA",
"7965","06/28/17","OUTS","2666","TRILIX GROUP","808.85","285.02","523.83","64.76","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7965","06/28/17","OUTS","2666","TRILIX GROUP","6309.81","4332.20","1977.61","31.34","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7965-2","07/13/17","OUTS","2666","TRILIX GROUP","16649.63","12173.00","4476.63","26.89","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7966","07/17/17","OUTS","2666","TRILIX GROUP","763.00","500.00","263.00","34.47","","JOEP","","","","","","4","AVAILA BANK","COUNCIL BLUFFS","IA",
"7966-2","09/30/17","OUTS","2666","TRILIX GROUP","32942.70","25452.00","7490.70","22.74","","JOEP","","","","","","4","AVAILA BANK","COUNCIL BLUFFS","IA",
"8028","06/09/17","OUTS","5074","PIONEER","0.00","387.54","-387.54","","","JOEP","","","","","","1","PIONEER","JOHNSTON","IA",
"8125","08/02/17","OUTS","5111","TOTAL FAMILY EYE CARE","618.90","425.00","193.90","31.33","","JOEP","","","","","","DEFAULT","TOTAL FAMILY EYE CARE","GRIMES","IA",
"8256","10/19/17","OUTS","5145","WEST GLEN TOWN CENTER","13098.51","10647.00","2451.51","18.72","","JOEP","","","","","","DEFAULT","WEST GLEN TOWN CENTER","WEST DES MOINES","IA",
"8328","12/30/17","OUTS","5145","WEST GLEN TOWN CENTER","8300.90","4042.00","4258.90","51.31","","JOEP","","","","","","DEFAULT","WEST GLEN TOWN CENTER","WEST DES MOINES","IA",
"8328","12/30/17","OUTS","5145","WEST GLEN TOWN CENTER","9961.73","8500.00","1461.73","14.67","","JOEP","","","","","","DEFAULT","WEST GLEN TOWN CENTER","WEST DES MOINES","IA",
"8328","12/30/17","OUTS","5145","WEST GLEN TOWN CENTER","9961.73","7500.00","2461.73","24.71","","JOEP","","","","","","DEFAULT","WEST GLEN TOWN CENTER","WEST DES MOINES","IA",
"","","OUTS","","Product Totals","112200.36","83223.76","28976.60","25.83","0.00","JOEP",

"7970","06/02/17","PLCUT","5048","CENTRAL BANK","208.42","132.28","76.14","36.53","","JOEP","","","","","","1","CENTRAL BANK","DES MOINES","IA",
"","","PLCUT","","Product Totals","208.42","132.28","76.14","36.53","0.00","JOEP",

"7528","10/11/17","PRMT","3671","TRIANGLE SIGN AND SERVICE","0.00","0.00","0.00","","554.50","JOEP","","","","","","15","LENS CRAFTERS","DES MOINES","IA",
"7747","03/29/17","PRMT","4973","SDDI SIGNS","0.00","83.10","-83.10","","565.25","JOEP","","","","","","1","CONFLUENCE","DES MOINES","IA",
"7864","03/20/17","PRMT","4725","KEMIN INDUSTRIES","0.00","0.00","0.00","","724.50","JOEP","","","","","","5","KEMIN INDUSTRIES","DES MOINES","IA",
"7917","05/31/17","PRMT","3274","ID ASSOCIATES  INC.","125.00","9544.88","-9419.88","-7535.90","","JOEP","","","","","","5","TRACTOR SUPPLY CO.","DE SOTO","IA",
"7939","03/21/17","PRMT","2666","TRILIX GROUP","0.00","0.00","0.00","","","JOEP","","","","","","9","AVAILA BANK","JEWEL","IA",
"7940","03/21/17","PRMT","2666","TRILIX GROUP","0.00","0.00","0.00","","","JOEP","","","","","","11","AVAILA BANK","WEBSTER CITY","IA",
"7942","03/21/17","PRMT","2666","TRILIX GROUP","0.00","0.00","0.00","","","JOEP","","","","","","10","AVAILA BANK","ROLAND","IA",
"7960","03/27/17","PRMT","2666","TRILIX GROUP","0.00","0.00","0.00","","","JOEP","","","","","","8","AVAILA BANK","ARCADIA","IA",
"7961","04/30/17","PRMT","2666","TRILIX GROUP","0.00","0.00","0.00","","","JOEP","","","","","","3","AVAILA BANK","COON RAPIDS","IA",
"7962","05/31/17","PRMT","2666","TRILIX GROUP","186.44","0.00","186.44","100.00","","JOEP","","","","","","7","AVAILA BANK","POCAHONTAS","IA",
"7963","04/26/17","PRMT","2666","TRILIX GROUP","125.00","0.00","125.00","100.00","","JOEP","","","","","","6","AVAILA BANK","FORT DODGE","IA",
"7964","06/26/17","PRMT","2666","TRILIX GROUP","186.44","0.00","186.44","100.00","","JOEP","","","","","","5","AVAILA BANK","COUNCIL BLUFFS","IA",
"7965","06/28/17","PRMT","2666","TRILIX GROUP","186.44","0.00","186.44","100.00","","JOEP","","","","","","2","AVAILA BANK","CARROLL","IA",
"7966","07/17/17","PRMT","2666","TRILIX GROUP","186.44","0.00","186.44","100.00","","JOEP","","","","","","4","AVAILA BANK","COUNCIL BLUFFS","IA",
"7999","07/31/17","PRMT","5065","MII  GRIMES  LLC","0.00","0.00","0.00","","200.00","JOEP","","","","","","1","LOCKBOX STORAGE","GRIMES","IA",
"8030","09/19/17","PRMT","2708","JNB SIGNS","125.00","0.00","125.00","100.00","166.00","JOEP","","","","","","1","FIVE GUYS- JNB SIGNS, INC.","ANKENY","IA",
"8105","07/10/17","PRMT","3013","VAN METER INC","0.00","0.00","0.00","","","JOEP","","","","","","5","VAN METER","URBANDALE","IA",
