"15 FEB 2026","18:12:49","","","GROSS MARGIN BY INVOICE", 
"","","","","PERIOD: 01/01/08 through 12/31/08", 
 
"Invoice No","Inv Date","Prod Code","WO / Part ","Quote","Gross Sales","Total Cost","Gross Margin","GM %","Extra Chg","Sales Tax","Quote Cost","Quote Price","Quote GM%","Quote Sell Price","Quote Sell GM%","Cust No","Customer Name","SalesPer #1","Rate #1","SalesPer #2","Rate #2","SalesPer #3","Rate #3","Location No","Location Name","City","State", 
"1498","02/15/08","INSTL","1498.5","2664A","7465.50","468.09","6997.41","93.73","","","5530.00","7465.50","25.93","","","2323","GREASE MONKEY","TOMW","","","","","","DEFAULT","GREASE MONKEY","WILDOMAR","CA",
"1498","","","Invoice Totals","","24233.90","16556.86","7677.04","31.68","2472.56","0.00","19160.59","24233.90","20.93","","","2323","GREASE MONKEY","TOMW","","","","","",

"1499","02/18/08","PRMT","1499.1","","404.85","404.85","0.00","","300.58","","","","","","","2325","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","ROCKLIN","CA",
"1499","02/18/08","CHANNL","1499.2","2765F","4469.20","3185.09","1284.11","28.73","","","3768.28","4469.20","15.68","4469.20","15.68","2325","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","ROCKLIN","CA",
"1499","02/18/08","INSTL","1499.3","2774","2400.00","1920.00","480.00","20.00","","","0.00","","","2400.00","100.00","2325","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","ROCKLIN","CA",
"1499","","","Invoice Totals","","7274.05","5509.94","1764.11","24.25","300.58","0.00","3768.28","4469.20","15.68","6869.20","45.14","2325","WINESTYLES","MIKEE","","","","","",

"1504","02/29/08","NEON","1504.1","","585.20","992.15","-406.95","-69.54","","79.55","","","","","","2329","SACCO ENTERPRISES  L.C.","JOEP","","","","","","1","SACCO´S SW 9TH MAID-RITE","DES MOINES","IA",
"1504","02/29/08","INT","1504.2","2955","740.61","850.74","-110.13","-14.87","","","608.04","743.42","18.21","","","2329","SACCO ENTERPRISES  L.C.","JOEP","","","","","","1","SACCO´S SW 9TH MAID-RITE","DES MOINES","IA",
"1504","","","Invoice Totals","","1325.81","1842.89","-517.08","-39.00","0.00","79.55","608.04","743.42","18.21","","","2329","SACCO ENTERPRISES  L.C.","JOEP","","","","","",

"1504CR","02/29/08","NEON","1504.2","","-155.42","-178.55","23.13","-14.88","","-9.32","","","","","","2329","SACCO ENTERPRISES  L.C.","JOEP","","","","","","1","SACCO'S SW 9TH MAID-RITE","DES MOINES","IA",
"1504CR","","","Invoice Totals","","-155.42","-178.55","23.13","-14.88","0.00","-9.32","0.00","0.00","","","","2329","SACCO ENTERPRISES  L.C.","JOEP","","","","","",

"1505","02/29/08","CHANNL","1505.1","2756","4815.18","4523.02","292.16","6.07","64.75","600.30","3561.37","4802.67","25.85","","","2330","MAID-RITE - OVERTURF ENTERPRISES","JOEP","","","","","","1","NORWALK MAID-RITE","NORWALK","IA",
"1505","02/29/08","NEON","1505.2","2759","4362.56","3415.69","946.87","21.70","","","4080.81","4362.56","6.46","","","2330","MAID-RITE - OVERTURF ENTERPRISES","JOEP","","","","","","1","NORWALK MAID-RITE","NORWALK","IA",
"1505","02/29/08","MONMNT","1505.3","2757","827.18","504.93","322.25","38.96","","","580.01","827.18","29.88","","","2330","MAID-RITE - OVERTURF ENTERPRISES","JOEP","","","","","","1","NORWALK MAID-RITE","NORWALK","IA",
"1505","","","Invoice Totals","","10004.92","8443.64","1561.28","15.61","64.75","600.30","8222.19","9992.41","17.72","","","2330","MAID-RITE - OVERTURF ENTERPRISES","JOEP","","","","","",

"1506","01/25/08","GRAPHC","1506.1","2840","2297.00","1293.84","1003.16","43.67","124.21","","1438.82","2296.61","37.35","2297.00","37.36","18600","CAT SCALE","MIKEE","","","","","","46","CAT SCALE #2883","HOUSTON","TX",
"1506","","","Invoice Totals","","2297.00","1293.84","1003.16","43.67","124.21","0.00","1438.82","2296.61","37.35","2297.00","37.36","18600","CAT SCALE","MIKEE","","","","","",

"1507","05/16/08","CHANNL","1507.1","2343A","4159.00","5297.60","-1138.60","-27.38","","","3483.10","4158.30","16.24","4159.00","16.25","2332","CHARLEY'S GRILLED SUBS","MIKEE","","","","","","DEFAULT","CHARLEY´S GRILLED SUBS","PORT RICHEY","FL",
"1507","05/16/08","INSTL","1507.2","2588","4000.00","0.00","4000.00","100.00","","","3200.00","4000.00","20.00","4000.00","20.00","2332","CHARLEY'S GRILLED SUBS","MIKEE","","","","","","DEFAULT","CHARLEY´S GRILLED SUBS","PORT RICHEY","FL",
"1507","05/16/08","FRT","1507.3","2629","650.00","251.48","398.52","61.31","","","519.30","649.13","20.00","650.00","20.11","2332","CHARLEY'S GRILLED SUBS","MIKEE","","","","","","DEFAULT","CHARLEY´S GRILLED SUBS","PORT RICHEY","FL",
"1507","05/16/08","MISC","1507.4","2631","75.00","19.76","55.24","73.65","","","71.80","76.65","6.33","75.00","4.27","2332","CHARLEY'S GRILLED SUBS","MIKEE","","","","","","DEFAULT","CHARLEY´S GRILLED SUBS","PORT RICHEY","FL",
"1507","","","Invoice Totals","","8884.00","5568.84","3315.16","37.32","0.00","0.00","7274.20","8884.08","18.12","8884.00","18.12","2332","CHARLEY'S GRILLED SUBS","MIKEE","","","","","",

"1508","01/18/08","MONMNT","1508.1","2877","5576.00","5421.09","154.91","2.78","","","4292.78","6385.53","32.77","5576.00","23.01","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1508","","","Invoice Totals","","5576.00","5421.09","154.91","2.78","0.00","0.00","4292.78","6385.53","32.77","5576.00","23.01","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","",

"1509","05/02/08","MONMNT","1509.1","2878","5576.00","4236.61","1339.39","24.02","","","4292.78","6385.53","32.77","5576.00","23.01","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1509","","","Invoice Totals","","5576.00","4236.61","1339.39","24.02","0.00","0.00","4292.78","6385.53","32.77","5576.00","23.01","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","",

"1510","03/10/08","MONMNT","1510.1","2879","5576.00","2496.95","3079.05","55.22","","","4292.78","6385.53","32.77","5576.00","23.01","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1510","","","Invoice Totals","","5576.00","2496.95","3079.05","55.22","0.00","0.00","4292.78","6385.53","32.77","5576.00","23.01","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","",

"1512","02/18/08","CHANNL","1512.1","2884","3568.00","4072.86","-504.86","-14.15","348.00","","2996.32","3970.56","24.54","3916.00","23.49","2309","BEST RESTAURANT EQUIPMENT & DESIGN","MIKEE","","","","","","4","PATRICK AFB","PATRICK AFB","FL",
"1512","","","Invoice Totals","","3568.00","4072.86","-504.86","-14.15","348.00","0.00","2996.32","3970.56","24.54","3916.00","23.49","2309","BEST RESTAURANT EQUIPMENT & DESIGN","MIKEE","","","","","",

"1514","02/08/08","PRMT","1514.1","","575.00","0.00","575.00","100.00","","","","","","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","","1","GREASE MONKEY #958","HUNTERSVILLE","NC",
"1514","02/08/08","CHANNL","1514.2","2719A","3982.50","3292.24","690.26","17.33","","","3222.90","3982.50","19.07","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","","1","GREASE MONKEY #958","HUNTERSVILLE","NC",
"1514","02/08/08","BLDG","1514.3","2760","3569.79","2182.04","1387.75","38.87","","","2802.61","3569.79","21.49","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","","1","GREASE MONKEY #958","HUNTERSVILLE","NC",
"1514","02/08/08","INSTL","1514.4","2761","2906.00","1870.00","1036.00","35.65","","","0.00","0.00","","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","","1","GREASE MONKEY #958","HUNTERSVILLE","NC",
"1514","02/08/08","INT","1514.5","2859","1465.80","805.60","660.20","45.04","","","932.35","1465.80","36.39","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","","1","GREASE MONKEY #958","HUNTERSVILLE","NC",
"1514","02/08/08","FRT","1514.6","2860","700.00","0.00","700.00","100.00","","","0.00","0.00","","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","","1","GREASE MONKEY #958","HUNTERSVILLE","NC",
"1514","","","Invoice Totals","","13199.09","8149.88","5049.21","38.25","0.00","0.00","6957.86","9018.09","22.85","","","50750","GREASE MONKEY INTERNATIONAL","TOMW","","","","","",

"1515","02/29/08","PYLON","1515.1","","7496.50","4404.70","3091.80","41.24","1254.48","","","","","","","18600","CAT SCALE","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"1515","","","Invoice Totals","","7496.50","4404.70","3091.80","41.24","1254.48","0.00","0.00","0.00","","","","18600","CAT SCALE","MIKEE","","","","","",

"1516","01/31/08","PYLON","1516.1","","864.00","782.71","81.29","9.41","152.05","","","","","","","18600","CAT SCALE","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"1516","","","Invoice Totals","","864.00","782.71","81.29","9.41","152.05","0.00","0.00","0.00","","","","18600","CAT SCALE","MIKEE","","","","","",

"1517","01/07/08","PYLON","1517.1","","864.00","782.71","81.29","9.41","144.94","","","","","","","18600","CAT SCALE","MIKEE","","","","","","DEFAULT","Cat Scale","Walcott","IA",
"1517","","","Invoice Totals","","864.00","782.71","81.29","9.41","144.94","0.00","0.00","0.00","","","","18600","CAT SCALE","MIKEE","","","","","",

"1518","01/27/08","REPFCE","1518.1","","481.00","138.07","342.93","71.30","","","","","","","","77950","NAGLE SIGNS  INC.","TOMW","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"1518","","","Invoice Totals","","481.00","138.07","342.93","71.30","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","TOMW","","","","","",

"1519","01/18/08","SRVCE","1519.1","2783","1331.28","1085.96","245.32","18.43","","79.87","974.93","1331.28","26.77","","","2334","HOBBY HAVEN","JOEP","","","","","","DEFAULT","HOBBY HAVEN","URBANDALE","IA",
"1519","","","Invoice Totals","","1331.28","1085.96","245.32","18.43","0.00","79.87","974.93","1331.28","26.77","","","2334","HOBBY HAVEN","JOEP","","","","","",

"1520","02/11/08","CHANNL","1520.1","2559A","4107.85","2749.43","1358.42","33.07","63.00","246.47","3428.71","4107.85","16.53","","","2278","DAHL'S FOODS","JOEP","","","","","","DEFAULT","DAHL´S FOODS","ANKENY","IA",
"1520","","","Invoice Totals","","4107.85","2749.43","1358.42","33.07","63.00","246.47","3428.71","4107.85","16.53","","","2278","DAHL'S FOODS","JOEP","","","","","",

"1521","01/09/08","BLDG","1521.1","2929","1154.00","1002.40","151.60","13.14","","","829.08","1148.63","27.82","1154.00","28.16","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1521","","","Invoice Totals","","1154.00","1002.40","151.60","13.14","0.00","0.00","829.08","1148.63","27.82","1154.00","28.16","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","",

"1523","01/07/08","MISC","307-0210","","291.90","100.00","191.90","65.74","9.11","","","","","","","950","AAFES BUILDING # 4320","BRIANT","","","","","","DEFAULT","TACO JOHN´S","DMAFB","AZ",
"1523","","","Invoice Totals","","291.90","100.00","191.90","65.74","9.11","0.00","0.00","0.00","","","","950","AAFES BUILDING # 4320","BRIANT","","","","","",

"1524","01/07/08","MISC","202-0180","","121.68","121.68","0.00","","","","","","","","","77950","NAGLE SIGNS  INC.","TOMW","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"1524","","","Invoice Totals","","121.68","121.68","0.00","0.00","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","TOMW","","","","","",

"1525","04/18/08","PRMT","1525.1","","420.30","2691.10","-2270.80","-540.28","","","","","","","","2336","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","SPARKS","NV",
"1525","04/18/08","CHANNL","1525.2","2690A","5955.00","2524.54","3430.46","57.61","","","4882.44","5954.95","18.01","5955.00","18.01","2336","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","SPARKS","NV",
"1525","04/18/08","FRT","1525.3","2825","530.00","0.00","530.00","100.00","","","0.00","","","530.00","100.00","2336","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","SPARKS","NV",
"1525","04/18/08","INSTL","1525.4","2841","2000.00","0.00","2000.00","100.00","","","0.00","","","2000.00","100.00","2336","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","SPARKS","NV",
"1525","","","Invoice Totals","","8905.30","5215.64","3689.66","41.43","0.00","0.00","4882.44","5954.95","18.01","8485.00","42.46","2336","PUMP IT UP","MIKEE","","","","","",

"1526","01/25/08","PYLON","1526.1","","47936.00","34950.55","12985.45","27.09","2199.60","","","","","","","18600","CAT SCALE","MIKEE","","","","","","50","CAT SCALE","MERIDIAN","MS",
"1526","","","Invoice Totals","","47936.00","34950.55","12985.45","27.09","2199.60","0.00","0.00","0.00","","","","18600","CAT SCALE","MIKEE","","","","","",

"1527","02/25/08","BLDG","1527.1","","28000.00","21492.14","6507.86","23.24","","1680.00","","","","","","8800","BALL CONSTRUCTION SERVICES","JOEP","","","","","","DEFAULT","BALL CONSTRUCTION SERVICES","West Des Moines","IA",
"1527","","","Invoice Totals","","28000.00","21492.14","6507.86","23.24","0.00","1680.00","0.00","0.00","","","","8800","BALL CONSTRUCTION SERVICES","JOEP","","","","","",

"1527-1","02/29/08","BLDG","1527-1","","28000.00","0.00","28000.00","100.00","","","","","","","","8800","BALL CONSTRUCTION SERVICES","","","","","","","DEFAULT","BALL CONSTRUCTION SERVICES","West Des Moines","IA",
"1527-1","","","Invoice Totals","","28000.00","0.00","28000.00","100.00","0.00","0.00","0.00","0.00","","","","8800","BALL CONSTRUCTION SERVICES","","","","","","",

"1527CR","02/29/08","BLDG","1527CR","","-28000.00","0.00","-28000.00","100.00","","-1680.00","","","","","","8800","BALL CONSTRUCTION SERVICES","","","","","","","DEFAULT","BALL CONSTRUCTION SERVICES","West Des Moines","IA",
"1527CR","","","Invoice Totals","","-28000.00","0.00","-28000.00","100.00","0.00","-1680.00","0.00","0.00","","","","8800","BALL CONSTRUCTION SERVICES","","","","","","",

"1528","01/30/08","ALUM","1528.1","2561","1094.00","263.08","830.92","75.95","","316.62","610.38","847.69","27.99","","","52800","HEART OF AMERICA RESTAURANTS &","","","","","","","DEFAULT","Holiday Inn & Suites / Johnny´s Italian Steakhouse","West Des Moines","IA",
"1528","01/30/08","ALUM","1528.2","2563","665.00","143.20","521.80","78.47","","","470.10","572.88","17.94","","","52800","HEART OF AMERICA RESTAURANTS &","","","","","","","DEFAULT","Holiday Inn & Suites / Johnny´s Italian Steakhouse","West Des Moines","IA",
"1528","01/30/08","ALUM","1528.3","2564","2188.00","596.97","1591.03","72.72","","","1166.83","1757.92","33.62","","","52800","HEART OF AMERICA RESTAURANTS &","","","","","","","DEFAULT","Holiday Inn & Suites / Johnny´s Italian Steakhouse","West Des Moines","IA",
"1528","01/30/08","ALUM","1528.4","2565","1330.00","296.18","1033.82","77.73","","","594.76","819.86","27.46","","","52800","HEART OF AMERICA RESTAURANTS &","","","","","","","DEFAULT","Holiday Inn & Suites / Johnny´s Italian Steakhouse","West Des Moines","IA",
"1528","","","Invoice Totals","","5277.00","1299.43","3977.57","75.38","0.00","316.62","2842.07","3998.35","28.92","","","52800","HEART OF AMERICA RESTAURANTS &","","","","","","",

"1530","01/10/08","ADA","1530.1","2953","148.95","60.00","88.95","59.72","","8.94","102.45","148.95","31.22","","","2337","PREMIER BOWLING","JOEP","","","","","","DEFAULT","PREMIER BOWLING","PLEASANT HILL","IA",
"1530","","","Invoice Totals","","148.95","60.00","88.95","59.72","0.00","8.94","102.45","148.95","31.22","","","2337","PREMIER BOWLING","JOEP","","","","","",

"1531","02/29/08","MISC","202-0690","","116.48","70.72","45.76","39.29","61.44","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"1531","","","Invoice Totals","","116.48","70.72","45.76","39.29","61.44","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"1532","01/28/08","BLDG","1532.1","2342","568.05","368.78","199.27","35.08","","39.76","441.12","568.05","22.34","","","79500","NEBRASKA FURNITURE MART","BOBR","","","","","","DEFAULT","NEBRASKA FURNITURE MART","Omaha","NE",
"1532","","","Invoice Totals","","568.05","368.78","199.27","35.08","0.00","39.76","441.12","568.05","22.34","","","79500","NEBRASKA FURNITURE MART","BOBR","","","","","",

"1533","02/29/08","CHANNL","1533.1","2962","4268.00","3596.83","671.17","15.73","","","2996.32","3970.56","24.54","4268.00","29.80","900","ARMY & AIR FORCE EXCHANGE SERVICES","MIKEE","","","","","","2","BOLLING CHARLEY 0201","WASHINGTON","DC",
"1533","","","Invoice Totals","","4268.00","3596.83","671.17","15.73","0.00","0.00","2996.32","3970.56","24.54","4268.00","29.80","900","ARMY & AIR FORCE EXCHANGE SERVICES","MIKEE","","","","","",

"1534","02/12/08","RTLT","1534.1","2683","4752.55","2411.80","2340.75","49.25","","332.69","3846.21","4752.55","19.07","","","2338","HEITMANN INSURANCE","BOBR","","","","","","DEFAULT","HEITMANN INSURANCE","WILLIAMSBURG","IA",
"1534","","","Invoice Totals","","4752.55","2411.80","2340.75","49.25","0.00","332.69","3846.21","4752.55","19.07","","","2338","HEITMANN INSURANCE","BOBR","","","","","",

"1535","02/18/08","MISC","1535.1","2636","238.26","121.36","116.90","49.06","","28.60","155.70","238.26","34.65","","","2339","SUBSTANCE ARCHITECTURE","BOBR","","","","","","DEFAULT","JOHN & MARY PAPPAJOHN","DES MOINES","IA",
"1535","02/18/08","MISC","1535.2","2637","238.26","0.00","238.26","100.00","","","155.70","238.26","34.65","","","2339","SUBSTANCE ARCHITECTURE","BOBR","","","","","","DEFAULT","JOHN & MARY PAPPAJOHN","DES MOINES","IA",
"1535","","","Invoice Totals","","476.52","121.36","355.16","74.53","0.00","28.60","311.40","476.52","34.65","","","2339","SUBSTANCE ARCHITECTURE","BOBR","","","","","",

"1536","01/11/08","PYLON","1536.1","2947","864.00","782.71","81.29","9.41","297.89","","0.00","","","864.00","100.00","18600","CAT SCALE","MIKEE","","","","","","49","CAT #876","COOKEVILLE","TN",
"1536","","","Invoice Totals","","864.00","782.71","81.29","9.41","297.89","0.00","0.00","0.00","","864.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"1537","02/11/08","PLCUT","1537.1","2554","3025.00","2050.36","974.64","32.22","137.80","196.63","2412.60","2940.89","17.96","3025.00","20.24","2340","TACO JOHN'S","BRIANT","","","","","","DEFAULT","TACO JOHN´S","GRAND RAPIDS","MN",
"1537","","","Invoice Totals","","3025.00","2050.36","974.64","32.22","137.80","196.63","2412.60","2940.89","17.96","3025.00","20.24","2340","TACO JOHN'S","BRIANT","","","","","",

"1538","01/25/08","REPFCE","1538.1","","378.26","258.07","120.19","31.77","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"1538","","","Invoice Totals","","378.26","258.07","120.19","31.77","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"1539","01/25/08","REPFCE","1539.1","","315.00","182.99","132.01","41.91","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"1539","","","Invoice Totals","","315.00","182.99","132.01","41.91","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"1540","01/30/08","INSTL","1540.1","2773","757.23","0.00","757.23","100.00","44.00","45.43","634.40","757.23","16.22","","","121800","WEST GLEN","TOMW","","","","","","DEFAULT","Miyabi 9","Des Moines","IA",
"1540","","","Invoice Totals","","757.23","0.00","757.23","100.00","44.00","45.43","634.40","757.23","16.22","","","121800","WEST GLEN","TOMW","","","","","",

"1541","02/08/08","MISC","1541.1","2914","783.32","326.04","457.28","58.38","","47.00","577.60","783.32","26.26","","","2290","DOS RIOS","BOBR","","","","","","DEFAULT","DOS RIOS","DES MOINES","IA",
"1541","","","Invoice Totals","","783.32","326.04","457.28","58.38","0.00","47.00","577.60","783.32","26.26","","","2290","DOS RIOS","BOBR","","","","","",

"1542","02/20/08","CHANNL","1542.1","2943B","3330.10","2806.14","523.96","15.73","","199.81","2470.84","3330.10","25.80","","","2341","LIFE LASER","BOBR","","","","","","DEFAULT","LIFE LASER","CLIVE","IA",
"1542","02/20/08","PRMT","1542.2","","60.00","0.00","60.00","100.00","","","","","","","","2341","LIFE LASER","BOBR","","","","","","DEFAULT","LIFE LASER","CLIVE","IA",
"1542","","","Invoice Totals","","3390.10","2806.14","583.96","17.23","0.00","199.81","2470.84","3330.10","25.80","","","2341","LIFE LASER","BOBR","","","","","",

"1543","02/20/08","MISC","1543.1","2967","1084.22","598.81","485.41","44.77","","65.05","946.29","1084.22","12.72","","","2342","COREY LEE","BRIANT","","","","","","DEFAULT","COREY LEE","WEST DES MOINES","IA",
"1543","","","Invoice Totals","","1084.22","598.81","485.41","44.77","0.00","65.05","946.29","1084.22","12.72","","","2342","COREY LEE","BRIANT","","","","","",

"1544","01/28/08","VINYL","1544.1","2932","286.03","169.42","116.61","40.77","","17.16","250.97","286.03","12.26","","","2343","MUGS PUB & GRILL","BOBR","","","","","","DEFAULT","MUGS PUB & GRILL","WEST DES MOINES","IA",
"1544","","","Invoice Totals","","286.03","169.42","116.61","40.77","0.00","17.16","250.97","286.03","12.26","","","2343","MUGS PUB & GRILL","BOBR","","","","","",

"1545","01/22/08","PYLON","1545.1","3025","864.00","782.71","81.29","9.41","152.05","","0.00","","","864.00","100.00","18600","CAT SCALE","MIKEE","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"1545","","","Invoice Totals","","864.00","782.71","81.29","9.41","152.05","0.00","0.00","0.00","","864.00","100.00","18600","CAT SCALE","MIKEE","","","","","",

"1547","01/21/08","VINYL","1547.1","2969","207.20","833.55","-626.35","-302.29","","12.43","197.05","207.20","4.90","","","44650","FIRST NATIONAL BANK","JOEP","","","","","","1","FIRST NATIONAL BANK","WEST DES MOINES","IA",
"1547","","","Invoice Totals","","207.20","833.55","-626.35","-302.29","0.00","12.43","197.05","207.20","4.90","","","44650","FIRST NATIONAL BANK","JOEP","","","","","",

"1548","03/12/08","PLCUT","1548.1","2908","759.74","435.65","324.09","42.66","40.00","53.19","543.72","759.74","28.43","","","34000","DAVIS COUNTY SAVINGS BANK","BRIANT","","","","","","DEFAULT","DAVIS COUNTY SUCCESS BANK","Bloomfield","IA",
"1548","","","Invoice Totals","","759.74","435.65","324.09","42.66","40.00","53.19","543.72","759.74","28.43","","","34000","DAVIS COUNTY SAVINGS BANK","BRIANT","","","","","",

"1549","03/12/08","PLCUT","1549.1","2909A","452.48","292.55","159.93","35.35","20.00","31.66","335.53","452.48","25.85","","","34000","DAVIS COUNTY SAVINGS BANK","BRIANT","","","","","","1","MOULTON SUCCESS BANK","MOULTON","IA",
"1549","","","Invoice Totals","","452.48","292.55","159.93","35.35","20.00","31.66","335.53","452.48","25.85","","","34000","DAVIS COUNTY SAVINGS BANK","BRIANT","","","","","",

"1550","03/12/08","PLCUT","1550.1","2910A","452.49","272.75","179.74","39.72","20.00","31.66","335.53","452.49","25.85","","","34000","DAVIS COUNTY SAVINGS BANK","BRIANT","","","","","","2","MILTON SUCCESS BANK","MILTON","IA",
"1550","","","Invoice Totals","","452.49","272.75","179.74","39.72","20.00","31.66","335.53","452.49","25.85","","","34000","DAVIS COUNTY SAVINGS BANK","BRIANT","","","","","",

"1551","02/11/08","BLDG","1551.1","3026","1154.00","931.58","222.42","19.27","","","840.30","1168.26","28.07","1154.00","27.18","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","","DEFAULT","RYKO MANUFACTURING","Grimes","IA",
"1551","","","Invoice Totals","","1154.00","931.58","222.42","19.27","0.00","0.00","840.30","1168.26","28.07","1154.00","27.18","95950","NATIONAL CARWASH SOLUTIONS","BRIANT","","","","","",

"1552","03/12/08","PRMT","1552.1","","1067.50","1443.17","-375.67","-35.19","","","","","","","","2344","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","WALDORF","MD",
"1552","03/12/08","CHANNL","1552.2","2544","5955.00","3089.78","2865.22","48.11","","","4882.44","5954.95","18.01","5955.00","18.01","2344","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","WALDORF","MD",
"1552","03/12/08","INSTL","1552.3","2730","2000.00","1749.00","251.00","12.55","","","1600.00","2000.00","20.00","2000.00","20.00","2344","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","WALDORF","MD",
"1552","03/12/08","FRT","1552.4","2737","419.00","0.00","419.00","100.00","","","335.19","418.99","20.00","419.00","20.00","2344","PUMP IT UP","MIKEE","","","","","","DEFAULT","PUMP IT UP","WALDORF","MD",
"1552","","","Invoice Totals","","9441.50","6281.95","3159.55","33.46","0.00","0.00","6817.63","8373.94","18.59","8374.00","18.59","2344","PUMP IT UP","MIKEE","","","","","",

"1553","01/30/08","INSTL","1553.1","3000","185.00","0.00","185.00","100.00","","11.10","185.00","185.00","","","","2345","FLEMING BUILDING","TOMW","","","","","","DEFAULT","FLEMING BUILDING","DES MOINES","IA",
"1553","","","Invoice Totals","","185.00","0.00","185.00","100.00","0.00","11.10","185.00","185.00","","","","2345","FLEMING BUILDING","TOMW","","","","","",

"1554","01/30/08","MISC","510-1840","","55.44","27.72","27.72","50.00","","3.32","","","","","","15750","BUSINESS DESIGNS INC.","","","","","","","DEFAULT","BUSINESS DESIGNS INC.","Grimes","IA",
"1554","","","Invoice Totals","","55.44","27.72","27.72","50.00","0.00","3.32","0.00","0.00","","","","15750","BUSINESS DESIGNS INC.","","","","","","",

"1555","03/31/08","PRMT","1555.1","","802.18","802.18","0.00","","","","","","","","","2346","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","PHOENIX","AZ",
"1555","03/31/08","FRT","1555.2","2876","250.00","136.59","113.41","45.36","","","0.00","","","250.00","100.00","2346","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","PHOENIX","AZ",
"1555","03/31/08","INSTL","1555.3","2883","1532.00","1891.75","-359.75","-23.48","","","0.00","","","1532.00","100.00","2346","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","PHOENIX","AZ",
"1555","03/31/08","INSTL","1555.4","3131","973.00","0.00","973.00","100.00","","","700.00","973.00","28.06","973.00","28.06","2346","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","PHOENIX","AZ",
"1555","03/31/08","CHANNL","1555.5","3132A","2814.23","1334.89","1479.34","52.57","","","2158.89","2814.23","23.29","2814.23","23.29","2346","WINESTYLES","MIKEE","","","","","","DEFAULT","WINESTYLES","PHOENIX","AZ",
"1555","","","Invoice Totals","","6371.41","4165.41","2206.00","34.62","0.00","0.00","2858.89","3787.23","24.51","5569.23","48.67","2346","WINESTYLES","MIKEE","","","","","",

