"15 FEB 2026","18:20:48","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/15 through 12/31/15",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",

"6680","06/26/15","ALUM","2906","AMERICAN MARKING","37.96","21.69","16.27","42.86","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"","","ALUM","","Product Totals","37.96","21.69","16.27","42.86","0.00","",

"6784","08/14/15","CHANNL","3244","NEON SPECIALTIES","20.09","11.48","8.61","42.86","","","","","","","","DEFAULT","NEON SPECIALTIES","DES MOINES","IA",
"","","CHANNL","","Product Totals","20.09","11.48","8.61","42.86","0.00","",

"7060","12/10/15","INSTL","3962","SALVATION ARMY","0.00","0.00","0.00","","","","","","","","","2","SALVATION ARMY","DES MOINES","IA",
"","","INSTL","","Product Totals","0.00","0.00","0.00","","0.00","",

"6302","01/28/15","INT","4358","NICK HOVE","109.82","54.91","54.91","50.00","","","","","","","","DEFAULT","NICK HOVE","BAGLEY","IA",
"","","INT","","Product Totals","109.82","54.91","54.91","50.00","0.00","",

"6422","03/05/15","LIFTS","4058","RESOURCE SERVICES","165.00","140.51","24.49","14.84","","","","","","","","3","SPARTAN STAFFING","DES MOINES","IA",
"","","LIFTS","","Product Totals","165.00","140.51","24.49","14.84","0.00","",

"6154","02/28/15","MISC","3546","SUE KOENIGSFELD","0.00","31.85","-31.85","","","","","","","","","DEFAULT","SUE KOENIGSFELD","DES MOINES","IA",
"6335","01/16/15","MISC","3128","PREMIER ELECTRIC OF IOWA LLC","25.00","8.61","16.39","65.56","","","","","","","","DEFAULT","PREMIER ELECTRIC OF IOWA LLC","JOHNSTON","IA",
"6348","01/28/15","MISC","4385","WEBSTER ELECTRIC","12.00","6.75","5.25","43.75","","","","","","","","DEFAULT","WEBSTER ELECTRIC","WAUKEE","IA",
"6407","02/28/15","MISC","2621","MMC CONTRACTORS","220.00","93.67","126.33","57.42","","","","","","","","9","GEMINI BUILDING","URBANDALE","IA",
"6563","05/27/15","MISC","4473","NOODLES PASTA SHOP","0.00","70.81","-70.81","","","","","","","","","DEFAULT","NOODLES PASTA SHOP","DES MOINES","IA",
"6685","06/30/15","MISC","2906","AMERICAN MARKING","65.00","40.05","24.95","38.38","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"6697","07/08/15","MISC","4547","DANA GREFE","84.00","43.20","40.80","48.57","","","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"6697","07/08/15","MISC","4547","DANA GREFE","33.00","60.08","-27.08","-82.06","","","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"6849","09/09/15","MISC","4618","BAKER ELECTRIC","7.78","4.38","3.40","43.70","","","","","","","","DEFAULT","BAKER ELECTRIC","DES MOINES","IA",
"6921","10/28/15","MISC","4657","PHIL SMITH","130.00","110.20","19.80","15.23","","","","","","","","DEFAULT","PHIL SMITH","WAUKEE","IA",
"6954","10/22/15","MISC","2906","AMERICAN MARKING","143.24","90.65","52.59","36.71","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"7005","11/19/15","MISC","3507","BRIAN GONGOL","63.86","47.23","16.63","26.04","","","","","","","","DEFAULT","BRIAN GONGOL","CUMMING","IA",
"7015","11/18/15","MISC","4712","ARROY DEE RESTURANT","89.79","52.24","37.55","41.82","","","","","","","","DEFAULT","ARROY DEE RESTURANT","DES MOINES","IA",
"7024","12/21/15","MISC","4547","DANA GREFE","30.00","10.02","19.98","66.60","","","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"7024","12/21/15","MISC","4547","DANA GREFE","19.60","20.10","-0.50","-2.55","","","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"7038","11/26/15","MISC","2141","PRIDE NEON  INC.","226.02","150.68","75.34","33.33","","","","","","","","DEFAULT","PRIDE NEON, INC.","SIOUX FALLS","SD",
"7079","12/17/15","MISC","4740","DENNIS GODWIN","23.58","7.57","16.01","67.90","","","","","","","","DEFAULT","DENNIS GODWIN","DES MOINES","IA",
"","","MISC","","Product Totals","1172.87","848.09","324.78","27.69","0.00","",

"SC4019","08/14/15","NEON","4564","GARY R. MILLER","112.96","64.45","48.51","42.94","","","","","","","","DEFAULT","GARY R. MILLER","PLEASANTVILLE","IA",
"","","NEON","","Product Totals","112.96","64.45","48.51","42.94","0.00","",

"6870","09/22/15","PRMT","3591","NEW TO YOU","0.00","0.00","0.00","","237.00","","","","","","","DEFAULT","NEW TO YOU","DES MOINES","IA",
"6870","09/22/15","PRMT","3591","NEW TO YOU","0.00","0.00","0.00","","","","","","","","","DEFAULT","NEW TO YOU","DES MOINES","IA",
"","","PRMT","","Product Totals","0.00","0.00","0.00","","237.00","",

"6302","01/28/15","SRVCE","4358","NICK HOVE","75.00","60.00","15.00","20.00","","","","","","","","DEFAULT","NICK HOVE","BAGLEY","IA",
"SC3618","10/27/15","SRVCE","4072","J & D RESTURANTS","0.00","0.00","0.00","","","","","","","","","1","MCDONALDS","OSCEOLA","IA",
"SC3634","01/09/15","SRVCE","3982","OMAHA NEON SIGN CO.","0.00","223.08","-223.08","","","","","","","","","3","SUN TAN CITY","DES MOINES","IA",
"SC3680","01/09/15","SRVCE","4184","CENTRAL IOWA PROPERTIES","0.00","157.18","-157.18","","","","","","","","","1","DEER RUN APARTMENTS","INDIANOLA","IA",
"SC3690","02/16/15","SRVCE","2849","VIOX SERVICES","0.00","371.74","-371.74","","","","","","","","","5","US BANK--VIOX SERVICES","BOONE","IA",
"SC3695","01/09/15","SRVCE","4324","KENWORTH TRUCKING","0.00","258.14","-258.14","","","","","","","","","DEFAULT","KENWORTH TRUCKING","DES MOINES","IA",
"SC3740","10/09/15","SRVCE","4356","STAN KIRCKHOFF","0.00","0.00","0.00","","","","","","","","","DEFAULT","STAN KIRCKHOFF","NEWTON","IA",
"SC3751","02/12/15","SRVCE","4362","CAT SCALE # 1779","0.00","359.64","-359.64","","","","","","","","","DEFAULT","CAT SCALE # 1779","MARSHALL","IL",
"SC3785","02/12/15","SRVCE","4386","MATT BOYD- QUIZNOS","0.00","0.00","0.00","","","","","","","","","DEFAULT","MATT BOYD- QUIZNOS","WEST DES MOINES","IA",
"SC3871","06/24/15","SRVCE","4441","TRADESMAN COMMUNITY CREDIT UNION","0.00","59.00","-59.00","","","","","","","","","DEFAULT","TRADESMAN COMMUNITY CREDIT UNION","DES MOINES","IA",
"SC3874","05/27/15","SRVCE","4443","ARTISAN SERVICES","0.00","118.01","-118.01","","","","","","","","","1","COURT CENTER LLC","DES MOINES","IA",
"SC3882","04/14/15","SRVCE","3683","ALLEN INDUSTRIES","0.00","110.83","-110.83","","","","","","","","","9","DAIRY QUEEN #13741","WEST DES MOINES","IA",
"SC3886","05/26/15","SRVCE","4457","LAUREL LUND","100.00","85.41","14.59","14.59","","","","","","","","DEFAULT","LAUREL LUND","DES MOINES","IA",
"SC3887","05/13/15","SRVCE","4458","STATE OF IOWA HOOVER BLDG.","522.04","386.57","135.47","25.95","","","","","","","","DEFAULT","STATE OF IOWA HISTORICAL MUSEUM","DES MOINES","IA",
"SC3890","04/24/15","SRVCE","4462","APPEARANCES","170.00","243.82","-73.82","-43.42","","","","","","","","DEFAULT","APPEARANCES","PLEASANT HILL","IA",
"SC3892","05/19/15","SRVCE","4465","JUSTIN BARTLETTE","0.00","0.00","0.00","","","","","","","","","DEFAULT","JUSTIN BARTLETTE","DES MOINES","IA",
"SC3893","09/16/15","SRVCE","4469","GRINNELL COLLEGE","0.00","40.05","-40.05","","","","","","","","","DEFAULT","GRINNELL COLLEGE","GRINNELL","IA",
"SC3905","05/11/15","SRVCE","2621","MMC CONTRACTORS","220.00","112.07","107.93","49.06","","","","","","","","11","PANERA BREAD","URBANDALE","IA",
"SC3906","06/29/15","SRVCE","4482","ECONOLODGE","0.00","82.60","-82.60","","","","","","","","","DEFAULT","ECONOLODGE","NEWTON","IA",
"SC3907","06/05/15","SRVCE","4483","STEVE WILLIAMS","200.00","100.00","100.00","50.00","","","","","","","","DEFAULT","STEVE WILLIAMS","DES MOINES","IA",
"SC3908","06/29/15","SRVCE","4484","QUALITY INN","0.00","224.17","-224.17","","","","","","","","","DEFAULT","QUALITY INN","NEWTON","IA",
"SC3917","05/26/15","SRVCE","4267","ALTOONA ACE HARDWARE","292.50","179.79","112.71","38.53","","","","","","","","DEFAULT","ALTOONA ACE HARDWARE","ALTOONA","IA",
"SC3918","05/31/15","SRVCE","4487","CLM MIDWEST","362.60","220.48","142.12","39.19","","","","","","","","1","PANDA EXPRESS - CLM MIDWEST","ALTOONA","IA",
"SC3923","06/22/15","SRVCE","4493","FREEDOM FINANCIAL BANK","590.00","362.65","227.35","38.53","","","","","","","","DEFAULT","FREEDOM FINANCIAL BANK","DES MOINES","IA",
"SC3930","06/29/15","SRVCE","67050","LEGENDS AMERICAN GRILLE","0.00","0.00","0.00","","","","","","","","","DEFAULT","LEGENDS AMERICAN GRILLE","Johnston","IA",
"SC3946","06/05/15","SRVCE","27050","CHRIST THE KING LUTHERAN CHURC","0.00","212.39","-212.39","","","","","","","","","DEFAULT","CHRIST THE KING LUTHERAN CHURC","Altoona","IA",
"SC3948","06/17/15","SRVCE","4512","TERRY LEWEY","144.16","81.54","62.62","43.44","","","","","","","","DEFAULT","TERRY LEWEY","MELCHER","IA",
"SC3969","06/30/15","SRVCE","3042","ANKENY DINER","875.82","516.85","358.97","40.99","","","","","","","","DEFAULT","ANKENY DINER","ANKENY","IA",
"SC3970","06/29/15","SRVCE","4533","GROUNDS FOR CELEBRATION","205.00","120.79","84.21","41.08","","","","","","","","DEFAULT","GROUNDS FOR CELEBRATION","WINDSOR HEIGHTS","IA",
"SC3972","06/29/15","SRVCE","4487","CLM MIDWEST","352.50","221.68","130.82","37.11","","","","","","","","1","PANDA EXPRESS - CLM MIDWEST","ALTOONA","IA",
"SC3985","06/30/15","SRVCE","3671","TRIANGLE SIGN AND SERVICE","83.05","49.98","33.07","39.82","","","","","","","","9","GAP# 9360- TRIANGLE SIGN & SERVICE","WEST DES MOINES","IA",
"SC3986","06/30/15","SRVCE","54000","HOBBY LOBBY","122.50","82.60","39.90","32.57","","","","","","","","1","HOBBY LOBBY # 201","DES MOINES","IA",
"SC3987","07/11/15","SRVCE","4330","RICHARD WALKER","100.00","50.00","50.00","50.00","","","","","","","","DEFAULT","RICHARD WALKER","OTTUMWA","IA",
"SC3990","08/18/15","SRVCE","4543","JOAN KIDNEY","120.00","60.00","60.00","50.00","","","","","","","","DEFAULT","JOAN KIDNEY","CARROLL","IA",
"SC4002","07/14/15","SRVCE","4392","MERIDIAN HOLDINGS LLC","0.00","118.45","-118.45","","","","","","","","","2","LASERWASH","URBANDALE","IA",
"SC4058","08/28/15","SRVCE","4597","JET HOLDINGS LLC","122.99","73.88","49.11","39.93","1.00","","","","","","","DEFAULT","JET HOLDINGS LLC","WAUKEE","IA",
"SC4078","09/04/15","SRVCE","4515","SACRED HEART SCHOOL","0.00","47.19","-47.19","","","","","","","","","DEFAULT","SACRED HEART SCHOOL","WEST DES MOINES","IA",
"SC4093","09/10/15","SRVCE","2625","MID-IOWA SERVICE CO. INC.","110.00","47.19","62.81","57.10","","","","","","","","DEFAULT","MID-IOWA SERVICE CO. INC.","ALTOONA","IA",
"SC4106","10/30/15","SRVCE","4634","COWBOY JACKS","0.00","47.19","-47.19","","","","","","","","","DEFAULT","COWBOY JACKS","WEST DES MOINES","IA",
"SC4107","09/25/15","SRVCE","90950","QUIK TRIP-FACILITIES SUPPORT","0.00","148.41","-148.41","","","","","","","","","21","QUIK TRIP # 538","DES MOINES","IA",
"SC4111","09/24/15","SRVCE","4515","SACRED HEART SCHOOL","0.00","23.60","-23.60","","","","","","","","","DEFAULT","SACRED HEART SCHOOL","WEST DES MOINES","IA",
"SC4127","10/09/15","SRVCE","4653","PARK RIDGE SPECIALTY CARE","0.00","0.00","0.00","","","","","","","","","DEFAULT","PARK RIDGE SPECIALTY CARE","PLEASANT HILL","IA",
"SC4153","10/23/15","SRVCE","4515","SACRED HEART SCHOOL","0.00","23.60","-23.60","","","","","","","","","DEFAULT","SACRED HEART SCHOOL","WEST DES MOINES","IA",
"SC4173","11/06/15","SRVCE","3699","BRAND RITE SIGN CO.  INC","0.00","59.00","-59.00","","","","","","","","","1","CITI TRENDS #482","DES MOINES","IA",
"SC4192","11/20/15","SRVCE","4702","CORY KREBS","144.41","64.08","80.33","55.63","","","","","","","","DEFAULT","CORY KREBS","GRIMES","IA",
"","","SRVCE","","Product Totals","4912.57","5803.65","-891.08","-18.14","1.00","",

"6481","03/26/15","SURVEY","4435","PRINCIPLE GLOBAL  INC.","0.00","130.85","-130.85","","","","","","","","","1","XEROX-- PRINCIPAL USA, INC.","URBANDALE","TN",
"","","SURVEY","","Product Totals","0.00","130.85","-130.85","","0.00","",

"6935","10/15/15","VINYL","3507","BRIAN GONGOL","125.00","85.72","39.28","31.42","","","","","","","","DEFAULT","BRIAN GONGOL","CUMMING","IA",
"","","VINYL","","Product Totals","125.00","85.72","39.28","31.42","0.00","",

"","","","","Salesperson  Totals","6656.27","7161.35","-505.08","-7.59","238.00","",

"6328","02/18/15","INSTL","4369","IE SIGNS","519.43","280.54","238.89","45.99","50.00","ADAM","0.030","","","","","1","PITA PIT - IE SIGNS","CLIVE","IA",
"","","INSTL","","Product Totals","519.43","280.54","238.89","45.99","50.00","ADAM",

"6328","02/18/15","PRMT","4369","IE SIGNS","125.00","0.00","125.00","100.00","","ADAM","0.030","","","","","1","PITA PIT - IE SIGNS","CLIVE","IA",
"","","PRMT","","Product Totals","125.00","0.00","125.00","100.00","0.00","ADAM",

"","","","","Salesperson ADAM Totals","644.43","280.54","363.89","56.47","50.00","ADAM",

