"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/09"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act ","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est ","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""2562.2""","""@6197 / CharleyÇs Grilled Subs""","1","","0.00","0.00","0.00","","96.60","","0.00","96.60","0.00","0.00","0.00","","436.09","","0.00","436.09","-339.49","588.72","83.59","588.72","25.93","11/16/09","2712","CHARLEY'S GRILLED SUBS","C","0.00","0.00","96.60","01/13/10","2562","0.000",""
"""2567.10""","""@6544 / TACO JOHNÇS""","1","","547.90","246.89","222.21","","","","0.00","1017.00","621.92","760.00","0.00","","","","0.00","1381.92","-364.92","1760.04","42.22","1760.04","21.48","01/05/10","2715","RJ ALBRIGHT CONSTRUCTION INC.","C","0.00","0.00","1017.00","02/12/10","2567","25.000","16.750"
"""2567.9""","""@6468A / TACO JOHNÇS""","1","","0.00","15.75","14.18","","","","0.00","29.93","1374.49","1155.20","0.00","","","","0.00","2529.69","-2499.76","3397.40","99.12","3397.40","25.54","01/05/10","2715","RJ ALBRIGHT CONSTRUCTION INC.","C","0.00","0.00","29.93","02/12/10","2567","38.000","31.000"
"""2573.1""","""@6499B / TACO JOHNÇS""","1","","186.29","1081.52","1923.77","","","","0.00","3191.58","113.80","926.60","0.00","","2624.20","","0.00","3664.60","-473.02","4548.94","29.84","4548.94","19.44","11/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","3191.58","02/11/10","2573","21.000","97.250"
"""2573.10""","""@6496 / TACO JOHNÇS""","1","","15.73","9.50","8.55","","","","0.00","33.78","54.78","21.22","0.00","","","","0.00","76.00","-42.22","125.00","72.98","125.00","39.20","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","33.78","02/11/10","2573","0.500","0.500"
"""2573.11""","""@6497 / TACO JOHNÇS""","1","","21.88","9.50","8.55","","","","0.00","39.93","165.44","15.20","0.00","","","","0.00","180.64","-140.71","180.00","77.82","180.00","-0.36","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","39.93","02/11/10","2573","0.500","0.500"
"""2573.13""","""@6562 / TACO JOHNÇS""","1","","19.70","9.50","8.55","","","","0.00","37.75","153.24","15.20","0.00","","","","0.00","168.44","-130.69","215.00","82.44","243.72","30.89","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","37.75","02/11/10","2573","0.500","0.500"
"""2573.2""","""@6488 / TACO JOHNÇS""","1","","470.61","184.19","165.78","","","","0.00","820.58","316.33","486.40","0.00","","208.65","","0.00","1011.38","-190.80","1850.00","55.64","1850.00","45.33","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","820.58","02/11/10","2573","16.000","10.750"
"""2573.3""","""@6489 / TACO JOHNÇS""","1","","172.29","133.96","120.58","","","","0.00","426.83","249.86","334.40","0.00","","","","0.00","584.26","-157.43","786.89","45.76","786.89","25.75","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","426.83","02/11/10","2573","11.000","8.500"
"""2573.4""","""@6490 / TACO JOHNÇS""","1","","472.58","211.31","190.20","","","","0.00","874.09","316.33","486.40","0.00","","208.65","","0.00","1011.38","-137.29","1850.00","52.75","1850.00","45.33","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","874.09","02/11/10","2573","16.000","12.250"
"""2573.5""","""@6491 / TACO JOHNÇS""","1","","151.87","82.57","74.33","","","","0.00","308.77","249.86","334.40","0.00","","","","0.00","584.26","-275.49","786.89","60.76","786.89","25.75","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","308.77","02/11/10","2573","11.000","5.500"
"""2573.6""","""@6492 / TACO JOHNÇS""","1","","119.07","97.63","87.87","","","","0.00","304.57","192.37","516.80","0.00","","146.25","","0.00","855.42","-550.85","1650.00","81.54","1650.00","48.16","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","304.57","02/11/10","2573","17.000","6.000"
"""2573.7""","""@6493 / TACO JOHNÇS""","1","","134.98","57.50","51.76","","","","0.00","244.24","111.64","152.00","0.00","","","","0.00","263.64","-19.40","367.00","33.45","367.00","28.16","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","244.24","02/11/10","2573","5.000","3.500"
"""2573.8""","""@6494 / TACO JOHNÇS""","1","","249.32","243.07","218.77","","","","0.00","711.16","192.37","516.80","0.00","","146.25","","0.00","855.42","-144.26","1650.00","56.90","1650.00","48.16","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","711.16","02/11/10","2573","17.000","14.750"
"""2573.9""","""@6495 / TACO JOHNÇS""","1","","48.47","26.70","24.03","","","","0.00","99.20","39.23","53.20","0.00","","","","0.00","92.43","6.77","125.00","20.64","125.00","26.06","12/18/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","99.20","02/11/10","2573","1.750","1.500"
"""2577.1""","""@6487A / TACO JOHNÇS""","1","","117.72","611.66","1093.99","","","","0.00","1823.37","129.92","494.00","0.00","","3987.80","","0.00","4611.72","-2788.35","5485.04","66.76","5485.04","15.92","11/13/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","1823.37","02/11/10","2577","14.000","99.000"
"""2577.10""","""@6477 / TACO JOHNÇS""","1","","459.04","181.01","162.92","","","","0.00","802.97","316.33","486.40","0.00","","208.65","","0.00","1011.38","-208.41","1850.00","56.60","1850.00","45.33","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","802.97","02/11/10","2577","16.000","10.500"
"""2577.11""","""@6478 / TACO JOHNÇS""","1","","164.96","91.70","82.56","","","","0.00","339.22","249.86","334.40","0.00","","","","0.00","584.26","-245.04","786.89","56.89","786.89","25.75","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","339.22","02/11/10","2577","11.000","5.750"
"""2577.12""","""@6479 / TACO JOHNÇS""","1","","883.60","389.13","350.23","","","","0.00","1622.96","646.54","760.00","0.00","","577.15","","0.00","1983.69","-360.73","3123.91","48.05","3123.91","36.50","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","1622.96","02/11/10","2577","25.000","40.250"
"""2577.13""","""@6482 / TACO JOHNÇS""","1","","2107.79","1117.91","1046.64","","","","0.00","4272.34","2735.18","1979.86","0.00","","","","0.00","4715.04","-442.70","6787.42","37.06","6787.42","30.53","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","4272.34","02/11/10","2577","44.000","70.000"
"""2577.15""","""@6564 / TACO JOHNÇS""","1","","133.73","46.69","42.03","","","","0.00","222.45","111.64","152.00","0.00","","","","0.00","263.64","-41.19","367.00","39.39","380.77","30.76","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","222.45","02/11/10","2577","5.000","2.750"
"""2577.2""","""@6480 / TACO JOHNÇS""","1","","383.99","485.39","436.87","","","","0.00","1306.25","632.62","760.00","0.00","","","","0.00","1392.62","-86.37","1778.35","26.55","1778.35","21.69","12/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","1306.25","02/11/10","2577","25.000","33.250"
"""2577.3""","""@6481 / TACO JOHNÇS""","1","","503.80","358.07","322.27","","","","0.00","1184.14","632.62","760.00","0.00","","","","0.00","1392.62","-208.48","1778.35","33.41","1778.35","21.69","12/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","1184.14","02/11/10","2577","25.000","25.000"
"""2577.4""","""@6483 / TACO JOHNÇS""","1","","30.56","21.95","19.76","","","","0.00","72.27","39.23","53.20","0.00","","","","0.00","92.43","-20.16","125.00","42.18","125.00","26.06","12/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","72.27","02/11/10","2577","1.750","1.250"
"""2577.5""","""@6484 / TACO JOHNÇS""","1","","9.38","4.75","4.28","","","","0.00","18.41","54.78","21.22","0.00","","","","0.00","76.00","-57.59","125.00","85.27","125.00","39.20","12/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","18.41","02/11/10","2577","0.500","0.250"
"""2577.6""","""@6485 / TACO JOHNÇS""","1","","21.88","4.75","4.28","","","","0.00","30.91","165.44","15.20","0.00","","","","0.00","180.64","-149.73","180.00","82.83","180.00","-0.36","12/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","30.91","02/11/10","2577","0.500","0.250"
"""2577.7""","""@6563 / TACO JOHNÇS""","1","","19.70","9.50","8.55","","","","0.00","37.75","153.24","15.20","0.00","","","","0.00","168.44","-130.69","215.00","82.44","243.72","30.89","12/04/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","37.75","02/11/10","2577","0.500","0.500"
"""2577.8""","""@6475 / TACO JOHNÇS""","1","","459.04","162.69","146.43","","","","0.00","768.16","316.33","486.40","0.00","","208.65","","0.00","1011.38","-243.22","1850.00","58.48","1850.00","45.33","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","768.16","02/11/10","2577","16.000","9.500"
"""2577.9""","""@6476 / TACO JOHNÇS""","1","","173.33","94.76","85.31","","","","0.00","353.40","249.86","334.40","0.00","","","","0.00","584.26","-230.86","786.89","55.09","786.89","25.75","12/23/09","110100","TACO JOHN'S OF IOWA","C","0.00","0.00","353.40","02/11/10","2577","11.000","6.000"
"""2585.1""","""@6189A / MORTON BUILDINGS INC""","1","","2611.73","550.09","495.11","","0.00","","146.50","3803.43","2594.18","1269.20","0.00","","4336.00","","0.00","8199.38","-4395.95","12099.75","68.57","11954.48","31.41","12/13/09","76900","MORTON BUILDINGS INC","C","0.00","0.00","3803.43","01/18/10","2585","41.750","63.250"
"""2594.2""","""@6589 / HAWKEYE TRUCK EQUIPMEN""","1","","0.00","0.00","0.00","","109.97","","0.00","109.97","52.80","113.70","0.00","","144.36","","0.00","310.86","-200.89","383.40","71.32","446.85","30.43","12/14/09","2727","HAWKEYE TRUCK EQUIPMENT","C","0.00","0.00","109.97","01/18/10","2594","2.000","5.250"
"""2597.1""","""@6607 / TACO JOHNÇS""","1","","5892.71","18.31","16.48","","","","0.00","5927.50","3725.05","1626.40","0.00","","","","0.00","5351.45","576.05","7821.61","24.22","7821.61","31.58","12/17/09","106600","TACO JOHN'S","C","0.00","0.00","5927.50","01/13/10","2597","53.500","3.750"
"""2601.2""","""@6672 / THE MANDARIN GRILL & S""","1","","122.51","82.19","73.97","","72.47","","0.00","351.14","460.73","1365.90","0.00","","","","0.00","1826.63","-1475.49","2701.36","87.00","2701.36","32.38","12/23/09","2731","THE MANDARIN GRILL & SUSHI BAR","C","0.00","0.00","351.14","01/13/10","2601","32.000","22.750"
"""2605.1""","""@ / Kum & Go""","1","","42.27","31.13","28.02","","","","0.00","101.42","0.00","0.00","0.00","","","","0.00","0.00","101.42","165.00","38.53","165.00","100.00","12/04/09","77950","NAGLE SIGNS, INC.","C","0.00","0.00","101.42","01/13/10","2605","0.000","2.000"
"""2605.2""","""@ / Kum & Go""","1","","70.49","15.38","13.84","","","","0.00","99.71","0.00","0.00","0.00","","","","0.00","0.00","99.71","309.00","67.73","309.00","100.00","12/04/09","77950","NAGLE SIGNS, INC.","C","0.00","0.00","99.71","01/13/10","2605","0.000","1.000"
"""2610.3""","""@6614 / WINESTYLES""","1","","9.05","60.32","101.09","","","","0.00","170.46","11.18","98.80","0.00","","","","0.00","109.98","60.48","160.94","-5.92","160.94","31.66","12/21/09","2735","ALLAN GRAHAM","C","0.00","0.00","170.46","02/11/10","2610-2","2.500","5.500"
"""2614.1""","""@6341 / TACO JOHN'S""","1","","0.00","0.00","0.00","","1378.18","","0.00","1378.18","266.84","45.60","0.00","","1376.50","","0.00","1688.94","-310.76","2449.01","43.73","2449.01","31.04","12/23/09","110050","TACO JOHN'S MGMT. SERVICES","C","0.00","0.00","1378.18","02/18/10","2614","1.500",""
"""2630.1""","""@6719 / CARE INITIATIVES HOSPI""","1","","707.72","17.75","15.98","","","","0.00","741.45","0.00","286.90","0.00","","725.59","","0.00","1012.49","-271.04","1670.44","55.61","1670.44","39.39","12/17/09","2704","CARE INITIATIVES HOSPICE","C","0.00","0.00","741.45","01/18/10","2630","7.000","5.250"
"""2630.2""","""@6720 / CARE INITIATIVES HOSPI""","1","","2.48","8.32","7.49","","","","0.00","18.29","2.26","98.80","0.00","","","","0.00","101.06","-82.77","142.70","87.18","142.70","29.18","01/18/10","2704","CARE INITIATIVES HOSPICE","C","0.00","0.00","18.29","01/18/10","2630","2.500","1.000"
"""2630.3""","""@6732 / CARE INITIATIVES HOSPI""","1","","1.76","21.63","19.47","","","","0.00","42.86","116.05","305.60","0.00","","13.34","","0.00","434.99","-392.13","869.05","95.07","869.05","49.95","01/18/10","2704","CARE INITIATIVES HOSPICE","C","0.00","0.00","42.86","01/18/10","2630","7.750","8.250"
"""2630.4""","""@6746 / CARE INITIATIVES HOSPI""","1","","7.14","39.38","35.44","","","","0.00","81.96","0.00","7.60","0.00","","90.00","","0.00","97.60","-15.64","142.06","42.31","142.06","31.30","12/17/09","2704","CARE INITIATIVES HOSPICE","C","0.00","0.00","81.96","01/18/10","2630","0.250","2.750"
"""2649.1""","""@6837 / CHARLEYÇS GRILLED SUBS""","1","","0.00","0.00","0.00","","400.00","","0.00","400.00","0.00","0.00","0.00","","","","0.00","0.00","400.00","498.00","19.68","498.00","100.00","01/15/10","21100","CHARLEY'S GRILLED SUBS","C","0.00","0.00","400.00","01/18/10","2649","0.000",""
"""62477""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2815.01","407.47","366.75","","","","0.00","3589.23","2627.91","318.00","0.00","","","","0.00","2945.91","643.32","","","0.00","","01/31/08","","","C","0.00","0.00","3589.23","","","20.000","29.250"
"""62857""","""221-0190 STANDARD CAT SCALE SP""","1","","120.53","154.75","139.29","","","","0.00","414.57","412.24","127.20","0.00","","","","0.00","539.44","-124.87","","","0.00","","02/19/09","","","C","0.00","0.00","414.57","","","8.000","10.250"
"""62941""","""221-0190 STANDARD CAT SCALE SP""","1","","388.83","151.00","135.91","","","","0.00","675.74","394.38","127.20","0.00","","","","0.00","521.58","154.16","","","0.00","","06/24/09","","","C","0.00","0.00","675.74","","","8.000","10.000"
"""62967""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","764.26","298.19","268.37","","","","0.00","1330.82","698.33","127.20","0.00","","","","0.00","825.53","505.29","","","0.00","","08/07/09","","","C","0.00","0.00","1330.82","","","8.000","17.000"
"""62968""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","742.48","85.81","77.23","","","","0.00","905.52","698.33","127.20","0.00","","","","0.00","825.53","79.99","","","0.00","","08/10/09","","","C","0.00","0.00","905.52","","","8.000","5.000"
"""62969""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","9.50","8.55","","","","0.00","18.05","698.33","127.20","0.00","","","","0.00","825.53","-807.48","","","0.00","","08/11/09","","","C","0.00","0.00","18.05","","","8.000","8.500"
"""62970""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","224.28","11.81","10.63","","","","0.00","246.72","698.33","127.20","0.00","","","","0.00","825.53","-578.81","","","0.00","","08/12/09","","","C","0.00","0.00","246.72","","","8.000","8.250"
"""62978""","""202-1300 RACEWAY END CAPS""","20","","0.00","18.75","16.88","","","","0.00","35.63","28.80","159.00","0.00","","","","0.00","187.80","-152.17","","","0.00","","09/10/09","","","C","0.00","0.00","35.63","","","10.000","1.250"
"""62991""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2633.68","411.63","370.48","","","","0.00","3415.79","3912.72","318.00","0.00","","","","0.00","4230.72","-814.93","","","0.00","","10/13/09","","","C","0.00","0.00","3415.79","","","20.000","24.750"
"""62992""","""219-1141 1/2"" x 8"" Top Plate""","15","","0.00","93.94","84.55","","","","0.00","178.49","68.82","246.45","0.00","","","","0.00","315.27","-136.78","","","0.00","","10/16/09","","","C","0.00","0.00","178.49","","","15.500","14.750"
"""62993""","""219-1139 1/2"" X 8"" MATCH PLATE""","15","","0.00","83.25","74.93","","","","0.00","158.18","68.82","123.23","0.00","","","","0.00","192.05","-33.87","","","0.00","","10/16/09","","","C","0.00","0.00","158.18","","","7.750","10.000"
"""62994""","""219-1130 1/2 X 6 POLE GUSSETS""","40","","78.54","112.50","101.25","","","","0.00","292.29","112.20","0.00","0.00","","","","0.00","112.20","180.09","","","0.00","","10/19/09","","","C","0.00","0.00","292.29","","","0.000","12.750"
"""63003""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2974.78","470.13","423.14","","","","0.00","3868.05","3912.72","318.00","0.00","","","","0.00","4230.72","-362.67","","","0.00","","11/02/09","","","C","0.00","0.00","3868.05","","","20.000","29.000"
"""63004""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2815.45","331.40","298.27","","","","0.00","3445.12","3912.72","318.00","0.00","","","","0.00","4230.72","-785.60","","","0.00","","11/03/09","","","C","0.00","0.00","3445.12","","","20.000","21.250"
"""63005""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2811.97","357.52","321.79","","","","0.00","3491.28","3912.72","318.00","0.00","","","","0.00","4230.72","-739.44","","","0.00","","11/04/09","","","C","0.00","0.00","3491.28","","","20.000","23.750"
"""63006""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2811.96","343.71","309.35","","","","0.00","3465.02","3912.72","318.00","0.00","","","","0.00","4230.72","-765.70","","","0.00","","11/05/09","","","C","0.00","0.00","3465.02","","","20.000","22.750"
"""63007""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","2736.96","326.25","293.63","","","","0.00","3356.84","3912.72","318.00","0.00","","","","0.00","4230.72","-873.88","","","0.00","","11/06/09","","","C","0.00","0.00","3356.84","","","20.000","20.750"
"""63008""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","7.88","7.09","","","","0.00","14.97","736.99","127.20","0.00","","","","0.00","864.19","-849.22","","","0.00","","11/02/09","","","C","0.00","0.00","14.97","","","8.000","8.500"
"""63009""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","30.38","27.34","","","","0.00","57.72","736.99","127.20","0.00","","","","0.00","864.19","-806.47","","","0.00","","11/03/09","","","C","0.00","0.00","57.72","","","8.000","13.000"
"""63010""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","11.81","10.63","","","","0.00","22.44","736.99","127.20","0.00","","","","0.00","864.19","-841.75","","","0.00","","11/04/09","","","C","0.00","0.00","22.44","","","8.000","9.250"
"""63011""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","11.81","10.63","","","","0.00","22.44","736.99","127.20","0.00","","","","0.00","864.19","-841.75","","","0.00","","11/05/09","","","C","0.00","0.00","22.44","","","8.000","5.250"
"""63012""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","11.81","10.63","","","","0.00","22.44","736.99","127.20","0.00","","","","0.00","864.19","-841.75","","","0.00","","11/06/09","","","C","0.00","0.00","22.44","","","8.000","7.750"
"""63016""","""221-0190 STANDARD CAT SCALE SP""","1","","320.62","68.50","61.66","","","","0.00","450.78","395.73","127.20","0.00","","","","0.00","522.93","-72.15","","","0.00","","11/19/09","","","C","0.00","0.00","450.78","","","8.000","4.750"
"""63017""","""221-0190 STANDARD CAT SCALE SP""","1","","370.17","102.25","92.04","","","","0.00","564.46","395.73","127.20","0.00","","","","0.00","522.93","41.53","","","0.00","","11/20/09","","","C","0.00","0.00","564.46","","","8.000","7.250"
