"15 FEB 2026","18:22:34","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/22 through 12/31/22",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"10679","04/05/22","MISC","77950","NAGLE SIGNS  INC.","194.37","168.58","25.79","13.27","","HOUSE","","","","","","401","MCDONALD SUPPLY- NAGLE SIGNS","AMES","IA",
"10685","04/04/22","MISC","77950","NAGLE SIGNS  INC.","215.01","159.58","55.43","25.78","","HOUSE","","","","","","209","FARMERS STATE BANK- NAGLE SIGNS","WEST DES MOINES","IA",
"10768","09/13/22","MISC","5732","DARRELL KITTERMAN","213.56","146.83","66.73","31.25","","HOUSE","","","","","","DEFAULT","DARRELL KITTERMAN","NORWALK","IA",
"10779","09/14/22","MISC","77950","NAGLE SIGNS  INC.","192.50","176.98","15.52","8.06","","HOUSE","","","","","","393","AQUA LIVING FACTORY OUTLETS","URBANDALE","IA",
"10817","09/16/22","MISC","77950","NAGLE SIGNS  INC.","315.00","261.03","53.97","17.13","","HOUSE","","","","","","422","PRIME STOP - NAGLE SIGNS","MARSHALLTOWN","IA",
"10817","09/16/22","MISC","77950","NAGLE SIGNS  INC.","70.00","0.00","70.00","100.00","","HOUSE","","","","","","422","PRIME STOP - NAGLE SIGNS","MARSHALLTOWN","IA",
"10854","09/05/22","MISC","3149","IOWA DEPARTMENT OF TRANSPORTATION","163.08","108.48","54.60","33.48","","HOUSE","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION","AMES","IA",
"10854-2","09/14/22","MISC","3149","IOWA DEPARTMENT OF TRANSPORTATION","103.36","59.06","44.30","42.86","","HOUSE","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION","AMES","IA",
"10854-2","09/14/22","MISC","3149","IOWA DEPARTMENT OF TRANSPORTATION","51.68","29.53","22.15","42.86","","HOUSE","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION","AMES","IA",
"10931-1","10/12/22","MISC","77950","NAGLE SIGNS  INC.","50.34","17.15","33.19","65.93","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11055","12/31/22","MISC","77950","NAGLE SIGNS  INC.","41.86","28.06","13.80","32.97","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9509","12/05/22","MISC","77950","NAGLE SIGNS  INC.","0.00","191.29","-191.29","","","HOUSE","","","","","","215","PANCHEROS MEXICAN GRILL - NAGLE SIGNS","ALTOONA","IA",
"9509","12/05/22","MISC","77950","NAGLE SIGNS  INC.","2340.24","1858.13","482.11","20.60","","HOUSE","","","","","","215","PANCHEROS MEXICAN GRILL - NAGLE SIGNS","ALTOONA","IA",
"","","MISC","","Product Totals","4488.94","3574.10","914.84","20.38","0.00","HOUSE",

"10686","04/20/22","PLYWD","77950","NAGLE SIGNS  INC.","601.78","595.22","6.56","1.09","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"","","PLYWD","","Product Totals","601.78","595.22","6.56","1.09","0.00","HOUSE",

"10387-1","01/20/22","PRMT","77950","NAGLE SIGNS  INC.","75.00","64.42","10.58","14.11","44.88","HOUSE","","","","","","355","CHEESE BAR - NAGLE SIGNS","DES MOINES","IA",
"10580","01/13/22","PRMT","77950","NAGLE SIGNS  INC.","125.00","107.36","17.64","14.11","135.00","HOUSE","","","","","","393","AQUA LIVING FACTORY OUTLETS","URBANDALE","IA",
"10587","04/09/22","PRMT","77950","NAGLE SIGNS  INC.","100.00","85.90","14.10","14.10","67.00","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"10659","03/15/22","PRMT","77950","NAGLE SIGNS  INC.","50.00","42.94","7.06","14.12","15.00","HOUSE","","","","","","393","AQUA LIVING FACTORY OUTLETS","URBANDALE","IA",
"10779","09/14/22","PRMT","77950","NAGLE SIGNS  INC.","50.00","0.00","50.00","100.00","85.00","HOUSE","","","","","","393","AQUA LIVING FACTORY OUTLETS","URBANDALE","IA",
"","","PRMT","","Product Totals","400.00","300.62","99.38","24.85","346.88","HOUSE",

"10904","09/07/22","PYLON","2562","UPS CLAIMS PROCESSING","1973.26","1023.04","950.22","48.15","","HOUSE","","","","","","3","CAT #168","SMITHTON","PA",
"","","PYLON","","Product Totals","1973.26","1023.04","950.22","48.15","0.00","HOUSE",

"10930-1","09/28/22","REPFCE","2562","UPS CLAIMS PROCESSING","1637.49","845.03","792.46","48.39","","HOUSE","","","","","","4","CAT #2197","AMARILLO","TX",
"9509","12/05/22","REPFCE","77950","NAGLE SIGNS  INC.","0.00","148.10","-148.10","","","HOUSE","","","","","","215","PANCHEROS MEXICAN GRILL - NAGLE SIGNS","ALTOONA","IA",
"","","REPFCE","","Product Totals","1637.49","993.13","644.36","39.35","0.00","HOUSE",

"10789","09/29/22","SRVCE","77950","NAGLE SIGNS  INC.","200.47","173.53","26.94","13.44","","HOUSE","","","","","","383","GIT N GO #34 - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC6931","03/18/22","SRVCE","77950","NAGLE SIGNS  INC.","1102.50","957.22","145.28","13.18","","HOUSE","","","","","","380","KWIK STAR # 1001","NEWTON","IA",
"SC6934","01/06/22","SRVCE","77950","NAGLE SIGNS  INC.","332.50","288.69","43.81","13.18","","HOUSE","","","","","","382","UNITED METHODIST CHURCH","Gladbrook","IA",
"SC6948","01/05/22","SRVCE","77950","NAGLE SIGNS  INC.","578.87","489.12","89.75","15.50","","HOUSE","","","","","","281","HY-VEE - NAGLE","NEWTON","IA",
"SC6957","01/06/22","SRVCE","77950","NAGLE SIGNS  INC.","420.00","364.65","55.35","13.18","","HOUSE","","","","","","388","ARNOLD MOTOR SUPPLY - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC6971","06/23/22","SRVCE","77950","NAGLE SIGNS  INC.","811.24","695.07","116.17","14.32","6.00","HOUSE","","","","","","333","MCDONALD´S- NAGLE SIGNS","AMES","IA",
"SC6972","01/10/22","SRVCE","77950","NAGLE SIGNS  INC.","192.50","167.14","25.36","13.17","","HOUSE","","","","","","230","MC DONALDS - NAGLE SIGNS","BOONE","IA",
"SC6981","01/06/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","12","NAGLE SIGNS, INC.","MARSHALLTOWN","IA",
"SC6983","01/24/22","SRVCE","77950","NAGLE SIGNS  INC.","455.00","638.16","-183.16","-40.25","","HOUSE","","","","","","391","HY-VEE - NAGLE SIGNS","DES MOINES","IA",
"SC6984","01/06/22","SRVCE","77950","NAGLE SIGNS  INC.","315.00","273.50","41.50","13.17","","HOUSE","","","","","","102","KUM & GO- NAGLE SIGNS","LAMONI","IA",
"SC6991","01/04/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","114","KUM & GO - NAGLE SIGNS","CLIVE","IA",
"SC6993","01/06/22","SRVCE","77950","NAGLE SIGNS  INC.","175.00","151.93","23.07","13.18","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"SC6994","01/13/22","SRVCE","77950","NAGLE SIGNS  INC.","388.51","328.39","60.12","15.47","9.00","HOUSE","","","","","","392","TACO JOHN´S","GRINNELL","IA",
"SC7006","01/28/22","SRVCE","77950","NAGLE SIGNS  INC.","285.00","373.48","-88.48","-31.05","","HOUSE","","","","","","306","MC GREGORS FURNITURE - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7007","02/10/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","394","TRACTOR SUPPLY #2143- NAGLE SIGNS","DESOTO","IA",
"SC7019","03/11/22","SRVCE","77950","NAGLE SIGNS  INC.","755.03","644.34","110.69","14.66","","HOUSE","","","","","","395","JAX OUTDOOR GEAR - NAGLE SIGN CO.","AMES","IA",
"SC7023","02/10/22","SRVCE","77950","NAGLE SIGNS  INC.","70.00","136.77","-66.77","-95.39","","HOUSE","","","","","","10","KUM & GO","DESOTO","IA",
"SC7028","01/28/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","340","THEISEN´S SUPPLY #15","NEWTON","IA",
"SC7032","02/08/22","SRVCE","77950","NAGLE SIGNS  INC.","62.50","53.69","8.81","14.10","133.78","HOUSE","","","","","","396","FORD & GARLAND AUTO RADIO INC.- NALGE","DES MOINES","IA",
"SC7035","02/10/22","SRVCE","77950","NAGLE SIGNS  INC.","175.00","151.96","23.04","13.17","","HOUSE","","","","","","351","HY-VEE - NAGLE SIGNS","PLEASANT HILL","IA",
"SC7036","02/14/22","SRVCE","77950","NAGLE SIGNS  INC.","210.00","214.41","-4.41","-2.10","","HOUSE","","","","","","397","DOLLAR GENERAL - NAGLE SIGNS","BONDURANT","IA",
"SC7037","02/14/22","SRVCE","77950","NAGLE SIGNS  INC.","122.50","106.36","16.14","13.18","","HOUSE","","","","","","396","FORD & GARLAND AUTO RADIO INC.- NALGE","DES MOINES","IA",
"SC7041","03/29/22","SRVCE","77950","NAGLE SIGNS  INC.","516.58","378.70","137.88","26.69","6.00","HOUSE","","","","","","281","HY-VEE - NAGLE","NEWTON","IA",
"SC7043","02/15/22","SRVCE","77950","NAGLE SIGNS  INC.","175.46","146.58","28.88","16.46","","HOUSE","","","","","","378","TACO JOHN´S","NORWALK","IA",
"SC7046","03/07/22","SRVCE","77950","NAGLE SIGNS  INC.","1413.83","1086.45","327.38","23.16","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC7054","03/01/22","SRVCE","77950","NAGLE SIGNS  INC.","139.96","118.00","21.96","15.69","3.00","HOUSE","","","","","","387","KENN´S TRANSMISSION - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7058","03/07/22","SRVCE","77950","NAGLE SIGNS  INC.","425.00","353.88","71.12","16.73","","HOUSE","","","","","","359","HY-VEE - NAGLE SIGNS","GRINNELL","IA",
"SC7059","03/30/22","SRVCE","77950","NAGLE SIGNS  INC.","280.00","364.66","-84.66","-30.24","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"SC7064","03/03/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"SC7067","03/31/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","398","PERKINS - NAGLE SIGNS","AMES","IA",
"SC7073","03/16/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","121.56","18.44","13.17","","HOUSE","","","","","","372","COUNTRY INN & SUITES - NAGLE SIGNS","GRINNELL","IA",
"SC7075","03/25/22","SRVCE","77950","NAGLE SIGNS  INC.","517.50","419.09","98.41","19.02","","HOUSE","","","","","","385","ZENO´S PIZZA- NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7076","03/18/22","SRVCE","77950","NAGLE SIGNS  INC.","70.00","60.78","9.22","13.17","","HOUSE","","","","","","359","HY-VEE - NAGLE SIGNS","GRINNELL","IA",
"SC7078","06/07/22","SRVCE","77950","NAGLE SIGNS  INC.","1079.39","1096.59","-17.20","-1.59","2.00","HOUSE","","","","","","304","MCDONALDS","CARROLL","IA",
"SC7082","04/14/22","SRVCE","77950","NAGLE SIGNS  INC.","339.82","289.77","50.05","14.73","","HOUSE","","","","","","399","MC DONALDS - NAGLE SGINS","NEVADA","IA",
"SC7094","03/29/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","400","KWIK TRIP # 1050- NAGLE SIGNS","URBANDALE","IA",
"SC7096","05/16/22","SRVCE","77950","NAGLE SIGNS  INC.","614.39","540.31","74.08","12.06","","HOUSE","","","","","","260","HARDEE´S - NAGLE SGNS","GRINNELL","IA",
"SC7096","05/16/22","SRVCE","77950","NAGLE SIGNS  INC.","35.00","0.00","35.00","100.00","","HOUSE","","","","","","260","HARDEE´S - NAGLE SGNS","GRINNELL","IA",
"SC7102","03/31/22","SRVCE","77950","NAGLE SIGNS  INC.","70.00","30.38","39.62","56.60","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"SC7109","05/13/22","SRVCE","77950","NAGLE SIGNS  INC.","350.96","293.95","57.01","16.24","8.00","HOUSE","","","","","","371","PINNACLE BANK-NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7109","05/13/22","SRVCE","77950","NAGLE SIGNS  INC.","70.00","60.78","9.22","13.17","","HOUSE","","","","","","371","PINNACLE BANK-NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7110","04/14/22","SRVCE","77950","NAGLE SIGNS  INC.","122.50","106.36","16.14","13.18","","HOUSE","","","","","","402","KWIK STAR - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7113","06/23/22","SRVCE","77950","NAGLE SIGNS  INC.","252.12","210.41","41.71","16.54","8.00","HOUSE","","","","","","333","MCDONALD´S- NAGLE SIGNS","AMES","IA",
"SC7117","04/20/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","201","ORPHEUM THEATER- NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7117-2","04/29/22","SRVCE","77950","NAGLE SIGNS  INC.","230.87","190.66","40.21","17.42","","HOUSE","","","","","","201","ORPHEUM THEATER- NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7124","04/29/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","363","PINNACLE BANK- NAGLE SIGNS","TOLEDO,","IA",
"SC7126","04/20/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC7132","05/12/22","SRVCE","77950","NAGLE SIGNS  INC.","114.20","98.53","15.67","13.72","","HOUSE","","","","","","405","THE LOFT - NAGLE SIGNS","ANKENY","IA",
"SC7133","04/29/22","SRVCE","77950","NAGLE SIGNS  INC.","375.57","305.57","70.00","18.64","","HOUSE","","","","","","404","TOBACCO OUTLET-NAGLE SIGN","WEST DES MOINES","IA",
"SC7136","05/16/22","SRVCE","77950","NAGLE SIGNS  INC.","157.50","136.74","20.76","13.18","","HOUSE","","","","","","406","MC DONALDS - NAGLE SIGNS","BOONE","IA",
"SC7138","05/04/22","SRVCE","77950","NAGLE SIGNS  INC.","142.76","118.99","23.77","16.65","","HOUSE","","","","","","407","FINN & LAUGHLINE DENTISRY / NAGLE SIGN","WAUKEE","IA",
"SC7139","05/19/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","122.34","17.66","12.61","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"SC7144","06/23/22","SRVCE","77950","NAGLE SIGNS  INC.","542.50","471.02","71.48","13.18","","HOUSE","","","","","","329","MCDONALDS - NAGLE SIGNS","STORY CITY","IA",
"SC7149","05/13/22","SRVCE","77950","NAGLE SIGNS  INC.","70.00","60.78","9.22","13.17","","HOUSE","","","","","","408","SHELTER INSURANCE","MARSHALLTOWN","IA",
"SC7150","05/13/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","409","ADELINA´S GRILL - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7151","05/24/22","SRVCE","77950","NAGLE SIGNS  INC.","245.00","212.73","32.27","13.17","","HOUSE","","","","","","410","SUZI´S BOUTIQUE","GRINNELL","IA",
"SC7156","06/28/22","SRVCE","77950","NAGLE SIGNS  INC.","982.44","842.30","140.14","14.26","","HOUSE","","","","","","333","MCDONALD´S- NAGLE SIGNS","AMES","IA",
"SC7161","05/13/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","414","DAIRY QUEEN - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7172","05/31/22","SRVCE","77950","NAGLE SIGNS  INC.","305.16","253.66","51.50","16.88","2.00","HOUSE","","","","","","337","PERKINS - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7173","05/27/22","SRVCE","77950","NAGLE SIGNS  INC.","175.00","151.95","23.05","13.17","","HOUSE","","","","","","293","VAN WALL EQUIPMENT - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7178","05/27/22","SRVCE","77950","NAGLE SIGNS  INC.","116.21","98.65","17.56","15.11","3.00","HOUSE","","","","","","415","STATE FARM - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7181","06/06/22","SRVCE","77950","NAGLE SIGNS  INC.","227.50","197.54","29.96","13.17","","HOUSE","","","","","","65","KUM & GO","ADEL","IA",
"SC7184","06/02/22","SRVCE","77950","NAGLE SIGNS  INC.","245.00","212.73","32.27","13.17","","HOUSE","","","","","","178","KUM & GO - NAGLE SIGNS","NEOLA","IA",
"SC7186","06/09/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","293","VAN WALL EQUIPMENT - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7187","06/15/22","SRVCE","77950","NAGLE SIGNS  INC.","385.00","334.25","50.75","13.18","","HOUSE","","","","","","416","VERIZON - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7190","06/23/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","408","SHELTER INSURANCE","MARSHALLTOWN","IA",
"SC7195","06/09/22","SRVCE","77950","NAGLE SIGNS  INC.","175.00","151.92","23.08","13.19","","HOUSE","","","","","","71","KUM & GO #92","ANKENY","IA",
"SC7198","06/16/22","SRVCE","77950","NAGLE SIGNS  INC.","231.08","196.39","34.69","15.01","","HOUSE","","","","","","396","FORD & GARLAND AUTO RADIO INC.- NALGE","DES MOINES","IA",
"SC7199","06/15/22","SRVCE","77950","NAGLE SIGNS  INC.","507.50","562.19","-54.69","-10.78","","HOUSE","","","","","","214","KWIK STAR","GRIMES","IA",
"SC7204","06/20/22","SRVCE","77950","NAGLE SIGNS  INC.","192.50","167.14","25.36","13.17","","HOUSE","","","","","","418","1ST RATE REAL ESTATE - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7205","08/30/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","53","KUM & GO #518","ANKENY","IA",
"SC7206","06/30/22","SRVCE","77950","NAGLE SIGNS  INC.","337.50","277.92","59.58","17.65","","HOUSE","","","","","","386","CENTRAL IOWA MACHINE SHOP - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7208","06/24/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","121.55","18.45","13.18","","HOUSE","","","","","","413","MERCHANTS ROW","GRINNELL","IA",
"SC7210","07/14/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","121.55","18.45","13.18","","HOUSE","","","","","","419","MARSHALLTOWN ARTS & CIVIC CENTER - NAGLE SGINS","MARSHALLTOWN","IA",
"SC7211","06/28/22","SRVCE","77950","NAGLE SIGNS  INC.","229.41","196.67","32.74","14.27","","HOUSE","","","","","","420","MCFARLAND EXPRESS CARE - NAGLE SIGNS","AMES","IA",
"SC7216","06/30/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC7217","06/30/22","SRVCE","77950","NAGLE SIGNS  INC.","299.75","260.09","39.66","13.23","","HOUSE","","","","","","421","MCDONALDS SUPPLY - NAGLE SIGNS","AMES","IA",
"SC7219","07/18/22","SRVCE","77950","NAGLE SIGNS  INC.","1155.00","1022.80","132.20","11.45","","HOUSE","","","","","","307","LENNOX MFG. INC. - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7222","07/09/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"SC7225","07/26/22","SRVCE","77950","NAGLE SIGNS  INC.","315.00","273.51","41.49","13.17","","HOUSE","","","","","","60","KUM & GO #59","WAUKEE","IA",
"SC7226","07/26/22","SRVCE","77950","NAGLE SIGNS  INC.","742.64","885.02","-142.38","-19.17","7.00","HOUSE","","","","","","423","HY-VEE - NAGLE SIGNS","NEWTON","IA",
"SC7233","07/21/22","SRVCE","77950","NAGLE SIGNS  INC.","0.00","227.91","-227.91","","","HOUSE","","","","","","329","MCDONALDS - NAGLE SIGNS","STORY CITY","IA",
"SC7235","07/21/22","SRVCE","77950","NAGLE SIGNS  INC.","227.50","197.51","29.99","13.18","","HOUSE","","","","","","424","CLARKE COUNTY HOSPITAL","OSCEOLA","IA",
"SC7237","07/21/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","91.18","13.82","13.16","","HOUSE","","","","","","65","KUM & GO","ADEL","IA",
"SC7239","07/26/22","SRVCE","77950","NAGLE SIGNS  INC.","225.89","195.04","30.85","13.66","","HOUSE","","","","","","425","FARMERS SAVINGS BANK- NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7240","07/27/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","75.96","11.54","13.19","","HOUSE","","","","","","41","KUM & GO","DES MOINES","IA",
"SC7241","07/27/22","SRVCE","77950","NAGLE SIGNS  INC.","210.00","193.52","16.48","7.85","","HOUSE","","","","","","416","VERIZON - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7246","07/27/22","SRVCE","77950","NAGLE SIGNS  INC.","280.00","243.11","36.89","13.18","","HOUSE","","","","","","426","TAMA TOLEDO COUNTRY CLUB - NAGLE SIGNS","TAMA","IA",
"SC7253","07/31/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","121.55","18.45","13.18","","HOUSE","","","","","","427","PET SUPPLIES PLUS - NAGLE SIGNS","AMES","IA",
"SC7261","08/05/22","SRVCE","77950","NAGLE SIGNS  INC.","262.50","227.92","34.58","13.17","","HOUSE","","","","","","420","MCFARLAND EXPRESS CARE - NAGLE SIGNS","AMES","IA",
"SC7263","08/18/22","SRVCE","77950","NAGLE SIGNS  INC.","192.50","176.98","15.52","8.06","","HOUSE","","","","","","428","KUM & GO # 46 - NAGLE SIGNS","WALNUT","IA",
"SC7266","08/31/22","SRVCE","77950","NAGLE SIGNS  INC.","105.00","92.98","12.02","11.45","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"SC7268","09/13/22","SRVCE","77950","NAGLE SIGNS  INC.","531.58","477.95","53.63","10.09","2.00","HOUSE","","","","","","333","MCDONALD'S- NAGLE SIGNS","AMES","IA",
"SC7269","08/18/22","SRVCE","77950","NAGLE SIGNS  INC.","0.00","32.18","-32.18","","","HOUSE","","","","","","214","KWIK STAR","GRIMES","IA",
"SC7270","08/23/22","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","352","KWIK STAR - NAGLE SIGNS","DES MOINES","IA",
