"15 FEB 2026","18:17:13","","","GROSS MARGIN BY INVOICE",
"","","","","PERIOD: 01/01/23 through 12/31/23",

"Invoice No","Inv Date","Prod Code","WO / Part ","Quote","Gross Sales","Total Cost","Gross Margin","GM %","Extra Chg","Sales Tax","Quote Cost","Quote Price","Quote GM%","Quote Sell Price","Quote Sell GM%","Cust No","Customer Name","SalesPer #1","Rate #1","SalesPer #2","Rate #2","SalesPer #3","Rate #3","Location No","Location Name","City","State",

"10575","09/22/23","MONMNT","10575.1","33058A","14747.30","14735.44","11.86","0.08","","","5146.10","7454.83","30.97","7373.65","30.21","5930","MCANINCH CORP.","JEFF","","","","","","DEFAULT","MCANINCH CORP.","DES MOINES","IA",
"10575","09/22/23","MONMNT","10575.2","33058B","7401.06","6718.11","682.95","9.23","","","2110.58","3700.53","42.97","","","5930","MCANINCH CORP.","JEFF","","","","","","DEFAULT","MCANINCH CORP.","DES MOINES","IA",
"10575","09/22/23","MONMNT","10575.3","33059A","14222.02","2010.51","12211.51","85.86","","","4652.84","7111.01","34.57","","","5930","MCANINCH CORP.","JEFF","","","","","","DEFAULT","MCANINCH CORP.","DES MOINES","IA",
"10575","","","Invoice Totals","","36370.38","23464.06","12906.32","35.49","0.00","0.00","11909.52","18266.37","34.80","7373.65","-61.51","5930","MCANINCH CORP.","JEFF","","","","","",

"10585-2","04/27/23","MONMNT","10585.1","33162","14909.66","13657.99","1251.67","8.40","","","5146.10","7454.83","30.97","","","5931","A.M. COHRON & SON  INC.","JEFF","","","","","","DEFAULT","A.M. COHRON & SON, INC.","West Des Moines ","IA",
"10585-2","04/27/23","MONMNT","10585.2","33163","7960.38","9795.11","-1834.73","-23.05","","","2265.79","3980.19","43.07","","","5931","A.M. COHRON & SON  INC.","JEFF","","","","","","DEFAULT","A.M. COHRON & SON, INC.","West Des Moines ","IA",
"10585-2","04/27/23","MONMNT","10585.3","33164","14222.02","2788.74","11433.28","80.39","","","4652.84","7111.01","34.57","","","5931","A.M. COHRON & SON  INC.","JEFF","","","","","","DEFAULT","A.M. COHRON & SON, INC.","West Des Moines ","IA",
"10585-2","","","Invoice Totals","","37092.06","26241.84","10850.22","29.25","0.00","0.00","12064.73","18546.03","34.95","","","5931","A.M. COHRON & SON  INC.","JEFF","","","","","",

"10600","05/08/23","PRMT","10600.2","33288","0.00","32.21","-32.21","","","252.48","0.00","0.00","","150.00","100.00","5938","WAUKEE AREA CHRISTIAN SERVICES","JEFF","","","","","","1","WESTVIEW CHURCH","WAUKEE","IA",
"10600","05/08/23","DRCT","10600.3","34340","3606.82","1553.56","2053.26","56.93","","","1065.26","1803.41","40.93","","","5938","WAUKEE AREA CHRISTIAN SERVICES","JEFF","","","","","","1","WESTVIEW CHURCH","WAUKEE","IA",
"10600","","","Invoice Totals","","3606.82","1585.77","2021.05","56.03","0.00","252.48","1065.26","1803.41","40.93","150.00","-610.17","5938","WAUKEE AREA CHRISTIAN SERVICES","JEFF","","","","","",

"10637-3","05/18/23","DRCT","10637.1","33113","6030.18","42.90","5987.28","99.29","","","161.50","231.93","30.37","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.2","33114","478.26","1113.17","-634.91","-132.75","","","51.00","79.71","36.02","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.5","33117","708.46","180.83","527.63","74.48","","","226.41","354.23","36.08","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.6","33118","708.46","0.00","708.46","100.00","","","226.41","354.23","36.08","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.7","33119","18688.92","8480.99","10207.93","54.62","","","12637.36","18688.92","32.38","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.8","33120","122177.38","60312.89","61864.49","50.63","","","90145.02","122177.38","26.22","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.9","33121","1628.66","164.50","1464.16","89.90","","","547.09","814.33","32.82","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","ELMSTT","10637.11","33123","0.00","0.00","0.00","","","","869.53","1393.97","37.62","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","DRCT","10637.12","33406","3000.00","0.00","3000.00","100.00","","","0.00","0.00","","3000.00","100.00","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","WARMFG","10637.15","","885.78","0.00","885.78","100.00","","","","","","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","WARMFG","10637.16","","0.00","187.13","-187.13","","","","","","","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","05/18/23","MISC","10637.17","","0.00","459.34","-459.34","","","","","","","","","3488","ELDER CORPORATION","JOEP","","","","","","3","DES MOINES INTERNATIONAL AIRPORT","DES MOINES","IA",
"10637-3","","","Invoice Totals","","154306.10","70941.75","83364.35","54.03","0.00","0.00","104864.32","144094.70","27.23","3000.00","-3395.48","3488","ELDER CORPORATION","JOEP","","","","","",

"10701","05/03/23","MONMNT","10701.1","33290","6312.61","3703.50","2609.11","41.33","203.75","","4152.05","6104.49","31.98","6312.61","34.23","3532","NEUMANN BUILDERS","JOEP","","","","","","3","EMC DOWNTOWN URBAN PARK","DES MOINES","IA",
"10701","05/03/23","PRMT","10701.2","33299","0.00","42.94","-42.94","","","","138.67","193.70","28.41","203.75","31.94","3532","NEUMANN BUILDERS","JOEP","","","","","","3","EMC DOWNTOWN URBAN PARK","DES MOINES","IA",
"10701","","","Invoice Totals","","6312.61","3746.44","2566.17","40.65","203.75","0.00","4290.72","6298.19","31.87","6516.36","34.15","3532","NEUMANN BUILDERS","JOEP","","","","","",

"10826-2","01/25/23","CHANNL","10826.6","34127","691.47","263.67","427.80","61.87","","240.77","440.50","691.47","36.30","","","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-2","01/25/23","CHANNL","10826.7","34128","2748.06","1140.83","1607.23","58.49","","","1548.22","2748.06","43.66","","","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-2","","","Invoice Totals","","3439.53","1404.50","2035.03","59.17","0.00","240.77","1988.72","3439.53","42.18","","","2460","DOWNING INC.","JOEP","","","","","",

"10826-3","01/27/23","VINYL","10826.11","34799","1064.00","329.47","734.53","69.03","","","93.64","149.36","37.31","152.00","38.39","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-3","01/27/23","VINYL","10826.12","34800","283.00","477.17","-194.17","-68.61","","","164.55","278.82","40.98","283.00","41.86","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-3","","","Invoice Totals","","1347.00","806.64","540.36","40.12","0.00","0.00","258.19","428.18","39.70","435.00","40.65","2460","DOWNING INC.","JOEP","","","","","",

"10826-4","03/06/23","INT","10826.14","35157","491.00","208.88","282.12","57.46","","","301.92","478.78","36.94","491.00","38.51","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-4","03/06/23","INT","10826.15","35158","491.00","208.87","282.13","57.46","","","301.92","478.78","36.94","491.00","38.51","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-4","03/06/23","INT","10826.16","35159","310.00","122.38","187.62","60.52","","","192.27","304.24","36.80","310.00","37.98","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-4","","","Invoice Totals","","1292.00","540.13","751.87","58.19","0.00","0.00","796.11","1261.80","36.91","1292.00","38.38","2460","DOWNING INC.","JOEP","","","","","",

"10826-5","03/07/23","MONMNT","10826.13","35176","258.54","306.27","-47.73","-18.46","","18.10","165.85","258.54","35.85","","","2460","DOWNING INC.","JOEP","","","","","","18","WAUKEE DENTAL","WAUKEE","IA",
"10826-5","","","Invoice Totals","","258.54","306.27","-47.73","-18.46","0.00","18.10","165.85","258.54","35.85","","","2460","DOWNING INC.","JOEP","","","","","",

"10841","02/17/23","CHANNL","10841.1","30605A","21542.58","12308.10","9234.48","42.87","","","9000.43","13896.29","35.23","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","403","LAKESIDE CASINO - NAGLE SIGNS","OSCEOLA","IA",
"10841","02/17/23","CHANNL","10841.2","30835","21527.82","8650.10","12877.72","59.82","","","7002.02","10763.91","34.95","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","403","LAKESIDE CASINO - NAGLE SIGNS","OSCEOLA","IA",
"10841","","","Invoice Totals","","43070.40","20958.20","22112.20","51.34","0.00","0.00","16002.45","24660.20","35.11","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"10868-1","01/19/23","INSTL","10868.1","33978","0.00","0.00","0.00","","","","582.78","976.88","40.34","","","3205","STRATUS","JEFF","","","","","","41","FARMERS INSURANCE - AARON HOWARD AGENCY - MC ICON","URBANDALE","OH",
"10868-1","01/19/23","INSTL","10868.2","33979","0.00","0.00","0.00","","","","72.35","98.36","26.44","","","3205","STRATUS","JEFF","","","","","","41","FARMERS INSURANCE - AARON HOWARD AGENCY - MC ICON","URBANDALE","OH",
"10868-1","","","Invoice Totals","","0.00","0.00","0.00","","0.00","0.00","655.13","1075.24","39.07","","","3205","STRATUS","JEFF","","","","","",

"10880-1","06/02/23","DRCT","10880.1","34239","151.50","938.92","-787.42","-519.75","460.00","1391.80","97.80","151.50","35.45","","","6024","AVAILA BANK","JOEP","","","","","","DEFAULT","AVAILA BANK","FORT DODGE","IA",
"10880-1","06/02/23","PRMT","10880.2","34240","0.00","34.03","-34.03","","","","0.00","0.00","","150.00","100.00","6024","AVAILA BANK","JOEP","","","","","","DEFAULT","AVAILA BANK","FORT DODGE","IA",
"10880-1","06/02/23","MONMNT","10880.4","35003","19731.28","10650.18","9081.10","46.02","","","12994.55","19731.28","34.14","","","6024","AVAILA BANK","JOEP","","","","","","DEFAULT","AVAILA BANK","FORT DODGE","IA",
"10880-1","","","Invoice Totals","","19882.78","11623.13","8259.65","41.54","460.00","1391.80","13092.35","19882.78","34.15","150.00","-8628.23","6024","AVAILA BANK","JOEP","","","","","",

"10893","01/19/23","BLDG","10893.2","34302","2548.59","1242.65","1305.94","51.24","443.70","747.94","1452.10","2548.59","43.02","","","6027","CIGARETTE ENERGY DISCOUNT STORE","JEFF","","","","","","DEFAULT","CIGARETTE ENERGY DISCOUNT STORE","DES MOINES","IA",
