"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/17"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""64649""","""221-0190 STANDARD CAT SCALE SP""","1","","451.18","179.00","166.48","","","0.00","796.66","396.84","308.80","0.00","","","0.00","705.64","91.02","","","0.00","","11/20/14","","","C","0.00","0.00","796.66","","","8.000","9.250"
"""65772""","""202-0560 LARGE ""A"" SPREADER BA""","1","","116.40","13.88","12.91","","","0.00","143.19","0.47","42.46","0.00","","","0.00","42.93","100.26","","","0.00","","11/14/17","","","C","0.00","0.00","143.19","","","1.000","2.250"
"""65788""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","957.11","180.39","167.77","","","0.00","1305.27","963.48","339.68","0.00","","","0.00","1303.16","2.11","","","0.00","","11/30/17","","","C","0.00","0.00","1305.27","","","8.000","10.750"
"""65789""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","20.14","155.63","144.74","","","0.00","320.51","963.48","339.68","0.00","","","0.00","1303.16","-982.65","","","0.00","","11/30/17","","","C","0.00","0.00","320.51","","","8.000","9.250"
"""65790""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","957.11","139.13","129.40","","","0.00","1225.64","963.48","339.68","0.00","","","0.00","1303.16","-77.52","","","0.00","","11/30/17","","","C","0.00","0.00","1225.64","","","8.000","8.250"
"""65791""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","911.88","172.13","160.08","","","0.00","1244.09","963.48","339.68","0.00","","","0.00","1303.16","-59.07","","","0.00","","11/30/17","","","C","0.00","0.00","1244.09","","","8.000","10.250"
"""65801""","""221-0190 STANDARD CAT SCALE SP""","1","","57.50","102.39","95.23","","","0.00","255.12","403.46","339.68","0.00","","","0.00","743.14","-488.02","","","0.00","","12/12/17","","","C","0.00","0.00","255.12","","","8.000","5.250"
"""65804""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1215.74","456.26","424.36","","","0.00","2096.36","2844.23","849.20","0.00","","","0.00","3693.43","-1597.07","","","0.00","","12/12/17","","","C","0.00","0.00","2096.36","","","20.000","25.250"
"""65805""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1236.56","432.45","402.19","","","0.00","2071.20","2844.23","849.20","0.00","","","0.00","3693.43","-1622.23","","","0.00","","12/12/17","","","C","0.00","0.00","2071.20","","","20.000","23.750"
"""65806""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1215.74","413.57","384.65","","","0.00","2013.96","2844.23","849.20","0.00","","","0.00","3693.43","-1679.47","","","0.00","","12/12/17","","","C","0.00","0.00","2013.96","","","20.000","22.750"
"""65809""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1153.56","494.08","459.52","","","0.00","2107.16","2844.23","849.20","0.00","","","0.00","3693.43","-1586.27","","","0.00","","12/20/17","","","C","0.00","0.00","2107.16","","","20.000","27.500"
"""65810""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1273.00","454.94","423.11","","","0.00","2151.05","2844.23","849.20","0.00","","","0.00","3693.43","-1542.38","","","0.00","","12/20/17","","","C","0.00","0.00","2151.05","","","20.000","25.250"
"""65811""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","115.18","45.75","42.55","","","0.00","203.48","2844.23","849.20","0.00","","","0.00","3693.43","-3489.95","","","0.00","","12/20/17","","","C","0.00","0.00","203.48","","","20.000","29.500"
"""65812""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","115.18","45.75","42.55","","","0.00","203.48","2844.23","849.20","0.00","","","0.00","3693.43","-3489.95","","","0.00","","12/20/17","","","C","0.00","0.00","203.48","","","20.000","26.750"
"""65813""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","115.18","50.56","47.03","","","0.00","212.77","2844.23","849.20","0.00","","","0.00","3693.43","-3480.66","","","0.00","","12/20/17","","","C","0.00","0.00","212.77","","","20.000","29.000"
"""65814""","""221-0190 STANDARD CAT SCALE SP""","1","","57.50","111.65","103.86","","","0.00","273.01","403.46","339.68","0.00","","","0.00","743.14","-470.13","","","0.00","","12/20/17","","","C","0.00","0.00","273.01","","","8.000","5.750"
"""65815""","""221-0190 STANDARD CAT SCALE SP""","1","","57.50","97.78","90.96","","","0.00","246.24","403.46","339.68","0.00","","","0.00","743.14","-496.90","","","0.00","","12/13/17","","","C","0.00","0.00","246.24","","","8.000","5.000"
"""65816""","""221-0190 STANDARD CAT SCALE SP""","1","","57.50","88.52","82.34","","","0.00","228.36","403.46","339.68","0.00","","","0.00","743.14","-514.78","","","0.00","","12/20/17","","","C","0.00","0.00","228.36","","","8.000","4.500"
"""65817""","""221-0190 STANDARD CAT SCALE SP""","1","","57.50","98.52","91.63","","","0.00","247.65","403.46","339.68","0.00","","","0.00","743.14","-495.49","","","0.00","","12/20/17","","","C","0.00","0.00","247.65","","","8.000","5.000"
"""65818""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","4.63","4.31","","","0.00","8.94","403.46","339.68","0.00","","","0.00","743.14","-734.20","","","0.00","","12/20/17","","","C","0.00","0.00","8.94","","","8.000","8.250"
"""65819""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","957.11","135.00","125.55","","","0.00","1217.66","963.48","339.68","0.00","","","0.00","1303.16","-85.50","","","0.00","","12/27/17","","","C","0.00","0.00","1217.66","","","8.000","8.000"
"""65824""","""219-1130 1/2 X 6 POLE GUSSETS""","1","","0.00","144.38","134.27","","","0.00","278.65","5.05","1.06","0.00","","","0.00","6.11","272.54","","","0.00","","12/29/17","","","C","0.00","0.00","278.65","","","0.025","8.750"
"""7280.1""","""@21231 / CAT SCALE #1432""","1","","3846.83","906.59","843.16","","","0.00","5596.58","0.00","0.00","0.00","","","0.00","0.00","5596.58","9424.15","40.61","9461.00","100.00","04/25/16","18600","CAT SCALE","C","0.00","0.00","5596.58","09/21/18","7280","0.000","88.750"
"""7884.1""","""@tm / CAT SCALE""","1","","0.00","768.38","714.66","","","22.15","1505.19","0.00","0.00","0.00","","","0.00","0.00","1505.19","0.00","","0.00","","02/28/17","18600","CAT SCALE","C","0.00","0.00","1505.19","10/08/19","7884","0.000","85.500"
"""7908.1""","""@22951 / CAT SCALE""","1","","0.00","0.00","0.00","","190.00","0.00","190.00","0.00","0.00","0.00","","","0.00","0.00","190.00","0.00","","0.00","","02/22/17","18600","CAT SCALE","C","0.00","0.00","190.00","10/26/18","7908","0.000",""
"""7908.2""","""@tm / CAT SCALE""","1","","0.00","0.00","0.00","","845.00","0.00","845.00","0.00","0.00","0.00","","","0.00","0.00","845.00","0.00","","0.00","","03/30/17","18600","CAT SCALE","C","0.00","0.00","845.00","10/26/18","7908","0.000",""
"""8132.18""","""@23522 / DES MOINES INTERNATIO""","2","","4616.15","1069.69","1101.54","","5353.03","0.00","12140.41","2732.74","9167.20","0.00","","10312.96","0.00","22212.90","-10072.49","57000.00","78.70","57000.00","61.03","11/13/17","3488","ELDER CORPORATION","C","0.00","0.00","12140.41","01/31/18","8132-3","212.000","83.250"
"""8149.3""","""@24014 / PARK AVE CAR WASH""","1","","0.00","29.75","27.68","","","0.00","57.43","197.10","1296.34","0.00","","","0.00","1493.44","-1436.01","2230.30","97.43","2230.30","33.04","11/01/17","84700","DAVE FEGLEY","C","0.00","0.00","57.43","02/16/18","8149","20.000","6.750"
"""8149.4""","""@24016 / PARK AVE CAR WASH""","1","","0.00","20.25","18.83","","","0.00","39.08","0.00","84.92","0.00","","","0.00","84.92","-45.84","0.00","","135.00","37.10","11/01/17","84700","DAVE FEGLEY","C","0.00","0.00","39.08","02/16/18","8149","2.000","1.000"
