"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/25"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""11642.2""","""@36591 / IOWA CONFLUENCE WATER""","2","0","2065.68","873.28","1051.12","","","0.00","3990.08","256.20","694.82","0.00","","160.00","0.00","1111.02","2879.06","","","1974.52","43.73","01/10/24","5539","PETERSON CONTRACTORS INC","","0.00","0.00","3990.08","","","16.000","47.500"
"""11642.3""","""@36593 / IOWA CONFLUENCE WATER""","1","0","7573.30","144.75","177.31","","240.00","0.00","8135.36","120.31","2941.05","0.00","","13033.00","0.00","16094.36","-7959.00","","","25369.65","36.56","01/10/24","5539","PETERSON CONTRACTORS INC","","0.00","0.00","8135.36","","","59.000","19.500"
"""11642.5""","""@36595 / IOWA CONFLUENCE WATER""","2","0","3402.25","0.00","0.00","","","0.00","3402.25","120.31","2333.09","0.00","","5067.98","0.00","7521.38","-4119.13","","","11893.84","36.76","01/10/24","5539","PETERSON CONTRACTORS INC","","0.00","0.00","3402.25","","","45.000","10.250"
"""12119.1""","""@38452 / City of Des Moines/ P""","1","","0.00","87.75","81.62","","90.00","0.00","259.37","0.00","0.00","0.00","","","0.00","0.00","259.37","3500.00","92.59","3500.00","100.00","11/15/24","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","C","0.00","0.00","259.37","01/30/26","12119-2","0.000","3.750"
"""12119.25""","""@38459B / City of Des Moines/""","2","","27.29","0.00","0.00","","","0.00","27.29","2.32","155.12","0.00","","","0.00","157.44","-130.15","352.38","92.26","352.38","55.32","11/15/24","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","C","0.00","0.00","27.29","01/30/26","12119-2","2.700",""
"""12119.29""","""@38311B / City of Des Moines/""","1","","11.25","226.01","437.69","","","0.00","674.95","17.40","699.20","0.00","","200.00","0.00","916.60","-241.65","1397.51","51.70","1397.51","34.41","11/15/24","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","C","0.00","0.00","674.95","01/30/26","12119-2","10.000","9.500"
"""12119.32""","""@Fabricate / City of Des Moine""","1","","647.97","136.01","189.85","","","0.00","973.83","0.00","0.00","0.00","","","0.00","0.00","973.83","0.00","","0.00","","11/30/25","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","C","0.00","0.00","973.83","01/30/26","12119-2","0.000","6.000"
"""12119.7""","""@38306B / City of Des Moines/""","2","","171.16","643.27","1079.71","","","0.00","1894.14","58.00","1041.90","0.00","","716.88","0.00","1816.78","77.36","3071.36","38.33","3071.36","40.85","11/15/24","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","C","0.00","0.00","1894.14","01/30/26","12119-2","12.000","26.750"
"""12179.2""","""@38414A / Hope Plaza 3""","2","0","11467.19","1778.32","2417.30","","-2500.00","0.00","13162.81","5177.50","8815.15","0.00","","600.00","0.00","14592.65","-1429.84","","","25290.62","42.30","12/15/24","5889","HOPE DEVELOPMENT AND REALTY","","0.00","0.00","13162.81","","","177.000","98.000"
"""12179.3""","""@38462 / Hope Plaza 3""","1","0","0.00","41.75","38.83","","","0.00","80.58","0.00","0.00","0.00","","","0.00","0.00","80.58","","","150.00","100.00","12/15/24","5889","HOPE DEVELOPMENT AND REALTY","","0.00","0.00","80.58","","","0.000","2.000"
