"15 FEB 2026","18:14:32","","","GROSS MARGIN BY INVOICE",
"","","","","PERIOD: 01/01/14 through 12/31/14",

"Invoice No","Inv Date","Prod Code","WO / Part ","Quote","Gross Sales","Total Cost","Gross Margin","GM %","Extra Chg","Sales Tax","Quote Cost","Quote Price","Quote GM%","Quote Sell Price","Quote Sell GM%","Cust No","Customer Name","SalesPer #1","Rate #1","SalesPer #2","Rate #2","SalesPer #3","Rate #3","Location No","Location Name","City","State",
"5131","04/28/14","INSTL","5131.1","14400","5548.10","4469.97","1078.13","19.43","372.50","332.89","4249.60","5548.10","23.40","","","3870","BAYMONT INN & SUITES","RYANW","","","","","","DEFAULT","BAYMONT INN & SUITES","DES MOINES","IA",
"5131","","","Invoice Totals","","5548.10","4469.97","1078.13","19.43","372.50","332.89","4249.60","5548.10","23.40","","","3870","BAYMONT INN & SUITES","RYANW","","","","","",

"5134","01/22/14","MISC","5134.1","","90.00","234.92","-144.92","-161.02","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","59","STATE FARM - NAGLE SIGNS","DES MOINES","IA",
"5134","01/22/14","INSTL","5134.2","","2106.51","1717.34","389.17","18.47","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","59","STATE FARM - NAGLE SIGNS","DES MOINES","IA",
"5134","01/22/14","PRMT","5134.3","","221.00","0.00","221.00","100.00","","","","","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","","59","STATE FARM - NAGLE SIGNS","DES MOINES","IA",
"5134","","","Invoice Totals","","2417.51","1952.26","465.25","19.25","0.00","0.00","0.00","0.00","","","","77950","NAGLE SIGNS  INC.","HOUSE","","","","","",

"5166","01/28/14","MISC","5166.1","14308","8346.20","4548.71","3797.49","45.50","","500.77","6269.50","8346.20","24.88","","","2885","BOB BROWN BUICK GMC","JOEP","","","","","","DEFAULT","BOB BROWN","ANKENY","IA",
"5166","","","Invoice Totals","","8346.20","4548.71","3797.49","45.50","0.00","500.77","6269.50","8346.20","24.88","","","2885","BOB BROWN BUICK GMC","JOEP","","","","","",

"5175","01/22/14","BLDG","5175.1","14148","2515.47","1281.30","1234.17","49.06","52.00","205.24","1545.34","2515.47","38.57","","","3013","VAN METER INC","JOEP","","","","","","9","VAN METER","WATERLOO","IA",
"5175","01/22/14","INSTL","5175.2","14548","416.50","308.22","108.28","26.00","","","300.58","416.50","27.83","","","3013","VAN METER INC","JOEP","","","","","","9","VAN METER","WATERLOO","IA",
"5175","","","Invoice Totals","","2931.97","1589.52","1342.45","45.79","52.00","205.24","1845.92","2931.97","37.04","","","3013","VAN METER INC","JOEP","","","","","",

"5177","03/17/14","MONMNT","5177.1","14280","48253.03","23282.61","24970.42","51.75","200.00","","35624.98","47355.10","24.77","48253.03","26.17","3237","BOB BROWN CHEVROLET","JOEP","","","","","","2","BOB BROWN CERTIFIED PRE-OWNED","URBANDALE","IA",
"5177","03/17/14","ALUM","5177.5","14876","12012.76","8764.35","3248.41","27.04","","","8329.60","10940.32","23.86","12012.76","30.66","3237","BOB BROWN CHEVROLET","JOEP","","","","","","2","BOB BROWN CERTIFIED PRE-OWNED","URBANDALE","IA",
"5177","03/17/14","CHANNL","5177.6","14878","4037.43","2704.86","1332.57","33.01","","","2601.10","3963.71","34.38","4037.43","35.58","3237","BOB BROWN CHEVROLET","JOEP","","","","","","2","BOB BROWN CERTIFIED PRE-OWNED","URBANDALE","IA",
"5177","03/17/14","CHANNL","5177.7","14879","4349.30","3013.14","1336.16","30.72","","","2822.72","4272.62","33.93","4349.30","35.10","3237","BOB BROWN CHEVROLET","JOEP","","","","","","2","BOB BROWN CERTIFIED PRE-OWNED","URBANDALE","IA",
"5177","","","Invoice Totals","","68652.52","37764.96","30887.56","44.99","200.00","0.00","49378.40","66531.75","25.78","68652.52","28.07","3237","BOB BROWN CHEVROLET","JOEP","","","","","",

"5196","05/21/14","CHANNL","5196.5","15409","8544.68","4832.46","3712.22","43.44","350.00","1828.86","5811.18","8658.82","32.89","8544.69","31.99","2449","HUBBELL CONSTRUCTION SERVICES","KENT","","","","","","7","LIFETIME FITNESS","URBANDALE","IA",
"5196","05/21/14","CHANNL","5196.6","15437","12874.17","7863.80","5010.37","38.92","","","8622.17","12988.31","33.62","12874.17","33.03","2449","HUBBELL CONSTRUCTION SERVICES","KENT","","","","","","7","LIFETIME FITNESS","URBANDALE","IA",
"5196","05/21/14","BLDG","5196.7","14103","5016.06","2507.34","2508.72","50.01","","","1636.43","2508.03","34.75","","","2449","HUBBELL CONSTRUCTION SERVICES","KENT","","","","","","7","LIFETIME FITNESS","URBANDALE","IA",
"5196","05/21/14","RTLT","5196.8","14104","2146.02","931.39","1214.63","56.60","","","665.73","1073.01","37.96","","","2449","HUBBELL CONSTRUCTION SERVICES","KENT","","","","","","7","LIFETIME FITNESS","URBANDALE","IA",
"5196","05/21/14","INSTL","5196.9","16143","1900.00","1060.50","839.50","44.18","","","1900.00","1900.00","","","","2449","HUBBELL CONSTRUCTION SERVICES","KENT","","","","","","7","LIFETIME FITNESS","URBANDALE","IA",
"5196","","","Invoice Totals","","30480.93","17195.49","13285.44","43.59","350.00","1828.86","18635.51","27128.17","31.31","21418.86","12.99","2449","HUBBELL CONSTRUCTION SERVICES","KENT","","","","","",

"5206","02/17/14","BLDG","5206.1","14648","1052.68","858.41","194.27","18.45","","63.16","651.97","1052.68","38.07","","","49300","GIT N GO CONVENIENCE STORES","KENT","","","","","","23","GIT N GO","DES MOINES","IA",
"5206","","","Invoice Totals","","1052.68","858.41","194.27","18.45","0.00","63.16","651.97","1052.68","38.07","","","49300","GIT N GO CONVENIENCE STORES","KENT","","","","","",

"5207","01/31/14","AWNING","5207.1","11778","2571.83","1367.08","1204.75","46.84","107.74","154.31","1709.49","2590.29","34.00","2571.83","33.53","3906","CAMBRIDGE COURT","KENT","","","","","","DEFAULT","CAMBRIDGE COURT","WEST DES MOINES","IA",
"5207","","","Invoice Totals","","2571.83","1367.08","1204.75","46.84","107.74","154.31","1709.49","2590.29","34.00","2571.83","33.53","3906","CAMBRIDGE COURT","KENT","","","","","",

"5229","01/13/14","MISC","5229.1","","0.00","0.00","0.00","","","","","","","","","2986","DOWN UNDER BAR & GRILL","JOEP","","","","","","DEFAULT","DOWN UNDER BAR & GRILL","CLIVE","IA",
"5229","","","Invoice Totals","","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","","","2986","DOWN UNDER BAR & GRILL","JOEP","","","","","",

"5238","04/22/14","CHANNL","5238.1","14767","2261.97","1245.40","1016.57","44.94","400.00","1684.53","486.64","753.99","35.46","","","3925","MEDICAP PHARMACY","MIKEE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"5238","04/22/14","CHANNL","5238.2","14441A","3501.38","4016.12","-514.74","-14.70","","","1193.61","1842.83","35.23","3501.38","65.91","3925","MEDICAP PHARMACY","MIKEE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"5238","04/22/14","CHANNL","5238.3","14529","11331.26","6885.39","4445.87","39.24","","","2590.86","4045.82","35.96","11331.26","77.14","3925","MEDICAP PHARMACY","MIKEE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"5238","04/22/14","DRCT","5238.4","14619","1194.16","1752.50","-558.34","-46.76","","","737.59","1194.16","38.23","","","3925","MEDICAP PHARMACY","MIKEE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"5238","04/22/14","CHANNL","5238.7","14441","9440.17","6234.10","3206.07","33.96","","","3219.03","4968.51","35.21","9440.17","65.90","3925","MEDICAP PHARMACY","MIKEE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"5238","04/22/14","MONMNT","5238.8","15818","346.53","276.46","70.07","20.22","","","203.87","346.53","41.17","","","3925","MEDICAP PHARMACY","MIKEE","","","","","","DEFAULT","MEDICAP PHARMACY","URBANDALE","IA",
"5238","","","Invoice Totals","","28075.47","20409.97","7665.50","27.30","400.00","1684.53","8431.60","13151.84","35.89","24272.81","65.26","3925","MEDICAP PHARMACY","MIKEE","","","","","",

"5251","01/09/14","PYLON","5251.1","14918","1170.50","789.28","381.22","32.57","195.25","","0.00","0.00","","1170.50","100.00","18600","CAT SCALE","MIKEE","","","","","","373","CAT #765","PERCIVAL","IA",
"5251","","","Invoice Totals","","1170.50","789.28","381.22","32.57","195.25","0.00","0.00","0.00","","1170.50","100.00","18600","CAT SCALE","MIKEE","","","","","",

"5264","05/30/14","REPFCE","5264.1","12325","1168.64","750.56","418.08","35.77","301.00","3029.44","690.62","1168.64","40.90","","","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264","05/30/14","DRCT","5264.2","12367","990.94","1347.35","-356.41","-35.97","","","607.28","990.94","38.72","","","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264","05/30/14","DRCT","5264.3","12368","1981.88","1120.56","861.32","43.46","","","603.00","983.20","38.67","990.94","39.15","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264","05/30/14","DRCT","5264.4","12369","990.94","897.70","93.24","9.41","","","603.00","983.20","38.67","990.94","39.15","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264","05/30/14","PYLON","5264.8","14443","37154.38","20961.07","16193.31","43.58","","","25409.08","37154.38","31.61","","","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264","05/30/14","DRCT","5264.9","12370","990.94","757.82","233.12","23.53","","","603.00","983.20","38.67","990.94","39.15","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264","","","Invoice Totals","","43277.72","25835.06","17442.66","40.30","301.00","3029.44","28515.98","42263.56","32.53","2972.82","-859.22","3938","FERRARA CANDY COMPANY","MIKEE","","","","","",

"5264-2","07/10/14","DRCT","5264.5","12371","157.67","117.55","40.12","25.45","","877.44","95.11","157.67","39.68","","","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","INSTL","5264.7","13193","2124.00","985.88","1138.12","53.58","","","1456.87","2035.12","28.41","2124.00","31.41","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.10","15078","311.72","103.74","207.98","66.72","","","81.54","130.86","37.69","155.86","47.68","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.11","15158","2639.28","713.64","1925.64","72.96","","","141.77","216.09","34.39","219.94","35.54","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.12","15159","1081.96","375.56","706.40","65.29","","","163.84","257.99","36.49","270.49","39.43","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.13","15160","307.99","185.46","122.53","39.78","","","163.84","257.99","36.49","307.99","46.80","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.14","15161","823.98","307.21","516.77","62.72","","","163.84","257.99","36.49","274.66","40.35","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.15","15162","289.46","170.34","119.12","41.15","","","155.42","239.46","35.10","289.46","46.31","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.16","15162A","269.53","147.65","121.88","45.22","","","141.77","219.53","35.42","269.53","47.40","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.17","15163","318.29","288.26","30.03","9.43","","","170.24","268.29","36.55","318.29","46.51","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.18","15164","708.60","190.14","518.46","73.17","","","141.77","219.53","35.42","236.20","39.98","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.19","15178","423.09","161.37","261.72","61.86","","","226.61","373.09","39.26","423.09","46.44","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.20","15179","1517.76","845.56","672.20","44.29","","","106.80","173.05","38.28","189.72","43.71","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.21","15180","289.10","111.08","178.02","61.58","","","75.93","119.55","36.49","144.55","47.47","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.22","15181","148.38","296.61","-148.23","-99.90","","","32.53","49.19","33.87","74.19","56.15","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","07/10/14","DRCT","5264.23","15781","1124.04","283.17","840.87","74.81","","","195.87","281.01","30.30","","","3938","FERRARA CANDY COMPANY","MIKEE","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"5264-2","","","Invoice Totals","","12534.85","5283.22","7251.63","57.85","0.00","877.44","3513.75","5256.41","33.15","5297.97","33.68","3938","FERRARA CANDY COMPANY","MIKEE","","","","","",

"5268","01/09/14","REPFCE","5268.1","14909","3985.91","1464.77","2521.14","63.25","97.00","","2757.00","4065.91","32.19","3985.91","30.83","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","","DEFAULT","DES MOINES INTERNATIONAL AIRPO","Des Moines","IA",
"5268","01/09/14","PRMT","5268.2","14951","162.97","0.00","162.97","100.00","","","205.20","259.97","21.07","","","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","","DEFAULT","DES MOINES INTERNATIONAL AIRPO","Des Moines","IA",
"5268","","","Invoice Totals","","4148.88","1464.77","2684.11","64.69","97.00","0.00","2962.20","4325.88","31.52","3985.91","25.68","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","",

"5272","01/24/14","PYLON","5272.1","14948","1104.27","749.22","355.05","32.15","107.00","","814.75","1104.27","26.22","","","2535","ATLAS SIGN INDUSTRIES","RICHT","","","","","","6","ADVANCE AUTO PARTS - ATLAS","DES MOINES","IA",
"5272","01/24/14","MISC","5272.2","","603.53","67.55","535.98","88.81","","","","","","","","2535","ATLAS SIGN INDUSTRIES","RICHT","","","","","","6","ADVANCE AUTO PARTS - ATLAS","DES MOINES","IA",
"5272","","","Invoice Totals","","1707.80","816.77","891.03","52.17","107.00","0.00","814.75","1104.27","26.22","","","2535","ATLAS SIGN INDUSTRIES","RICHT","","","","","",

"5281","01/08/14","CHANNL","5281.1","14707","4961.88","4702.91","258.97","5.22","","","3083.09","4961.88","37.86","","","3815","ELBA INTERNATIONAL MANAGEMENT","MIKEE","","","","","","2","CHARLEYÇS PHILLY STEAKS","PHOENIX","AZ",
"5281","01/08/14","CHANNL","5281.2","14927","316.21","319.61","-3.40","-1.08","","","252.97","316.21","20.00","","","3815","ELBA INTERNATIONAL MANAGEMENT","MIKEE","","","","","","2","CHARLEYÇS PHILLY STEAKS","PHOENIX","AZ",
"5281","01/08/14","CHANNL","5281.3","14979","3018.90","0.00","3018.90","100.00","","","2190.00","2868.90","23.66","3018.90","27.46","3815","ELBA INTERNATIONAL MANAGEMENT","MIKEE","","","","","","2","CHARLEYÇS PHILLY STEAKS","PHOENIX","AZ",
"5281","","","Invoice Totals","","8296.99","5022.52","3274.47","39.47","0.00","0.00","5526.06","8146.99","32.17","3018.90","-83.05","3815","ELBA INTERNATIONAL MANAGEMENT","MIKEE","","","","","",

"5286","07/25/14","PRMT","5286.1","","195.00","0.00","195.00","100.00","394.50","","","","","","","3683","ALLEN INDUSTRIES","RICHT","","","","","","6","FAMILY DOLLAR","DES MOINES","IA",
"5286","07/25/14","BLDG","5286.2","14721","4750.00","3379.62","1370.38","28.85","","","3728.96","5104.68","26.95","4750.00","21.50","3683","ALLEN INDUSTRIES","RICHT","","","","","","6","FAMILY DOLLAR","DES MOINES","IA",
"5286","","","Invoice Totals","","4945.00","3379.62","1565.38","31.66","394.50","0.00","3728.96","5104.68","26.95","4750.00","21.50","3683","ALLEN INDUSTRIES","RICHT","","","","","",

"5289","03/20/14","GRAPHC","5289.1","15007","563.12","330.92","232.20","41.23","","33.79","339.33","563.12","39.74","","","3954","PETERSON HOME IMPROVEMENT. LLC","KENT","","","","","","DEFAULT","PETERSON HOME IMPROVEMENT. LLC","RUSSELL","IA",
"5289","","","Invoice Totals","","563.12","330.92","232.20","41.23","0.00","33.79","339.33","563.12","39.74","","","3954","PETERSON HOME IMPROVEMENT. LLC","KENT","","","","","",

"5291","01/08/14","MISC","5291.1","13451","787.00","379.40","407.60","51.79","75.00","99.89","229.54","393.50","41.67","","","3956","THE PRYOR HOUSE","RYANW","","","","","","DEFAULT","THE PRYOR HOUSE","SHELBY","IA",
"5291","01/08/14","MISC","5291.2","13452","455.70","229.27","226.43","49.69","","","136.77","227.85","39.97","","","3956","THE PRYOR HOUSE","RYANW","","","","","","DEFAULT","THE PRYOR HOUSE","SHELBY","IA",
"5291","01/08/14","MISC","5291.3","13453","184.22","100.67","83.55","45.35","","","112.51","184.22","38.93","","","3956","THE PRYOR HOUSE","RYANW","","","","","","DEFAULT","THE PRYOR HOUSE","SHELBY","IA",
"5291","","","Invoice Totals","","1426.92","709.34","717.58","50.29","75.00","99.89","478.82","805.57","40.56","","","3956","THE PRYOR HOUSE","RYANW","","","","","",

"5295","01/09/14","INSTL","5295.1","15001","751.82","322.93","428.89","57.05","75.00","45.11","571.96","751.82","23.92","","","3090","LEMBERG ELECTRIC","RYANW","","","","","","3","LOGAN CONTRACTORS SUPPLY - LEMBERG SIGN & LIGHTING","URBANDALE","IA",
"5295","","","Invoice Totals","","751.82","322.93","428.89","57.05","75.00","45.11","571.96","751.82","23.92","","","3090","LEMBERG ELECTRIC","RYANW","","","","","",

"5297","05/15/14","INSTL","5297.1","14849","1238.42","1892.73","-654.31","-52.83","","92.64","872.61","1238.42","29.54","788.80","-10.63","3958","INDIGO SIGNS","RYANW","","","","","","2","TITAN MACHINERY - INDIGO SIGNWORKS","WAVERLY","IA",
"5297","05/15/14","INSTL","5297.2","14850","85.00","0.00","85.00","100.00","","","685.93","980.60","30.05","","","3958","INDIGO SIGNS","RYANW","","","","","","2","TITAN MACHINERY - INDIGO SIGNWORKS","WAVERLY","IA",
