"15 FEB 2026","18:19:48","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/11 through 12/31/11",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"3788","11/10/11","CHANNL","3276","KB WIRELESS","3644.38","1973.35","1671.03","45.85","75.50","BRIANT","","","","","","DEFAULT","KB WIRELESS","DES MOINES","IA",
"3800","10/30/11","CHANNL","3036","PINNACLE SIGN GROUP","746.06","583.03","163.03","21.85","","BRIANT","","","","","","6","ORANGE LEAF","URBANDALE","IA",
"3824","11/30/11","CHANNL","3242","SWANSON SIGN COMPANY","695.72","434.39","261.33","37.56","","BRIANT","","","","","","1","TACO JOHNÇS - SWANSON SIGN","MCCOOK","NE",
"3824","11/30/11","CHANNL","3242","SWANSON SIGN COMPANY","589.58","199.70","389.88","66.13","","BRIANT","","","","","","1","TACO JOHNÇS - SWANSON SIGN","MCCOOK","NE",
"","","CHANNL","","Product Totals","100262.60","57167.13","43095.47","42.98","1100.50","BRIANT",

"3230-2","05/10/11","DRCT","110100","TACO JOHN'S OF IOWA","2403.13","1687.62","715.51","29.77","","BRIANT","","","","","","16","TACO JOHNÇS","WEST DES MOINES","IA",
"3774","10/28/11","DRCT","3036","PINNACLE SIGN GROUP","223.37","147.10","76.27","34.15","","BRIANT","","","","","","1","GREAT SOUTHERN BANK","WEST DES MOINES","IA",
"3853","12/29/11","DRCT","3301","UNITED SERVICE CREDIT UNION","490.75","126.46","364.29","74.23","","BRIANT","","","","","","DEFAULT","UNITED SERVICE CREDIT UNION","WEST DES MOINES","IA",
"3853","12/29/11","DRCT","3301","UNITED SERVICE CREDIT UNION","192.22","72.56","119.66","62.25","","BRIANT","","","","","","DEFAULT","UNITED SERVICE CREDIT UNION","WEST DES MOINES","IA",
"","","DRCT","","Product Totals","3309.47","2033.74","1275.73","38.55","0.00","BRIANT",

"3693","10/06/11","ELMSTT","2260","SMB PROPERTIES / CLEAN WORKS","22989.67","17331.98","5657.69","24.61","","BRIANT","","","","","","DEFAULT","CLEAN WORKS AUTO WASH ","PERRY","IA",
"","","ELMSTT","","Product Totals","22989.67","17331.98","5657.69","24.61","0.00","BRIANT",

"3104","04/11/11","INSTL","3008","KIRK GROSS COMPANY","7688.27","4607.70","3080.57","40.07","","BRIANT","","","","","","1","SOUTH STORY BANK & TRUST","SLATER","IA",
"3150","01/21/11","INSTL","110100","TACO JOHN'S OF IOWA","2742.14","2709.44","32.70","1.19","","BRIANT","","","","","","2","TACO JOHNÇS","WEST DES MOINES","IA",
"3151","01/21/11","INSTL","110100","TACO JOHN'S OF IOWA","1551.30","1071.36","479.94","30.94","","BRIANT","","","","","","11","TACO JOHNÇS","URBANDALE","IA",
"3152","01/28/11","INSTL","110100","TACO JOHN'S OF IOWA","2639.08","2140.64","498.44","18.89","","BRIANT","","","","","","1","TACO JOHNÇS","DES MOINES","IA",
"3153","01/21/11","INSTL","110100","TACO JOHN'S OF IOWA","2431.23","1593.59","837.64","34.45","","BRIANT","","","","","","7","TACO JOHNÇS","BOONE","IA",
"3154","01/28/11","INSTL","110100","TACO JOHN'S OF IOWA","2885.69","2104.86","780.83","27.06","","BRIANT","","","","","","4","TACO JOHNÇS","ALTOONA","IA",
"3156","01/18/11","INSTL","110100","TACO JOHN'S OF IOWA","1152.18","818.24","333.94","28.98","","BRIANT","","","","","","9","TACO JOHNÇS","DES MOINES","IA",
"3213","01/31/11","INSTL","3062","GRX HOLDINGS  LLC.","2024.49","971.06","1053.43","52.03","","BRIANT","","","","","","1","MEDICAP PHARMACY","ALTOONA","IA",
"3230","02/28/11","INSTL","110100","TACO JOHN'S OF IOWA","1003.94","258.74","745.20","74.23","","BRIANT","","","","","","16","TACO JOHNÇS","WEST DES MOINES","IA",
"3230","02/28/11","INSTL","110100","TACO JOHN'S OF IOWA","1169.63","328.83","840.80","71.89","","BRIANT","","","","","","16","TACO JOHNÇS","WEST DES MOINES","IA",
"3230-2","05/10/11","INSTL","110100","TACO JOHN'S OF IOWA","6351.19","4233.41","2117.78","33.34","","BRIANT","","","","","","16","TACO JOHNÇS","WEST DES MOINES","IA",
"3257","01/19/11","INSTL","3079","TAX DOCTOR","1986.41","983.19","1003.22","50.50","84.50","BRIANT","","","","","","DEFAULT","TAX DOCTOR","DES MOINES","IA",
"3260","02/24/11","INSTL","116750","TUBE ART","1075.00","390.01","684.99","63.72","90.68","BRIANT","","","","","","1","SUPERCUTS","WEST DES MOINES","IA",
"3261","03/14/11","INSTL","3080","HARRELL SIGN CO. INC.","462.41","118.30","344.11","74.42","","BRIANT","","","","","","1","CAP TRUST FINANCIAL ADVISORS","WEST DES MOINES","IA",
"3268","01/17/11","INSTL","3036","PINNACLE SIGN GROUP","157.10","54.60","102.50","65.25","","BRIANT","","","","","","3","GREAT SOUTHERN BANK","WEST DES MOINES","IA",
"3271","02/03/11","INSTL","42300","FAREWAY STORES  INC.","332.48","270.00","62.48","18.79","","BRIANT","","","","","","15","FAREWAY STORES INC.","DUBUQUE","IA",
"3276","01/25/11","INSTL","3084","JACKSON HEWITT","878.64","484.11","394.53","44.90","87.48","BRIANT","","","","","","DEFAULT","JACKSON HEWITT","WEST DES MOINES","IA",
"3281","03/14/11","INSTL","2869","ALL STAR SIGNS","2421.76","673.34","1748.42","72.20","85.00","BRIANT","","","","","","4","SAFELITE AUTO GLASS","AMES","IA",
"3288","02/07/11","INSTL","3036","PINNACLE SIGN GROUP","455.41","91.40","364.01","79.93","","BRIANT","","","","","","1","GREAT SOUTHERN BANK","WEST DES MOINES","IA",
"3302","02/07/11","INSTL","42300","FAREWAY STORES  INC.","120.00","54.60","65.40","54.50","","BRIANT","","","","","","11","FAREWAY STORES, INC.","CLIVE","IA",
"3307","02/09/11","INSTL","3095","CROWN FAMILY DENTAL","722.15","182.00","540.15","74.80","","BRIANT","","","","","","DEFAULT","CROWN FAMILY DENTAL","DES MOINES","IA",
"3311","02/22/11","INSTL","3036","PINNACLE SIGN GROUP","805.25","697.39","107.86","13.39","89.75","BRIANT","","","","","","2","GREAT SOUTHERN TRAVEL","WEST DES MOINES","IA",
"3317","02/22/11","INSTL","3101","SIGNATURE REAL ESTATE SERVICES","290.47","36.40","254.07","87.47","","BRIANT","","","","","","1","BBQ 2 DIE 4 (SIGNATURE REAL ESTATE SERVICES)","CLIVE","IA",
"3348","03/02/11","INSTL","110100","TACO JOHN'S OF IOWA","769.57","165.20","604.37","78.53","","BRIANT","","","","","","13","TACO JOHNÇS","WEST DES MOINES","IA",
"3349","03/16/11","INSTL","3114","BEAUTY FIRST","2193.24","1152.82","1040.42","47.44","93.71","BRIANT","","","","","","DEFAULT","BEAUTY FIRST","WEST DES MOINES","IA",
"3354","03/22/11","INSTL","110100","TACO JOHN'S OF IOWA","809.83","167.37","642.46","79.33","","BRIANT","","","","","","9","TACO JOHNÇS","DES MOINES","IA",
"3354","03/22/11","INSTL","110100","TACO JOHN'S OF IOWA","645.57","267.02","378.55","58.64","","BRIANT","","","","","","9","TACO JOHNÇS","DES MOINES","IA",
"3355","03/09/11","INSTL","110100","TACO JOHN'S OF IOWA","405.26","298.90","106.36","26.24","","BRIANT","","","","","","16","TACO JOHNÇS","WEST DES MOINES","IA",
"3371","03/21/11","INSTL","2546","COLITE INTERNATIONAL","418.75","109.20","309.55","73.92","","BRIANT","","","","","","1","SCHINDLER ELEVATOR CORPORATION","URBANDALE","IA",
"3382","03/30/11","INSTL","3131","LEYDENS CELLULAR","1012.15","419.91","592.24","58.51","63.00","BRIANT","","","","","","DEFAULT","LEYDENS CELLULAR","ANKENY","IA",
"3390","03/31/11","INSTL","3136","LESLIE MAHAN","250.00","123.20","126.80","50.72","","BRIANT","","","","","","1","BORDERS","WEST DES MOINES","IA",
"3402","04/05/11","INSTL","3136","LESLIE MAHAN","250.00","91.00","159.00","63.60","129.60","BRIANT","","","","","","1","BORDERS","WEST DES MOINES","IA",
"3406","05/18/11","INSTL","110100","TACO JOHN'S OF IOWA","1184.89","407.15","777.74","65.64","","BRIANT","","","","","","17","TACO JOHNÇS","WEST DES MOINES","IA",
"3464","05/18/11","INSTL","3136","LESLIE MAHAN","250.00","54.60","195.40","78.16","","BRIANT","","","","","","1","BORDERS","WEST DES MOINES","IA",
"3474","05/13/11","INSTL","3141","HICKMAN MOTOR LODGE","0.00","0.00","0.00","","","BRIANT","","","","","","DEFAULT","HICKMAN MOTOR LODGE","WINDSOR HEIGHTS","IA",
"3477","05/16/11","INSTL","3036","PINNACLE SIGN GROUP","148.58","64.72","83.86","56.44","","BRIANT","","","","","","4","GREAT SOUTHERN BANK","ANKENY","IA",
"3491","05/25/11","INSTL","2590","STICKS","1335.14","536.93","798.21","59.78","92.02","BRIANT","","","","","","2","STICKS","WEST DES MOINES","IA",
"3510","05/31/11","INSTL","2590","STICKS","2153.96","1254.12","899.84","41.78","97.74","BRIANT","","","","","","2","STICKS","WEST DES MOINES","IA",
"3573","06/27/11","INSTL","3036","PINNACLE SIGN GROUP","213.58","91.00","122.58","57.39","","BRIANT","","","","","","2","GREAT SOUTHERN TRAVEL","WEST DES MOINES","IA",
"3701","09/30/11","INSTL","3197","GEORGE SLATTERY","882.56","210.19","672.37","76.18","","BRIANT","","","","","","2","SUBWAY","ANKENY","IA",
"3724","09/30/11","INSTL","3036","PINNACLE SIGN GROUP","1979.00","1057.43","921.57","46.57","","BRIANT","","","","","","5","ORANGE LEAF","WEST DES MOINES","IA",
"3800","10/30/11","INSTL","3036","PINNACLE SIGN GROUP","910.08","418.39","491.69","54.03","","BRIANT","","","","","","6","ORANGE LEAF","URBANDALE","IA",
"3844","12/28/11","INSTL","3036","PINNACLE SIGN GROUP","1978.19","1538.00","440.19","22.25","75.00","BRIANT","","","","","","7","ORANGE LEAF","CEDAR RAPIDS","IA",
"","","INSTL","","Product Totals","59136.57","33300.36","25836.21","43.69","988.48","BRIANT",

