"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/12 - 12/31/12"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""1""","""221-0200 5'-4 1/2"" X 20' STAND""","1","0","0.00","0.00","0.00","","","0.00","0.00","2889.72","400.00","0.00","","","0.00","3289.72","-3289.72","","","0.00","","12/19/12","","","F","0.00","0.00","0.00","","","20.000",""
"""3373.1""","""@8485A / CITY OF DES MOINES""","18","18","1998.41","288.87","326.83","","19153.27","0.00","21767.38","3151.12","6763.05","0.00","","11024.28","0.00","20938.45","828.93","26532.00","17.96","26532.00","21.08","04/11/12","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","04/04/12","3373","220.500","20.750"
"""3373.2""","""@8485B / CITY OF DES MOINES""","18","18","533.19","4469.19","7446.56","","5073.86","0.00","17522.80","2803.50","9069.30","0.00","","3150.00","0.00","15022.80","2500.00","21870.00","19.88","21870.00","31.31","04/11/12","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","04/04/12","3373","153.000","300.750"
"""3373.3""","""@8869 / CITY OF DES MOINES""","18","18","9972.22","3230.94","3021.43","","3952.77","0.00","20177.36","7326.92","4976.10","0.00","","3982.14","0.00","16285.16","3892.20","27360.00","26.25","27360.00","40.48","06/30/12","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","04/04/12","3373","162.000","214.250"
"""3376.1""","""@8872 / CITY OF JOHNSTON""","2","2","69.70","0.00","0.00","","2248.36","0.00","2318.06","300.11","644.10","0.00","","1224.92","0.00","2169.13","148.93","2948.00","21.37","2948.00","26.42","11/30/12","3124","CITY OF JOHNSTON","F","0.00","0.00","0.00","11/30/12","3376","21.000",""
"""3376.2""","""@8873 / CITY OF JOHNSTON""","2","2","4819.15","793.50","769.77","","213.16","0.00","6595.58","341.01","1045.00","0.00","","5584.56","0.00","6970.57","-374.99","7632.80","13.59","7632.80","8.68","11/30/12","3124","CITY OF JOHNSTON","F","0.00","0.00","0.00","11/30/12","3376","34.000","52.500"
"""3376.3""","""@8875 / CITY OF JOHNSTON""","2","2","0.00","0.00","0.00","","7715.60","0.00","7715.60","861.59","1965.30","0.00","","1051.00","0.00","3877.89","3837.71","4224.50","-82.64","4969.90","21.97","11/30/12","3124","CITY OF JOHNSTON","F","0.00","0.00","0.00","11/30/12","3376","35.000",""
"""3401.1""","""@8749 / CITY OF DES MOINES""","1","1","2451.44","3749.88","4034.75","","24743.33","0.00","34979.40","13113.25","6922.80","0.00","","18127.10","0.00","38163.15","-3183.75","55550.00","37.03","55550.00","31.30","07/17/12","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","07/10/12","3401","157.000","242.000"
"""3401.2""","""@8750 / CITY OF DES MOINES""","1","1","45.60","192.50","173.26","","1454.81","0.00","1866.17","2209.76","2102.80","0.00","","1859.89","0.00","6172.45","-4306.28","2814.00","33.68","2814.00","-119.35","07/16/12","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","F","0.00","0.00","0.00","07/10/12","3401","45.000","12.000"
"""3472.1""","""@9111 / CITY OF PLEASANT HILL""","1","1","210.97","0.00","0.00","","1064.90","0.00","1275.87","150.05","322.05","0.00","","612.46","0.00","1084.56","191.31","1474.00","13.44","1533.17","29.26","05/31/12","3174","CITY OF PLEASANT HILL","F","0.00","0.00","0.00","05/09/12","3472","10.500",""
