"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/25 - 12/31/25"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""11364.2""","""@35569 / WINDSTAR LINES, INC.""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","","150.00","100.00","04/17/25","3192","WINDSTAR LINES, INC.","F","0.00","0.00","0.00","04/10/25","11364","0.000",""
"""11364.3""","""@tm / WINDSTAR LINES, INC.""","1","1","145.84","89.38","165.93","","","0.00","401.15","0.00","0.00","0.00","","","0.00","0.00","401.15","500.89","19.91","500.89","100.00","04/17/25","3192","WINDSTAR LINES, INC.","F","0.00","0.00","0.00","04/10/25","11364","0.000","4.250"
"""11364.4""","""@38775 / WINDSTAR LINES, INC.""","1","1","331.54","153.39","227.43","","","0.00","712.36","245.56","617.43","0.00","","25.00","0.00","887.99","-175.63","1553.47","54.14","1553.47","42.84","04/17/25","3192","WINDSTAR LINES, INC.","F","0.00","0.00","0.00","04/10/25","11364","11.000","7.000"
"""11454.3""","""@36272 / TUDDY´S TAVERN""","1","0","2052.82","228.00","212.05","","","0.00","2492.87","136.36","947.43","0.00","","2438.24","0.00","3522.03","-1029.16","","","5297.38","33.51","08/06/25","6154","TUDDY'S TAVERN","F","0.00","0.00","0.00","","","18.000","10.250"
"""11527.14""","""@37819 / DES MOINES INTERNATIO""","1","1","1965.97","617.03","1390.82","","139.69","0.00","4113.51","158.77","1980.67","0.00","","2684.70","0.00","4824.14","-710.63","7547.24","45.50","7547.24","36.08","09/29/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","09/29/25","11527-3","35.000","30.250"
"""11527.15""","""@38657 / DES MOINES INTERNATIO""","2","2","3420.40","1401.58","1769.54","559.05","2175.00","0.00","9325.57","1557.55","4923.54","0.00","","6630.00","0.00","13111.09","-3785.52","19167.38","51.35","19167.38","31.60","06/30/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","06/30/25","11527","88.000","62.750"
"""11527.16""","""@39626 / DES MOINES INTERNATIO""","1","1","210.66","128.89","271.21","","","0.00","610.76","116.00","1254.96","0.00","","199.20","0.00","1570.16","-959.40","2777.42","78.01","2777.42","43.47","09/29/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","09/29/25","11527-3","13.500","6.250"
"""11527.17""","""@40013 / DES MOINES INTERNATIO""","1","1","193.03","26.88","52.56","","","0.00","272.47","0.00","25.70","0.00","","251.00","0.00","276.70","-4.23","427.91","36.33","427.91","35.34","09/29/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","09/29/25","11527-3","0.500","1.250"
"""11527.2""","""@35413 / DES MOINES INTERNATIO""","1","1","0.00","0.00","0.00","","","0.00","0.00","61.18","513.98","0.00","","185.00","0.00","760.16","-760.16","1234.05","100.00","1234.05","38.40","09/29/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","09/29/25","11527-3","7.500",""
"""11527.6""","""@35473 / DES MOINES INTERNATIO""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","4107.69","100.00","2500.00","100.00","09/29/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","09/29/25","11527-3","0.000",""
"""11527.7""","""@35412B / DES MOINES INTERNATI""","1","1","13024.64","1702.06","2674.66","","66.63","0.00","17467.99","7309.41","9626.52","0.00","","5387.00","0.00","22322.93","-4854.94","35644.10","50.99","35644.10","37.37","07/30/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","07/08/25","11527-2","132.000","78.000"
"""11527.8""","""@35420B / DES MOINES INTERNATI""","1","1","50461.02","2018.58","4402.17","","4851.50","0.00","61733.27","2162.89","12442.04","0.00","","57350.00","0.00","71954.93","-10221.66","111929.18","44.85","111929.18","35.71","09/29/25","3804","WEITZ COMPANY LLC","F","0.00","0.00","0.00","09/29/25","11527-3","172.000","90.500"
"""11551.1""","""@36598 / HOPE PLAZA 2""","1","1","4732.87","501.16","786.07","","","0.00","6020.10","1898.05","2513.97","0.00","","","0.00","4412.02","1608.08","7642.81","21.23","7642.81","42.27","12/30/25","6046","HOPE DEVELOPMENT & REALTY","F","0.00","0.00","0.00","12/12/25","11551","48.001","22.750"
"""11551.2""","""@36612 / HOPE PLAZA 2""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","","150.00","100.00","12/30/25","6046","HOPE DEVELOPMENT & REALTY","F","0.00","0.00","0.00","12/12/25","11551","0.000",""
"""11827.1""","""@37371 / DES MOINES INTERNATIO""","1","1","74437.30","23489.60","26082.23","","15034.17","0.00","139043.30","30054.01","48183.49","0.00","","36503.00","0.00","114740.50","24302.80","190849.38","27.15","190849.38","39.88","02/20/25","6079","THE WALDINGER CORP.","F","0.00","0.00","0.00","02/05/25","11827","882.000","1098.750"
"""11827.2""","""@37372 / DES MOINES INTERNATIO""","1","1","12829.89","10057.01","11538.73","","2290.29","0.00","36715.92","12904.94","19736.63","0.00","","1000.00","0.00","33641.57","3074.35","58481.58","37.22","58481.58","42.47","03/31/25","6079","THE WALDINGER CORP.","F","0.00","0.00","0.00","03/28/25","11827-2","423.000","461.000"
"""11827.3""","""@37373 / DES MOINES INTERNATIO""","1","1","0.00","24.50","22.79","","","0.00","47.29","0.00","84.92","0.00","","2061.00","0.00","2145.92","-2098.63","2211.00","97.86","2211.00","2.94","03/31/25","6079","THE WALDINGER CORP.","F","0.00","0.00","0.00","03/28/25","11827-2","2.000","1.000"
"""11827.4""","""@engineer / DES MOINES INTERNA""","1","1","955.00","0.00","0.00","","","0.00","955.00","0.00","0.00","0.00","","","0.00","0.00","955.00","0.00","","0.00","","03/31/25","6079","THE WALDINGER CORP.","F","0.00","0.00","0.00","03/28/25","11827-2","0.000",""
"""11827.5""","""@paint / DES MOINES INTERNATIO""","1","1","23.89","23.13","21.52","","","0.00","68.54","0.00","0.00","0.00","","","0.00","0.00","68.54","0.00","","0.00","","03/31/25","6079","THE WALDINGER CORP.","F","0.00","0.00","0.00","03/28/25","11827-2","0.000","1.250"
"""11912.2""","""@37562 / RACCOON RIVER GREENWA""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","150.00","100.00","150.00","100.00","05/31/25","6362","CONCRETE TECHNOLOGIES INC.","F","0.00","0.00","0.00","05/30/25","11912","0.000",""
"""11912.3""","""@37539A / RACCOON RIVER GREENW""","1","1","8521.10","3093.22","3694.70","14.96","1687.44","0.00","17011.42","489.36","4289.89","0.00","","9776.84","0.00","14556.09","2455.33","21860.00","22.18","21860.00","33.41","05/31/25","6362","CONCRETE TECHNOLOGIES INC.","F","0.00","0.00","0.00","05/30/25","11912","87.750","140.250"
"""11945.10""","""@Warranty / Iowa Trust & Savin""","1","0","0.00","75.00","280.50","","","0.00","355.50","0.00","0.00","0.00","","","0.00","0.00","355.50","","","0.00","","07/15/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","","","0.000","3.000"
"""11945.11""","""@Electrical / Iowa Trust & Sav""","1","0","0.00","244.76","879.88","","","0.00","1124.64","0.00","0.00","0.00","","","0.00","0.00","1124.64","","","0.00","","07/15/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","","","0.000","11.000"
"""11945.2""","""@37801 / Iowa Trust & Savings""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","","150.00","100.00","05/31/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","05/30/25","11945","0.000",""
"""11945.3""","""@37930 / Iowa Trust & Savings""","1","1","33034.87","925.92","878.56","","","2312.44","37151.79","2534.14","4841.52","0.00","","29518.00","0.00","36893.66","258.13","53215.40","30.19","53215.40","30.67","07/30/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","07/10/25","11945-2","86.000","42.000"
"""11945.4""","""@38147 / Iowa Trust & Savings""","1","1","945.31","1018.65","1269.97","","","66.17","3300.10","750.40","3387.82","0.00","","320.00","0.00","4458.22","-1158.12","7784.00","57.60","7784.00","42.73","05/31/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","05/30/25","11945","61.500","47.500"
"""11945.5""","""@38148 / Iowa Trust & Savings""","1","1","982.44","1027.66","1498.77","","","68.77","3577.64","750.40","3387.82","0.00","","320.00","0.00","4458.22","-880.58","7784.00","54.04","7784.00","42.73","05/31/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","05/30/25","11945","61.500","46.750"
"""11945.7""","""@39062 / Iowa Trust & Savings""","1","1","393.22","349.65","325.20","","","27.53","1095.60","328.97","303.98","0.00","","","0.00","632.95","462.65","1153.00","4.98","1153.00","45.10","05/31/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","05/30/25","11945","7.000","17.250"
"""11945.8""","""@Tripcharge / Iowa Trust & Sav""","1","1","0.00","634.00","1170.89","","","0.00","1804.89","0.00","0.00","0.00","","","0.00","0.00","1804.89","440.00","-310.20","440.00","100.00","07/15/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","07/10/25","11945-2","0.000","27.250"
"""11945.9""","""@letters / Iowa Trust & Saving""","1","1","0.00","182.76","335.10","","","0.00","517.86","0.00","0.00","0.00","","","0.00","0.00","517.86","0.00","","0.00","","05/31/25","6275","IOWA TRUST & SAVINGS BANK","F","0.00","0.00","0.00","05/30/25","11945","0.000","8.500"
"""11992.1""","""@37889 / CITY OF URBANDALE TYP""","1","1","5353.62","2209.43","2518.79","","","0.00","10081.84","3987.93","5679.58","0.00","","45.00","0.00","9712.51","369.33","17210.81","41.42","17210.81","43.57","01/20/25","3154","EDGE COMMERCIAL","F","0.00","0.00","0.00","01/17/25","11992","122.750","96.000"
"""11995.1""","""@37755 / PORSCHE OF WEST DES M""","1","1","0.00","51.38","60.51","","","0.00","111.89","0.00","0.00","0.00","","","0.00","0.00","111.89","150.00","25.41","150.00","100.00","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","0.000","2.250"
"""11995.10""","""@Deliver / PORSCHE OF WEST DES""","4","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","300.00","100.00","300.00","100.00","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","0.000",""
"""11995.2""","""@37756 / PORSCHE OF WEST DES M""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","257.40","0.00","","","0.00","257.40","-257.40","400.00","100.00","400.00","35.65","01/31/25","3010","PATTISONID","F","0.00","0.00","0.00","01/31/25","11995","4.000",""
"""11995.3""","""@37758 / PORSCHE OF WEST DES M""","1","1","0.00","196.52","354.48","","4304.00","0.00","4855.00","0.00","679.40","0.00","","6456.00","0.00","7135.40","-2280.40","10260.00","52.68","10260.00","30.45","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","11.000","10.000"
"""11995.4""","""@37759 / PORSCHE OF WEST DES M""","1","1","6.67","738.52","1370.30","","","0.00","2115.49","174.00","4009.30","0.00","","","0.00","4183.30","-2067.81","7253.00","70.83","7253.00","42.32","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","51.000","31.500"
"""11995.5""","""@TM / PORSCHE OF WEST DES MOIN""","1","1","0.00","198.89","369.62","","","0.00","568.51","0.00","0.00","0.00","","","0.00","0.00","568.51","0.00","","0.00","","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","0.000","9.250"
"""11995.6""","""@PREWIRE / PORSCHE OF WEST DES""","1","1","31.68","299.00","554.82","","","0.00","885.50","0.00","0.00","0.00","","","0.00","0.00","885.50","0.00","","0.00","","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","0.000","12.750"
"""11995.7""","""@39075 / PORSCHE OF WEST DES M""","12","12","260.46","0.00","0.00","","","0.00","260.46","68.04","104.22","0.00","","390.00","0.00","562.26","-301.80","936.00","72.17","936.00","39.93","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","05/29/25","11995-2","2.400",""
"""11995.9""","""@37761 / PORSCHE OF WEST DES M""","4","0","0.00","25.00","29.07","","","0.00","54.07","4.64","448.98","0.00","","","0.00","453.62","-399.55","","","724.00","37.35","05/29/25","3010","PATTISONID","F","0.00","0.00","0.00","","","8.000","1.000"
"""12012.1""","""@38015 / Drees Company - Ecowa""","1","1","1771.03","1968.93","2178.10","","","0.00","5918.06","1632.20","4041.56","0.00","","23.50","0.00","5697.26","220.80","10321.46","42.66","10321.46","44.80","01/11/25","37100","DREES CO.","F","0.00","0.00","0.00","01/08/25","12012","79.000","90.750"
"""12012.2""","""@38103 / Drees Company - Ecowa""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","","150.00","100.00","01/11/25","37100","DREES CO.","F","0.00","0.00","0.00","01/08/25","12012","0.000",""
"""12012.3""","""@Vinyl / Drees Company - Ecowa""","1","1","47.30","29.81","27.72","","","0.00","104.83","0.00","0.00","0.00","","","0.00","0.00","104.83","128.00","18.10","128.00","100.00","01/11/25","37100","DREES CO.","F","0.00","0.00","0.00","01/08/25","12012","0.000","1.250"
"""12033.1""","""@38053 / Ankeny Regional Airpo""","1","1","0.00","0.00","0.00","","10640.00","0.00","10640.00","0.00","0.00","0.00","","10640.00","0.00","10640.00","0.00","13853.28","23.20","13853.28","23.20","03/13/25","6288","POLK COUNTY AVIATION AUTHORITY","F","0.00","0.00","0.00","03/10/25","12033-3","0.000",""
"""12067.1""","""@37966A / EMC Insurance Group""","1","1","20257.88","6434.21","9295.10","","524.01","0.00","36511.20","12380.77","19043.33","0.00","","16928.78","0.00","48352.88","-11841.68","88919.82","58.94","88919.82","45.62","11/30/25","6230","EMC INSURANCE GROUP","F","0.00","0.00","0.00","11/15/25","12067","438.000","295.250"
"""12067.3""","""@38837 / EMC Insurance Group""","1","1","0.00","181.89","532.49","","","0.00","714.38","0.00","0.00","0.00","","","0.00","0.00","714.38","0.00","","200.00","100.00","11/19/25","6230","EMC INSURANCE GROUP","F","0.00","0.00","0.00","11/15/25","12067","0.000","8.000"
"""12067.4""","""@37967C / EMC Insurance Group""","1","1","14999.54","6855.97","12668.91","","45800.00","0.00","80324.42","5335.00","63796.40","0.00","","113744.71","0.00","182876.11","-102551.69","271791.06","70.45","271791.06","32.71","11/19/25","6230","EMC INSURANCE GROUP","F","0.00","0.00","0.00","11/15/25","12067","768.000","278.750"
"""12073.1""","""@37829 / Grand Woods Office Pa""","1","1","6025.35","2420.81","2599.89","","4200.00","0.00","15246.05","2831.23","3256.88","0.00","","4849.21","0.00","10937.32","4308.73","17820.10","14.44","17820.10","38.62","04/10/25","6292","J&M COMMERCIAL HOLDINGS LLC","F","0.00","0.00","0.00","04/05/25","12073","62.500","102.000"
"""12073.2""","""@38003 / Grand Woods Office Pa""","1","1","0.00","24.50","22.79","","","0.00","47.29","0.00","0.00","0.00","","","0.00","0.00","47.29","0.00","","150.00","100.00","04/09/25","6292","J&M COMMERCIAL HOLDINGS LLC","F","0.00","0.00","0.00","04/05/25","12073","0.000","1.000"
"""12073.3""","""@38295 / Grand Woods Office Pa""","1","1","1891.13","617.03","573.83","","","0.00","3081.99","1848.23","3520.32","0.00","","","0.00","5368.55","-2286.56","9956.59","69.05","9956.59","46.08","04/10/25","6292","J&M COMMERCIAL HOLDINGS LLC","F","0.00","0.00","0.00","04/05/25","12073","81.000","25.000"
"""12079.1""","""@37921 / Nebraska Furniture Ma""","1","1","2457.74","1793.79","1915.19","","","0.00","6166.72","0.00","949.00","0.00","","","0.00","949.00","5217.72","1508.90","-308.69","1508.90","37.11","03/07/25","6294","NEBRASKA FURNITURE MART","F","0.00","0.00","0.00","03/06/25","12079","15.250","80.000"
