"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/09 - 12/31/09"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""1859.1""","""@4147 / RYKO MANUFACTURING""","1","1","1623.54","721.33","649.25","","","0.00","2994.12","1872.11","1824.00","0.00","","","0.00","3696.11","-701.99","4918.00","39.12","6247.39","40.84","06/30/09","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","06/23/09","1859","60.000","47.000"
"""1860.1""","""@4143 / RYKO MANUFACTURING""","1","1","98.21","67.56","60.80","","","0.00","226.57","99.61","121.60","0.00","","","0.00","221.21","5.36","354.00","36.00","384.36","42.45","06/10/09","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","06/10/09","1860","4.000","4.250"
"""1976.1""","""@2904F / NATIONWIDE""","1","1","19850.25","4912.66","5434.02","","6936.50","0.00","37133.43","12138.73","20706.00","0.00","","17387.50","0.00","50232.23","-13098.80","75664.65","50.92","76965.80","34.73","02/28/09","2139","CRE NATIONWIDE","F","0.00","0.00","0.00","02/26/09","1976","410.000","307.500"
"""2000.1""","""@4686 / RYKO MANUFACTURING""","1","1","2092.13","913.25","848.04","","","0.00","3853.42","2170.49","1611.20","0.00","","25.00","0.00","3806.69","46.73","5576.00","30.89","6775.74","43.82","06/30/09","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","06/23/09","2000","53.000","63.000"
"""2043.1""","""@4622 / WINESTYLES""","1","1","122.70","60.50","54.45","","342.45","0.00","580.10","0.00","0.00","0.00","","491.92","0.00","491.92","88.18","615.00","5.67","615.00","20.01","02/28/09","2406","WINESTYLES","F","0.00","0.00","0.00","02/19/09","2043","0.000","3.500"
"""2043.2""","""@4660 / WINESTYLES""","1","1","0.00","0.00","0.00","","1211.27","0.00","1211.27","0.00","0.00","0.00","","575.00","0.00","575.00","636.27","719.00","-68.47","719.00","20.03","02/28/09","2406","WINESTYLES","F","0.00","0.00","0.00","02/19/09","2043","0.000",""
"""2043.3""","""@4669 / WINESTYLES""","1","1","864.97","177.26","159.54","","","0.00","1201.77","425.37","699.20","0.00","","487.11","0.00","1611.68","-409.91","2453.00","51.01","2452.73","34.29","02/28/09","2406","WINESTYLES","F","0.00","0.00","0.00","02/19/09","2043","23.000","10.000"
"""2047.1""","""@4626A / TACO JOHN´S""","1","1","108.33","113.46","102.11","","","0.00","323.90","112.12","136.80","0.00","","","0.00","248.92","74.98","442.32","26.77","442.32","43.72","01/31/09","106910","TACO JOHN'S","F","0.00","0.00","0.00","01/30/09","2047","4.500","6.750"
"""2047.2""","""@4626B / TACO JOHN´S""","1","1","73.89","117.96","106.17","","","0.00","298.02","88.26","136.80","0.00","","","0.00","225.06","72.96","396.42","24.82","396.42","43.23","01/31/09","106910","TACO JOHN'S","F","0.00","0.00","0.00","01/30/09","2047","4.500","7.000"
"""2047.3""","""@4627 / TACO JOHN´S""","1","1","15.61","0.00","0.00","","227.00","0.00","242.61","0.00","299.95","0.00","","","0.00","299.95","-57.34","336.69","27.94","336.69","10.91","01/31/09","106910","TACO JOHN'S","F","0.00","0.00","0.00","01/30/09","2047","101.500",""
"""2048.1""","""@4807A / FAREWAY STORES, INC.""","1","1","11310.83","5592.22","5076.34","","","0.00","21979.39","12585.94","9237.35","0.00","","","0.00","21823.29","156.10","33959.94","35.28","34939.75","37.54","01/29/09","42300","FAREWAY STORES, INC.","F","0.00","0.00","0.00","01/29/09","2048","301.750","344.250"
"""2052.1""","""@Survey / CHARLEY'S GRILLED SU""","1","0","0.00","0.00","0.00","","175.00","0.00","175.00","0.00","0.00","0.00","","","0.00","0.00","175.00","","","0.00","","01/22/09","21100","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","","","0.000",""
"""2052.2""","""@Banner / CHARLEY'S GRILLED SU""","1","0","0.00","3.88","3.49","","166.47","0.00","173.84","0.00","0.00","0.00","","","0.00","0.00","173.84","","","0.00","","01/22/09","21100","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","","","0.000","0.250"
"""2058.1""","""@4884 / CAT #TBD""","1","0","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","","","0.00","","01/31/09","18600","CAT SCALE","F","0.00","0.00","0.00","","","0.000",""
"""2060.1""","""@4885 / CAT# TBD""","1","0","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","","","0.00","","01/31/09","18600","CAT SCALE","F","0.00","0.00","0.00","","","0.000",""
