"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/18"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""66085""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1087.13","158.26","147.18","","","0.00","1392.57","1093.50","339.68","0.00","","","0.00","1433.18","-40.61","","","0.00","","07/25/18","","","C","0.00","0.00","1392.57","","","8.000","18.750"
"""66118""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","0.00","16.50","15.35","","","0.00","31.85","2888.13","849.20","0.00","","","0.00","3737.33","-3705.48","","","0.00","","08/23/18","","","C","0.00","0.00","31.85","","","20.000","42.500"
"""66194""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1158.72","176.25","163.92","","","0.00","1498.89","1164.51","339.68","0.00","","","0.00","1504.19","-5.30","","","0.00","","10/30/18","","","C","0.00","0.00","1498.89","","","8.000","10.500"
"""66195""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1158.72","213.38","198.44","","","0.00","1570.54","1164.51","339.68","0.00","","","0.00","1504.19","66.35","","","0.00","","10/30/18","","","C","0.00","0.00","1570.54","","","8.000","21.000"
"""66200""","""221-0190 STANDARD CAT SCALE SP""","1","","498.54","138.00","128.36","","","0.00","764.90","411.97","339.68","0.00","","","0.00","751.65","13.25","","","0.00","","11/09/18","","","C","0.00","0.00","764.90","","","8.000","8.000"
"""66205""","""221-0190 STANDARD CAT SCALE SP""","1","","498.54","112.00","104.18","","","0.00","714.72","411.97","339.68","0.00","","","0.00","751.65","-36.93","","","0.00","","11/09/18","","","C","0.00","0.00","714.72","","","8.000","6.500"
"""66206""","""221-0190 STANDARD CAT SCALE SP""","1","","498.54","112.50","104.63","","","0.00","715.67","411.97","339.68","0.00","","","0.00","751.65","-35.98","","","0.00","","11/09/18","","","C","0.00","0.00","715.67","","","8.000","6.500"
"""66207""","""221-0190 STANDARD CAT SCALE SP""","1","","508.05","91.25","84.87","","","0.00","684.17","411.97","339.68","0.00","","","0.00","751.65","-67.48","","","0.00","","11/09/18","","","C","0.00","0.00","684.17","","","8.000","5.250"
"""66208""","""221-0190 STANDARD CAT SCALE SP""","1","","499.87","141.63","131.72","","","0.00","773.22","411.97","339.68","0.00","","","0.00","751.65","21.57","","","0.00","","11/09/18","","","C","0.00","0.00","773.22","","","8.000","7.750"
"""66209""","""221-0190 STANDARD CAT SCALE SP""","1","","499.87","137.01","127.43","","","0.00","764.31","411.97","339.68","0.00","","","0.00","751.65","12.66","","","0.00","","11/09/18","","","C","0.00","0.00","764.31","","","8.000","7.500"
"""66217""","""219-1130 1/2 X 6 POLE GUSSETS""","1","","0.00","24.75","23.02","","0.00","0.00","47.77","5.05","1.06","0.00","","","0.00","6.11","41.66","","","0.00","","11/15/18","","","C","0.00","0.00","47.77","","","0.025","1.500"
"""66218""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1158.72","110.25","102.53","","","0.00","1371.50","1164.51","339.68","0.00","","","0.00","1504.19","-132.69","","","0.00","","11/16/18","","","C","0.00","0.00","1371.50","","","8.000","13.500"
"""66219""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1101.33","140.26","130.44","","","0.00","1372.03","1164.51","339.68","0.00","","","0.00","1504.19","-132.16","","","0.00","","11/16/18","","","C","0.00","0.00","1372.03","","","8.000","10.500"
"""66226""","""202-0100 3"" ALUMINUM GUSSETS""","1","","0.00","9.25","8.60","","","0.00","17.85","2.28","63.69","0.00","","","0.00","65.97","-48.12","","","0.00","","11/29/18","","","C","0.00","0.00","17.85","","","1.500","3.250"
"""66227""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1078.49","127.88","118.93","","","0.00","1325.30","1164.51","339.68","0.00","","","0.00","1504.19","-178.89","","","0.00","","12/10/18","","","C","0.00","0.00","1325.30","","","8.000","9.750"
"""66228""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1101.33","132.00","122.76","","","0.00","1356.09","1164.51","339.68","0.00","","","0.00","1504.19","-148.10","","","0.00","","12/10/18","","","C","0.00","0.00","1356.09","","","8.000","10.000"
"""66229""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1101.33","132.01","122.77","","","0.00","1356.11","1164.51","339.68","0.00","","","0.00","1504.19","-148.08","","","0.00","","12/10/18","","","C","0.00","0.00","1356.11","","","8.000","10.000"
"""66230""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1101.33","148.52","138.13","","","0.00","1387.98","1164.51","339.68","0.00","","","0.00","1504.19","-116.21","","","0.00","","12/10/18","","","C","0.00","0.00","1387.98","","","8.000","11.500"
"""66231""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","152.63","141.94","","","0.00","294.57","1164.51","339.68","0.00","","","0.00","1504.19","-1209.62","","","0.00","","12/10/18","","","C","0.00","0.00","294.57","","","8.000","12.250"
"""66232""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","74.00","68.82","","","0.00","142.82","411.97","339.68","0.00","","","0.00","751.65","-608.83","","","0.00","","12/10/18","","","C","0.00","0.00","142.82","","","8.000","11.000"
"""66233""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","55.50","51.62","","","0.00","107.12","411.97","339.68","0.00","","","0.00","751.65","-644.53","","","0.00","","12/10/18","","","C","0.00","0.00","107.12","","","8.000","8.750"
"""66234""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","55.51","51.62","","","0.00","107.13","411.97","339.68","0.00","","","0.00","751.65","-644.52","","","0.00","","12/10/18","","","C","0.00","0.00","107.13","","","8.000","11.750"
"""66235""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","50.88","47.32","","","0.00","98.20","411.97","339.68","0.00","","","0.00","751.65","-653.45","","","0.00","","12/10/18","","","C","0.00","0.00","98.20","","","8.000","11.250"
"""66236""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","69.39","64.54","","","0.00","133.93","411.97","339.68","0.00","","","0.00","751.65","-617.72","","","0.00","","12/10/18","","","C","0.00","0.00","133.93","","","8.000","11.000"
"""66237""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","116.90","366.84","341.17","","","0.00","824.91","2889.61","849.20","0.00","","","0.00","3738.81","-2913.90","","","0.00","","12/10/18","","","C","0.00","0.00","824.91","","","20.000","37.250"
"""66238""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1171.75","422.08","392.55","","","0.00","1986.38","2889.61","849.20","0.00","","","0.00","3738.81","-1752.43","","","0.00","","12/10/18","","","C","0.00","0.00","1986.38","","","20.000","41.250"
"""66239""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1362.65","433.26","402.94","","","0.00","2198.85","2889.61","849.20","0.00","","","0.00","3738.81","-1539.96","","","0.00","","12/10/18","","","C","0.00","0.00","2198.85","","","20.000","38.250"
"""66241""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","1174.71","346.20","321.99","","","0.00","1842.90","2889.61","849.20","0.00","","","0.00","3738.81","-1895.91","","","0.00","","12/10/18","","","C","0.00","0.00","1842.90","","","20.000","40.500"
"""66255""","""221-0220 5'-4 1/2"" X 20' HURRI""","1","","102.22","38.88","36.16","","","0.00","177.26","3280.76","0.00","0.00","","","0.00","3280.76","-3103.50","","","0.00","","12/28/18","","","C","0.00","0.00","177.26","","","0.000","31.500"
"""66256""","""202-1330 6"" X 7"" X .032"" HAND""","1","","131.20","13.88","12.91","","","0.00","157.99","1.64","0.13","0.00","","","0.00","1.77","156.22","","","0.00","","01/03/19","","","C","0.00","0.00","157.99","","","0.003","2.000"
"""66257""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","0.00","220.02","204.62","","","0.00","424.64","2891.41","849.20","0.00","","","0.00","3740.61","-3315.97","","","0.00","","01/04/19","","","C","0.00","0.00","424.64","","","20.000","47.750"
"""66258""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","0.00","9.25","8.60","","","0.00","17.85","2891.41","849.20","0.00","","","0.00","3740.61","-3722.76","","","0.00","","01/05/19","","","C","0.00","0.00","17.85","","","20.000","29.250"
"""66259""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","0.00","9.25","8.60","","","0.00","17.85","2891.41","849.20","0.00","","","0.00","3740.61","-3722.76","","","0.00","","01/05/19","","","C","0.00","0.00","17.85","","","20.000","39.000"
"""66260""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","0.00","13.88","12.91","","","0.00","26.79","2891.41","849.20","0.00","","","0.00","3740.61","-3713.82","","","0.00","","01/05/19","","","C","0.00","0.00","26.79","","","20.000","38.000"
"""7884.1""","""@tm / CAT SCALE""","1","","369.11","1391.14","1293.85","","","22.15","3076.25","0.00","0.00","0.00","","","0.00","0.00","3076.25","0.00","","0.00","","02/28/17","18600","CAT SCALE","C","0.00","0.00","3076.25","10/08/19","7884","0.000","85.500"
"""7884.2""","""@tm / CAT SCALE""","2","","0.00","9.00","8.37","","151.44","0.00","168.81","0.00","0.00","0.00","","","0.00","0.00","168.81","0.00","","0.00","","05/18/18","18600","CAT SCALE","C","0.00","0.00","168.81","10/08/19","7884","0.000","0.500"
"""8670.1""","""@22833A / VELOCITY""","1","","599.91","579.40","638.89","","","0.00","1818.20","818.63","2516.86","0.00","","115.80","0.00","3451.29","-1633.09","5579.76","67.41","5579.76","38.15","06/27/18","4889","HUBBELL DEVELOPMENT SERVICES","C","0.00","0.00","1818.20","01/19/19","8670","42.250","58.250"
"""8670.2""","""@26120 / VELOCITY""","1","","168.77","130.00","120.91","","","0.00","419.68","382.04","467.06","0.00","","","0.00","849.10","-429.42","1399.33","70.01","1399.33","39.32","10/18/18","4889","HUBBELL DEVELOPMENT SERVICES","C","0.00","0.00","419.68","01/19/19","8670","11.000","6.750"
"""8726.2""","""@25198 / PARK WINDS APARTMENTS""","1","","0.00","20.25","18.83","","","0.00","39.08","0.00","84.92","0.00","","150.00","0.00","234.92","-195.84","285.00","86.29","285.00","17.57","07/31/18","5320","CITY OF DES MOINES REAL ESTATE DIVISION","C","0.00","0.00","39.08","10/21/19","8726-2","2.000","2.000"
"""8849.1""","""@25864 / THE BRIDGE DISTRICT""","2","","4101.06","35.25","32.78","","70.00","0.00","4239.09","707.25","3351.92","0.00","","4399.64","0.00","8458.81","-4219.72","12821.16","66.94","12821.16","34.02","10/19/18","4889","HUBBELL DEVELOPMENT SERVICES","C","0.00","0.00","4239.09","03/31/19","8849","64.000","63.000"
"""8849.2""","""@25865 / THE BRIDGE DISTRICT""","1","","1527.00","10.00","9.30","","","0.00","1546.30","339.41","1675.96","0.00","","1837.32","0.00","3852.69","-2306.39","5860.84","73.62","5860.84","34.26","10/19/18","4889","HUBBELL DEVELOPMENT SERVICES","C","0.00","0.00","1546.30","03/31/19","8849","32.000","16.750"
"""8849.3""","""@25866 / THE BRIDGE DISTRICT""","1","","3328.00","10.00","9.30","","","0.00","3347.30","415.47","1760.88","0.00","","1974.32","0.00","4150.67","-803.37","6335.26","47.16","6335.26","34.48","10/19/18","4889","HUBBELL DEVELOPMENT SERVICES","C","0.00","0.00","3347.30","03/31/19","8849","34.000","18.500"
"""8859.1""","""@25570 / EUROFINS""","1","","381.81","517.76","733.10","","410.64","0.00","2043.31","31.73","1575.37","0.00","","741.18","0.00","2348.28","-304.97","3642.86","43.91","3642.86","35.54","10/31/18","5347","EUROFINS SCIENTIFIC INC.","C","0.00","0.00","2043.31","01/15/19","8859","27.500","34.000"
"""8874.1""","""@25455 / ATLANTIC BOTTLING COC""","1","","3028.97","858.04","813.81","","","0.00","4700.82","735.80","2757.48","0.00","","5948.32","0.00","9441.60","-4740.78","14160.10","66.80","14160.10","33.32","11/15/18","5107","ATLANTIC BOTTLING COCA-COLA","C","0.00","0.00","4700.82","03/19/19","8874-2","50.000","114.250"
"""8874.2""","""@25456 / ATLANTIC BOTTLING COC""","1","","0.00","145.13","134.98","","1145.00","0.00","1425.11","0.00","207.90","0.00","","1404.68","0.00","1612.58","-187.47","2199.19","35.20","2199.19","26.67","11/15/18","5107","ATLANTIC BOTTLING COCA-COLA","C","0.00","0.00","1425.11","01/31/19","8874","4.000","6.750"
"""8874.3""","""@25457 / ATLANTIC BOTTLING COC""","1","","0.00","20.25","18.83","","","0.00","39.08","0.00","0.00","0.00","","","0.00","0.00","39.08","0.00","","135.00","100.00","11/18/18","5107","ATLANTIC BOTTLING COCA-COLA","C","0.00","0.00","39.08","01/31/19","8874","0.000","1.000"
"""8877.1""","""@26233 / MEDPHARM""","1","","505.50","78.88","136.55","","","0.00","720.93","8.70","313.72","0.00","","505.50","0.00","827.92","-106.99","1295.68","44.36","1295.68","36.10","11/08/18","5388","MED PHARM IOWA","C","0.00","0.00","720.93","01/21/19","8877","6.000","5.250"
"""8877.2""","""@tm / MEDPHARM""","1","","1.13","24.81","37.02","","","0.00","62.96","0.00","0.00","0.00","","","0.00","0.00","62.96","0.00","","0.00","","11/16/18","5388","MED PHARM IOWA","C","0.00","0.00","62.96","01/21/19","8877","0.000","1.500"
"""8877.3""","""@tm / MEDPHARM""","1","","0.00","29.00","53.94","","","0.00","82.94","0.00","0.00","0.00","","","0.00","0.00","82.94","0.00","","0.00","","11/15/18","5388","MED PHARM IOWA","C","0.00","0.00","82.94","01/21/19","8877","0.000","2.000"
"""8883.4""","""@25891 / AVAILA BANK""","1","","354.54","19.00","26.04","","","0.00","399.58","0.00","511.42","0.00","","354.45","0.00","865.87","-466.29","1546.21","74.16","1291.21","32.94","12/10/18","5381","AVAILA BANK","C","0.00","0.00","399.58","01/04/19","8883-2","9.500","8.500"
"""8893.3""","""@26430 / CITY OF DES MOINES /""","1","","820.00","40.38","37.55","","","0.00","897.93","0.00","868.06","0.00","","2413.88","0.00","3281.94","-2384.01","4522.57","80.15","4522.57","27.43","11/26/18","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","C","0.00","0.00","897.93","01/18/19","8893","13.000","9.750"
"""8898.1""","""@25235 / STERLING HOTEL & SUIT""","2","","2320.30","1647.80","1572.48","","0.00","0.00","5540.58","3083.91","4766.08","0.00","","1426.00","0.00","9275.99","-3735.41","14389.34","61.50","14389.34","35.54","11/28/18","5390","STERLING HOTEL & SUITES","C","0.00","0.00","5540.58","01/21/19","8898","106.000","122.250"
