"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/19"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""66118""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","0.00","16.50","15.35","","","0.00","31.85","2888.13","849.20","0.00","","","0.00","3737.33","-3705.48","","","0.00","","08/23/18","","","C","0.00","0.00","31.85","","","20.000","42.500"
"""66348""","""221-0330 5'-4 1/2"" X 20' HURRI""","1","","1101.74","329.71","306.63","","","0.00","1738.08","1233.42","0.00","0.00","","","0.00","1233.42","504.66","","","0.00","","05/02/19","","","C","0.00","0.00","1738.08","","","0.000","39.000"
"""66520""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1159.94","170.75","158.81","","","0.00","1489.50","1137.01","339.68","0.00","","","0.00","1476.69","12.81","","","0.00","","10/30/19","","","C","0.00","0.00","1489.50","","","8.000","9.750"
"""66543""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4215.03","566.52","526.88","","","0.00","5308.43","2922.50","849.20","0.00","","","0.00","3771.70","1536.73","","","0.00","","11/13/19","","","C","0.00","0.00","5308.43","","","20.000","29.500"
"""66544""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4228.28","569.04","529.22","","","0.00","5326.54","2922.50","849.20","0.00","","","0.00","3771.70","1554.84","","","0.00","","11/13/19","","","C","0.00","0.00","5326.54","","","20.000","29.750"
"""66561""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","261.00","631.32","658.29","","","0.00","1550.61","2922.50","849.20","0.00","","","0.00","3771.70","-2221.09","","","0.00","","12/31/19","","","C","0.00","0.00","1550.61","","","20.000","36.250"
"""66562""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4184.84","567.72","527.99","","","0.00","5280.55","2922.50","849.20","0.00","","","0.00","3771.70","1508.85","","","0.00","","12/31/19","","","C","0.00","0.00","5280.55","","","20.000","29.500"
"""66563""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","261.00","642.89","637.43","","","0.00","1541.32","2922.50","849.20","0.00","","","0.00","3771.70","-2230.38","","","0.00","","12/31/19","","","C","0.00","0.00","1541.32","","","20.000","37.750"
"""66564""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","261.00","455.21","423.37","","","0.00","1139.58","2922.50","849.20","0.00","","","0.00","3771.70","-2632.12","","","0.00","","12/31/19","","","C","0.00","0.00","1139.58","","","20.000","26.000"
"""66565""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1159.94","166.50","154.86","","","0.00","1481.30","1137.01","339.68","0.00","","","0.00","1476.69","4.61","","","0.00","","12/31/19","","","C","0.00","0.00","1481.30","","","8.000","9.500"
"""66566""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1159.94","192.00","178.57","","","0.00","1530.51","1137.01","339.68","0.00","","","0.00","1476.69","53.82","","","0.00","","12/31/19","","","C","0.00","0.00","1530.51","","","8.000","11.000"
"""66567""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1159.94","161.63","150.31","","","0.00","1471.88","1137.01","339.68","0.00","","","0.00","1476.69","-4.81","","","0.00","","12/31/19","","","C","0.00","0.00","1471.88","","","8.000","9.250"
"""66568""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1159.94","138.50","128.82","","","0.00","1427.26","1137.01","339.68","0.00","","","0.00","1476.69","-49.43","","","0.00","","12/31/19","","","C","0.00","0.00","1427.26","","","8.000","8.000"
"""66569""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","153.00","142.29","","","0.00","295.29","1137.01","339.68","0.00","","","0.00","1476.69","-1181.40","","","0.00","","12/31/19","","","C","0.00","0.00","295.29","","","8.000","12.250"
"""66573""","""221-0190 STANDARD CAT SCALE SP""","1","","522.37","100.08","93.09","","","0.00","715.54","361.91","339.68","0.00","","","0.00","701.59","13.95","","","0.00","","12/11/19","","","C","0.00","0.00","715.54","","","8.000","5.250"
"""66574""","""221-0190 STANDARD CAT SCALE SP""","1","","556.58","101.45","94.36","","","0.00","752.39","361.91","339.68","0.00","","","0.00","701.59","50.80","","","0.00","","12/11/19","","","C","0.00","0.00","752.39","","","8.000","5.250"
"""66575""","""221-0190 STANDARD CAT SCALE SP""","1","","679.88","101.46","94.38","","","0.00","875.72","361.91","339.68","0.00","","","0.00","701.59","174.13","","","0.00","","12/11/19","","","C","0.00","0.00","875.72","","","8.000","5.250"
"""66576""","""221-0190 STANDARD CAT SCALE SP""","1","","556.58","90.45","84.13","","","0.00","731.16","361.91","339.68","0.00","","","0.00","701.59","29.57","","","0.00","","12/11/19","","","C","0.00","0.00","731.16","","","8.000","4.750"
"""66577""","""221-0190 STANDARD CAT SCALE SP""","1","","556.58","77.39","71.99","","","0.00","705.96","361.91","339.68","0.00","","","0.00","701.59","4.37","","","0.00","","12/11/19","","","C","0.00","0.00","705.96","","","8.000","4.000"
"""66578""","""221-0190 STANDARD CAT SCALE SP""","1","","556.58","82.19","76.44","","","0.00","715.21","361.91","339.68","0.00","","","0.00","701.59","13.62","","","0.00","","12/11/19","","","C","0.00","0.00","715.21","","","8.000","4.250"
"""66579""","""221-0190 STANDARD CAT SCALE SP""","1","","556.58","76.01","70.70","","","0.00","703.29","361.91","339.68","0.00","","","0.00","701.59","1.70","","","0.00","","12/11/19","","","C","0.00","0.00","703.29","","","8.000","4.000"
"""66580""","""221-0190 STANDARD CAT SCALE SP""","1","","556.63","72.57","67.51","","","0.00","696.71","361.91","339.68","0.00","","","0.00","701.59","-4.88","","","0.00","","12/11/19","","","C","0.00","0.00","696.71","","","8.000","3.750"
"""66582""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4157.55","567.90","528.17","","","0.00","5253.62","2922.50","849.20","0.00","","","0.00","3771.70","1481.92","","","0.00","","12/13/19","","","C","0.00","0.00","5253.62","","","20.000","29.750"
"""66583""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","261.00","523.77","487.13","","","0.00","1271.90","2922.50","849.20","0.00","","","0.00","3771.70","-2499.80","","","0.00","","12/13/19","","","C","0.00","0.00","1271.90","","","20.000","31.750"
"""66584""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","116.90","476.88","443.46","","","0.00","1037.24","2922.50","849.20","0.00","","","0.00","3771.70","-2734.46","","","0.00","","12/13/19","","","C","0.00","0.00","1037.24","","","20.000","40.500"
"""66585""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","116.90","328.22","305.23","","","0.00","750.35","2922.50","849.20","0.00","","","0.00","3771.70","-3021.35","","","0.00","","12/13/19","","","C","0.00","0.00","750.35","","","20.000","31.500"
"""66586""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","67.29","199.13","185.19","","","0.00","451.61","2922.50","849.20","0.00","","","0.00","3771.70","-3320.09","","","0.00","","12/13/19","","","C","0.00","0.00","451.61","","","20.000","28.000"
"""66587""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","144.50","134.39","","","0.00","278.89","1137.01","339.68","0.00","","","0.00","1476.69","-1197.80","","","0.00","","12/31/19","","","C","0.00","0.00","278.89","","","8.000","11.750"
"""66588""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","123.25","114.63","","","0.00","237.88","1137.01","339.68","0.00","","","0.00","1476.69","-1238.81","","","0.00","","12/31/19","","","C","0.00","0.00","237.88","","","8.000","10.500"
"""66589""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","63.75","59.29","","","0.00","123.04","1137.01","339.68","0.00","","","0.00","1476.69","-1353.65","","","0.00","","12/31/19","","","C","0.00","0.00","123.04","","","8.000","11.500"
"""66597""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","116.90","40.25","37.43","","","0.00","194.58","2922.87","849.20","0.00","","","0.00","3772.07","-3577.49","","","0.00","","12/31/19","","","C","0.00","0.00","194.58","","","20.000","27.500"
