"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/23 - 12/31/23"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""10575.1""","""@33058A / MCANINCH CORP.""","2","2","3276.20","1186.98","2201.18","","8071.08","0.00","14735.44","29.00","854.08","0.00","","9409.12","0.00","10292.20","4443.24","14747.30","0.08","14747.30","30.21","09/25/23","5930","MCANINCH CORP.","F","0.00","0.00","0.00","09/22/23","10575","12.000","55.500"
"""10575.2""","""@33058B / MCANINCH CORP.""","2","2","3716.01","1011.95","1756.40","","233.75","0.00","6718.11","892.96","3277.22","0.00","","51.00","0.00","4221.18","2496.93","7401.06","9.23","7401.06","42.97","09/28/23","5930","MCANINCH CORP.","F","0.00","0.00","0.00","09/22/23","10575","66.000","48.750"
"""10575.3""","""@33059A / MCANINCH CORP.""","2","2","1322.26","318.20","370.05","","","0.00","2010.51","1003.35","3038.80","0.00","","5263.52","0.00","9305.67","-7295.16","14222.02","85.86","14222.02","34.57","09/25/23","5930","MCANINCH CORP.","F","0.00","0.00","0.00","09/22/23","10575","57.000","14.750"
"""10585.1""","""@33162 / A.M. COHRON & SON, IN""","2","2","10313.93","1299.61","1747.17","297.28","","0.00","13657.99","29.00","854.08","0.00","","9409.12","0.00","10292.20","3365.79","14909.66","8.40","14909.66","30.97","04/30/23","5931","A.M. COHRON & SON, INC.","F","0.00","0.00","0.00","04/27/23","10585-2","12.000","58.250"
"""10585.2""","""@33163 / A.M. COHRON & SON, IN""","2","2","1000.30","3854.02","4693.29","","247.50","0.00","9795.11","895.97","3574.44","0.00","","61.20","0.00","4531.61","5263.50","7960.38","-23.05","7960.38","43.07","04/30/23","5931","A.M. COHRON & SON, INC.","F","0.00","0.00","0.00","04/27/23","10585-2","73.000","172.750"
"""10585.3""","""@33164 / A.M. COHRON & SON, IN""","2","2","2402.97","134.88","250.89","","","0.00","2788.74","1003.35","3038.80","0.00","","5263.52","0.00","9305.67","-6516.93","14222.02","80.39","14222.02","34.57","04/30/23","5931","A.M. COHRON & SON, INC.","F","0.00","0.00","0.00","04/27/23","10585-2","57.000","6.500"
"""10600.2""","""@33288 / WESTVIEW CHURCH""","1","1","0.00","16.69","15.52","","","0.00","32.21","0.00","0.00","0.00","","","0.00","0.00","32.21","0.00","","150.00","100.00","05/10/23","5938","WAUKEE AREA CHRISTIAN SERVICES","F","0.00","0.00","0.00","05/08/23","10600","0.000","0.750"
"""10600.3""","""@34340 / WESTVIEW CHURCH""","2","2","677.25","389.00","470.58","16.73","","0.00","1553.56","515.09","1583.40","0.00","","32.00","0.00","2130.49","-576.93","3606.82","56.93","3606.82","40.93","05/10/23","5938","WAUKEE AREA CHRISTIAN SERVICES","F","0.00","0.00","0.00","05/08/23","10600","28.000","19.250"
"""10637.1""","""@33113 / DES MOINES INTERNATIO""","26","26","0.00","15.00","27.90","","","0.00","42.90","0.00","1859.00","0.00","","2340.00","0.00","4199.00","-4156.10","6030.18","99.29","6030.18","30.37","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","32.500","0.750"
"""10637.11""","""@33123 / DES MOINES INTERNATIO""","1","1","0.00","0.00","0.00","","","0.00","0.00","69.60","799.93","0.00","","","0.00","869.53","-869.53","0.00","","1393.97","37.62","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","15.000",""
"""10637.12""","""@33406 / DES MOINES INTERNATIO""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","3000.00","100.00","3000.00","100.00","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","0.000",""
"""10637.15""","""@tm / DES MOINES INTERNATIONAL""","1","1","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","885.78","100.00","885.78","100.00","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","0.000",""
"""10637.16""","""@tm / DES MOINES INTERNATIONAL""","1","1","56.32","67.77","63.04","","","0.00","187.13","0.00","0.00","0.00","","","0.00","0.00","187.13","0.00","","0.00","","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","0.000","3.000"
"""10637.17""","""@tm / DES MOINES INTERNATIONAL""","1","1","295.98","84.64","78.72","","","0.00","459.34","0.00","0.00","0.00","","","0.00","0.00","459.34","0.00","","0.00","","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","0.000","3.750"
"""10637.2""","""@33114 / DES MOINES INTERNATIO""","6","6","0.00","389.77","723.40","","","0.00","1113.17","0.00","306.01","0.00","","","0.00","306.01","807.16","478.26","-132.75","478.26","36.02","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","5.400","18.250"
"""10637.5""","""@33117 / DES MOINES INTERNATIO""","2","2","180.83","0.00","0.00","","","0.00","180.83","0.00","452.82","0.00","","","0.00","452.82","-271.99","708.46","74.48","708.46","36.08","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","8.000",""
"""10637.6""","""@33118 / DES MOINES INTERNATIO""","2","2","0.00","0.00","0.00","","","0.00","0.00","0.00","452.82","0.00","","","0.00","452.82","-452.82","708.46","100.00","708.46","36.08","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","8.000",""
"""10637.7""","""@33119 / DES MOINES INTERNATIO""","1","1","6272.21","806.28","1402.50","","","0.00","8480.99","87.00","3994.36","0.00","","8556.00","0.00","12637.36","-4156.37","18688.92","54.62","18688.92","32.38","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","70.000","37.750"
"""10637.8""","""@33120 / DES MOINES INTERNATIO""","1","1","54235.14","2361.61","3716.14","","","0.00","60312.89","2642.00","9343.02","0.00","","78160.00","0.00","90145.02","-29832.13","122177.38","50.63","122177.38","26.22","05/31/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","150.500","108.000"
"""10637.9""","""@33121 / DES MOINES INTERNATIO""","2","2","164.50","0.00","0.00","","","0.00","164.50","130.24","579.91","0.00","","384.00","0.00","1094.15","-929.65","1628.66","89.90","1628.66","32.82","05/19/23","3488","ELDER CORPORATION","F","0.00","0.00","0.00","05/18/23","10637-3","10.500",""
"""10701.1""","""@33290 / EMC DOWNTOWN URBAN PA""","1","1","2238.23","601.71","706.88","","","156.68","3703.50","306.49","1178.92","0.00","","2666.64","0.00","4152.05","-448.55","6312.61","41.33","6312.61","34.23","05/04/23","3532","NEUMANN BUILDERS","F","0.00","0.00","0.00","05/03/23","10701","22.000","28.750"
