"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/11 - 12/31/11"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act ","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est ","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""3090.2""","""@Survey / Bonanza""","1","1","0.00","35.75","64.35","","","","0.00","100.10","0.00","0.00","0.00","","","","0.00","0.00","100.10","147.02","31.91","147.02","100.00","01/18/11","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","01/05/11","3090","0.000","2.750"
"""3090.3""","""@Service / Bonanza""","1","1","156.58","113.00","203.40","","0.00","","0.00","472.98","0.00","0.00","0.00","","","","0.00","0.00","472.98","659.87","28.32","659.87","100.00","01/18/11","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","01/05/11","3090","0.000","8.500"
"""3090.4""","""@Service / Bonanza""","1","1","0.00","32.50","58.50","","","","0.00","91.00","0.00","0.00","0.00","","","","0.00","0.00","91.00","125.00","27.20","125.00","100.00","01/18/11","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","01/05/11","3090","0.000","2.500"
"""3104.2""","""@8589 / SOUTH STORY BANK & TRU""","1","1","389.65","452.70","587.67","","3154.30","","23.38","4607.70","672.54","3719.60","0.00","","676.68","","0.00","5068.82","-461.12","7688.27","40.07","7688.27","34.07","04/11/11","3008","KIRK GROSS COMPANY","F","0.00","0.00","0.00","04/11/11","3104","78.500","29.500"
"""3104.3""","""@8986 / SOUTH STORY BANK & TRU""","1","1","46.60","0.00","0.00","","","","2.80","49.40","46.60","134.90","0.00","","","","0.00","181.50","-132.10","283.38","82.57","283.38","35.95","04/11/11","3008","KIRK GROSS COMPANY","F","0.00","0.00","0.00","04/11/11","3104","3.500",""
"""3109.2""","""@8028 / SPENCER DREAM CENTER""","1","1","9123.24","2879.78","2821.33","","1652.90","","0.00","16477.25","3148.82","8868.80","0.00","","6055.96","","0.00","18073.58","-1596.33","27481.58","40.04","27556.65","34.41","01/06/11","3009","SPENCER DREAM CENTER","F","0.00","0.00","0.00","12/31/10","3109","226.000","170.000"
"""3110.1""","""@7815 / BOB BROWN PRE-OWNED CE""","1","1","383.09","1687.00","2758.50","","2961.61","","0.00","7790.20","1694.48","4360.00","0.00","","1079.00","","0.00","7133.48","656.72","9781.11","20.35","9781.11","27.07","01/31/11","2979","BOB BROWN PRE-OWNED CENTER","F","0.00","0.00","0.00","01/31/11","3110","87.000","107.500"
"""3110.2""","""@electrical / BOB BROWN PRE-OW""","1","1","0.00","0.00","0.00","","100.00","","0.00","100.00","0.00","0.00","0.00","","","","0.00","0.00","100.00","125.00","20.00","125.00","100.00","01/31/11","2979","BOB BROWN PRE-OWNED CENTER","F","0.00","0.00","0.00","01/31/11","3110","0.000",""
"""3111.1""","""@8132 / BOB BROWN (PATTISON SI""","1","1","0.00","305.50","549.90","","","","0.00","855.40","0.00","779.00","0.00","","","","0.00","779.00","76.40","999.78","14.44","999.78","22.08","01/31/11","3010","PATTISONID","F","0.00","0.00","0.00","01/28/11","3111","15.500","21.500"
"""3111.2""","""@8134 / BOB BROWN (PATTISON SI""","1","1","0.00","72.00","129.60","","","","0.00","201.60","63.20","803.20","0.00","","27.50","","0.00","893.90","-692.30","1415.45","85.76","1415.45","36.85","01/31/11","3010","PATTISONID","F","0.00","0.00","0.00","01/28/11","3111","11.000","4.000"
"""3150.1""","""@7282 / TACO JOHN´S""","1","1","1314.44","0.00","0.00","","1395.00","","0.00","2709.44","0.00","447.20","0.00","","1420.38","","0.00","1867.58","841.86","2742.14","1.19","2746.48","32.00","01/26/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","01/21/11","3150","7.000",""
"""3151.1""","""@7281 / TACO JOHN´S""","1","1","576.36","0.00","0.00","","495.00","","0.00","1071.36","13.20","363.90","0.00","","695.94","","0.00","1073.04","-1.68","1551.30","30.94","1594.45","32.70","01/26/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","01/21/11","3151","6.000",""
"""3152.1""","""@7280 / TACO JOHN´S""","1","1","1162.04","0.00","0.00","","978.60","","0.00","2140.64","33.00","483.30","0.00","","1267.38","","0.00","1783.68","356.96","2639.08","18.89","2646.80","32.61","01/31/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","01/28/11","3152","8.000",""
"""3153.1""","""@7279 / TACO JOHN´S""","1","1","1023.59","0.00","0.00","","570.00","","0.00","1593.59","26.40","591.60","0.00","","1007.16","","0.00","1625.16","-31.57","2431.23","34.45","2456.10","33.83","02/22/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","01/21/11","3153","11.000",""
"""3154.1""","""@7278 / TACO JOHN´S""","1","1","1312.12","0.00","0.00","","792.74","","0.00","2104.86","33.00","483.30","0.00","","1420.38","","0.00","1936.68","168.18","2885.69","27.06","2890.03","32.99","01/31/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","01/28/11","3154","8.000",""
"""3156.1""","""@awnings / TACO JOHN´S""","1","1","0.00","48.75","87.75","","681.74","","0.00","818.24","0.00","0.00","0.00","","","","0.00","0.00","818.24","1152.18","28.98","1152.18","100.00","01/18/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","01/18/11","3156","0.000","3.750"
"""3174.1""","""@8359 / PIONEER""","1","1","32.67","12.19","10.98","","","","1.96","57.80","258.88","465.20","0.00","","","","0.00","724.08","-666.28","0.00","","0.00","","02/07/11","87350","PIONEER","F","0.00","0.00","0.00","02/04/11","3174","11.500","0.750"
"""3183.1""","""@7425 / SEARS, ROEBUCK AND CO.""","1","1","483.86","374.50","409.97","","630.00","","0.00","1898.33","355.50","1048.20","0.00","","160.68","","0.00","1564.38","333.95","2538.42","25.22","2538.42","38.37","01/26/11","3046","SEARS, ROEBUCK AND CO.","F","0.00","0.00","0.00","01/19/11","3183","26.250","27.500"
"""3184.1""","""@Survey / NATIONWIDE""","1","1","0.00","0.00","0.00","","250.00","","0.00","250.00","0.00","0.00","0.00","","","","0.00","0.00","250.00","500.00","50.00","500.00","100.00","04/21/11","2139","CRE NATIONWIDE","F","0.00","0.00","0.00","04/19/11","3184","0.000",""
"""3190.1""","""@8376 / BEAUTY & SOUL SALON/DA""","1","1","1090.51","105.00","121.50","","","","0.00","1317.01","29.00","613.80","0.00","","1089.28","","0.00","1732.08","-415.07","2553.04","48.41","2553.04","32.16","01/12/11","2893","BEAUTY & SOUL SALON/DAY SPA","F","0.00","0.00","0.00","01/11/11","3190","9.000","7.000"
"""3191.1""","""@8241A / ST HOWARD""","1","1","3723.97","1008.07","1265.49","","","","0.00","5997.53","143.73","524.10","0.00","","516.70","","0.00","1184.53","4813.00","7230.11","17.05","1918.06","38.24","01/25/11","2174","ST HOWARD DEVELOPMENT","F","0.00","0.00","0.00","01/24/11","3191","13.750","63.750"
"""3195.1""","""@Survey / CITI FINANCIAL""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","175.00","100.00","175.00","100.00","01/19/11","2535","ATLAS SIGN INDUSTRIES","F","0.00","0.00","0.00","01/19/11","3195","0.000",""
"""3195.2""","""@Permits / CITI FINANCIAL""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","96.00","100.00","96.00","100.00","01/19/11","2535","ATLAS SIGN INDUSTRIES","F","0.00","0.00","0.00","01/19/11","3195","0.000",""
"""3196.1""","""@8314 / HUXLEY BUSINESS PARK""","1","1","127.77","587.31","681.59","","","","0.00","1396.67","89.52","1108.70","0.00","","","","0.00","1198.22","198.45","1941.89","28.08","1941.89","38.30","01/21/11","3029","CITY OF HUXLEY","F","0.00","0.00","0.00","01/20/11","3196","26.000","39.500"
"""3200.1""","""@8320 / ASSOCIATED""","1","1","1010.02","676.14","682.81","","510.50","","0.00","2879.47","941.34","1807.60","0.00","","905.68","","0.00","3654.62","-775.15","5497.32","47.62","5497.32","33.52","01/25/11","3055","ASSOCIATED","F","0.00","0.00","0.00","01/19/11","3200","48.000","41.750"
"""3200.2""","""@8321 / ASSOCIATED""","1","1","180.26","228.07","350.18","","","","0.00","758.51","33.85","193.80","0.00","","","","0.00","227.65","530.86","1352.96","43.94","1352.96","83.17","04/11/11","3055","ASSOCIATED","F","0.00","0.00","0.00","04/11/11","3200-2","4.500","16.000"
"""3200.3""","""@8322 / ASSOCIATED""","1","1","37.74","47.01","48.16","","510.44","","0.00","643.35","4.84","125.40","0.00","","","","0.00","130.24","513.11","191.52","-235.92","191.52","32.00","01/25/11","3055","ASSOCIATED","F","0.00","0.00","0.00","01/19/11","3200","3.000","3.000"
"""3206.1""","""@8432 / AVIVA USA CAMPUS""","1","1","1179.24","637.88","899.23","","281.17","","0.00","2997.52","720.09","1995.00","0.00","","751.36","","0.00","3466.45","-468.93","4957.18","39.53","4957.18","30.07","03/31/11","3060","AVIVA USA CAMPUS","F","0.00","0.00","0.00","03/31/11","3206","45.000","43.000"
"""3206.2""","""@8433 / AVIVA USA CAMPUS""","1","1","368.39","130.69","169.83","","","","0.00","668.91","127.98","395.20","0.00","","297.90","","0.00","821.08","-152.17","1192.16","43.89","1192.16","31.13","03/31/11","3060","AVIVA USA CAMPUS","F","0.00","0.00","0.00","03/31/11","3206","10.000","7.750"
"""3206.3""","""@8657 / AVIVA USA CAMPUS""","1","1","758.74","737.39","1049.31","","","","0.00","2545.44","596.22","1442.80","0.00","","590.48","","0.00","2629.50","-84.06","3703.27","31.27","4003.15","34.31","03/31/11","3060","AVIVA USA CAMPUS","F","0.00","0.00","0.00","03/31/11","3206","36.000","49.500"
"""3213.1""","""@8494 / MEDICAP PHARMACY""","1","1","6280.75","1337.02","1618.25","","","","0.00","9236.02","1346.51","2100.90","0.00","","10266.74","","0.00","13714.15","-4478.13","9455.81","2.32","18511.61","25.92","02/03/11","3062","GRX HOLDINGS, LLC.","F","0.00","0.00","0.00","01/31/11","3213","52.000","89.000"
"""3213.2""","""@8414 / MEDICAP PHARMACY""","1","1","664.20","161.50","145.36","","","","0.00","971.06","204.50","152.00","0.00","","384.75","","0.00","741.25","229.81","2024.49","52.03","2024.49","63.39","01/31/11","3062","GRX HOLDINGS, LLC.","F","0.00","0.00","0.00","01/31/11","3213","5.000","9.500"
"""3213.3""","""@8482 / MEDICAP PHARMACY""","1","1","109.94","387.01","582.32","","","","0.00","1079.27","30.73","527.15","0.00","","","","0.00","557.88","521.39","1656.95","34.86","872.08","36.03","01/31/11","3062","GRX HOLDINGS, LLC.","F","0.00","0.00","0.00","01/31/11","3213","9.000","26.000"
"""3213.4""","""@8546 / MEDICAP PHARMACY""","1","1","85.31","126.32","131.26","","","","0.00","342.89","91.97","425.15","0.00","","","","0.00","517.12","-174.23","849.82","59.65","849.82","39.15","01/31/11","3062","GRX HOLDINGS, LLC.","F","0.00","0.00","0.00","01/31/11","3213","11.000","8.000"
"""3213.5""","""@8419 / MEDICAP PHARMACY""","1","1","0.00","13.00","23.40","","30.00","","0.00","66.40","0.00","60.80","0.00","","30.00","","0.00","90.80","-24.40","126.45","47.49","126.45","28.19","01/31/11","3062","GRX HOLDINGS, LLC.","F","0.00","0.00","0.00","01/31/11","3213","1.250","1.000"
"""3213.6""","""@8649 / MEDICAP PHARMACY""","1","1","0.00","0.00","0.00","","20.00","","0.00","20.00","0.00","60.80","0.00","","20.00","","0.00","80.80","-60.80","110.85","81.96","110.85","27.11","01/31/11","3062","GRX HOLDINGS, LLC.","F","0.00","0.00","0.00","01/31/11","3213","1.250",""
"""3214.1""","""@8409 / CHARLEY´S GRILLED SUBS""","1","1","636.53","518.57","466.76","","142.61","","0.00","1764.47","770.26","975.05","0.00","","210.00","","0.00","1955.31","-190.84","3162.49","44.21","3162.49","38.17","01/31/11","3063","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","01/21/11","3214","28.250","31.000"
"""3214.2""","""@8410 / CHARLEY´S GRILLED SUBS""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","225.22","","0.00","225.22","-225.22","321.53","100.00","321.53","29.95","01/31/11","3063","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","01/21/11","3214","0.000",""
"""3214.3""","""@8413 / CHARLEY´S GRILLED SUBS""","1","1","0.00","0.00","0.00","","1141.00","","0.00","1141.00","0.00","0.00","0.00","","995.00","","0.00","995.00","146.00","1378.45","17.23","1378.45","27.82","01/31/11","3063","CHARLEY'S GRILLED SUBS","F","0.00","0.00","0.00","01/21/11","3214","0.000",""
"""3217.1""","""@8477 / PIONEER""","1","1","8.83","8.32","7.49","","","","0.53","25.17","6.27","136.80","0.00","","","","0.00","143.07","-117.90","0.00","","197.44","27.54","02/07/11","87350","PIONEER","F","0.00","0.00","0.00","02/04/11","3217","3.000","0.500"
"""3218.1""","""@8515 / NASJRB AFB MAIN STORE""","1","1","810.47","437.76","394.02","","","","0.00","1642.25","0.00","0.00","0.00","","","","0.00","0.00","1642.25","3243.86","49.37","3243.86","100.00","01/11/11","2463","TRIMARK FOODCRAFT","F","0.00","0.00","0.00","01/07/11","3218","0.000","26.500"
"""3218.2""","""@8516 / NASJRB AFB MAIN STORE""","1","1","1586.20","0.00","0.00","","","","0.00","1586.20","0.00","0.00","0.00","","","","0.00","0.00","1586.20","2203.93","28.03","2203.93","100.00","01/11/11","2463","TRIMARK FOODCRAFT","F","0.00","0.00","0.00","01/07/11","3218","0.000",""
"""3219.1""","""@8495 / Performance Tire & Ser""","1","1","413.15","100.01","90.01","","","","0.00","603.17","431.19","258.40","0.00","","","","0.00","689.59","-86.42","1141.50","47.16","1141.50","39.59","01/19/11","85300","PERFORMANCE TIRE & SERVICE","F","0.00","0.00","0.00","01/19/11","3219","8.500","5.750"
"""3222.1""","""@8465 / BEAUTY & SOUL SALON/DA""","1","1","395.94","375.50","389.26","","","","0.00","1160.70","549.64","1656.20","0.00","","88.64","","0.00","2294.48","-1133.78","3670.24","68.38","3670.24","37.48","01/12/11","2893","BEAUTY & SOUL SALON/DAY SPA","F","0.00","0.00","0.00","01/11/11","3222","46.250","23.500"
"""3223.1""","""@8379 / BOB BROWN""","1","1","184.69","825.75","1389.15","","13512.50","","0.00","15912.09","174.00","2704.40","0.00","","12800.00","","0.00","15678.40","233.69","20943.58","24.02","20943.58","25.14","01/31/11","2885","BOB BROWN BUICK GMC","F","0.00","0.00","0.00","01/28/11","3223","48.000","57.750"
"""3225.1""","""@8501 / CITI FINANCIAL""","1","1","67.12","47.63","77.74","","804.96","","0.00","997.45","25.52","577.85","0.00","","","","0.00","603.37","394.08","1103.69","9.63","969.79","37.78","01/25/11","2535","ATLAS SIGN INDUSTRIES","F","0.00","0.00","0.00","01/24/11","3225","8.500","3.000"
"""3226.1""","""@8541 / CAT #1385""","1","1","5457.62","0.00","0.00","","","","0.00","5457.62","0.00","0.00","0.00","","","","0.00","0.00","5457.62","11214.00","51.33","11214.00","100.00","01/27/11","18600","CAT SCALE","F","0.00","0.00","0.00","01/26/11","3226","0.000",""
"""3229.3""","""@8233 / STORE IT AMERICA""","1","1","44.89","54.38","63.58","","","","0.00","162.85","62.98","129.20","0.00","","","","0.00","192.18","-29.33","328.13","50.37","328.13","41.43","03/08/11","3067","STORE IT AMERICA","F","0.00","0.00","0.00","03/04/11","3229","3.500","3.500"
"""3229.4""","""@8234A / STORE IT AMERICA""","1","1","455.45","155.38","198.35","","","","0.00","809.18","435.63","599.50","0.00","","27.20","","0.00","1062.33","-253.15","1489.19","45.66","1489.19","28.66","03/08/11","3067","STORE IT AMERICA","F","0.00","0.00","0.00","03/04/11","3229","14.500","10.250"
"""3230.1""","""@7528 / TACO JOHN´S""","1","1","1358.67","715.41","643.90","","","","81.52","2799.50","1051.67","851.20","0.00","","","","0.00","1902.87","896.63","3210.75","12.81","3147.65","39.55","05/16/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","05/10/11","3230-2","28.000","44.750"
"""3230.10""","""@7970 / TACO JOHN´S""","1","1","406.85","261.53","235.40","","","","24.41","928.19","364.85","380.00","0.00","","","","0.00","744.85","183.34","1295.78","28.37","1295.78","42.52","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","12.500","16.500"
"""3230.11""","""@8039 / TACO JOHN´S""","1","1","93.48","11.25","10.13","","","","5.61","120.47","105.75","42.45","0.00","","","","0.00","148.20","-27.73","206.35","41.62","206.35","28.18","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","1.000","0.750"
"""3230.12""","""@8395 / TACO JOHN´S""","1","1","327.77","163.76","147.39","","","","19.67","658.59","335.94","410.40","0.00","","113.40","","0.00","859.74","-201.15","1374.58","52.09","1374.58","37.45","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","13.500","9.500"
"""3230.13""","""@8443 / TACO JOHN´S""","1","1","445.17","354.50","433.38","","427.86","","26.71","1687.62","208.53","535.65","0.00","","48.60","","0.00","792.78","894.84","2403.13","29.77","2403.13","67.01","05/16/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","05/10/11","3230-2","13.750","25.500"
"""3230.14""","""@8463 / TACO JOHN´S""","1","1","3.72","91.00","163.80","","","","0.22","258.74","29.00","625.35","0.00","","","","0.00","654.35","-395.61","1003.94","74.23","1002.20","34.71","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","9.500","7.000"
"""3230.15""","""@8774 / TACO JOHN´S""","1","1","7.14","15.50","13.95","","","","0.43","37.02","5.36","22.80","0.00","","","","0.00","28.16","8.86","48.88","24.26","48.88","42.39","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","0.750","1.000"
"""3230.16""","""@8764 / TACO JOHN´S""","1","1","3.80","116.00","208.80","","","","0.23","328.83","11.60","736.30","0.00","","","","0.00","747.90","-419.07","1169.63","71.89","1169.63","36.06","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","13.000","8.250"
"""3230.2""","""@7675 / TACO JOHN´S""","1","1","1835.66","0.00","0.00","","","","110.14","1945.80","30.36","30.40","0.00","","1913.13","","0.00","1973.89","-28.09","2731.31","28.76","2731.31","27.73","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","1.000",""
"""3230.3""","""@7676 / TACO JOHN´S""","1","1","47.54","28.57","25.72","","","","2.85","104.68","39.23","53.20","0.00","","","","0.00","92.43","12.25","127.35","17.80","127.35","27.42","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","1.750","1.750"
"""3230.4""","""@7677 / TACO JOHN´S""","1","1","203.77","0.00","0.00","","","","12.23","216.00","44.78","15.20","0.00","","","","0.00","59.98","156.02","127.69","-69.16","127.69","53.03","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","0.500",""
"""3230.5""","""@7678 / TACO JOHN´S""","1","1","111.89","0.00","0.00","","","","6.71","118.60","91.88","10.61","0.00","","","","0.00","102.49","16.11","161.51","26.57","161.51","36.54","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","0.250",""
"""3230.6""","""@7679 / TACO JOHN´S""","1","1","52.28","0.00","0.00","","","","3.14","55.42","0.00","0.00","0.00","","91.75","","0.00","91.75","-36.33","133.04","58.34","133.04","31.04","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","0.000",""
"""3230.7""","""@7680A / TACO JOHN´S""","1","1","84.35","1037.50","1867.50","","1239.00","","5.06","4233.41","90.56","971.60","0.00","","4163.57","","0.00","5225.73","-992.32","6351.19","33.34","6351.19","17.72","05/16/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","05/10/11","3230-2","16.000","72.500"
"""3230.8""","""@7967 / TACO JOHN´S""","1","1","553.69","185.19","166.68","","","","33.22","938.78","633.79","881.60","0.00","","378.00","","0.00","1893.39","-954.61","3052.96","69.25","3052.96","37.98","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","29.000","10.750"
"""3230.9""","""@7969 / TACO JOHN´S""","1","1","655.96","347.64","312.90","","","","39.36","1355.86","649.71","562.40","0.00","","","","0.00","1212.11","143.75","2092.89","35.22","2092.89","42.08","02/28/11","110100","TACO JOHN'S OF IOWA","F","0.00","0.00","0.00","02/28/11","3230","18.500","21.750"
"""3231.1""","""@8430 / FAREWAY STORES, INC.""","1","1","201.18","198.00","342.45","","5190.52","","0.00","5932.15","1827.37","2180.60","0.00","","150.00","","0.00","4157.97","1774.18","7231.62","17.97","7231.62","42.50","04/30/11","42300","FAREWAY STORES, INC.","F","0.00","0.00","0.00","04/30/11","3231","53.250","13.500"
"""3231.2""","""@8458 / FAREWAY STORES, INC.""","1","1","489.20","117.00","210.60","","523.75","","0.00","1340.55","606.08","527.80","0.00","","22.00","","0.00","1155.88","184.67","1950.55","31.27","1950.55","40.74","04/30/11","42300","FAREWAY STORES, INC.","F","0.00","0.00","0.00","04/30/11","3231","16.000","9.000"
"""3231.3""","""@8620 / FAREWAY STORES, INC.""","1","1","1043.57","321.83","412.50","","","","0.00","1777.90","638.81","599.80","0.00","","","","0.00","1238.61","539.29","1975.27","9.99","1975.27","37.29","04/30/11","42300","FAREWAY STORES, INC.","F","0.00","0.00","0.00","04/30/11","3231","15.500","21.000"
"""3231.4""","""@8759 / FAREWAY STORES, INC.""","1","1","22.97","162.50","292.50","","","","0.00","477.97","75.22","416.50","0.00","","150.00","","0.00","641.72","-163.75","985.50","51.50","985.50","34.88","04/30/11","42300","FAREWAY STORES, INC.","F","0.00","0.00","0.00","04/30/11","3231","5.000","12.500"
"""3232.1""","""@8447 / CLARION POLICE DEPARTM""","1","1","3.80","159.88","284.29","","489.26","","0.00","937.23","17.40","684.00","0.00","","495.43","","0.00","1196.83","-259.60","1796.82","47.84","1796.82","33.39","01/28/11","3068","CLARION POLICE DEPARTMENT","F","0.00","0.00","0.00","01/27/11","3232","15.000","12.250"
