"15 FEB 2026","18:17:49","","","GROSS MARGIN BY INVOICE", 
"","","","","PERIOD: 01/01/25 through 12/31/25", 
 
"Invoice No","Inv Date","Prod Code","WO / Part ","Quote","Gross Sales","Total Cost","Gross Margin","GM %","Extra Chg","Sales Tax","Quote Cost","Quote Price","Quote GM%","Quote Sell Price","Quote Sell GM%","Cust No","Customer Name","SalesPer #1","Rate #1","SalesPer #2","Rate #2","SalesPer #3","Rate #3","Location No","Location Name","City","State", 

"12542","09/23/25","BANNER","12542.2","39852","437.77","464.39","-26.62","-6.08","50.00","30.65","260.21","437.77","40.56","","","6360","PALLY'S PIZZA","JEFF","","","","","","DEFAULT","Pally´s Pizza","Grimes","IA",
"12542","","","Invoice Totals","","437.77","464.39","-26.62","-6.08","50.00","30.65","260.21","437.77","40.56","","","6360","PALLY'S PIZZA","JEFF","","","","","",

"12543","09/03/25","VINYL","12543.1","39803","2343.04","292.20","2050.84","87.53","","245.94","1368.50","2343.04","41.59","","","2209","HUBBELL REALTY","JEFF","","","","","","37","Brookridge Plaza - Hubbell Realty","Grimes","IA",
"12543","09/03/25","VINYL","12543.2","39865","1170.43","223.73","946.70","80.88","","","683.04","1170.43","41.64","","","2209","HUBBELL REALTY","JEFF","","","","","","37","Brookridge Plaza - Hubbell Realty","Grimes","IA",
"12543","","","Invoice Totals","","3513.47","515.93","2997.54","85.32","0.00","245.94","2051.54","3513.47","41.61","","","2209","HUBBELL REALTY","JEFF","","","","","",

"12544","10/03/25","PYLON","12544.1","39854","2608.93","1182.07","1426.86","54.69","","182.63","1535.58","2608.93","41.14","","","6178","MEMBERS 1ST CREDIT UNION","JEFF","","","","","","5","Members 1st Credit Union","Iowa Falls","IA",
"12544","","","Invoice Totals","","2608.93","1182.07","1426.86","54.69","0.00","182.63","1535.58","2608.93","41.14","","","6178","MEMBERS 1ST CREDIT UNION","JEFF","","","","","",

"12545","09/03/25","VINYL","12545.1","39871","161.53","96.78","64.75","40.09","","11.31","96.92","161.53","40.00","","","5942","CRESCENT ELECTRIC SUPPLY COMPANY","JOEP","","","","","","DEFAULT","CRESCENT ELECTRIC SUPPLY COMPANY","ALTOONA","IA",
"12545","","","Invoice Totals","","161.53","96.78","64.75","40.09","0.00","11.31","96.92","161.53","40.00","","","5942","CRESCENT ELECTRIC SUPPLY COMPANY","JOEP","","","","","",

"12546","09/23/25","PYLON","12546.1","39965","12869.00","10500.76","2368.24","18.40","3500.00","","0.00","0.00","","12869.00","100.00","18600","CAT SCALE","JEFF","","","","","","1165","CAT #3365","SPRINGFIELD","GA",
"12546","","","Invoice Totals","","12869.00","10500.76","2368.24","18.40","3500.00","0.00","0.00","0.00","","12869.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12547","11/18/25","CHANNL","12547.1","39501","3665.00","1045.42","2619.58","71.48","184.50","","2246.00","3644.68","38.38","3665.00","38.72","6383","INTEGRITY PHYSICAL THERAPY AND WELLNESS","JOEP","","","","","","DEFAULT","INTEGRITY PHYSICAL THERAPY AND WELLNESS","CARROLL","IA",
"12547","11/18/25","CHANNL","12547.2","39502","6998.00","3254.94","3743.06","53.49","","","4035.36","6936.41","41.82","6998.00","42.34","6383","INTEGRITY PHYSICAL THERAPY AND WELLNESS","JOEP","","","","","","DEFAULT","INTEGRITY PHYSICAL THERAPY AND WELLNESS","CARROLL","IA",
"12547","11/18/25","PRMT","12547.3","39520","0.00","0.00","0.00","","","","0.00","0.00","","150.00","100.00","6383","INTEGRITY PHYSICAL THERAPY AND WELLNESS","JOEP","","","","","","DEFAULT","INTEGRITY PHYSICAL THERAPY AND WELLNESS","CARROLL","IA",
"12547","11/18/25","CHANNL","12547.4","","0.00","1316.48","-1316.48","","","","","","","","","6383","INTEGRITY PHYSICAL THERAPY AND WELLNESS","JOEP","","","","","","DEFAULT","INTEGRITY PHYSICAL THERAPY AND WELLNESS","CARROLL","IA",
"12547","","","Invoice Totals","","10663.00","5616.84","5046.16","47.32","184.50","0.00","6281.36","10581.09","40.64","10813.00","41.91","6383","INTEGRITY PHYSICAL THERAPY AND WELLNESS","JOEP","","","","","",

"12548","09/04/25","PYLON","12548.1","39972","3735.00","1605.51","2129.49","57.01","155.93","283.86","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","729","CAT #1378","PUEBLO","CO",
"12548","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","155.93","283.86","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12549","10/28/25","MONMNT","12549.1","39567","2304.41","1273.55","1030.86","44.73","","161.30","1535.12","2304.41","33.38","","","2460","DOWNING INC.","JEFF","","","","","","30","Oaks On Grand - Downing Construction","West Des Moines","IA",
"12549","","","Invoice Totals","","2304.41","1273.55","1030.86","44.73","0.00","161.30","1535.12","2304.41","33.38","","","2460","DOWNING INC.","JEFF","","","","","",

"12551","09/05/25","PYLON","12551.1","39992","3872.94","1605.51","2267.43","58.55","","213.01","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","228","CAT #1135","SPARTA","WI",
"12551","","","Invoice Totals","","3872.94","1605.51","2267.43","58.55","0.00","213.01","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12552","09/10/25","VINYL","12552.1","39948","364.69","116.18","248.51","68.14","","25.53","215.92","364.69","40.79","","","6385","BONDURANT PSYCHIATRY","JOEP","","","","","","DEFAULT","BONDURANT PSYCHIATRY","BONDURANT","IA",
"12552","","","Invoice Totals","","364.69","116.18","248.51","68.14","0.00","25.53","215.92","364.69","40.79","","","6385","BONDURANT PSYCHIATRY","JOEP","","","","","",

"12553","10/28/25","PYLON","12553.1","40012","80145.00","53927.83","26217.17","32.71","3750.00","","0.00","0.00","","16029.00","100.00","18600","CAT SCALE","JEFF","","","","","","50","CAT SCALE","MERIDIAN","MS",
"12553","","","Invoice Totals","","80145.00","53927.83","26217.17","32.71","3750.00","0.00","0.00","0.00","","16029.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12554","09/23/25","BANNER","12554.1","39818","444.27","319.29","124.98","28.13","","31.10","257.68","444.27","42.00","","","6387","INTEGRATED PSYCHIATRY","JEFF","","","","","","DEFAULT","Integrated Psychiatry","Clive","IA",
"12554","","","Invoice Totals","","444.27","319.29","124.98","28.13","0.00","31.10","257.68","444.27","42.00","","","6387","INTEGRATED PSYCHIATRY","JEFF","","","","","",

"12555","09/12/25","REPFCE","12555.1","40014","621.03","289.75","331.28","53.34","","43.47","356.06","621.03","42.67","","","5710","PENTA PARTNERS LLC","JOEP","","","","","","DEFAULT","PENTA PARTNERS LLC","WEST DES MOINES","IA",
"12555","","","Invoice Totals","","621.03","289.75","331.28","53.34","0.00","43.47","356.06","621.03","42.67","","","5710","PENTA PARTNERS LLC","JOEP","","","","","",

"12556","09/12/25","MISC","12556.1","","4658.50","2053.18","2605.32","55.93","266.95","326.10","","","","","","18600","CAT SCALE","JEFF","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"12556","","","Invoice Totals","","4658.50","2053.18","2605.32","55.93","266.95","326.10","0.00","0.00","","","","18600","CAT SCALE","JEFF","","","","","",

"12557","10/09/25","DRCT","12557.1","39998","2188.56","1155.93","1032.63","47.18","","","1222.07","2188.56","44.16","","","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","","DEFAULT","DES MOINES INTL AIRPORT","DES MOINES","IA",
"12557","10/09/25","MISC","12557.2","","0.00","26.00","-26.00","","","","","","","","","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","","DEFAULT","DES MOINES INTL AIRPORT","DES MOINES","IA",
"12557","","","Invoice Totals","","2188.56","1181.93","1006.63","46.00","0.00","0.00","1222.07","2188.56","44.16","","","35250","DES MOINES INTERNATIONAL AIRPO","JOEP","","","","","",

"12558","09/12/25","SURVEY","12558.1","40036","275.00","70.38","204.62","74.41","","19.25","154.99","261.00","40.62","275.00","43.64","6388","OPTION CARE HEALTH(BILLING)","JOEP","","","","","","1","OPTION CARE HEALTH","WEST DES MOINES","IA",
"12558","","","Invoice Totals","","275.00","70.38","204.62","74.41","0.00","19.25","154.99","261.00","40.62","275.00","43.64","6388","OPTION CARE HEALTH(BILLING)","JOEP","","","","","",

"12559","09/15/25","PYLON","12559.1","40052","2530.37","1216.30","1314.07","51.93","","196.10","0.00","0.00","","1651.00","100.00","18600","CAT SCALE","JEFF","","","","","","1166","CAT #2144","STRATFORD","TX",
"12559","","","Invoice Totals","","2530.37","1216.30","1314.07","51.93","0.00","196.10","0.00","0.00","","1651.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12561","09/24/25","PYLON","12561.1","40064","4192.00","1761.74","2430.26","57.97","","345.84","0.00","0.00","","2005.00","100.00","18600","CAT SCALE","JEFF","","","","","","1167","CAT #2108","CISCO","TX",
"12561","","","Invoice Totals","","4192.00","1761.74","2430.26","57.97","0.00","345.84","0.00","0.00","","2005.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12562","11/24/25","BLDG","12562.2","39946","4069.14","1226.31","2842.83","69.86","","","2472.50","4069.14","39.24","","","4035","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","JEFF","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","AMES","IA",
"12562","11/24/25","PRMT","12562.3","40037","0.00","36.55","-36.55","","","","0.00","0.00","","200.00","100.00","4035","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","JEFF","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","AMES","IA",
"12562","11/24/25","BLDG","12562.4","40224","1656.67","1921.36","-264.69","-15.98","","","998.59","1656.67","39.72","","","4035","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","JEFF","","","","","","DEFAULT","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","AMES","IA",
"12562","","","Invoice Totals","","5725.81","3184.22","2541.59","44.39","0.00","0.00","3471.09","5725.81","39.38","200.00","-1635.55","4035","IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING","JEFF","","","","","",

"12563","09/22/25","SURVEY","12563.1","40009","250.00","81.04","168.96","67.58","","15.00","132.49","218.50","39.36","250.00","47.00","6389","ANKENY FREE CHURCH OFFICE","JEFF","","","","","","DEFAULT","Ankeny Free Church Office","Ankeny","IA",
"12563","","","Invoice Totals","","250.00","81.04","168.96","67.58","0.00","15.00","132.49","218.50","39.36","250.00","47.00","6389","ANKENY FREE CHURCH OFFICE","JEFF","","","","","",

"12564","09/26/25","PYLON","12564.1","40069","3886.14","1605.51","2280.63","58.69","","320.60","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1168","CAT #2193","AMARILLO","TX",
"12564","","","Invoice Totals","","3886.14","1605.51","2280.63","58.69","0.00","320.60","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12565","09/23/25","VINYL","12565.1","40010","444.98","138.82","306.16","68.80","","81.56","252.26","444.98","43.31","","","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","JEFF","","","","","","2","Riverpoint","Des Moines","IA",
"12565","09/23/25","VINYL","12565.2","40011","720.11","173.98","546.13","75.84","","","412.92","720.11","42.66","","","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","JEFF","","","","","","2","Riverpoint","Des Moines","IA",
"12565","","","Invoice Totals","","1165.09","312.80","852.29","73.15","0.00","81.56","665.18","1165.09","42.91","","","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","JEFF","","","","","",

"12566","10/13/25","SURVEY","12566.3","39936","300.00","467.52","-167.52","-55.84","290.65","21.00","183.33","293.32","37.50","300.00","38.89","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","1","Crumbl - Silicon Signs","Ames","IA",
"12566","10/13/25","PRMT","12566.4","39934","0.00","0.00","0.00","","","","0.00","0.00","","200.00","100.00","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","1","Crumbl - Silicon Signs","Ames","IA",
"12566","","","Invoice Totals","","300.00","467.52","-167.52","-55.84","290.65","21.00","183.33","293.32","37.50","500.00","63.33","6390","SILICON SIGNS(BILLING)","JEFF","","","","","",

"12567","10/14/25","BLDG","12567.1","40065","1290.00","368.43","921.57","71.44","","","770.74","1270.71","39.35","1290.00","40.25","5978","K JOHNSON CONSTRUCTION","JOEP","","","","","","10","K. JOHNSON CONSTRUCTION","JOHNSTON","IA",
"12567","","","Invoice Totals","","1290.00","368.43","921.57","71.44","0.00","0.00","770.74","1270.71","39.35","1290.00","40.25","5978","K JOHNSON CONSTRUCTION","JOEP","","","","","",

"12568","10/29/25","CASTMT","12568.1","38528","3376.73","1185.15","2191.58","64.90","200.00","286.95","2583.62","3376.73","23.49","","","6403","CENTRUM VALLEY FARMS","JEFF","","","","","","1","VERSOVA","CLARION","IA",
"12568","10/29/25","VINYL","12568.2","39295","722.60","351.57","371.03","51.35","","","418.41","722.60","42.10","","","6403","CENTRUM VALLEY FARMS","JEFF","","","","","","1","VERSOVA","CLARION","IA",
"12568","10/29/25","PRMT","12568.3","38588","0.00","46.82","-46.82","","","","0.00","0.00","","150.00","100.00","6403","CENTRUM VALLEY FARMS","JEFF","","","","","","1","VERSOVA","CLARION","IA",
"12568","","","Invoice Totals","","4099.33","1583.54","2515.79","61.37","200.00","286.95","3002.03","4099.33","26.77","150.00","-1901.35","6403","CENTRUM VALLEY FARMS","JEFF","","","","","",

"12569","09/23/25","PYLON","12569.1","40099","2354.50","1216.30","1138.20","48.34","","182.47","0.00","0.00","","1651.00","100.00","2562","UPS CLAIMS PROCESSING","","","","","","","9","CAT SCALE #2144 - UPS CLAIM","STRATFORD","TX",
"12569","","","Invoice Totals","","2354.50","1216.30","1138.20","48.34","0.00","182.47","0.00","0.00","","1651.00","100.00","2562","UPS CLAIMS PROCESSING","","","","","","",

"12570","11/19/25","PYLON","12570.1","39989","5038.93","2188.27","2850.66","56.57","","","2950.54","5038.93","41.45","","","3582","EVERBRITE LLC","RICHT","","","","","","28","Dollar General- Perry-EverBrite","Perry","IA",
"12570","","","Invoice Totals","","5038.93","2188.27","2850.66","56.57","0.00","0.00","2950.54","5038.93","41.45","","","3582","EVERBRITE LLC","RICHT","","","","","",

"12571","10/15/25","WARMFG","12571.1","","0.00","759.89","-759.89","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571","10/15/25","WARMFG","12571.2","","0.00","243.98","-243.98","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571","10/15/25","WARMFG","12571.3","","0.00","508.56","-508.56","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571","10/15/25","WARMFG","12571.4","","0.00","709.01","-709.01","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571","10/15/25","WARMFG","12571.5","","0.00","66.88","-66.88","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571","10/15/25","WARMFG","12571.7","","0.00","247.31","-247.31","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571","","","Invoice Totals","","0.00","2535.63","-2535.63","","0.00","0.00","0.00","0.00","","","","2460","DOWNING INC.","JEFF","","","","","",

"12571-2","10/30/25","WARMFG","12571.8","","0.00","4739.54","-4739.54","","","","","","","","","2460","DOWNING INC.","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"12571-2","","","Invoice Totals","","0.00","4739.54","-4739.54","","0.00","0.00","0.00","0.00","","","","2460","DOWNING INC.","JEFF","","","","","",

"12572","11/16/25","REPFCE","12572.1","40054","6418.10","3252.27","3165.83","49.33","30.00","","3538.21","6418.10","44.87","","","6364","NATIONAL PORK BOARD","JOEP","","","","","","DEFAULT","NATIONAL PORK BOARD","CLIVE","IA",
"12572","11/16/25","REPFCE","12572.2","40062","150.00","24.38","125.62","83.75","","","0.00","0.00","","150.00","100.00","6364","NATIONAL PORK BOARD","JOEP","","","","","","DEFAULT","NATIONAL PORK BOARD","CLIVE","IA",
"12572","","","Invoice Totals","","6568.10","3276.65","3291.45","50.11","30.00","0.00","3538.21","6418.10","44.87","150.00","-2258.81","6364","NATIONAL PORK BOARD","JOEP","","","","","",

"12573","11/26/25","VINYL","12573.1","40048","4568.97","2802.82","1766.15","38.66","","423.15","2635.35","4568.97","42.32","","","6388","OPTION CARE HEALTH(BILLING)","JOEP","","","","","","1","OPTION CARE HEALTH","WEST DES MOINES","IA",
"12573","11/26/25","PRMT","12573.2","40049","0.00","0.00","0.00","","","","0.00","0.00","","150.00","100.00","6388","OPTION CARE HEALTH(BILLING)","JOEP","","","","","","1","OPTION CARE HEALTH","WEST DES MOINES","IA",
"12573","11/26/25","VINYL","12573.3","40413","1476.00","351.48","1124.52","76.19","","","900.00","1476.00","39.02","","","6388","OPTION CARE HEALTH(BILLING)","JOEP","","","","","","1","OPTION CARE HEALTH","WEST DES MOINES","IA",
"12573","","","Invoice Totals","","6044.97","3154.30","2890.67","47.82","0.00","423.15","3535.35","6044.97","41.52","150.00","-2256.90","6388","OPTION CARE HEALTH(BILLING)","JOEP","","","","","",

"12574","09/26/25","REPFCE","12574.1","","3886.14","1605.51","2280.63","58.69","","320.60","","","","","","18600","CAT SCALE","JEFF","","","","","","442","CAT #2807","AMARILLO","TX",
"12574","","","Invoice Totals","","3886.14","1605.51","2280.63","58.69","0.00","320.60","0.00","0.00","","","","18600","CAT SCALE","JEFF","","","","","",

"12575","10/27/25","MISC","12575.2","39896","3799.50","2799.09","1000.41","26.33","283.62","265.97","2550.00","3799.50","32.89","","","6392","FOSTER ORTHODONTICS","JOEP","","","","","","DEFAULT","FOSTER ORTHODONTICS","DES MOINES","IA",
"12575","10/27/25","PRMT","12575.6","39898","0.00","48.73","-48.73","","","","0.00","0.00","","200.00","100.00","6392","FOSTER ORTHODONTICS","JOEP","","","","","","DEFAULT","FOSTER ORTHODONTICS","DES MOINES","IA",
"12575","","","Invoice Totals","","3799.50","2847.82","951.68","25.05","283.62","265.97","2550.00","3799.50","32.89","200.00","-1175.00","6392","FOSTER ORTHODONTICS","JOEP","","","","","",

"12575-2","12/23/25","BLDG","12575.1","39837","2415.27","589.40","1825.87","75.60","","1347.13","1440.48","2415.27","40.36","","","6392","FOSTER ORTHODONTICS","JOEP","","","","","","DEFAULT","FOSTER ORTHODONTICS","DES MOINES","IA",
"12575-2","12/23/25","CHANNL","12575.3","39833","7550.72","4698.55","2852.17","37.77","","","4174.01","7550.72","44.72","","","6392","FOSTER ORTHODONTICS","JOEP","","","","","","DEFAULT","FOSTER ORTHODONTICS","DES MOINES","IA",
"12575-2","12/23/25","CHANNL","12575.4","39834","7550.72","4682.18","2868.54","37.99","","","4174.01","7550.72","44.72","","","6392","FOSTER ORTHODONTICS","JOEP","","","","","","DEFAULT","FOSTER ORTHODONTICS","DES MOINES","IA",
"12575-2","12/23/25","MISC","12575.5","39897","1728.00","1200.00","528.00","30.56","","","1200.00","1728.00","30.56","","","6392","FOSTER ORTHODONTICS","JOEP","","","","","","DEFAULT","FOSTER ORTHODONTICS","DES MOINES","IA",
"12575-2","","","Invoice Totals","","19244.71","11170.13","8074.58","41.96","0.00","1347.13","10988.50","19244.71","42.90","","","6392","FOSTER ORTHODONTICS","JOEP","","","","","",

"12576","09/30/25","VINYL","12576.1","39514","856.56","251.81","604.75","70.60","","59.96","243.14","428.28","43.23","","","5891","R&R REALTY GROUP","JOEP","","","","","","10","IOWA RETINA CONSULTANTS","WEST DES MOINES","IA",
"12576","","","Invoice Totals","","856.56","251.81","604.75","70.60","0.00","59.96","243.14","428.28","43.23","","","5891","R&R REALTY GROUP","JOEP","","","","","",

"12577","09/26/25","PYLON","12577.1","40132","3886.14","1605.51","2280.63","58.69","","320.60","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1170","CAT #2910","AMARILLO","TX",
"12577","","","Invoice Totals","","3886.14","1605.51","2280.63","58.69","0.00","320.60","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12578","10/24/25","WARVIN","12578.1","","0.00","301.04","-301.04","","","","","","","","","18600","CAT SCALE","JEFF","","","","","","1171","CAT #2195","AMARILLO","TX",
"12578","","","Invoice Totals","","0.00","301.04","-301.04","","0.00","0.00","0.00","0.00","","","","18600","CAT SCALE","JEFF","","","","","",

"12579","10/14/25","PYLON","12579.1","40093","2737.01","974.91","1762.10","64.38","209.48","241.13","1673.13","2737.01","38.87","","","18600","CAT SCALE","JEFF","","","","","","1154","CAT #471","LIMON","CO",
"12579","","","Invoice Totals","","2737.01","974.91","1762.10","64.38","209.48","241.13","1673.13","2737.01","38.87","","","18600","CAT SCALE","JEFF","","","","","",

"12580","10/06/25","MISC","12580.1","","1032.00","453.60","578.40","56.05","","72.24","","","","","","42300","FAREWAY STORES  INC.","HOUSE","","","","","","27","FAREWAY STORES INC","BOONE","IA",
"12580","","","Invoice Totals","","1032.00","453.60","578.40","56.05","0.00","72.24","0.00","0.00","","","","42300","FAREWAY STORES  INC.","HOUSE","","","","","",

"12581","10/30/25","PYLON","12581.1","40192","30660.00","12611.95","18048.05","58.87","325.03","2146.20","0.00","0.00","","30660.00","100.00","18600","CAT SCALE","JEFF","","","","","","DEFAULT","CAT SCALE","WALCOTT","IA",
"12581","","","Invoice Totals","","30660.00","12611.95","18048.05","58.87","325.03","2146.20","0.00","0.00","","30660.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12582","10/06/25","INSTL","12582.1","40084","2059.51","0.00","2059.51","100.00","","144.17","1219.98","2059.51","40.76","","","6303","AMERICAN FENCE CO","JEFF","","","","","","DEFAULT","American Fence Co","Johnston","IA",
"12582","","","Invoice Totals","","2059.51","0.00","2059.51","100.00","0.00","144.17","1219.98","2059.51","40.76","","","6303","AMERICAN FENCE CO","JEFF","","","","","",

"12583","10/10/25","BLDG","12583.1","40077","3260.28","2363.75","896.53","27.50","267.16","228.22","1925.17","3260.28","40.95","","","6393","AMERICAN FENCE COMPANY","JEFF","","","","","","DEFAULT","American Fence Company","Des Moines","IA",
"12583","10/10/25","PRMT","12583.2","40085","0.00","48.73","-48.73","","","","0.00","0.00","","200.00","100.00","6393","AMERICAN FENCE COMPANY","JEFF","","","","","","DEFAULT","American Fence Company","Des Moines","IA",
"12583","","","Invoice Totals","","3260.28","2412.48","847.80","26.00","267.16","228.22","1925.17","3260.28","40.95","200.00","-862.59","6393","AMERICAN FENCE COMPANY","JEFF","","","","","",

"12584","10/06/25","MISC","215-0145","","93.46","214.92","-121.46","-129.96","","6.54","","","","","","6394","MARK REIS","","","","","","","DEFAULT","MARK REIS","RUNNELS","IA",
"12584","","","Invoice Totals","","93.46","214.92","-121.46","-129.96","0.00","6.54","0.00","0.00","","","","6394","MARK REIS","","","","","","",

"12585","10/06/25","PYLON","12585.1","40194","3735.00","1605.51","2129.49","57.01","151.14","","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","","1172","CAT #1501","NEW MEDFORD","PA",
"12585","","","Invoice Totals","","3735.00","1605.51","2129.49","57.01","151.14","0.00","0.00","0.00","","3735.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12586","10/07/25","PYLON","12586.1","40198","14661.00","10694.81","3966.19","27.05","3437.00","","0.00","0.00","","14661.00","100.00","18600","CAT SCALE","JEFF","","","","","","336","CAT #1479","ALBUQUERQUE","NM",
"12586","","","Invoice Totals","","14661.00","10694.81","3966.19","27.05","3437.00","0.00","0.00","0.00","","14661.00","100.00","18600","CAT SCALE","JEFF","","","","","",

"12587","12/16/25","WARVIN","12587.1","","0.00","3313.11","-3313.11","","","","","","","","","18600","CAT SCALE","JEFF","","","","","","780","CAT #218","LAKE ARIAL","PA",
"12587","","","Invoice Totals","","0.00","3313.11","-3313.11","","0.00","0.00","0.00","0.00","","","","18600","CAT SCALE","JEFF","","","","","",

"12588","12/17/25","BLDG","12588.1","39809","7294.77","2918.13","4376.64","60.00","255.55","510.64","3919.19","7294.77","46.27","","","6396","TECHNOLOGY ASSOCIATION OF IOWA","JEFF","","","","","","DEFAULT","Technology Association Of Iowa","Des Moines","IA",
"12588","12/17/25","PRMT","12588.2","39942","0.00","52.22","-52.22","","","","0.00","0.00","","200.00","100.00","6396","TECHNOLOGY ASSOCIATION OF IOWA","JEFF","","","","","","DEFAULT","Technology Association Of Iowa","Des Moines","IA",
"12588","","","Invoice Totals","","7294.77","2970.35","4324.42","59.28","255.55","510.64","3919.19","7294.77","46.27","200.00","-1859.60","6396","TECHNOLOGY ASSOCIATION OF IOWA","JEFF","","","","","",

"12590","10/07/25","SURVEY","12590.1","40053","250.00","64.83","185.17","74.07","","17.50","110.00","178.75","38.46","250.00","56.00","81650","NORWALK CHRISTIAN CHURCH","JOEP","","","","","","DEFAULT","NORWALK CHRISTIAN CHURCH","Norwalk","IA",
"12590","","","Invoice Totals","","250.00","64.83","185.17","74.07","0.00","17.50","110.00","178.75","38.46","250.00","56.00","81650","NORWALK CHRISTIAN CHURCH","JOEP","","","","","",

"12591","10/07/25","SURVEY","12591.1","40057","250.00","64.83","185.17","74.07","","17.50","146.66","234.67","37.50","250.00","41.34","4053","STORAGE MART","JEFF","","","","","","9","STORAGE MART #1054","DES MOINES","IA",
"12591","","","Invoice Totals","","250.00","64.83","185.17","74.07","0.00","17.50","146.66","234.67","37.50","250.00","41.34","4053","STORAGE MART","JEFF","","","","","",

"12592","10/20/25","SURVEY","12592.1","40094","250.00","81.04","168.96","67.58","293.00","15.00","146.66","234.67","37.50","250.00","41.34","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","2","Crumbl - Silicon Signs","Ankeny","IA",
"12592","10/20/25","PRMT","12592.5","40098","0.00","48.73","-48.73","","","","0.00","0.00","","200.00","100.00","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","2","Crumbl - Silicon Signs","Ankeny","IA",
"12592","","","Invoice Totals","","250.00","129.77","120.23","48.09","293.00","15.00","146.66","234.67","37.50","450.00","67.41","6390","SILICON SIGNS(BILLING)","JEFF","","","","","",

"12592-2","11/20/25","INSTL","12592.2","40095","1417.58","949.42","468.16","33.03","","266.90","852.24","1417.58","39.88","","","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","2","Crumbl - Silicon Signs","Ankeny","IA",
"12592-2","11/20/25","INSTL","12592.3","40096","2047.42","0.00","2047.42","100.00","","","1169.49","2047.42","42.88","","","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","2","Crumbl - Silicon Signs","Ankeny","IA",
"12592-2","11/20/25","INSTL","12592.4","40097","983.32","271.08","712.24","72.43","","","565.38","983.32","42.50","","","6390","SILICON SIGNS(BILLING)","JEFF","","","","","","2","Crumbl - Silicon Signs","Ankeny","IA",
"12592-2","","","Invoice Totals","","4448.32","1220.50","3227.82","72.56","0.00","266.90","2587.11","4448.32","41.84","","","6390","SILICON SIGNS(BILLING)","JEFF","","","","","",

