"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/16 - 12/31/16"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""64367""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","960.54","141.50","131.60","","","0.00","1233.64","997.46","160.00","0.00","","","0.00","1157.46","76.18","","","0.00","","01/27/16","","","F","1107.39","0.00","0.00","","","8.000","8.750"
"""64451""","""221-0330 5'-4 1/2"" X 20' HURRI""","1","1","1306.63","406.27","377.82","","","0.00","2090.72","1354.96","0.00","0.00","","","0.00","1354.96","735.76","","","0.00","","03/31/16","","","F","1204.10","0.00","0.00","","","0.000","25.250"
"""64456""","""221-0330 5'-4 1/2"" X 20' HURRI""","1","1","1094.41","305.52","284.12","","","0.00","1684.05","1354.96","0.00","0.00","","","0.00","1354.96","329.09","","","0.00","","05/31/16","","","F","2090.72","0.00","0.00","","","0.000","19.000"
"""64510""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","933.06","121.51","113.00","","","0.00","1167.57","880.27","308.80","0.00","","","0.00","1189.07","-21.50","","","0.00","","12/20/16","","","F","1119.68","0.00","0.00","","","8.000","7.500"
"""64642""","""219-1140 1/2"" x 8"" top plate""","1","55","0.00","0.00","0.00","","1357.56","0.00","1357.56","7.28","57.90","0.00","","","0.00","65.18","1292.38","","","0.00","","08/31/16","","","F","588.64","0.00","0.00","","","1.500",""
"""65030""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","960.54","117.50","109.28","","","0.00","1187.32","974.06","308.80","0.00","","","0.00","1282.86","-95.54","","","0.00","","01/27/16","","","F","1107.39","0.00","0.00","","","8.000","7.250"
"""65053""","""219-1141 1/2"" x 8"" Top Plate""","55","55","1382.70","0.00","0.00","","","0.00","1382.70","269.27","2142.30","0.00","","","0.00","2411.57","-1028.87","","","0.00","","01/28/16","","","F","1382.70","0.00","0.00","","","55.500",""
"""65057""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","960.54","151.75","141.13","","","0.00","1253.42","974.06","308.80","0.00","","","0.00","1282.86","-29.44","","","0.00","","01/27/16","","","F","1107.39","0.00","0.00","","","8.000","9.500"
"""65058""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","960.54","120.13","111.72","","","0.00","1192.39","974.06","308.80","0.00","","","0.00","1282.86","-90.47","","","0.00","","01/27/16","","","F","1107.39","0.00","0.00","","","8.000","7.500"
"""65059""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","866.75","112.76","104.86","","","0.00","1084.37","974.06","308.80","0.00","","","0.00","1282.86","-198.49","","","0.00","","02/15/16","","","F","1107.39","0.00","0.00","","","8.000","7.000"
"""65063""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2615.58","421.69","392.22","","","0.00","3429.49","2780.66","772.00","0.00","","","0.00","3552.66","-123.17","","","0.00","","01/27/16","","","F","3745.17","0.00","0.00","","","20.000","27.000"
"""65064""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2615.77","507.00","471.57","","","0.00","3594.34","2780.66","772.00","0.00","","","0.00","3552.66","41.68","","","0.00","","01/27/16","","","F","3745.17","0.00","0.00","","","20.000","33.000"
"""65068""","""221-0190 STANDARD CAT SCALE SP""","1","1","442.19","143.13","133.13","","","0.00","718.45","396.01","308.80","0.00","","","0.00","704.81","13.64","","","0.00","","01/27/16","","","F","513.37","0.00","0.00","","","8.000","8.000"
"""65069""","""221-0190 STANDARD CAT SCALE SP""","1","1","442.19","120.51","112.10","","","0.00","674.80","396.01","308.80","0.00","","","0.00","704.81","-30.01","","","0.00","","01/27/16","","","F","513.37","0.00","0.00","","","8.000","7.250"
"""65070""","""221-0190 STANDARD CAT SCALE SP""","1","1","442.19","142.64","132.68","","","0.00","717.51","396.01","308.80","0.00","","","0.00","704.81","12.70","","","0.00","","01/27/16","","","F","513.37","0.00","0.00","","","8.000","8.250"
"""65071""","""221-0190 STANDARD CAT SCALE SP""","1","1","446.05","120.88","112.44","","","0.00","679.37","396.01","308.80","0.00","","","0.00","704.81","-25.44","","","0.00","","01/27/16","","","F","513.37","0.00","0.00","","","8.000","6.750"
"""65072""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2615.13","588.01","546.89","","","0.00","3750.03","2780.66","772.00","0.00","","","0.00","3552.66","197.37","","","0.00","","01/27/16","","","F","3745.17","0.00","0.00","","","20.000","38.750"
"""65073""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2615.13","475.28","442.04","","","0.00","3532.45","2780.66","772.00","0.00","","","0.00","3552.66","-20.21","","","0.00","","01/27/16","","","F","3745.17","0.00","0.00","","","20.000","30.750"
"""65074""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2508.35","555.38","516.54","","","0.00","3580.27","2780.66","772.00","0.00","","","0.00","3552.66","27.61","","","0.00","","01/27/16","","","F","3745.17","0.00","0.00","","","20.000","37.250"
"""65075""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2609.60","593.26","551.78","","","0.00","3754.64","2780.66","772.00","0.00","","","0.00","3552.66","201.98","","","0.00","","02/15/16","","","F","3745.17","0.00","0.00","","","20.000","39.750"
"""65076""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2615.10","588.33","547.16","","","0.00","3750.59","2780.66","772.00","0.00","","","0.00","3552.66","197.93","","","0.00","","02/15/16","","","F","3745.17","0.00","0.00","","","20.000","39.500"
"""65077""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","866.75","133.50","124.16","","","0.00","1124.41","974.06","308.80","0.00","","","0.00","1282.86","-158.45","","","0.00","","02/15/16","","","F","1107.39","0.00","0.00","","","8.000","8.250"
"""65078""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","866.75","121.50","113.00","","","0.00","1101.25","974.06","308.80","0.00","","","0.00","1282.86","-181.61","","","0.00","","02/15/16","","","F","1107.39","0.00","0.00","","","8.000","7.500"
"""65079""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","866.75","117.50","109.28","","","0.00","1093.53","974.06","308.80","0.00","","","0.00","1282.86","-189.33","","","0.00","","02/15/16","","","F","1107.39","0.00","0.00","","","8.000","7.250"
"""65080""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","866.75","136.76","127.18","","","0.00","1130.69","974.06","308.80","0.00","","","0.00","1282.86","-152.17","","","0.00","","01/27/16","","","F","1107.39","0.00","0.00","","","8.000","8.500"
"""65081""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","866.75","154.26","143.46","","","0.00","1164.47","974.06","308.80","0.00","","","0.00","1282.86","-118.39","","","0.00","","02/15/16","","","F","1107.39","0.00","0.00","","","8.000","9.500"
