"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/13"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""1389.1""","""@2467 / RYKO MANUFACTURING""","1","","60.90","50.26","44.97","","","0.00","156.13","335.01","689.81","0.00","","","0.00","1024.82","-868.69","","","5040.00","79.67","03/07/08","95950","NATIONAL CARWASH SOLUTIONS","C","0.00","0.00","156.13","","","16.250","18.500"
"""4773.1""","""@12639 / HYDRO KLEAN""","1","","40.62","7.75","7.21","","","0.00","55.58","8.54","112.42","0.00","","20.40","0.00","141.36","-85.78","111.16","50.00","222.92","36.59","04/05/13","3675","HYDRO KLEAN","C","0.00","0.00","55.58","01/09/14","4773","3.000","0.500"
"""4885.23""","""@13180 / DES MOINES INTERNATIO""","8","","2436.95","503.76","570.83","","598.71","0.00","4110.25","428.39","2304.80","0.00","","394.48","0.00","3127.67","982.58","4763.20","13.71","4763.20","34.34","10/25/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","4110.25","01/28/14","4885-7","44.000","30.250"
"""4885.24""","""@13181 / DES MOINES INTERNATIO""","2","","108.97","241.63","316.23","","","0.00","666.83","164.09","499.00","0.00","","164.38","0.00","827.47","-160.64","1272.24","47.59","1272.24","34.96","10/25/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","666.83","01/28/14","4885-7","9.000","22.750"
"""4885.31""","""@13196 / DES MOINES INTERNATIO""","1","","40.03","16.75","15.58","","","0.00","72.36","53.56","288.10","0.00","","49.31","0.00","390.97","-318.61","595.40","87.85","595.40","34.33","10/25/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","72.36","01/28/14","4885-7","5.500","1.000"
"""4885.39""","""@14789 / DES MOINES INTERNATIO""","1","","402.94","131.90","144.83","","90.63","0.00","770.30","362.40","348.55","0.00","","","0.00","710.95","59.35","1500.00","48.65","1201.42","40.82","10/29/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","770.30","01/28/14","4885-7","8.000","7.500"
"""4885.41""","""@15031 / DES MOINES INTERNATIO""","1","","33.07","113.19","133.64","","","0.00","279.90","46.17","98.40","0.00","","","0.00","144.57","135.33","225.63","-24.05","228.17","36.64","12/02/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","279.90","01/28/14","4885-7","2.260","7.000"
"""4885.42""","""@15030 / DES MOINES INTERNATIO""","1","","77.26","215.15","259.53","","69.25","0.00","621.19","139.55","546.20","0.00","","197.24","0.00","882.99","-261.80","1650.00","62.35","1650.00","46.49","12/02/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","621.19","01/28/14","4885-7","9.500","13.250"
"""4885.43""","""@14874 / DES MOINES INTERNATIO""","1","","890.43","604.54","613.29","","1212.85","0.00","3321.11","1601.34","1600.69","0.00","","1180.00","0.00","4382.03","-1060.92","7300.00","54.51","7272.39","39.74","11/20/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","3321.11","01/28/14","4885-7","33.000","37.500"
"""4885.44""","""@TM / DES MOINES INTERNATIONAL""","1","","13.34","70.82","73.08","","","0.00","157.24","0.00","0.00","0.00","","","0.00","0.00","157.24","375.00","58.07","375.00","100.00","12/10/13","35250","DES MOINES INTERNATIONAL AIRPO","C","0.00","0.00","157.24","01/28/14","4885-7","0.000","4.000"
"""4994.1""","""@13847 / VESTA SALON & SPA""","1","","2517.39","1339.88","1364.31","","","0.00","5221.58","3223.62","3685.14","0.00","","420.96","0.00","7329.72","-2108.14","11380.47","54.12","11380.47","35.59","08/16/13","3816","VESTA SALON & SPA","C","0.00","0.00","5221.58","01/09/14","4994","89.000","83.250"
"""5076.2""","""@13937 / FIRST FAMILY CHURCH""","1","","0.93","40.88","38.02","","","0.00","79.83","4.70","93.12","0.00","","19.30","0.00","117.12","-37.29","187.47","57.42","190.69","38.58","09/23/13","3846","FIRST FAMILY CHURCH","C","0.00","0.00","79.83","04/03/14","5076","2.500","2.750"
"""5076.3""","""@13943 / FIRST FAMILY CHURCH""","1","","2.79","126.00","205.56","","","0.00","334.35","5.13","140.32","0.00","","","0.00","145.45","188.90","208.18","-60.61","208.18","30.13","09/23/13","3846","FIRST FAMILY CHURCH","C","0.00","0.00","334.35","04/03/14","5076","3.000","8.000"
"""5076.4""","""@14294 / FIRST FAMILY CHURCH""","1","","1133.79","770.02","1008.17","","381.35","0.00","3293.33","1670.91","1888.14","0.00","","275.00","0.00","3834.05","-540.72","5865.40","43.85","5865.40","34.63","11/15/13","3846","FIRST FAMILY CHURCH","C","0.00","0.00","3293.33","04/03/14","5076","41.000","58.250"
"""5076.5""","""@14921 / FIRST FAMILY CHURCH""","1","","0.93","18.19","16.92","","","0.00","36.04","0.00","0.00","0.00","","","0.00","0.00","36.04","93.74","61.55","0.00","","11/15/13","3846","FIRST FAMILY CHURCH","C","0.00","0.00","36.04","04/03/14","5076","0.000","1.000"
"""5079.1""","""@12494 / CHARLEY´S GRILLED SUB""","1","","474.85","513.65","477.75","","","0.00","1466.25","445.20","1324.95","0.00","","2306.72","0.00","4076.87","-2610.62","5287.26","72.27","5287.26","22.89","10/15/13","3815","ELBA INTERNATIONAL MANAGEMENT","C","0.00","0.00","1466.25","01/08/14","5079","34.500","31.500"
"""5079.2""","""@12523 / CHARLEY´S GRILLED SUB""","1","","207.34","151.25","140.68","","","0.00","499.27","120.52","533.65","0.00","","27.41","0.00","681.58","-182.31","1116.47","55.28","1116.47","38.95","10/15/13","3815","ELBA INTERNATIONAL MANAGEMENT","C","0.00","0.00","499.27","01/08/14","5079","14.000","9.000"
"""5079.3""","""@13741 / CHARLEY´S GRILLED SUB""","1","","0.00","4.38","4.07","","144.99","0.00","153.44","0.00","0.00","0.00","","167.16","0.00","167.16","-13.72","225.67","32.01","225.67","25.93","10/15/13","3815","ELBA INTERNATIONAL MANAGEMENT","C","0.00","0.00","153.44","01/08/14","5079","0.000","0.250"
"""5079.4""","""@13842 / CHARLEY´S GRILLED SUB""","1","","0.00","0.00","0.00","","3402.49","0.00","3402.49","0.00","0.00","0.00","","1710.94","0.00","1710.94","1691.55","2841.33","-19.75","2241.33","23.66","10/15/13","3815","ELBA INTERNATIONAL MANAGEMENT","C","0.00","0.00","3402.49","01/08/14","5079","0.000",""
"""5090.1""","""@tm / NAGLE SIGNS, INC.""","25","","9614.04","2724.88","2534.21","","","0.00","14873.13","0.00","0.00","0.00","","","0.00","0.00","14873.13","60000.00","75.21","60000.00","100.00","10/27/13","77950","NAGLE SIGNS, INC.","C","0.00","0.00","14873.13","02/28/14","5090","0.000","538.250"
"""5131.1""","""@14400 / BAYMONT INN & SUITES""","1","","37.09","879.71","1542.69","","1514.00","0.00","3973.49","145.00","1754.60","0.00","","2350.00","0.00","4249.60","-276.11","5548.10","28.38","5548.10","23.40","10/03/13","3870","BAYMONT INN & SUITES","C","0.00","0.00","3973.49","04/28/14","5131","11.000","51.500"
"""5131.2""","""@tm / BAYMONT INN & SUITES""","1","","125.52","91.44","170.08","","","0.00","387.04","0.00","0.00","0.00","","","0.00","0.00","387.04","","","0.00","","10/16/13","3870","BAYMONT INN & SUITES","C","0.00","0.00","387.04","","","0.000","5.500"
"""5134.1""","""@tm / STATE FARM - NAGLE SIGNS""","1","","0.00","24.01","44.66","","","0.00","68.67","0.00","0.00","0.00","","","0.00","0.00","68.67","90.00","23.70","90.00","100.00","09/16/13","77950","NAGLE SIGNS, INC.","C","0.00","0.00","68.67","01/22/14","5134","0.000","5.250"
"""5134.2""","""@tm / STATE FARM - NAGLE SIGNS""","1","","0.00","174.63","324.82","","","0.00","499.45","0.00","0.00","0.00","","","0.00","0.00","499.45","2106.51","76.29","2106.51","100.00","10/12/13","77950","NAGLE SIGNS, INC.","C","0.00","0.00","499.45","01/22/14","5134","0.000","38.000"
"""5166.1""","""@14308 / BOB BROWN""","1","","0.00","603.01","1118.13","","","0.00","1721.14","37.50","3432.00","0.00","","2800.00","0.00","6269.50","-4548.36","8346.20","79.38","8346.20","24.88","10/29/13","2885","BOB BROWN BUICK GMC","C","0.00","0.00","1721.14","01/28/14","5166","40.000","100.750"
"""5175.1""","""@14148 / VAN METER""","1","","321.68","229.45","213.42","","0.00","0.00","764.55","198.51","1091.89","0.00","","254.94","0.00","1545.34","-780.79","2515.47","69.61","2515.47","38.57","10/31/13","3013","VAN METER INC","C","0.00","0.00","764.55","01/22/14","5175","22.750","13.500"
"""5177.1""","""@14280 / BOB BROWN CERTIFIED P""","1","","1662.26","1381.17","1362.67","","4545.00","590.18","9541.28","6408.30","9966.10","0.00","","19250.58","0.00","35624.98","-26083.70","48253.03","80.23","48253.03","26.17","11/08/13","3237","BOB BROWN CHEVROLET","C","0.00","0.00","9541.28","03/17/14","5177","204.000","217.250"
"""5177.5""","""@14876 / BOB BROWN CERTIFIED P""","1","","0.00","0.00","0.00","","6702.25","0.00","6702.25","116.00","1335.60","0.00","","6878.00","0.00","8329.60","-1627.35","12012.76","44.21","10940.32","23.86","01/15/14","3237","BOB BROWN CHEVROLET","C","0.00","0.00","6702.25","03/17/14","5177","14.000","46.000"
"""5177.6""","""@14878 / BOB BROWN CERTIFIED P""","1","","0.00","72.00","66.97","","","60.03","199.00","1026.30","1372.50","0.00","","202.30","0.00","2601.10","-2402.10","4037.43","95.07","3963.71","34.38","02/01/14","3237","BOB BROWN CHEVROLET","C","0.00","0.00","199.00","03/17/14","5177","27.500","47.000"
