"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/18 - 12/31/18"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""64649""","""221-0190 STANDARD CAT SCALE SP""","1","1","452.09","179.00","166.48","","","0.00","797.57","396.84","308.80","0.00","","","0.00","705.64","91.93","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","9.250"
"""65724""","""202-0100 3"" ALUMINUM GUSSETS""","1","106","30.48","12.75","11.86","","","0.00","55.09","1.97","63.69","0.00","","","0.00","65.66","-10.57","","","0.00","","02/13/18","","","F","75.62","0.00","0.00","","","1.500","0.750"
"""65772""","""202-0560 LARGE ""A"" SPREADER BA""","1","633","151.79","41.63","38.72","","","0.00","232.14","0.47","42.46","0.00","","","0.00","42.93","189.21","","","0.00","","01/20/18","","","F","367.14","0.00","0.00","","","1.000","2.250"
"""65788""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","180.39","167.77","","","0.00","1305.27","963.48","339.68","0.00","","","0.00","1303.16","2.11","","","0.00","","01/11/18","","","F","1325.25","0.00","0.00","","","8.000","10.750"
"""65789""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","155.63","144.74","","","0.00","1257.48","963.48","339.68","0.00","","","0.00","1303.16","-45.68","","","0.00","","01/11/18","","","F","1325.25","0.00","0.00","","","8.000","9.250"
"""65790""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","139.13","129.40","","","0.00","1225.64","963.48","339.68","0.00","","","0.00","1303.16","-77.52","","","0.00","","01/11/18","","","F","1325.25","0.00","0.00","","","8.000","8.250"
"""65791""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","172.13","160.08","","","0.00","1289.32","963.48","339.68","0.00","","","0.00","1303.16","-13.84","","","0.00","","01/11/18","","","F","1325.25","0.00","0.00","","","8.000","10.250"
"""65801""","""221-0190 STANDARD CAT SCALE SP""","1","1","468.85","102.39","95.23","","","0.00","666.47","403.46","339.68","0.00","","","0.00","743.14","-76.67","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","5.250"
"""65804""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2758.34","456.26","424.36","","","0.00","3638.96","2844.23","849.20","0.00","","","0.00","3693.43","-54.47","","","0.00","","01/11/18","","","F","3808.74","0.00","0.00","","","20.000","25.250"
"""65805""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2779.66","432.45","402.19","","","0.00","3614.30","2844.23","849.20","0.00","","","0.00","3693.43","-79.13","","","0.00","","01/11/18","","","F","3808.74","0.00","0.00","","","20.000","23.750"
"""65806""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2763.23","413.57","384.65","","","0.00","3561.45","2844.23","849.20","0.00","","","0.00","3693.43","-131.98","","","0.00","","01/11/18","","","F","3808.74","0.00","0.00","","","20.000","22.750"
"""65809""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2758.36","494.08","459.52","","","0.00","3711.96","2844.23","849.20","0.00","","","0.00","3693.43","18.53","","","0.00","","01/11/18","","","F","3808.74","0.00","0.00","","","20.000","27.500"
"""65810""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2830.28","454.94","423.11","","","0.00","3708.33","2844.23","849.20","0.00","","","0.00","3693.43","14.90","","","0.00","","01/11/18","","","F","3808.74","0.00","0.00","","","20.000","25.250"
"""65811""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2758.82","528.51","491.53","","","0.00","3778.86","2844.23","849.20","0.00","","","0.00","3693.43","85.43","","","0.00","","01/31/18","","","F","3808.74","0.00","0.00","","","20.000","29.500"
"""65812""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2713.86","482.21","448.47","","","0.00","3644.54","2844.23","849.20","0.00","","","0.00","3693.43","-48.89","","","0.00","","01/31/18","","","F","3808.74","0.00","0.00","","","20.000","26.750"
"""65813""","""221-0200 5'-4 1/2"" X 20' STAND""","1","1","2757.70","523.72","487.10","","","0.00","3768.52","2844.23","849.20","0.00","","","0.00","3693.43","75.09","","","0.00","","01/31/18","","","F","3808.74","0.00","0.00","","","20.000","29.000"
"""65814""","""221-0190 STANDARD CAT SCALE SP""","1","1","468.63","111.65","103.86","","","0.00","684.14","403.46","339.68","0.00","","","0.00","743.14","-59.00","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","5.750"
"""65815""","""221-0190 STANDARD CAT SCALE SP""","1","1","469.17","97.78","90.96","","","0.00","657.91","403.46","339.68","0.00","","","0.00","743.14","-85.23","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","5.000"
"""65816""","""221-0190 STANDARD CAT SCALE SP""","1","1","468.75","88.52","82.34","","","0.00","639.61","403.46","339.68","0.00","","","0.00","743.14","-103.53","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","4.500"
"""65817""","""221-0190 STANDARD CAT SCALE SP""","1","1","472.05","98.52","91.63","","","0.00","662.20","403.46","339.68","0.00","","","0.00","743.14","-80.94","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","5.000"
"""65818""","""221-0190 STANDARD CAT SCALE SP""","1","1","468.63","151.40","140.81","","","0.00","760.84","403.46","339.68","0.00","","","0.00","743.14","17.70","","","0.00","","01/11/18","","","F","806.88","0.00","0.00","","","8.000","8.250"
"""65819""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","135.00","125.55","","","0.00","1217.66","963.48","339.68","0.00","","","0.00","1303.16","-85.50","","","0.00","","01/11/18","","","F","1325.25","0.00","0.00","","","8.000","8.000"
"""65820""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","163.88","152.41","","","0.00","1273.40","963.48","339.68","0.00","","","0.00","1303.16","-29.76","","","0.00","","01/31/18","","","F","1325.25","0.00","0.00","","","8.000","9.750"
"""65821""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","188.63","175.43","","","0.00","1321.17","963.48","339.68","0.00","","","0.00","1303.16","18.01","","","0.00","","01/31/18","","","F","1325.25","0.00","0.00","","","8.000","11.250"
"""65822""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","147.38","137.07","","","0.00","1241.56","963.48","339.68","0.00","","","0.00","1303.16","-61.60","","","0.00","","01/31/18","","","F","1325.25","0.00","0.00","","","8.000","8.750"
"""65823""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","172.14","160.08","","","0.00","1289.33","963.48","339.68","0.00","","","0.00","1303.16","-13.83","","","0.00","","01/31/18","","","F","1325.25","0.00","0.00","","","8.000","10.250"
"""65824""","""219-1130 1/2 X 6 POLE GUSSETS""","1","80","101.00","144.38","134.27","","","0.00","379.65","5.05","1.06","0.00","","","0.00","6.11","373.54","","","0.00","","01/11/18","","","F","452.32","0.00","0.00","","","0.025","8.750"
"""65825""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","163.88","152.41","","","0.00","1273.40","963.48","339.68","0.00","","","0.00","1303.16","-29.76","","","0.00","","01/31/18","","","F","1325.25","0.00","0.00","","","8.000","9.750"
"""65826""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","184.88","171.94","","","0.00","1313.93","963.48","339.68","0.00","","","0.00","1303.16","10.77","","","0.00","","03/27/18","","","F","1325.25","0.00","0.00","","","8.000","11.000"
"""65827""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","957.11","115.51","107.44","","","0.00","1180.06","963.48","339.68","0.00","","","0.00","1303.16","-123.10","","","0.00","","02/21/18","","","F","1325.25","0.00","0.00","","","8.000","6.750"
"""65828""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","997.58","153.38","142.65","","","0.00","1293.61","963.48","339.68","0.00","","","0.00","1303.16","-9.55","","","0.00","","03/27/18","","","F","1325.25","0.00","0.00","","","8.000","9.000"
"""65829""","""221-0300 5'-4 1/2"" X 20' STAND""","1","1","997.58","280.88","261.22","","","0.00","1539.68","963.48","339.68","0.00","","","0.00","1303.16","236.52","","","0.00","","03/27/18","","","F","1325.25","0.00","0.00","","","8.000","16.750"
"""65830""","""221-0190 STANDARD CAT SCALE SP""","1","1","469.50","151.63","141.00","","","0.00","762.13","403.46","339.68","0.00","","","0.00","743.14","18.99","","","0.00","","01/31/18","","","F","806.88","0.00","0.00","","","8.000","8.250"
"""65831""","""221-0190 STANDARD CAT SCALE SP""","1","1","487.85","142.77","132.77","","","0.00","763.39","403.46","339.68","0.00","","","0.00","743.14","20.25","","","0.00","","01/18/18","","","F","806.88","0.00","0.00","","","8.000","7.750"
"""65832""","""221-0190 STANDARD CAT SCALE SP""","1","1","468.63","114.64","106.62","","","0.00","689.89","403.46","339.68","0.00","","","0.00","743.14","-53.25","","","0.00","","01/31/18","","","F","806.88","0.00","0.00","","","8.000","6.250"
"""65833""","""221-0190 STANDARD CAT SCALE SP""","1","1","448.35","105.38","98.01","","","0.00","651.74","403.46","339.68","0.00","","","0.00","743.14","-91.40","","","0.00","","01/24/18","","","F","806.88","0.00","0.00","","","8.000","5.750"
"""65834""","""221-0190 STANDARD CAT SCALE SP""","1","1","468.63","122.39","113.82","","","0.00","704.84","403.46","339.68","0.00","","","0.00","743.14","-38.30","","","0.00","","01/31/18","","","F","806.88","0.00","0.00","","","8.000","6.750"
