wo_number,outplant_date,work_dept,sub_contractor,uom,est_qty,actual_qty,qty_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10045.11,2022-05-24,,PO#20792-3 DIVISION,,,1.0,,,5120.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.11,,,PO#20792-3 DIVISION   EA,,,1,1,,5120.0,5120.0,INSTALL NEW MONUMENT SIGN FOOTING A,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.11,,0600,PAD                   EA,,1,0,-1,1463.0,0.0,-1463.0,D3 - quote #2022045 (item 4),3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.11,,0600,SAWCUT                EA,,1,0,-1,816.0,0.0,-816.0,D3 - quote #2022045 (item 2),3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,2022-04-30,,PO#20756-1 BAKER ELE,,,1.0,,,260.31,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,,PO#20756-1 BAKER ELE  EA,,,1,1,,260.31,260.31,PROVIDE PRIVATE LOCATES AT MONUMENT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,2022-05-24,,PO#20792-1 DIVISION,,,1.0,,,0.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,,PO#20792-1 DIVISION   EA,,,1,1,,0.0,0.0,DRILL SEVERAL EXPLORATORY HOLES IN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,2022-05-24,,PO#20792-2 DIVISION,,,1.0,,,0.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,,PO#20792-2 DIVISION   EA,,,1,1,,0.0,0.0,CUT 4' X 4' SQUARE PORTION OF PARKI,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0200,STEEL                 FT,,21,0,-21,827.4,0.0,-827.4,"State Steel - 8 schedule 40 pipe,",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0600,CAISSON               EA,,10,0,-10,1250.0,0.0,-1250.0,Nagle drill,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,,0600,RENT                  EA,,4,0,-4,400.0,0.0,-400.0,dump truck,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,,0500,OVERLAMINATE          SF,,41,0,-41,61.5,0.0,-61.5,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1005.1,2007-05-24,,PO#1039-1 AIRPORT SI,,,1.0,,,75.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1005.1,,,PO#1039-1 AIRPORT SI  EA,,,1,1,,75.0,75.0,"Fabricate one banner 1'-0"" x 3'- 0""",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,,0600,CABLE                 EA,,1,0,-1,230.0,0.0,-230.0,McMaster - 3450T28 Galvanized Steel,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,,0600,SHACKLE               EA,,8,0,-8,199.36,0.0,-199.36,McMaster - SHACKLE SPA FGD 3/8,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10052.1,2021-01-14,,PO#19418-1 BTI LOGIS,,,1.0,,,1800.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10052.1,,,PO#19418-1 BTI LOGIS  EA,,,1,1,,1800.0,1800.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.1,2021-02-12,,PO#19493-1 BTI LOGIS,,,1.0,,,2650.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.1,,,PO#19493-1 BTI LOGIS  EA,,,1,1,,2650.0,2650.0,shipping for cat scale.,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,,0500,OVERLAMINATE          SF,,20,0,-20,20.0,0.0,-20.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,,0200,FACE                  EA,,1,0,-1,844.36,0.0,-844.36,Commercial Plastics - email quote,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,,0200,FREIGHT               EA,,1,0,-1,114.72,0.0,-114.72,Commercial Plastics - freight,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,,0500,OVERLAMINATE          SF,,32,0,-32,48.0,0.0,-48.0,Overlaminate,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,2021-02-09,,PO#19491-1 UNISHIPPE,,,1.0,,,125.79,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,,,PO#19491-1 UNISHIPPE  EA,,,1,1,,125.79,125.79,shipping for cat scale,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10065.1,2021-01-31,,PO#19464-1 BTI LOGIS,,,1.0,,,900.0,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10065.1,,,PO#19464-1 BTI LOGIS  EA,,,1,1,,900.0,900.0,shipping for cat scale,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,,0600,TEMPLATE              EA,,21,0,-21,53.55,0.0,-53.55,Mounting Pattern,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,,0600,TEMPLATE              EA,,21,0,-21,53.55,0.0,-53.55,Mounting Pattern,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.3,,5300,PERMIT                EA,,3,0,-3,225.0,0.0,-225.0,Permit fee,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.5,,0400,METALLIC              EA,,1,0,-1,150.0,0.0,-150.0,AI Innovations - upcharge for metal,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,,0200,LETTERS               EA,,1,0,-1,823.0,0.0,-823.0,Steel Art - quote #201015,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,2007-05-31,,PO#1043-1 NAGLE SIGN,,,1.0,,,1551.5,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,,,PO#1043-1 NAGLE SIGN  EA,,,1,1,,1551.5,1551.5,"Remove ""Microtel Inn & Suites"" chan",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,,0600,HARDWARE              EA,,3,0,-3,30.0,0.0,-30.0,Misc,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,,0200,CORNERS               EA,,8,0,-8,12.96,0.0,-12.96,Thrif frame,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,,0200,EMC                   EA,,1,0,-1,4264.89,0.0,-4264.89,watchfire - quote #2021391.0,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10073.1,2021-01-31,,PO#19463-1 MIDWEST S,,,1.0,,,70.74,,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10073.1,,,PO#19463-1 MIDWEST S  EA,,,1,1,,70.74,70.74,"Pronto 6"" Condensed Punctuation Set",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10073.1,,0200,PUNCTUATION           EA,,1,0,-1,44.08,0.0,-44.08,"Midwest - (50) ct 6"" punctuation se",3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10073.1,,0200,SHIPPING              EA,,1,0,-1,25.0,0.0,-25.0,estimated MidWest shipping,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,,0300,30                    EA,,2,0,-2,36.46,0.0,-36.46,Grimco - HanleyLED PhoenixNRG Bar -,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,,0300,36                    EA,,1,0,-1,21.87,0.0,-21.87,Grimco - HanleyLED PhoenixNRG Bar -,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
