invoice_number,invoice_date,product_code,customer_id,customer_name,gross_sales,total_cost,gross_margin,gm_pct,extra_charge,Salesperson #1,Comm Rate #1,Salesperson #2,Comm Rate #2,Salesperson #3,Comm Rate #3,location_id,location_name,city,state,Unnamed: 20,source_tier,source_file,ingested_at
11513,2024-01-23,OUTS,6163.0,GRIMALDI'S PIZZA,0.0,245.7,-245.7,,,JOEP,,,,,,DEFAULT,GRIMALDI´S PIZZA,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11620,2024-03-19,OUTS,6190.0,COMMERCIAL SUPPLY CO.,1034.76,500.0,534.76,51.68,,JOEP,,,,,,DEFAULT,COMMERCIAL SUPPLY CO.,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11836,2024-10-23,OUTS,6253.0,NATIONAL PORK PRODUCERS COUNCIL,23555.55,34403.95,-10848.4,-46.05,,JOEP,,,,,,DEFAULT,NATIONAL PORK PRODUCERS COUNCIL,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11836,2024-10-23,OUTS,6253.0,NATIONAL PORK PRODUCERS COUNCIL,21732.75,0.0,21732.75,100.0,,JOEP,,,,,,DEFAULT,NATIONAL PORK PRODUCERS COUNCIL,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11836,2024-10-23,OUTS,6253.0,NATIONAL PORK PRODUCERS COUNCIL,127103.95,87330.0,39773.95,31.29,,JOEP,,,,,,DEFAULT,NATIONAL PORK PRODUCERS COUNCIL,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11836,2024-10-23,OUTS,6253.0,NATIONAL PORK PRODUCERS COUNCIL,992.78,0.0,992.78,100.0,,JOEP,,,,,,DEFAULT,NATIONAL PORK PRODUCERS COUNCIL,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11836,2024-10-23,OUTS,6253.0,NATIONAL PORK PRODUCERS COUNCIL,2974.46,1500.0,1474.46,49.57,,JOEP,,,,,,DEFAULT,NATIONAL PORK PRODUCERS COUNCIL,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,OUTS,,Product Totals,177394.25,123979.65,53414.6,30.11,0.0,JOEP,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11673,2024-05-14,PLYWD,5320.0,CITY OF DES MOINES REAL ESTATE DIVISION,325.99,10.13,315.86,96.89,,JOEP,,,,,,7,OLD WEST MEXICAN RESTURANT - CITY OF DSM,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11904,2024-06-20,PLYWD,5710.0,PENTA PARTNERS LLC,1816.23,748.29,1067.94,58.8,,JOEP,,,,,,12,BANK IOWA ,JOHNSTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,PLYWD,,Product Totals,2142.22,758.42,1383.8,64.6,0.0,JOEP,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11185,2024-02-29,PRMT,2993.0,SMITTY'S TENDERLOINS,0.0,79.39,-79.39,,510.88,JOEP,,,,,,DEFAULT,SMITTY´S TENDERLOINS,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11357,2024-05-07,PRMT,2883.0,BLAIR IMAGE ELEMENTS,150.0,0.0,150.0,100.0,400.0,JOEP,,,,,,9,MINI - BLAIR IMAGE ELEMENTS,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11497,2024-01-29,PRMT,6160.0,THE BREAKFAST CLUB,0.0,290.49,-290.49,,347.0,JOEP,,,,,,DEFAULT,THE BREAKFAST CLUB,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11497,2024-01-29,PRMT,6160.0,THE BREAKFAST CLUB,150.0,23.64,126.36,84.24,,JOEP,,,,,,DEFAULT,THE BREAKFAST CLUB,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11498,2024-05-23,PRMT,35250.0,DES MOINES INTERNATIONAL AIRPO,150.0,81.32,68.68,45.79,,JOEP,,,,,,DEFAULT,DES MOINES INTERNATIONAL AIRPO,Des Moines,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11505,2024-02-14,PRMT,2384.0,OUR LADY'S IMMACULATE HEART CATHOLIC CHURCH,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,OUR LADY´S IMMACULATE HEART CATHOLIC CHURCH,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11509,2024-05-15,PRMT,40190.0,ERICKSON BALMER CONSTRUCTION,0.0,82.76,-82.76,,,JOEP,,,,,,3,GATEWAY CROSSING,JOHNSTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11513,2024-01-23,PRMT,6163.0,GRIMALDI'S PIZZA,0.0,227.63,-227.63,,687.0,JOEP,,,,,,DEFAULT,GRIMALDI´S PIZZA,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11517,2023-11-06,PRMT,5873.0,FAMILY EYE HEALTH CENTER,0.0,47.29,-47.29,,,JOEP,,,,,,DEFAULT,FAMILY EYE HEALTH CENTER,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11530,2024-05-10,PRMT,6169.0,TEMPLE REAL ESTATE SERVICES / MARKET PLACE 4820  LLC,0.0,0.0,0.0,,,JOEP,,,,,,2,URBANDALE MARKETPLACE,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11532,2024-05-10,PRMT,6169.0,TEMPLE REAL ESTATE SERVICES / MARKET PLACE 4820  LLC,0.0,0.0,0.0,,,JOEP,,,,,,1,URBANDALE MARKETPLACE,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11601,2024-05-31,PRMT,3418.0,PLUMBERS & STEAMFITTERS LOCAL 33,0.0,82.76,-82.76,,,JOEP,,,,,,DEFAULT,PLUMBERS & STEAMFITTERS LOCAL 33,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11626,2024-03-20,PRMT,3461.0,AURORA SIGN CO.,0.0,35.47,-35.47,,859.91,JOEP,,,,,,21,OAK STREET HEALTH,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11627,2024-01-31,PRMT,4437.0,THE GALLERY,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,LOVERS PLAYGROUND,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11642,2024-10-30,PRMT,5539.0,PETERSON CONTRACTORS INC,0.0,0.0,0.0,,,JOEP,,,,,,1,IOWA CONFLUENCE WATER TRAIL,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11657,2024-03-12,PRMT,6206.0,CUPERTINO ELECTRIC INC.,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,CUPERTINO ELECTRIC INC.,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11660,2024-03-19,PRMT,6208.0,WELLMAN'S PUB,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,WELLMAN´S PUB,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11673,2024-05-14,PRMT,5320.0,CITY OF DES MOINES REAL ESTATE DIVISION,150.0,70.94,79.06,52.71,,JOEP,,,,,,7,OLD WEST MEXICAN RESTURANT - CITY OF DSM,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11687,2024-04-18,PRMT,6215.0,DES MOINES FAMILY DENTISTRY,0.0,35.47,-35.47,,,JOEP,,,,,,DEFAULT,DES MOINES FAMILY DENTISTRY,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11702,2024-04-24,PRMT,6219.0,TRUE ROOTS CHIROPRACTIC,0.0,157.87,-157.87,,193.62,JOEP,,,,,,DEFAULT,TRUE ROOTS CHIROPRACTIC,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11714,2024-05-03,PRMT,6222.0,SUITE SPOT SALON STUDIOS,0.0,47.29,-47.29,,,JOEP,,,,,,DEFAULT,SUITE SPOT SALON STUDIOS,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11726,2024-05-03,PRMT,5770.0,EXEMPLARCARE URGENT CARE,0.0,161.67,-161.67,,225.0,JOEP,,,,,,1,EXEMPLAR CARE / HY-VEE HEALTH,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11732-3,2024-07-08,PRMT,4958.0,PRIDE SIGNS,150.0,47.29,102.71,68.47,350.0,JOEP,,,,,,12,TARGET #2909 - PRIDE SIGNS,WAUKEE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11740,2024-04-11,PRMT,6252.0,N NAILS- SHYFT,0.0,70.93,-70.93,,,JOEP,,,,,,DEFAULT,N NAILS,NORWALK,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11749,2024-07-09,PRMT,6227.0,ASPIRE PHYSICAL THERAPY,0.0,47.29,-47.29,,,JOEP,,,,,,DEFAULT,ASPIRE PHYSICAL THERAPY,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11764,2024-03-21,PRMT,5770.0,EXEMPLARCARE URGENT CARE,0.0,70.93,-70.93,,,JOEP,,,,,,1,EXEMPLAR CARE / HY-VEE HEALTH,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11768,2024-05-10,PRMT,6218.0,DONOVAN MARINE,150.0,94.58,55.42,36.95,,JOEP,,,,,,DEFAULT,DONOVAN MARINE,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11774-2,2024-05-09,PRMT,6232.0,WEITZ/TURNER A JV,0.0,47.29,-47.29,,125.0,JOEP,,,,,,1,"WEITZ / TURNER, A JOINT VENTURE",DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11778,2024-07-15,PRMT,6233.0,IOWA STATE SAVINGS BANK,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,IOWA STATE SAVINGS BANK,CRESTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11813,2024-05-15,PRMT,6241.0,PHILLIPS REAL ESTATE HOLDINGS,0.0,47.29,-47.29,,,JOEP,,,,,,1,PREMIER RETIREMENT PLAN ADVISORS,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11820,2024-05-31,PRMT,6244.0,CARPET ONE,0.0,580.18,-580.18,,375.0,JOEP,,,,,,DEFAULT,CARPET ONE,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11821,2024-09-23,PRMT,6246.0,THE FLOOR TRADER OUTLET,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,THE FLOOR TRADER OUTLET,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11836,2024-10-23,PRMT,6253.0,NATIONAL PORK PRODUCERS COUNCIL,250.0,47.29,202.71,81.08,,JOEP,,,,,,DEFAULT,NATIONAL PORK PRODUCERS COUNCIL,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11841,2024-07-10,PRMT,6254.0,CARE BASE,0.0,23.64,-23.64,,,JOEP,,,,,,DEFAULT,CARE BASE,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11849,2024-07-18,PRMT,74600.0,MID COUNTRY MACHINERY  INC.,0.0,70.93,-70.93,,,JOEP,,,,,,2,MID COUNTRY MACHINE / MCM RENTS,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11851,2024-06-05,PRMT,6258.0,RJ POWER SPORTS,0.0,59.11,-59.11,,,JOEP,,,,,,DEFAULT,RJ POWER SPORTS,FORT DODGE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11877,2024-08-28,PRMT,6218.0,DONOVAN MARINE,0.0,82.76,-82.76,,,JOEP,,,,,,DEFAULT,DONOVAN MARINE,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11901,2024-08-13,PRMT,6268.0,VEIT,0.0,172.74,-172.74,,263.0,JOEP,,,,,,DEFAULT,VEIT,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11911,2024-08-06,PRMT,2351.0,GOOD TIMES,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,Good Times,Ankeny,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11944,2024-07-23,PRMT,3246.0,GIRL SCOUTS OF GREATER IOWA,0.0,0.0,0.0,,,JOEP,,,,,,DEFAULT,GIRL SCOUTS OF GREATER IOWA,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11946,2024-09-17,PRMT,6276.0,JRL BUILDERS,0.0,59.11,-59.11,,,JOEP,,,,,,DEFAULT,JRL BUILDERS,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11957,2024-08-26,PRMT,6015.0,TRUSTPOINT,0.0,47.29,-47.29,,,JOEP,,,,,,DEFAULT,TRUSTPOINT,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11963,2024-10-04,PRMT,6280.0,BONDURANT DERMATOLOGY  PLC,0.0,129.93,-129.93,,225.0,JOEP,,,,,,DEFAULT,"BONDURANT DERMATOLOGY, PLC",BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11972,2024-09-19,PRMT,6281.0,SUNNYBROOK MOBILE HOME PARK,0.0,47.29,-47.29,,238.0,JOEP,,,,,,DEFAULT,SUNNYBROOK MOBILE HOME PARK,BERWICK,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11975,2024-10-29,PRMT,5978.0,K JOHNSON CONSTRUCTION,150.0,326.32,-176.32,-117.55,394.17,JOEP,,,,,,7,BANK IOWA- K Johnson,JOHNSTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12001,2024-09-23,PRMT,5913.0,PENTA PARTNERS,0.0,47.29,-47.29,,,JOEP,,,,,,2,88 PAINE OFFICE SUITES,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12041,2024-09-30,PRMT,4957.0,IOWA WOLVES,0.0,47.29,-47.29,,1145.0,JOEP,,,,,,DEFAULT,IOWA WOLVES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,PRMT,,Product Totals,1300.0,3590.76,-2290.76,-176.21,6338.58,JOEP,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11498,2024-05-23,PYLON,35250.0,DES MOINES INTERNATIONAL AIRPO,11759.92,6199.6,5560.32,47.28,98.2,JOEP,,,,,,DEFAULT,DES MOINES INTERNATIONAL AIRPO,Des Moines,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11498,2024-05-23,PYLON,35250.0,DES MOINES INTERNATIONAL AIRPO,11292.69,7536.03,3756.66,33.27,,JOEP,,,,,,DEFAULT,DES MOINES INTERNATIONAL AIRPO,Des Moines,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11660,2024-03-19,PYLON,6208.0,WELLMAN'S PUB,354.64,31.99,322.65,90.98,,JOEP,,,,,,DEFAULT,WELLMAN´S PUB,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11813,2024-05-15,PYLON,6241.0,PHILLIPS REAL ESTATE HOLDINGS,1605.6,955.86,649.74,40.47,282.86,JOEP,,,,,,1,PREMIER RETIREMENT PLAN ADVISORS,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11911,2024-08-06,PYLON,2351.0,GOOD TIMES,5232.48,2957.32,2275.16,43.48,,JOEP,,,,,,DEFAULT,Good Times,Ankeny,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12108,2024-10-23,PYLON,6281.0,SUNNYBROOK MOBILE HOME PARK,395.89,189.76,206.13,52.07,,JOEP,,,,,,DEFAULT,SUNNYBROOK MOBILE HOME PARK,BERWICK,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,PYLON,,Product Totals,30641.22,17870.56,12770.66,41.68,381.06,JOEP,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11600,2024-01-26,REPFCE,3205.0,STRATUS,908.18,333.45,574.73,63.28,,JOEP,,,,,,55,SHERWIN WILLIAMS - STRATUS,WAUKEE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11618,2023-12-28,REPFCE,4392.0,MERIDIAN HOLDINGS LLC,1641.28,1090.69,550.59,33.55,,JOEP,,,,,,1,MEREDITH LASERWASH,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11619,2023-12-28,REPFCE,4392.0,MERIDIAN HOLDINGS LLC,1489.12,1063.09,426.03,28.61,,JOEP,,,,,,2,LASERWASH,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11625,2023-12-28,REPFCE,4392.0,MERIDIAN HOLDINGS LLC,1489.12,928.55,560.57,37.64,,JOEP,,,,,,3,LASERWASH,ALTOONA,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11626,2024-03-20,REPFCE,3461.0,AURORA SIGN CO.,2836.5,1035.63,1800.87,63.49,,JOEP,,,,,,21,OAK STREET HEALTH,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11627,2024-01-31,REPFCE,4437.0,THE GALLERY,1179.94,444.75,735.19,62.31,,JOEP,,,,,,DEFAULT,LOVERS PLAYGROUND,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11712,2024-03-04,REPFCE,5710.0,PENTA PARTNERS LLC,496.12,427.08,69.04,13.92,,JOEP,,,,,,DEFAULT,PENTA PARTNERS LLC,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11751,2024-03-22,REPFCE,6228.0,LIGHTBRITE COFFEE ROASTERS,1063.97,523.57,540.4,50.79,,JOEP,,,,,,DEFAULT,LIGHTBRITE COFFEE ROASTERS,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11821,2024-09-23,REPFCE,6246.0,THE FLOOR TRADER OUTLET,2891.74,3841.84,-950.1,-32.86,300.0,JOEP,,,,,,DEFAULT,THE FLOOR TRADER OUTLET,URBANDALE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11823,2024-04-30,REPFCE,6247.0,JORDAN CREEK CROSSING PROPERTY OWNERS ASSOCIATION,322.9,345.0,-22.1,-6.84,,JOEP,,,,,,1,Jordan Creek Financial Solutions,West Des Moines,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11957,2024-08-26,REPFCE,6015.0,TRUSTPOINT,785.07,684.22,100.85,12.85,225.0,JOEP,,,,,,DEFAULT,TRUSTPOINT,BONDURANT,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12056,2024-10-05,REPFCE,5501.0,AVAILA BANK,1160.61,463.04,697.57,60.1,,JOEP,,,,,,DEFAULT,AVAILA BANK,AMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12057,2024-10-17,REPFCE,5710.0,PENTA PARTNERS LLC,1215.0,576.28,638.72,52.57,,JOEP,,,,,,12,BANK IOWA-penta partners,JOHNSTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12064,2024-10-30,REPFCE,2382.0,JTN EAST LLC,4249.64,2862.54,1387.1,32.64,,JOEP,,,,,,1,Marine Corps Career Center,Osceola,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,REPFCE,,Product Totals,21729.19,14619.73,7109.46,32.72,525.0,JOEP,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11517,2023-11-06,RTLT,5873.0,FAMILY EYE HEALTH CENTER,184.2,68.64,115.56,62.74,,JOEP,,,,,,DEFAULT,FAMILY EYE HEALTH CENTER,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11601,2024-05-31,RTLT,3418.0,PLUMBERS & STEAMFITTERS LOCAL 33,3483.96,2415.72,1068.24,30.66,,JOEP,,,,,,DEFAULT,PLUMBERS & STEAMFITTERS LOCAL 33,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11660,2024-03-19,RTLT,6208.0,WELLMAN'S PUB,4763.18,4570.22,192.96,4.05,280.53,JOEP,,,,,,DEFAULT,WELLMAN´S PUB,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
