invoice_number,invoice_date,product_code,customer_id,customer_name,gross_sales,total_cost,gross_margin,gm_pct,extra_charge,Salesperson #1,Comm Rate #1,Salesperson #2,Comm Rate #2,Salesperson #3,Comm Rate #3,location_id,location_name,city,state,Unnamed: 20,source_tier,source_file,ingested_at
11722,2024-02-25,ALUM,3016.0,NW TRAILER,160.0,94.16,65.84,41.15,,,,,,,,DEFAULT,NEW WORLD TRAILER,ADEL,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,ALUM,,Product Totals,160.0,94.16,65.84,41.15,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11809,2024-04-17,BANNER,6237.0,CORINA KEELING,0.0,86.0,-86.0,,,,,,,,,DEFAULT,CORINA KEELING,NORWALK,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11810,2024-04-30,BANNER,6238.0,CHAD NELSON,35.0,33.0,2.0,5.71,,,,,,,,DEFAULT,CHAD NELSON,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,BANNER,,Product Totals,35.0,119.0,-84.0,-240.0,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11647,2024-01-31,MISC,77950.0,NAGLE SIGNS  INC.,202.93,147.73,55.2,27.2,,,,,,,,519,SUBWAY - NAGLE,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11873,2024-05-23,MISC,29800.0,COMMONWEALTH ELECTRIC,43.68,8.91,34.77,79.6,,,,,,,,DEFAULT,COMMONWEALTH ELECTRIC,Des Moines,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11919,2024-06-21,MISC,5943.0,MATT ZELIADT,40.0,0.0,40.0,100.0,,,,,,,,DEFAULT,MATT ZELIADT,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11986,2024-08-19,MISC,4779.0,EAGLE SIGN CO.,0.0,790.55,-790.55,,,,,,,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12046,2024-10-09,MISC,4779.0,EAGLE SIGN CO.,0.0,69.21,-69.21,,,,,,,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,MISC,,Product Totals,286.61,1016.4,-729.79,-254.63,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11647,2024-01-31,PRMT,77950.0,NAGLE SIGNS  INC.,60.0,47.29,12.71,21.18,118.08,,,,,,,519,SUBWAY - NAGLE,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,PRMT,,Product Totals,60.0,47.29,12.71,21.18,118.08,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8026,2024-06-06,REPFCE,4725.0,KEMIN INDUSTRIES,0.0,0.0,0.0,,,,,,,,,8,KEMIN INDUSTRIES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,REPFCE,,Product Totals,0.0,0.0,0.0,,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7858,2023-12-31,SRVCE,77950.0,NAGLE SIGNS  INC.,210.0,205.92,4.08,1.94,,,,,,,,496,KWIK STAR # 1158 - NAGLE SIGNS,AMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7871,2023-12-31,SRVCE,77950.0,NAGLE SIGNS  INC.,108.03,99.06,8.97,8.3,,,,,,,,114,KUM & GO - NAGLE SIGNS,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7923,2024-02-12,SRVCE,6188.0,DEATON TRUCK & AUTO,0.0,108.09,-108.09,,,,,,,,,DEFAULT,DEATON TRUCK & AUTO,DALLAS CENTER,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7999,2024-04-11,SRVCE,6074.0,ORANGE LEAF,0.0,145.52,-145.52,,,,,,,,,DEFAULT,ORANGE LEAF,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8026,2024-06-06,SRVCE,4725.0,KEMIN INDUSTRIES,0.0,0.0,0.0,,,,,,,,,8,KEMIN INDUSTRIES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8039,2024-06-06,SRVCE,4424.0,WESTAR FOODS -HARDEE'S,0.0,154.44,-154.44,,,,,,,,,1,HARDEE´S/ CLIVE IA,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8047,2024-05-28,SRVCE,40190.0,ERICKSON BALMER CONSTRUCTION,0.0,282.06,-282.06,,,,,,,,,3,GATEWAY CROSSING,JOHNSTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8052,2024-06-12,SRVCE,6265.0,HANWAH Q CELLS,0.0,240.24,-240.24,,,,,,,,,DEFAULT,HANWAH Q CELLS,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8061,2024-06-24,SRVCE,2883.0,BLAIR IMAGE ELEMENTS,0.0,137.28,-137.28,,,,,,,,,9,MINI - BLAIR IMAGE ELEMENTS,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8105,2024-08-02,SRVCE,2209.0,HUBBELL REALTY,0.0,165.83,-165.83,,,,,,,,,34,IOWA TRUST AND SAVINGS BANK- HUBBELL REALTY COMPANY,CLIVE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8112,2024-09-16,SRVCE,5177.0,AMERICAN POSTAL WORKERS,0.0,68.64,-68.64,,,,,,,,,DEFAULT,AMERICAN POSTAL WORKERS,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8115,2024-08-26,SRVCE,4958.0,PRIDE SIGNS,0.0,187.56,-187.56,,,,,,,,,12,TARGET #2909 - PRIDE SIGNS,WAUKEE,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8118,2024-08-27,SRVCE,6091.0,TEXAS ROAD HOUSE,0.0,51.48,-51.48,,,,,,,,,DEFAULT,TEXAS ROAD HOUSE,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC8149,2024-09-17,SRVCE,5702.0,PERRY CHAMBER OF COMMERCE,0.0,102.96,-102.96,,,,,,,,,DEFAULT,PERRY CHAMBER OF COMMERCE,PERRY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,SRVCE,,Product Totals,318.03,1949.08,-1631.05,-512.86,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11974,2024-07-31,SURVEY,5607.0,TONES SPICES- B & G FOODS,0.0,85.8,-85.8,,,,,,,,,DEFAULT,TONES SPICES- B & G FOODS,ANKENY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,SURVEY,,Product Totals,0.0,85.8,-85.8,,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11819,2024-04-25,VINYL,4779.0,EAGLE SIGN CO.,0.0,75.0,-75.0,,,,,,,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12046,2024-10-09,VINYL,4779.0,EAGLE SIGN CO.,0.0,500.33,-500.33,,,,,,,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,VINYL,,Product Totals,0.0,575.33,-575.33,,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11891,2024-06-17,WARMFG,39850.0,EMC INSURANCE GROUP,0.0,547.16,-547.16,,,,,,,,,DEFAULT,EMC INSURANCE GROUP,Des Moines,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7837,2023-11-30,WARMFG,18600.0,CAT SCALE,0.0,145.3,-145.3,,,,,,,,,958,CAT #3251,LA GRANDE,OR,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,WARMFG,,Product Totals,0.0,692.46,-692.46,,0.0,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,,,Salesperson  Totals,859.64,4579.52,-3719.88,-432.73,118.08,,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,14230.45,11709.73,2520.72,17.71,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,14006.78,9817.67,4189.11,29.91,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,27899.56,18965.7,8933.86,32.02,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,13747.93,9525.84,4222.09,30.71,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,13717.27,10365.39,3351.88,24.44,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,6348.45,5776.96,571.49,9.0,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,6348.45,5325.86,1022.59,16.11,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,12221.59,9769.11,2452.48,20.07,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,6348.45,4271.36,2077.09,32.72,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,DRCT,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,4652.66,3871.41,781.25,16.79,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,DRCT,,Product Totals,119521.59,89399.03,30122.56,25.2,0.0,ADAM,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11428,2024-09-25,MISC,28110.0,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,0.0,105.11,-105.11,,,ADAM,0.03,,,,,DEFAULT,CITY OF DES MOINES,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,MISC,,Product Totals,0.0,105.11,-105.11,,0.0,ADAM,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,,,Salesperson ADAM Totals,119521.59,89504.14,30017.45,25.11,0.0,ADAM,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11724,2024-03-04,01,77950.0,NAGLE SIGNS  INC.,52.5,0.0,52.5,100.0,,HOUSE,,,,,,523,STOP N GO-NAGLE,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,01,,Product Totals,52.5,0.0,52.5,100.0,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12016,2024-08-22,ALUM,4095.0,JOHN BOYT INDUSTRIAL SEWING,101.3,66.55,34.75,34.3,,HOUSE,,,,,,DEFAULT,John Boyt Industrial Sewing,Urbandale,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,ALUM,,Product Totals,101.3,66.55,34.75,34.3,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11533,2024-02-19,BLDG,77950.0,NAGLE SIGNS  INC.,995.95,520.93,475.02,47.7,,HOUSE,,,,,,502,TRICKLE´S TIRE - NAGLE,AMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,BLDG,,Product Totals,995.95,520.93,475.02,47.7,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11470,2024-02-12,MISC,77950.0,NAGLE SIGNS  INC.,4894.0,4454.07,439.93,8.99,,HOUSE,,,,,,497,SUBWAY,ATLANTIC,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11470,2024-02-12,MISC,77950.0,NAGLE SIGNS  INC.,9005.9,5664.96,3340.94,37.1,,HOUSE,,,,,,497,SUBWAY,ATLANTIC,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11470,2024-02-12,MISC,77950.0,NAGLE SIGNS  INC.,4731.78,4037.48,694.3,14.67,,HOUSE,,,,,,497,SUBWAY,ATLANTIC,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11665,2024-01-17,MISC,6057.0,HARMONY WEST DES MOINES,69.5,45.74,23.76,34.19,,HOUSE,,,,,,DEFAULT,HARMONY HEALTH CARE,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11689,2024-02-12,MISC,77950.0,NAGLE SIGNS  INC.,221.08,154.88,66.2,29.94,,HOUSE,,,,,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12006,2024-09-19,MISC,77950.0,NAGLE SIGNS  INC.,3.5,2.82,0.68,19.43,,HOUSE,,,,,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12026,2024-08-26,MISC,4440.0,VALLEY CHURCH,35.0,19.8,15.2,43.43,,JEFF,,,,,,DEFAULT,VALLEY CHURCH ,WEST DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,MISC,,Product Totals,18960.76,14379.75,4581.01,24.16,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7952,2024-07-11,MONMNT,77950.0,NAGLE SIGNS  INC.,3298.71,2941.41,357.3,10.83,,HOUSE,,,,,,234,LOVE´S #411 - NAGLE SIGNS,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,MONMNT,,Product Totals,3298.71,2941.41,357.3,10.83,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11533,2024-02-19,PRMT,77950.0,NAGLE SIGNS  INC.,0.0,0.0,0.0,,,HOUSE,,,,,,502,TRICKLE´S TIRE - NAGLE,AMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,PRMT,,Product Totals,0.0,0.0,0.0,,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11533,2024-02-19,REPFCE,77950.0,NAGLE SIGNS  INC.,759.02,444.81,314.21,41.4,,HOUSE,,,,,,502,TRICKLE´S TIRE - NAGLE,AMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
11644,2024-01-31,REPFCE,77950.0,NAGLE SIGNS  INC.,621.28,490.73,130.55,21.01,,HOUSE,,,,,,217,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
12005,2024-08-29,REPFCE,77950.0,NAGLE SIGNS  INC.,565.28,457.6,107.68,19.05,,HOUSE,,,,,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7787,2023-12-21,REPFCE,77950.0,NAGLE SIGNS  INC.,2443.4,1954.86,488.54,19.99,,HOUSE,,,,,,372,COUNTRY INN & SUITES - NAGLE SIGNS,GRINNELL,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
,,REPFCE,,Product Totals,4388.98,3348.0,1040.98,23.72,0.0,HOUSE,,,,,,,,,,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7743,2023-12-31,SRVCE,77950.0,NAGLE SIGNS  INC.,1575.0,1471.13,103.87,6.59,,HOUSE,,,,,,493,KUM & GO - NAGLE SIGNS,WINTERSET,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7787,2023-12-21,SRVCE,77950.0,NAGLE SIGNS  INC.,1218.83,1190.37,28.46,2.34,,HOUSE,,,,,,372,COUNTRY INN & SUITES - NAGLE SIGNS,GRINNELL,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7797,2023-11-01,SRVCE,77950.0,NAGLE SIGNS  INC.,122.5,120.12,2.38,1.94,,HOUSE,,,,,,10,KUM & GO,DESOTO,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7799,2023-11-17,SRVCE,77950.0,NAGLE SIGNS  INC.,280.0,274.56,5.44,1.94,,HOUSE,,,,,,94,KUM & GO # 4098,WINDSOR HEIGHTS,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7801,2023-11-06,SRVCE,77950.0,NAGLE SIGNS  INC.,244.98,233.31,11.67,4.76,4.0,HOUSE,,,,,,506,PIZZA HUT - NAGLE SIGNS,MARSHALLTOWN,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7804,2023-11-20,SRVCE,77950.0,NAGLE SIGNS  INC.,105.0,102.96,2.04,1.94,,HOUSE,,,,,,484,KUM & GO 135 - NAGLE SIGNS,POLK CITY,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7813,2023-12-20,SRVCE,77950.0,NAGLE SIGNS  INC.,140.0,137.28,2.72,1.94,,HOUSE,,,,,,177,KUM & GO - NAGLE SIGNS,JOHNSTON,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7814,2023-11-16,SRVCE,4779.0,EAGLE SIGN CO.,0.0,134.04,-134.04,,,HOUSE,,,,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7815,2023-12-02,SRVCE,77950.0,NAGLE SIGNS  INC.,945.0,956.77,-11.77,-1.25,,HOUSE,,,,,,476,INLAND TRUCK PARTS & SERVICE,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7819,2023-11-29,SRVCE,77950.0,NAGLE SIGNS  INC.,166.73,155.1,11.63,6.98,6.0,HOUSE,,,,,,392,TACO JOHN´S,GRINNELL,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7820,2024-01-15,SRVCE,77950.0,NAGLE SIGNS  INC.,665.0,652.08,12.92,1.94,,HOUSE,,,,,,425,FARMERS SAVINGS BANK- NAGLE SIGNS,MARSHALLTOWN,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
SC7821,2023-11-17,SRVCE,77950.0,NAGLE SIGNS  INC.,280.0,274.56,5.44,1.94,,HOUSE,,,,,,465,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,,4,H:\brady\BOT TRAINING\Sales\GM by Salesperson\BRADYF_GM_SALESPERSON 2024.CSV,2026-01-30T11:07:09.757530
